Date,JSWHL
2014-01-01,579.7
2014-01-02,563.1
2014-01-03,553.1
2014-01-06,585.2
2014-01-07,587.1
2014-01-08,578.85
2014-01-09,567.1
2014-01-10,550.9
2014-01-13,556.9
2014-01-14,559.95
2014-01-15,560.95
2014-01-16,564.0
2014-01-17,552.1
2014-01-20,567.85
2014-01-21,562.7
2014-01-22,574.55
2014-01-23,565.35
2014-01-24,544.55
2014-01-27,500.95
2014-01-28,509.85
2014-01-29,511.2
2014-01-30,485.1
2014-01-31,489.45
2014-02-03,466.2
2014-02-04,467.85
2014-02-05,472.8
2014-02-06,473.5
2014-02-07,476.55
2014-02-10,472.6
2014-02-11,478.25
2014-02-12,469.2
2014-02-13,452.1
2014-02-14,450.4
2014-02-17,454.85
2014-02-18,544.05
2014-02-19,537.85
2014-02-20,518.2
2014-02-21,585.1
2014-02-24,561.85
2014-02-25,588.75
2014-02-26,589.55
2014-02-28,585.2
2014-03-03,574.35
2014-03-04,596.15
2014-03-05,589.6
2014-03-06,596.2
2014-03-07,590.35
2014-03-10,589.55
2014-03-11,584.35
2014-03-12,584.3
2014-03-13,569.15
2014-03-14,561.65
2014-03-18,574.0
2014-03-19,582.35
2014-03-20,570.85
2014-03-21,582.45
2014-03-22,581.85
2014-03-24,576.1
2014-03-25,575.85
2014-03-26,576.65
2014-03-27,578.65
2014-03-28,582.4
2014-03-31,603.25
2014-04-01,596.35
2014-04-02,603.3
2014-04-03,615.25
2014-04-04,610.9
2014-04-07,607.55
2014-04-09,611.05
2014-04-10,619.1
2014-04-11,614.8
2014-04-15,590.8
2014-04-16,581.95
2014-04-17,592.05
2014-04-21,646.15
2014-04-22,658.5
2014-04-23,655.9
2014-04-25,636.35
2014-04-28,634.8
2014-04-29,612.05
2014-04-30,597.0
2014-05-02,613.9
2014-05-05,612.2
2014-05-06,612.05
2014-05-07,631.65
2014-05-08,619.55
2014-05-09,632.2
2014-05-12,637.5
2014-05-13,634.8
2014-05-14,643.9
2014-05-15,638.1
2014-05-16,635.75
2014-05-19,710.15
2014-05-20,710.35
2014-05-21,726.45
2014-05-22,746.05
2014-05-23,828.75
2014-05-26,764.35
2014-05-27,757.05
2014-05-28,761.85
2014-05-29,771.85
2014-05-30,768.15
2014-06-02,808.15
2014-06-03,829.55
2014-06-04,830.1
2014-06-05,840.65
2014-06-06,830.15
2014-06-09,844.65
2014-06-10,835.6
2014-06-11,826.7
2014-06-12,830.25
2014-06-13,795.55
2014-06-16,784.2
2014-06-17,807.65
2014-06-18,800.55
2014-06-19,798.75
2014-06-20,799.6
2014-06-23,799.05
2014-06-24,815.35
2014-06-25,809.3
2014-06-26,798.65
2014-06-27,793.6
2014-06-30,807.9
2014-07-01,831.25
2014-07-02,835.9
2014-07-03,817.5
2014-07-04,865.55
2014-07-07,827.15
2014-07-08,777.2
2014-07-09,803.6
2014-07-10,808.65
2014-07-11,797.55
2014-07-14,802.1
2014-07-15,808.65
2014-07-16,821.05
2014-07-17,830.4
2014-07-18,825.6
2014-07-21,825.75
2014-07-22,824.45
2014-07-23,810.15
2014-07-24,820.95
2014-07-25,822.15
2014-07-28,820.55
2014-07-30,820.4
2014-07-31,821.4
2014-08-01,820.25
2014-08-04,821.75
2014-08-05,838.9
2014-08-06,823.9
2014-08-07,822.45
2014-08-08,823.4
2014-08-11,823.05
2014-08-12,824.55
2014-08-13,799.8
2014-08-14,837.85
2014-08-18,845.75
2014-08-19,869.05
2014-08-20,862.4
2014-08-21,842.5
2014-08-22,843.0
2014-08-25,806.75
2014-08-26,811.0
2014-08-27,822.8
2014-08-28,809.2
2014-09-01,835.05
2014-09-02,851.6
2014-09-03,839.75
2014-09-04,822.45
2014-09-05,845.0
2014-09-08,845.95
2014-09-09,842.2
2014-09-10,847.7
2014-09-11,933.9
2014-09-12,915.4
2014-09-15,891.5
2014-09-16,846.45
2014-09-17,860.75
2014-09-18,877.7
2014-09-19,862.05
2014-09-22,871.05
2014-09-23,866.05
2014-09-24,860.85
2014-09-25,815.65
2014-09-26,840.05
2014-09-29,852.0
2014-09-30,848.15
2014-10-01,858.05
2014-10-07,840.7
2014-10-08,864.8
2014-10-09,880.9
2014-10-10,857.4
2014-10-13,860.3
2014-10-14,843.8
2014-10-16,835.6
2014-10-17,849.85
2014-10-20,860.45
2014-10-21,876.3
2014-10-22,895.6
2014-10-23,903.6
2014-10-27,919.7
2014-10-28,882.05
2014-10-29,912.55
2014-10-30,907.35
2014-10-31,908.9
2014-11-03,913.45
2014-11-05,919.0
2014-11-07,914.55
2014-11-10,921.0
2014-11-11,933.7
2014-11-12,971.5
2014-11-13,939.45
2014-11-14,939.35
2014-11-17,952.75
2014-11-18,950.0
2014-11-19,931.4
2014-11-20,928.05
2014-11-21,930.2
2014-11-24,930.9
2014-11-25,910.15
2014-11-26,912.7
2014-11-27,922.85
2014-11-28,929.75
2014-12-01,929.55
2014-12-02,916.0
2014-12-03,926.8
2014-12-04,928.2
2014-12-05,936.7
2014-12-08,934.55
2014-12-09,918.1
2014-12-10,923.45
2014-12-11,919.95
2014-12-12,916.0
2014-12-15,918.85
2014-12-16,885.3
2014-12-17,876.5
2014-12-18,890.4
2014-12-19,927.55
2014-12-22,915.4
2014-12-23,902.1
2014-12-24,925.55
2014-12-26,928.25
2014-12-29,939.6
2014-12-30,950.5
2014-12-31,957.4
