Date,BIOCON
2014-01-01,469.2
2014-01-02,460.25
2014-01-03,483.6
2014-01-06,480.8
2014-01-07,476.5
2014-01-08,475.35
2014-01-09,463.8
2014-01-10,456.4
2014-01-13,464.6
2014-01-14,469.1
2014-01-15,459.75
2014-01-16,463.5
2014-01-17,441.4
2014-01-20,454.45
2014-01-21,482.45
2014-01-22,479.0
2014-01-23,451.15
2014-01-24,425.6
2014-01-27,421.65
2014-01-28,424.1
2014-01-29,427.9
2014-01-30,419.8
2014-01-31,436.25
2014-02-03,441.1
2014-02-04,427.3
2014-02-05,426.55
2014-02-06,422.1
2014-02-07,435.35
2014-02-10,438.95
2014-02-11,434.4
2014-02-12,432.75
2014-02-13,427.45
2014-02-14,428.15
2014-02-17,434.95
2014-02-18,436.65
2014-02-19,440.5
2014-02-20,439.15
2014-02-21,443.1
2014-02-24,440.75
2014-02-25,443.3
2014-02-26,438.85
2014-02-28,458.45
2014-03-03,454.05
2014-03-04,456.35
2014-03-05,458.1
2014-03-06,455.05
2014-03-07,442.05
2014-03-10,431.15
2014-03-11,432.3
2014-03-12,434.85
2014-03-13,428.45
2014-03-14,432.4
2014-03-18,439.2
2014-03-19,433.35
2014-03-20,431.15
2014-03-21,433.85
2014-03-22,433.55
2014-03-24,435.4
2014-03-25,434.45
2014-03-26,422.45
2014-03-27,414.8
2014-03-28,421.65
2014-03-31,424.4
2014-04-01,430.95
2014-04-02,440.05
2014-04-03,434.4
2014-04-04,433.0
2014-04-07,426.45
2014-04-09,427.2
2014-04-10,428.45
2014-04-11,438.2
2014-04-15,451.5
2014-04-16,457.2
2014-04-17,454.75
2014-04-21,496.4
2014-04-22,488.5
2014-04-23,467.15
2014-04-25,473.65
2014-04-28,475.9
2014-04-29,474.7
2014-04-30,470.95
2014-05-02,475.5
2014-05-05,468.95
2014-05-06,471.15
2014-05-07,479.3
2014-05-08,482.55
2014-05-09,471.0
2014-05-12,460.05
2014-05-13,457.4
2014-05-14,459.15
2014-05-15,441.1
2014-05-16,428.9
2014-05-19,435.4
2014-05-20,446.3
2014-05-21,451.4
2014-05-22,439.85
2014-05-23,445.95
2014-05-26,438.0
2014-05-27,437.85
2014-05-28,432.6
2014-05-29,428.25
2014-05-30,437.3
2014-06-02,447.05
2014-06-03,442.6
2014-06-04,453.65
2014-06-05,463.95
2014-06-06,465.85
2014-06-09,463.45
2014-06-10,484.5
2014-06-11,476.15
2014-06-12,503.4
2014-06-13,481.1
2014-06-16,490.0
2014-06-17,488.55
2014-06-18,492.95
2014-06-19,494.0
2014-06-20,489.4
2014-06-23,483.6
2014-06-24,486.2
2014-06-25,507.9
2014-06-26,520.3
2014-06-27,524.25
2014-06-30,530.75
2014-07-01,523.95
2014-07-02,523.25
2014-07-03,544.0
2014-07-04,543.5
2014-07-07,538.0
2014-07-08,511.4
2014-07-09,498.4
2014-07-10,492.5
2014-07-11,484.45
2014-07-14,476.65
2014-07-15,489.85
2014-07-16,494.85
2014-07-17,500.55
2014-07-18,492.85
2014-07-21,499.15
2014-07-22,517.5
2014-07-23,513.15
2014-07-24,517.9
2014-07-25,479.9
2014-07-28,465.65
2014-07-30,465.85
2014-07-31,470.1
2014-08-01,465.1
2014-08-04,457.1
2014-08-05,461.8
2014-08-06,472.3
2014-08-07,460.85
2014-08-08,458.65
2014-08-11,459.05
2014-08-12,464.8
2014-08-13,454.5
2014-08-14,460.55
2014-08-18,469.35
2014-08-19,472.0
2014-08-20,478.1
2014-08-21,473.5
2014-08-22,474.1
2014-08-25,473.0
2014-08-26,472.95
2014-08-27,470.45
2014-08-28,464.05
2014-09-01,473.7
2014-09-02,487.45
2014-09-03,488.4
2014-09-04,485.4
2014-09-05,498.1
2014-09-08,500.35
2014-09-09,501.8
2014-09-10,503.45
2014-09-11,491.25
2014-09-12,498.4
2014-09-15,497.05
2014-09-16,479.45
2014-09-17,486.65
2014-09-18,500.05
2014-09-19,507.9
2014-09-22,506.3
2014-09-23,495.2
2014-09-24,494.8
2014-09-25,482.85
2014-09-26,496.4
2014-09-29,508.75
2014-09-30,498.2
2014-10-01,498.95
2014-10-07,494.85
2014-10-08,486.55
2014-10-09,490.25
2014-10-10,482.2
2014-10-13,475.55
2014-10-14,475.95
2014-10-16,465.15
2014-10-17,468.15
2014-10-20,474.5
2014-10-21,480.1
2014-10-22,476.45
2014-10-23,479.95
2014-10-27,469.85
2014-10-28,457.45
2014-10-29,444.45
2014-10-30,447.55
2014-10-31,447.95
2014-11-03,450.65
2014-11-05,457.85
2014-11-07,454.9
2014-11-10,452.95
2014-11-11,447.75
2014-11-12,445.05
2014-11-13,443.15
2014-11-14,440.75
2014-11-17,436.9
2014-11-18,440.25
2014-11-19,445.1
2014-11-20,454.15
2014-11-21,457.65
2014-11-24,456.65
2014-11-25,462.6
2014-11-26,460.1
2014-11-27,457.45
2014-11-28,456.45
2014-12-01,460.65
2014-12-02,467.05
2014-12-03,466.3
2014-12-04,470.6
2014-12-05,462.85
2014-12-08,455.15
2014-12-09,455.05
2014-12-10,455.45
2014-12-11,455.1
2014-12-12,453.7
2014-12-15,454.8
2014-12-16,429.05
2014-12-17,424.5
2014-12-18,435.05
2014-12-19,435.0
2014-12-22,436.45
2014-12-23,423.75
2014-12-24,412.65
2014-12-26,417.2
2014-12-29,416.0
2014-12-30,424.45
2014-12-31,425.55
