Date,ELGIRUBCO
2014-01-02,21.5
2014-01-03,22.95
2014-01-06,21.5
2014-01-07,22.0
2014-01-08,22.05
2014-01-09,22.4
2014-01-10,22.4
2014-01-13,22.25
2014-01-14,21.55
2014-01-15,21.05
2014-01-16,21.0
2014-01-17,21.15
2014-01-20,20.3
2014-01-21,20.35
2014-01-22,20.05
2014-01-23,20.05
2014-01-24,20.8
2014-01-27,20.45
2014-01-28,20.5
2014-01-29,20.8
2014-01-30,20.5
2014-01-31,20.5
2014-02-03,20.2
2014-02-04,20.5
2014-02-05,20.35
2014-02-06,20.5
2014-02-07,20.5
2014-02-10,20.6
2014-02-11,20.1
2014-02-12,21.0
2014-02-13,20.05
2014-02-14,20.8
2014-02-17,21.0
2014-02-18,20.35
2014-02-19,20.9
2014-02-20,20.9
2014-02-21,20.5
2014-02-24,20.5
2014-02-25,20.45
2014-02-26,20.75
2014-02-28,20.5
2014-03-03,20.5
2014-03-04,20.6
2014-03-05,20.5
2014-03-06,20.6
2014-03-07,20.65
2014-03-10,20.7
2014-03-11,20.85
2014-03-12,20.7
2014-03-13,21.0
2014-03-14,20.6
2014-03-18,20.55
2014-03-19,20.55
2014-03-20,20.5
2014-03-21,20.65
2014-03-22,21.0
2014-03-24,21.0
2014-03-25,21.45
2014-03-26,20.7
2014-03-27,20.75
2014-03-28,21.2
2014-03-31,22.0
2014-04-01,21.9
2014-04-02,21.55
2014-04-03,22.0
2014-04-04,22.0
2014-04-07,21.6
2014-04-09,21.3
2014-04-10,22.0
2014-04-11,22.0
2014-04-15,23.2
2014-04-16,21.75
2014-04-17,22.05
2014-04-21,22.85
2014-04-22,22.05
2014-04-23,21.95
2014-04-25,21.4
2014-04-28,21.45
2014-04-29,21.75
2014-04-30,21.7
2014-05-02,21.9
2014-05-05,21.75
2014-05-06,22.0
2014-05-07,22.1
2014-05-08,22.7
2014-05-09,23.95
2014-05-12,22.75
2014-05-13,22.45
2014-05-14,21.8
2014-05-15,21.95
2014-05-16,21.45
2014-05-19,22.7
2014-05-20,22.75
2014-05-21,23.25
2014-05-22,24.55
2014-05-23,26.95
2014-05-26,25.9
2014-05-27,25.7
2014-05-28,24.8
2014-05-29,24.4
2014-05-30,24.6
2014-06-02,25.5
2014-06-03,25.5
2014-06-04,25.5
2014-06-05,25.6
2014-06-06,25.3
2014-06-09,25.5
2014-06-10,25.8
2014-06-11,25.65
2014-06-12,30.35
2014-06-13,27.8
2014-06-16,27.3
2014-06-17,27.85
2014-06-18,29.95
2014-06-19,30.5
2014-06-20,29.2
2014-06-23,27.6
2014-06-24,28.85
2014-06-25,29.3
2014-06-26,29.05
2014-06-27,28.8
2014-06-30,29.35
2014-07-01,30.3
2014-07-02,36.35
2014-07-03,40.55
2014-07-04,40.85
2014-07-07,38.1
2014-07-08,34.8
2014-07-09,33.55
2014-07-10,33.95
2014-07-11,33.0
2014-07-14,32.0
2014-07-15,33.8
2014-07-16,34.0
2014-07-17,34.7
2014-07-18,33.55
2014-07-21,33.4
2014-07-22,34.0
2014-07-23,32.5
2014-07-24,32.2
2014-07-25,30.35
2014-07-28,33.85
2014-07-30,33.85
2014-07-31,32.95
2014-08-01,31.05
2014-08-04,31.25
2014-08-05,31.15
2014-08-06,30.9
2014-08-07,31.25
2014-08-08,29.95
2014-08-11,30.05
2014-08-12,30.0
2014-08-13,28.2
2014-08-14,30.45
2014-08-18,30.45
2014-08-19,30.35
2014-08-20,30.05
2014-08-21,29.4
2014-08-22,30.35
2014-08-25,29.85
2014-08-26,29.65
2014-08-27,30.2
2014-08-28,31.0
2014-09-01,34.3
2014-09-02,36.1
2014-09-03,37.3
2014-09-04,37.4
2014-09-05,36.85
2014-09-08,38.5
2014-09-09,38.75
2014-09-10,38.15
2014-09-11,37.0
2014-09-12,35.9
2014-09-15,35.95
2014-09-16,32.4
2014-09-17,32.95
2014-09-18,34.0
2014-09-19,33.75
2014-09-22,33.95
2014-09-23,32.65
2014-09-24,32.95
2014-09-25,31.35
2014-09-26,32.35
2014-09-29,33.0
2014-09-30,32.85
2014-10-01,30.95
2014-10-07,30.55
2014-10-08,30.9
2014-10-09,32.9
2014-10-10,32.5
2014-10-13,32.3
2014-10-14,31.1
2014-10-16,30.9
2014-10-17,30.15
2014-10-20,29.05
2014-10-21,29.9
2014-10-22,30.0
2014-10-23,31.0
2014-10-27,29.9
2014-10-28,30.2
2014-10-29,29.9
2014-10-30,29.1
2014-10-31,29.2
2014-11-03,29.7
2014-11-05,31.0
2014-11-07,30.7
2014-11-10,29.15
2014-11-11,30.0
2014-11-12,29.85
2014-11-13,30.0
2014-11-14,29.55
2014-11-17,29.0
2014-11-18,29.05
2014-11-19,28.65
2014-11-20,28.1
2014-11-21,27.6
2014-11-24,27.25
2014-11-25,25.5
2014-11-26,25.55
2014-11-27,25.3
2014-11-28,26.25
2014-12-01,24.3
2014-12-02,24.0
2014-12-03,26.2
2014-12-04,30.25
2014-12-05,30.85
2014-12-08,29.3
2014-12-09,28.15
2014-12-10,33.5
2014-12-11,34.5
2014-12-12,35.25
2014-12-15,35.4
2014-12-16,31.95
2014-12-17,30.5
2014-12-18,31.85
2014-12-19,32.05
2014-12-22,33.05
2014-12-23,31.15
2014-12-24,31.1
2014-12-26,31.75
2014-12-29,31.55
2014-12-30,31.3
2014-12-31,32.25
