Date,MUKTAARTS
2014-01-01,32.3
2014-01-02,32.45
2014-01-03,31.75
2014-01-06,32.55
2014-01-07,33.15
2014-01-08,34.0
2014-01-09,37.4
2014-01-10,36.05
2014-01-13,34.15
2014-01-14,34.65
2014-01-15,34.45
2014-01-16,34.0
2014-01-17,34.6
2014-01-20,33.4
2014-01-21,32.6
2014-01-22,32.3
2014-01-23,33.25
2014-01-24,31.5
2014-01-27,30.5
2014-01-28,29.85
2014-01-29,29.9
2014-01-30,30.75
2014-01-31,29.5
2014-02-03,31.55
2014-02-04,31.3
2014-02-05,31.4
2014-02-06,29.8
2014-02-07,31.2
2014-02-10,31.4
2014-02-11,31.25
2014-02-12,30.75
2014-02-13,30.85
2014-02-14,29.75
2014-02-17,30.5
2014-02-18,30.5
2014-02-19,29.8
2014-02-20,29.55
2014-02-21,32.3
2014-02-24,30.7
2014-02-25,31.65
2014-02-26,30.6
2014-02-28,31.15
2014-03-03,30.75
2014-03-04,31.5
2014-03-05,30.85
2014-03-06,31.5
2014-03-07,31.0
2014-03-10,30.8
2014-03-11,30.75
2014-03-12,31.95
2014-03-13,31.85
2014-03-14,32.0
2014-03-18,32.0
2014-03-19,33.0
2014-03-20,31.65
2014-03-21,31.95
2014-03-24,38.3
2014-03-25,36.6
2014-03-26,36.2
2014-03-27,35.55
2014-03-28,35.95
2014-03-31,37.05
2014-04-01,38.15
2014-04-02,37.55
2014-04-03,37.1
2014-04-04,36.65
2014-04-07,36.05
2014-04-09,36.15
2014-04-10,36.1
2014-04-11,36.75
2014-04-15,38.0
2014-04-16,36.05
2014-04-17,35.55
2014-04-21,36.35
2014-04-22,36.05
2014-04-23,37.25
2014-04-25,35.5
2014-04-28,32.5
2014-04-29,32.4
2014-04-30,31.4
2014-05-02,30.7
2014-05-05,28.95
2014-05-06,29.05
2014-05-07,29.0
2014-05-08,29.6
2014-05-09,28.95
2014-05-12,30.05
2014-05-13,30.0
2014-05-14,30.95
2014-05-15,29.3
2014-05-16,29.5
2014-05-19,30.05
2014-05-20,31.95
2014-05-21,33.0
2014-05-22,39.5
2014-05-23,37.7
2014-05-26,36.35
2014-05-27,34.9
2014-05-28,34.85
2014-05-29,34.9
2014-05-30,33.95
2014-06-02,33.85
2014-06-03,34.4
2014-06-04,34.2
2014-06-05,36.0
2014-06-06,38.35
2014-06-09,37.0
2014-06-10,35.4
2014-06-11,36.0
2014-06-12,34.25
2014-06-13,33.15
2014-06-16,32.4
2014-06-17,34.8
2014-06-18,33.2
2014-06-19,33.45
2014-06-20,32.15
2014-06-23,31.55
2014-06-24,32.0
2014-06-25,31.65
2014-06-26,31.7
2014-06-27,31.55
2014-06-30,32.0
2014-07-01,32.0
2014-07-02,32.0
2014-07-03,31.5
2014-07-04,31.3
2014-07-07,31.45
2014-07-08,30.15
2014-07-09,30.65
2014-07-10,29.8
2014-07-11,28.7
2014-07-14,28.75
2014-07-15,28.5
2014-07-16,28.7
2014-07-17,29.25
2014-07-18,28.65
2014-07-21,29.6
2014-07-22,29.0
2014-07-23,29.0
2014-07-24,29.1
2014-07-25,29.85
2014-07-28,30.9
2014-07-30,31.65
2014-07-31,32.25
2014-08-01,31.0
2014-08-04,31.0
2014-08-05,30.8
2014-08-06,31.0
2014-08-07,31.65
2014-08-08,30.35
2014-08-11,30.0
2014-08-12,30.5
2014-08-13,29.1
2014-08-14,28.9
2014-08-18,29.8
2014-08-19,28.8
2014-08-20,27.95
2014-08-21,27.9
2014-08-22,28.45
2014-08-25,28.5
2014-08-26,28.2
2014-08-27,28.5
2014-08-28,28.5
2014-09-01,29.1
2014-09-02,28.3
2014-09-03,28.1
2014-09-04,27.8
2014-09-05,29.55
2014-09-08,31.85
2014-09-09,31.25
2014-09-10,31.6
2014-09-11,30.4
2014-09-12,30.0
2014-09-15,29.95
2014-09-16,29.6
2014-09-17,29.6
2014-09-18,30.4
2014-09-19,33.15
2014-09-22,33.55
2014-09-23,31.8
2014-09-24,30.95
2014-09-25,28.3
2014-09-26,27.15
2014-09-29,27.2
2014-09-30,28.9
2014-10-01,28.35
2014-10-07,28.25
2014-10-08,29.3
2014-10-09,30.0
2014-10-10,30.05
2014-10-13,28.55
2014-10-14,31.45
2014-10-16,29.8
2014-10-17,28.9
2014-10-20,29.15
2014-10-21,29.1
2014-10-22,29.7
2014-10-23,31.0
2014-10-27,29.5
2014-10-28,30.15
2014-10-29,32.1
2014-10-30,30.4
2014-10-31,30.75
2014-11-03,31.9
2014-11-05,31.65
2014-11-07,31.55
2014-11-10,30.8
2014-11-11,31.25
2014-11-12,30.85
2014-11-13,31.4
2014-11-14,30.9
2014-11-17,30.95
2014-11-18,30.6
2014-11-19,31.0
2014-11-20,29.65
2014-11-21,28.75
2014-11-24,28.8
2014-11-25,28.45
2014-11-26,28.95
2014-11-27,28.75
2014-11-28,28.6
2014-12-01,28.05
2014-12-02,29.45
2014-12-03,28.45
2014-12-04,28.9
2014-12-05,28.3
2014-12-08,28.3
2014-12-09,27.85
2014-12-10,28.0
2014-12-11,27.65
2014-12-12,27.5
2014-12-15,26.8
2014-12-16,25.15
2014-12-17,26.15
2014-12-18,26.95
2014-12-19,26.05
2014-12-22,27.4
2014-12-23,26.6
2014-12-24,26.65
2014-12-26,28.8
2014-12-29,28.4
2014-12-30,28.2
2014-12-31,28.45
