Date,COSMOFILMS
2014-01-01,61.1
2014-01-02,58.75
2014-01-03,58.35
2014-01-06,57.25
2014-01-07,58.0
2014-01-08,59.4
2014-01-09,58.45
2014-01-10,58.4
2014-01-13,56.45
2014-01-14,57.3
2014-01-15,56.9
2014-01-16,56.55
2014-01-17,55.45
2014-01-20,56.7
2014-01-21,55.15
2014-01-22,54.9
2014-01-23,54.8
2014-01-24,55.4
2014-01-27,52.85
2014-01-28,53.0
2014-01-29,51.45
2014-01-30,51.15
2014-01-31,51.75
2014-02-03,51.15
2014-02-04,51.3
2014-02-05,51.8
2014-02-06,50.65
2014-02-07,51.0
2014-02-10,50.85
2014-02-11,51.2
2014-02-12,50.8
2014-02-13,50.55
2014-02-14,50.9
2014-02-17,48.15
2014-02-18,47.6
2014-02-19,46.9
2014-02-20,46.7
2014-02-21,46.6
2014-02-24,46.8
2014-02-25,46.6
2014-02-26,45.85
2014-02-28,46.5
2014-03-03,46.05
2014-03-04,46.0
2014-03-05,46.25
2014-03-06,47.9
2014-03-07,48.5
2014-03-10,48.55
2014-03-11,47.65
2014-03-12,47.75
2014-03-13,47.0
2014-03-14,47.5
2014-03-18,47.95
2014-03-19,47.4
2014-03-20,46.9
2014-03-21,47.0
2014-03-22,48.45
2014-03-24,48.3
2014-03-25,48.1
2014-03-26,50.0
2014-03-27,49.9
2014-03-28,49.65
2014-03-31,50.2
2014-04-01,51.0
2014-04-02,52.4
2014-04-03,51.05
2014-04-04,52.75
2014-04-07,57.0
2014-04-09,58.55
2014-04-10,57.7
2014-04-11,56.85
2014-04-15,57.0
2014-04-16,56.55
2014-04-17,56.7
2014-04-21,57.75
2014-04-22,57.7
2014-04-23,56.75
2014-04-25,56.9
2014-04-28,56.65
2014-04-29,55.75
2014-04-30,53.35
2014-05-02,54.1
2014-05-05,54.0
2014-05-06,54.15
2014-05-07,53.8
2014-05-08,54.6
2014-05-09,54.1
2014-05-12,54.0
2014-05-13,54.9
2014-05-14,57.0
2014-05-15,56.1
2014-05-16,56.2
2014-05-19,59.95
2014-05-20,62.55
2014-05-21,65.05
2014-05-22,65.25
2014-05-23,65.6
2014-05-26,63.2
2014-05-27,64.2
2014-05-28,65.5
2014-05-29,65.5
2014-05-30,64.75
2014-06-02,69.95
2014-06-03,68.65
2014-06-04,69.85
2014-06-05,71.35
2014-06-06,73.65
2014-06-09,73.6
2014-06-10,72.7
2014-06-11,78.45
2014-06-12,75.95
2014-06-13,72.0
2014-06-16,72.05
2014-06-17,74.1
2014-06-18,73.1
2014-06-19,71.5
2014-06-20,73.4
2014-06-23,71.5
2014-06-24,71.85
2014-06-25,73.1
2014-06-26,73.9
2014-06-27,73.65
2014-06-30,75.95
2014-07-01,76.95
2014-07-02,77.9
2014-07-03,76.55
2014-07-04,78.35
2014-07-07,79.45
2014-07-08,74.6
2014-07-09,72.4
2014-07-10,73.55
2014-07-11,70.35
2014-07-14,70.0
2014-07-15,71.45
2014-07-16,73.35
2014-07-17,80.2
2014-07-18,85.55
2014-07-21,82.9
2014-07-22,81.45
2014-07-23,84.4
2014-07-24,84.85
2014-07-25,81.95
2014-07-28,81.35
2014-07-30,81.1
2014-07-31,81.3
2014-08-01,79.7
2014-08-04,80.45
2014-08-05,79.6
2014-08-06,83.0
2014-08-07,81.5
2014-08-08,78.4
2014-08-11,79.2
2014-08-12,78.45
2014-08-13,79.6
2014-08-14,77.2
2014-08-18,80.85
2014-08-19,84.3
2014-08-20,84.35
2014-08-21,84.4
2014-08-22,84.55
2014-08-25,84.15
2014-08-26,84.25
2014-08-27,84.0
2014-08-28,84.3
2014-09-01,85.95
2014-09-02,89.45
2014-09-03,88.05
2014-09-04,89.15
2014-09-05,91.2
2014-09-08,94.55
2014-09-09,98.55
2014-09-10,99.0
2014-09-11,101.5
2014-09-12,102.05
2014-09-15,102.9
2014-09-16,97.65
2014-09-17,97.2
2014-09-18,104.5
2014-09-19,104.9
2014-09-22,115.4
2014-09-23,114.4
2014-09-24,107.35
2014-09-25,102.45
2014-09-26,104.25
2014-09-29,106.1
2014-09-30,105.95
2014-10-01,106.15
2014-10-07,105.55
2014-10-08,105.3
2014-10-09,106.1
2014-10-10,108.15
2014-10-13,109.8
2014-10-14,106.95
2014-10-16,105.2
2014-10-17,106.3
2014-10-20,105.2
2014-10-21,105.45
2014-10-22,103.75
2014-10-23,105.55
2014-10-27,111.6
2014-10-28,110.95
2014-10-29,112.6
2014-10-30,114.95
2014-10-31,117.2
2014-11-03,122.55
2014-11-05,126.55
2014-11-07,125.1
2014-11-10,120.2
2014-11-11,111.65
2014-11-12,112.25
2014-11-13,112.5
2014-11-14,110.8
2014-11-17,110.4
2014-11-18,111.35
2014-11-19,107.15
2014-11-20,108.35
2014-11-21,107.25
2014-11-24,105.6
2014-11-25,99.6
2014-11-26,102.55
2014-11-27,102.5
2014-11-28,104.5
2014-12-01,104.8
2014-12-02,103.3
2014-12-03,106.45
2014-12-04,105.9
2014-12-05,106.7
2014-12-08,105.6
2014-12-09,101.25
2014-12-10,103.65
2014-12-11,104.75
2014-12-12,103.7
2014-12-15,100.1
2014-12-16,95.7
2014-12-17,92.55
2014-12-18,96.45
2014-12-19,97.9
2014-12-22,99.75
2014-12-23,96.25
2014-12-24,95.7
2014-12-26,96.1
2014-12-29,92.2
2014-12-30,90.05
2014-12-31,91.55
