Date,SWELECTES
2014-01-01,179.9
2014-01-02,186.95
2014-01-03,188.2
2014-01-06,187.05
2014-01-07,186.6
2014-01-08,186.0
2014-01-09,183.9
2014-01-10,180.15
2014-01-13,181.7
2014-01-14,180.0
2014-01-15,181.6
2014-01-16,180.4
2014-01-17,183.9
2014-01-20,174.95
2014-01-21,180.8
2014-01-22,186.5
2014-01-23,182.7
2014-01-24,180.0
2014-01-27,176.55
2014-01-28,178.0
2014-01-29,173.0
2014-01-30,183.7
2014-01-31,185.85
2014-02-03,185.1
2014-02-04,183.75
2014-02-05,177.2
2014-02-06,174.35
2014-02-07,174.8
2014-02-10,176.55
2014-02-11,173.2
2014-02-12,174.9
2014-02-13,175.0
2014-02-14,175.9
2014-02-17,174.3
2014-02-18,176.25
2014-02-19,172.2
2014-02-20,168.95
2014-02-21,169.8
2014-02-24,181.75
2014-02-25,180.3
2014-02-26,183.6
2014-02-28,189.95
2014-03-03,188.5
2014-03-04,193.4
2014-03-05,192.5
2014-03-06,194.25
2014-03-07,194.65
2014-03-10,203.85
2014-03-11,208.05
2014-03-12,212.2
2014-03-13,224.5
2014-03-14,227.3
2014-03-18,221.75
2014-03-19,222.05
2014-03-20,226.65
2014-03-21,233.7
2014-03-22,230.65
2014-03-24,226.35
2014-03-25,220.85
2014-03-26,217.3
2014-03-27,217.9
2014-03-28,218.0
2014-03-31,226.55
2014-04-01,226.6
2014-04-02,230.4
2014-04-03,226.55
2014-04-04,241.4
2014-04-07,246.0
2014-04-09,244.15
2014-04-10,237.4
2014-04-11,242.0
2014-04-15,258.9
2014-04-16,261.4
2014-04-17,261.95
2014-04-21,255.7
2014-04-22,288.35
2014-04-23,289.9
2014-04-25,297.65
2014-04-28,292.6
2014-04-29,297.2
2014-04-30,288.3
2014-05-02,288.85
2014-05-05,290.2
2014-05-06,296.5
2014-05-07,293.1
2014-05-08,286.7
2014-05-09,286.1
2014-05-12,283.5
2014-05-13,282.25
2014-05-14,279.6
2014-05-15,278.65
2014-05-16,282.55
2014-05-19,312.35
2014-05-20,346.55
2014-05-21,369.25
2014-05-22,369.95
2014-05-23,364.5
2014-05-26,379.45
2014-05-27,384.15
2014-05-28,379.65
2014-05-29,364.65
2014-05-30,342.25
2014-06-02,348.3
2014-06-03,353.9
2014-06-04,355.35
2014-06-05,374.9
2014-06-06,394.25
2014-06-09,426.65
2014-06-10,444.6
2014-06-11,422.45
2014-06-12,412.9
2014-06-13,401.1
2014-06-16,400.0
2014-06-17,416.45
2014-06-18,434.45
2014-06-19,425.35
2014-06-20,422.8
2014-06-23,428.25
2014-06-24,426.6
2014-06-25,425.2
2014-06-26,423.3
2014-06-27,431.25
2014-06-30,433.45
2014-07-01,447.75
2014-07-02,459.75
2014-07-03,458.05
2014-07-04,457.5
2014-07-07,502.25
2014-07-08,478.85
2014-07-09,452.7
2014-07-10,450.9
2014-07-11,422.95
2014-07-14,409.9
2014-07-15,403.5
2014-07-16,473.35
2014-07-17,472.1
2014-07-18,464.95
2014-07-21,466.55
2014-07-22,460.35
2014-07-23,448.1
2014-07-24,456.4
2014-07-25,431.55
2014-07-28,438.05
2014-07-30,438.45
2014-07-31,437.5
2014-08-01,427.6
2014-08-04,427.25
2014-08-05,429.65
2014-08-06,423.6
2014-08-07,422.25
2014-08-08,382.5
2014-08-11,372.2
2014-08-12,373.75
2014-08-13,348.7
2014-08-14,355.65
2014-08-18,390.4
2014-08-19,378.05
2014-08-20,383.0
2014-08-21,374.4
2014-08-22,370.2
2014-08-25,374.8
2014-08-26,371.3
2014-08-27,370.8
2014-08-28,375.7
2014-09-01,378.65
2014-09-02,393.85
2014-09-03,389.85
2014-09-04,392.35
2014-09-05,396.85
2014-09-08,414.35
2014-09-09,482.85
2014-09-10,462.95
2014-09-11,456.2
2014-09-12,464.25
2014-09-15,452.4
2014-09-16,431.8
2014-09-17,425.1
2014-09-18,434.0
2014-09-19,432.05
2014-09-22,440.45
2014-09-23,424.75
2014-09-24,419.15
2014-09-25,412.3
2014-09-26,408.05
2014-09-29,421.85
2014-09-30,415.55
2014-10-01,415.5
2014-10-07,404.55
2014-10-08,403.5
2014-10-09,437.25
2014-10-10,427.75
2014-10-13,436.9
2014-10-14,426.7
2014-10-16,408.55
2014-10-17,412.25
2014-10-20,416.0
2014-10-21,415.2
2014-10-22,411.5
2014-10-23,420.3
2014-10-27,413.8
2014-10-28,412.6
2014-10-29,415.85
2014-10-30,419.5
2014-10-31,421.15
2014-11-03,419.1
2014-11-05,425.65
2014-11-07,427.75
2014-11-10,427.0
2014-11-11,427.3
2014-11-12,414.9
2014-11-13,418.05
2014-11-14,415.65
2014-11-17,419.5
2014-11-18,459.65
2014-11-19,444.1
2014-11-20,444.85
2014-11-21,434.95
2014-11-24,437.4
2014-11-25,421.15
2014-11-26,422.15
2014-11-27,422.15
2014-11-28,417.65
2014-12-01,417.5
2014-12-02,410.25
2014-12-03,423.2
2014-12-04,422.8
2014-12-05,421.35
2014-12-08,419.75
2014-12-09,419.95
2014-12-10,420.1
2014-12-11,425.0
2014-12-12,418.05
2014-12-15,408.65
2014-12-16,399.25
2014-12-17,391.85
2014-12-18,397.4
2014-12-19,397.65
2014-12-22,399.3
2014-12-23,399.8
2014-12-24,404.05
2014-12-26,401.0
2014-12-29,405.4
2014-12-30,404.0
2014-12-31,420.35
