Date,JAYSREETEA
2014-01-01,93.5
2014-01-02,89.5
2014-01-03,89.65
2014-01-06,97.5
2014-01-07,98.55
2014-01-08,99.6
2014-01-09,96.7
2014-01-10,94.4
2014-01-13,92.95
2014-01-14,93.2
2014-01-15,92.7
2014-01-16,93.9
2014-01-17,89.6
2014-01-20,90.4
2014-01-21,90.25
2014-01-22,90.05
2014-01-23,89.95
2014-01-24,88.0
2014-01-27,85.7
2014-01-28,85.3
2014-01-29,87.25
2014-01-30,85.75
2014-01-31,82.85
2014-02-03,79.55
2014-02-04,80.8
2014-02-05,81.55
2014-02-06,81.8
2014-02-07,80.85
2014-02-10,80.25
2014-02-11,81.2
2014-02-12,81.85
2014-02-13,81.75
2014-02-14,81.95
2014-02-17,81.9
2014-02-18,82.55
2014-02-19,82.5
2014-02-20,83.75
2014-02-21,85.55
2014-02-24,85.1
2014-02-25,85.55
2014-02-26,84.6
2014-02-28,84.65
2014-03-03,84.05
2014-03-04,86.95
2014-03-05,84.35
2014-03-06,85.4
2014-03-07,85.45
2014-03-10,85.85
2014-03-11,85.65
2014-03-12,85.45
2014-03-13,86.75
2014-03-14,85.5
2014-03-18,85.8
2014-03-19,85.5
2014-03-20,84.4
2014-03-21,85.2
2014-03-22,85.05
2014-03-24,85.25
2014-03-25,84.15
2014-03-26,80.9
2014-03-27,81.9
2014-03-28,83.2
2014-03-31,84.35
2014-04-01,86.4
2014-04-02,88.15
2014-04-03,86.45
2014-04-04,88.35
2014-04-07,87.8
2014-04-09,88.65
2014-04-10,88.8
2014-04-11,90.65
2014-04-15,89.45
2014-04-16,86.85
2014-04-17,88.7
2014-04-21,88.85
2014-04-22,88.4
2014-04-23,90.6
2014-04-25,88.7
2014-04-28,89.05
2014-04-29,87.5
2014-04-30,86.0
2014-05-02,85.0
2014-05-05,84.7
2014-05-06,84.2
2014-05-07,83.85
2014-05-08,83.6
2014-05-09,84.55
2014-05-12,84.4
2014-05-13,85.2
2014-05-14,85.85
2014-05-15,84.8
2014-05-16,84.85
2014-05-19,88.7
2014-05-20,93.25
2014-05-21,93.95
2014-05-22,100.1
2014-05-23,108.8
2014-05-26,95.4
2014-05-27,89.95
2014-05-28,91.8
2014-05-29,91.3
2014-05-30,90.4
2014-06-02,91.35
2014-06-03,93.8
2014-06-04,95.05
2014-06-05,97.85
2014-06-06,105.65
2014-06-09,107.8
2014-06-10,109.05
2014-06-11,105.3
2014-06-12,105.25
2014-06-13,101.75
2014-06-16,100.6
2014-06-17,101.95
2014-06-18,100.9
2014-06-19,100.35
2014-06-20,98.75
2014-06-23,99.35
2014-06-24,100.85
2014-06-25,102.7
2014-06-26,102.6
2014-06-27,107.05
2014-06-30,105.5
2014-07-01,106.3
2014-07-02,105.75
2014-07-03,102.9
2014-07-04,102.9
2014-07-07,102.45
2014-07-08,97.9
2014-07-09,94.85
2014-07-10,94.8
2014-07-11,93.45
2014-07-14,96.8
2014-07-15,97.3
2014-07-16,96.8
2014-07-17,97.1
2014-07-18,96.4
2014-07-21,97.8
2014-07-22,96.35
2014-07-23,94.3
2014-07-24,93.8
2014-07-25,92.2
2014-07-28,92.55
2014-07-30,92.05
2014-07-31,92.15
2014-08-01,89.6
2014-08-04,90.05
2014-08-05,90.25
2014-08-06,89.95
2014-08-07,89.05
2014-08-08,86.25
2014-08-11,87.9
2014-08-12,87.7
2014-08-13,84.55
2014-08-14,84.8
2014-08-18,87.15
2014-08-19,85.0
2014-08-20,92.0
2014-08-21,103.55
2014-08-22,105.5
2014-08-25,101.7
2014-08-26,100.55
2014-08-27,101.3
2014-08-28,97.1
2014-09-01,97.4
2014-09-02,99.6
2014-09-03,97.8
2014-09-04,100.9
2014-09-05,98.75
2014-09-08,100.2
2014-09-09,100.1
2014-09-10,99.3
2014-09-11,101.4
2014-09-12,99.35
2014-09-15,101.2
2014-09-16,95.35
2014-09-17,94.4
2014-09-18,96.85
2014-09-19,97.55
2014-09-22,97.85
2014-09-23,94.5
2014-09-24,94.2
2014-09-25,90.45
2014-09-26,91.1
2014-09-29,91.2
2014-09-30,95.5
2014-10-01,92.3
2014-10-07,90.7
2014-10-08,90.95
2014-10-09,92.15
2014-10-10,89.7
2014-10-13,90.15
2014-10-14,89.7
2014-10-16,86.6
2014-10-17,87.15
2014-10-20,88.2
2014-10-21,88.5
2014-10-22,88.8
2014-10-23,89.9
2014-10-27,89.3
2014-10-28,91.55
2014-10-29,91.85
2014-10-30,91.35
2014-10-31,92.35
2014-11-03,95.8
2014-11-05,98.8
2014-11-07,95.95
2014-11-10,94.9
2014-11-11,93.9
2014-11-12,94.0
2014-11-13,93.9
2014-11-14,93.0
2014-11-17,93.55
2014-11-18,94.25
2014-11-19,95.9
2014-11-20,92.95
2014-11-21,93.5
2014-11-24,93.1
2014-11-25,89.7
2014-11-26,89.55
2014-11-27,91.15
2014-11-28,90.85
2014-12-01,89.8
2014-12-02,90.2
2014-12-03,90.7
2014-12-04,91.75
2014-12-05,91.2
2014-12-08,89.45
2014-12-09,87.8
2014-12-10,88.4
2014-12-11,89.55
2014-12-12,87.25
2014-12-15,85.95
2014-12-16,84.05
2014-12-17,81.9
2014-12-18,82.65
2014-12-19,84.05
2014-12-22,85.0
2014-12-23,83.7
2014-12-24,86.05
2014-12-26,85.2
2014-12-29,85.9
2014-12-30,86.7
2014-12-31,87.0
