Date,VEDL
2014-01-01,202.0
2014-01-02,199.85
2014-01-03,199.15
2014-01-06,198.95
2014-01-07,194.5
2014-01-08,191.5
2014-01-09,200.35
2014-01-10,196.85
2014-01-13,195.9
2014-01-14,192.55
2014-01-15,197.2
2014-01-16,200.1
2014-01-17,200.6
2014-01-20,205.5
2014-01-21,208.75
2014-01-22,210.45
2014-01-23,208.85
2014-01-24,202.7
2014-01-27,195.05
2014-01-28,199.9
2014-01-29,193.6
2014-01-30,187.2
2014-01-31,188.4
2014-02-03,185.6
2014-02-04,184.6
2014-02-05,184.7
2014-02-06,183.35
2014-02-07,189.9
2014-02-10,187.95
2014-02-11,188.8
2014-02-12,187.5
2014-02-13,188.85
2014-02-14,189.6
2014-02-17,188.7
2014-02-18,189.25
2014-02-19,186.15
2014-02-20,185.25
2014-02-21,186.0
2014-02-24,183.9
2014-02-25,179.45
2014-02-26,175.0
2014-02-28,177.65
2014-03-03,174.45
2014-03-04,182.5
2014-03-05,182.45
2014-03-06,186.3
2014-03-07,186.3
2014-03-10,183.95
2014-03-11,177.8
2014-03-12,175.75
2014-03-13,172.8
2014-03-14,171.5
2014-03-18,172.5
2014-03-19,175.85
2014-03-20,172.8
2014-03-21,175.9
2014-03-22,175.35
2014-03-24,178.35
2014-03-25,175.05
2014-03-26,182.45
2014-03-27,180.45
2014-03-28,182.95
2014-03-31,188.55
2014-04-01,192.4
2014-04-02,189.3
2014-04-03,190.65
2014-04-04,190.1
2014-04-07,194.4
2014-04-09,197.65
2014-04-10,198.3
2014-04-11,196.05
2014-04-15,189.9
2014-04-16,190.1
2014-04-17,192.7
2014-04-21,201.65
2014-04-22,193.65
2014-04-23,192.55
2014-04-25,193.55
2014-04-28,193.15
2014-04-29,190.6
2014-04-30,185.35
2014-05-02,180.55
2014-05-05,180.4
2014-05-06,180.05
2014-05-07,178.75
2014-05-08,180.0
2014-05-09,183.4
2014-05-12,189.5
2014-05-13,192.95
2014-05-14,197.15
2014-05-15,193.6
2014-05-16,214.95
2014-05-19,227.75
2014-05-20,245.75
2014-05-21,249.2
2014-05-22,259.05
2014-05-23,268.35
2014-05-26,279.2
2014-05-27,276.6
2014-05-28,276.45
2014-05-29,275.5
2014-05-30,280.45
2014-06-02,280.0
2014-06-03,297.95
2014-06-04,295.3
2014-06-05,314.5
2014-06-06,306.6
2014-06-09,307.9
2014-06-10,300.5
2014-06-11,294.8
2014-06-12,292.5
2014-06-13,289.6
2014-06-16,290.1
2014-06-17,297.3
2014-06-18,297.45
2014-06-19,295.05
2014-06-20,291.85
2014-06-23,296.85
2014-06-24,298.65
2014-06-25,296.4
2014-06-26,294.2
2014-06-27,289.35
2014-06-30,292.35
2014-07-01,296.2
2014-07-02,310.1
2014-07-03,310.6
2014-07-04,305.0
2014-07-07,307.65
2014-07-08,296.3
2014-07-09,294.4
2014-07-10,294.4
2014-07-11,292.45
2014-07-14,289.05
2014-07-15,288.5
2014-07-16,296.75
2014-07-17,302.2
2014-07-18,298.8
2014-07-21,295.05
2014-07-22,297.25
2014-07-23,295.6
2014-07-24,298.15
2014-07-25,292.3
2014-07-28,290.15
2014-07-30,291.95
2014-07-31,290.25
2014-08-01,281.9
2014-08-04,289.55
2014-08-05,294.9
2014-08-06,288.55
2014-08-07,284.65
2014-08-08,267.8
2014-08-11,275.4
2014-08-12,278.35
2014-08-13,281.55
2014-08-14,289.5
2014-08-18,293.2
2014-08-19,296.85
2014-08-20,295.0
2014-08-21,289.85
2014-08-22,291.7
2014-08-25,280.05
2014-08-26,280.9
2014-08-27,276.4
2014-08-28,277.15
2014-09-01,283.25
2014-09-02,277.8
2014-09-03,280.15
2014-09-04,278.45
2014-09-05,281.5
2014-09-08,284.45
2014-09-09,281.8
2014-09-10,286.2
2014-09-11,286.65
2014-09-12,290.3
2014-09-15,286.5
2014-09-16,285.05
2014-09-17,284.6
2014-09-18,284.8
2014-09-19,284.8
2014-09-22,283.25
2014-09-23,280.35
2014-09-24,281.6
2014-09-25,273.2
2014-09-26,274.95
2014-09-29,270.65
2014-09-30,272.5
2014-10-01,270.9
2014-10-07,258.5
2014-10-08,257.2
2014-10-09,261.85
2014-10-10,249.75
2014-10-13,249.85
2014-10-14,249.55
2014-10-16,239.15
2014-10-17,232.65
2014-10-20,237.65
2014-10-21,248.5
2014-10-22,249.75
2014-10-23,248.85
2014-10-27,249.05
2014-10-28,250.65
2014-10-29,255.35
2014-10-30,253.05
2014-10-31,255.95
2014-11-03,262.25
2014-11-05,250.85
2014-11-07,246.1
2014-11-10,245.15
2014-11-11,244.25
2014-11-12,241.75
2014-11-13,235.5
2014-11-14,240.15
2014-11-17,237.95
2014-11-18,246.95
2014-11-19,240.4
2014-11-20,234.6
2014-11-21,237.6
2014-11-24,235.8
2014-11-25,235.4
2014-11-26,241.1
2014-11-27,238.35
2014-11-28,231.35
2014-12-01,226.7
2014-12-02,229.05
2014-12-03,230.85
2014-12-04,237.15
2014-12-05,241.75
2014-12-08,232.75
2014-12-09,220.75
2014-12-10,222.6
2014-12-11,221.95
2014-12-12,215.9
2014-12-15,209.9
2014-12-16,193.6
2014-12-17,200.9
2014-12-18,203.75
2014-12-19,208.25
2014-12-22,210.85
2014-12-23,204.25
2014-12-24,205.35
2014-12-26,207.5
2014-12-29,215.3
2014-12-30,212.35
2014-12-31,214.5
