Date,ICICIGOLD
2014-01-01,2779.35
2014-01-02,2812.0
2014-01-03,2837.25
2014-01-06,2840.0
2014-01-07,2838.6
2014-01-08,2813.55
2014-01-09,2813.1
2014-01-10,2848.4
2014-01-13,2820.85
2014-01-14,2809.0
2014-01-15,2825.0
2014-01-16,2839.95
2014-01-17,2800.5
2014-01-20,2843.45
2014-01-21,2848.5
2014-01-22,2830.0
2014-01-23,2822.05
2014-01-24,2816.55
2014-01-27,2895.5
2014-01-28,2840.0
2014-01-29,2846.0
2014-01-30,2855.0
2014-01-31,2825.5
2014-02-03,2830.45
2014-02-04,2870.0
2014-02-05,2840.0
2014-02-06,2853.0
2014-02-07,2844.65
2014-02-10,2875.05
2014-02-11,2882.0
2014-02-12,2855.45
2014-02-13,2870.0
2014-02-14,2863.6
2014-02-17,2930.0
2014-02-18,2941.3
2014-02-19,2917.0
2014-02-20,2942.75
2014-02-21,2909.0
2014-02-24,2921.4
2014-02-25,2936.75
2014-02-26,2941.9
2014-02-28,2939.1
2014-03-03,2943.1
2014-03-04,2925.0
2014-03-05,2908.85
2014-03-06,2895.0
2014-03-07,2893.2
2014-03-10,2861.75
2014-03-11,2868.35
2014-03-12,2913.95
2014-03-13,2894.0
2014-03-14,2889.95
2014-03-18,2860.0
2014-03-19,2861.15
2014-03-20,2821.05
2014-03-21,2839.45
2014-03-22,2839.9
2014-03-24,2813.35
2014-03-25,2816.85
2014-03-26,2785.45
2014-03-27,2770.0
2014-03-28,2769.95
2014-03-31,2775.95
2014-04-01,2751.75
2014-04-02,2748.0
2014-04-03,2746.85
2014-04-04,2781.0
2014-04-07,2779.6
2014-04-09,2765.3
2014-04-10,2790.15
2014-04-11,2780.0
2014-04-15,2806.0
2014-04-16,2812.0
2014-04-17,2825.0
2014-04-21,2783.0
2014-04-22,2842.05
2014-04-23,2857.65
2014-04-25,2858.4
2014-04-28,2885.0
2014-04-29,2846.3
2014-04-30,2844.9
2014-05-02,2911.5
2014-05-05,2855.1
2014-05-06,2848.75
2014-05-07,2854.15
2014-05-08,2839.95
2014-05-09,2804.9
2014-05-12,2781.85
2014-05-13,2765.45
2014-05-14,2761.1
2014-05-15,2810.65
2014-05-16,2760.0
2014-05-19,2735.05
2014-05-20,2707.0
2014-05-21,2710.0
2014-05-22,2630.05
2014-05-23,2584.2
2014-05-26,2621.3
2014-05-27,2610.0
2014-05-28,2593.75
2014-05-29,2564.8
2014-05-30,2561.05
2014-06-02,2549.65
2014-06-03,2517.7
2014-06-04,2531.15
2014-06-05,2519.05
2014-06-06,2510.75
2014-06-09,2507.05
2014-06-10,2535.6
2014-06-11,2543.85
2014-06-12,2553.0
2014-06-13,2573.15
2014-06-16,2638.8
2014-06-17,2600.75
2014-06-18,2591.35
2014-06-19,2622.3
2014-06-20,2680.0
2014-06-23,2672.4
2014-06-24,2675.45
2014-06-25,2687.45
2014-06-26,2650.2
2014-06-27,2688.8
2014-06-30,2663.75
2014-07-01,2670.95
2014-07-02,2665.0
2014-07-03,2659.15
2014-07-04,2651.25
2014-07-07,2643.3
2014-07-08,2645.4
2014-07-09,2628.8
2014-07-10,2711.35
2014-07-11,2696.35
2014-07-14,2679.75
2014-07-15,2684.0
2014-07-16,2659.85
2014-07-17,2657.9
2014-07-18,2678.15
2014-07-21,2680.85
2014-07-22,2652.2
2014-07-23,2653.0
2014-07-24,2649.95
2014-07-25,2629.75
2014-07-28,2634.05
2014-07-30,2640.1
2014-07-31,2637.0
2014-08-01,2696.3
2014-08-04,2641.8
2014-08-05,2650.25
2014-08-06,2658.0
2014-08-07,2745.15
2014-08-08,2709.7
2014-08-11,2704.0
2014-08-12,2703.2
2014-08-13,2681.3
2014-08-14,2700.0
2014-08-18,2674.9
2014-08-19,2676.45
2014-08-20,2689.0
2014-08-21,2650.0
2014-08-22,2636.75
2014-08-25,2630.95
2014-08-26,2655.0
2014-08-27,2639.95
2014-08-28,2636.85
2014-09-01,2632.55
2014-09-02,2635.0
2014-09-03,2636.0
2014-09-04,2618.25
2014-09-05,2600.75
2014-09-08,2597.35
2014-09-09,2596.0
2014-09-10,2596.2
2014-09-11,2585.2
2014-09-12,2593.9
2014-09-15,2575.0
2014-09-16,2575.3
2014-09-17,2554.55
2014-09-18,2553.8
2014-09-19,2555.2
2014-09-22,2543.05
2014-09-23,2546.75
2014-09-24,2549.8
2014-09-25,2534.05
2014-09-26,2563.6
2014-09-29,2543.9
2014-09-30,2555.1
2014-10-01,2561.9
2014-10-07,2594.15
2014-10-08,2573.8
2014-10-09,2571.65
2014-10-10,2565.0
2014-10-13,2599.8
2014-10-14,2614.65
2014-10-16,2612.35
2014-10-17,2585.0
