Date,SASKEN
2014-01-01,191.65
2014-01-02,181.8
2014-01-03,184.7
2014-01-06,193.2
2014-01-07,193.55
2014-01-08,191.1
2014-01-09,185.85
2014-01-10,184.95
2014-01-13,185.6
2014-01-14,179.85
2014-01-15,178.15
2014-01-16,193.4
2014-01-17,189.4
2014-01-20,195.85
2014-01-21,207.4
2014-01-22,207.95
2014-01-23,179.6
2014-01-24,168.9
2014-01-27,176.85
2014-01-28,175.8
2014-01-29,170.85
2014-01-30,166.15
2014-01-31,166.15
2014-02-03,167.15
2014-02-04,165.9
2014-02-05,165.65
2014-02-06,167.65
2014-02-07,169.8
2014-02-10,166.15
2014-02-11,165.5
2014-02-12,164.7
2014-02-13,163.9
2014-02-14,158.65
2014-02-17,159.7
2014-02-18,163.5
2014-02-19,166.4
2014-02-20,168.55
2014-02-21,176.15
2014-02-24,181.7
2014-02-25,183.95
2014-02-26,184.65
2014-02-28,182.1
2014-03-03,180.3
2014-03-04,193.65
2014-03-05,196.85
2014-03-06,197.25
2014-03-07,188.35
2014-03-10,188.5
2014-03-11,184.9
2014-03-12,185.6
2014-03-13,182.65
2014-03-14,181.9
2014-03-18,182.75
2014-03-19,182.75
2014-03-20,189.2
2014-03-21,186.55
2014-03-22,188.3
2014-03-24,182.75
2014-03-25,184.8
2014-03-26,182.25
2014-03-27,187.85
2014-03-28,185.45
2014-03-31,183.2
2014-04-01,191.3
2014-04-02,195.35
2014-04-03,197.1
2014-04-04,195.05
2014-04-07,185.95
2014-04-09,192.0
2014-04-10,188.25
2014-04-11,187.3
2014-04-15,190.1
2014-04-16,190.85
2014-04-17,219.45
2014-04-21,223.55
2014-04-22,227.85
2014-04-23,223.55
2014-04-25,224.1
2014-04-28,206.8
2014-04-29,198.45
2014-04-30,193.2
2014-05-02,196.5
2014-05-05,200.0
2014-05-06,202.55
2014-05-07,200.25
2014-05-08,200.85
2014-05-09,202.05
2014-05-12,202.5
2014-05-13,201.15
2014-05-14,201.0
2014-05-15,198.1
2014-05-16,199.95
2014-05-19,195.4
2014-05-20,198.55
2014-05-21,214.35
2014-05-22,213.2
2014-05-23,214.55
2014-05-26,208.8
2014-05-27,203.4
2014-05-28,205.1
2014-05-29,202.35
2014-05-30,201.8
2014-06-02,201.95
2014-06-03,200.6
2014-06-04,194.95
2014-06-05,195.8
2014-06-06,204.7
2014-06-09,209.3
2014-06-10,225.5
2014-06-11,224.65
2014-06-12,221.45
2014-06-13,208.85
2014-06-16,213.2
2014-06-17,212.95
2014-06-18,214.55
2014-06-19,213.0
2014-06-20,211.75
2014-06-23,213.45
2014-06-24,213.75
2014-06-25,208.85
2014-06-26,208.15
2014-06-27,220.45
2014-06-30,221.4
2014-07-01,265.65
2014-07-02,301.7
2014-07-03,295.45
2014-07-04,301.95
2014-07-07,296.55
2014-07-08,318.75
2014-07-09,311.9
2014-07-10,309.15
2014-07-11,316.65
2014-07-14,313.5
2014-07-15,330.5
2014-07-16,319.05
2014-07-17,308.1
2014-07-18,310.15
2014-07-21,306.2
2014-07-22,306.25
2014-07-23,306.3
2014-07-24,305.6
2014-07-25,310.6
2014-07-28,310.45
2014-07-30,310.5
2014-07-31,312.35
2014-08-01,317.1
2014-08-04,318.25
2014-08-05,323.95
2014-08-06,316.75
2014-08-07,310.6
2014-08-08,299.65
2014-08-11,290.9
2014-08-12,291.7
2014-08-13,297.0
2014-08-14,303.8
2014-08-18,305.25
2014-08-19,299.65
2014-08-20,301.3
2014-08-21,298.6
2014-08-22,296.25
2014-08-25,290.8
2014-08-26,294.0
2014-08-27,290.65
2014-08-28,301.75
2014-09-01,308.65
2014-09-02,302.65
2014-09-03,300.25
2014-09-04,311.15
2014-09-05,327.8
2014-09-08,333.8
2014-09-09,327.6
2014-09-10,333.55
2014-09-11,334.15
2014-09-12,331.9
2014-09-15,332.55
2014-09-16,317.85
2014-09-17,319.7
2014-09-18,331.7
2014-09-19,331.75
2014-09-22,328.2
2014-09-23,316.2
2014-09-24,258.95
2014-09-25,249.0
2014-09-26,263.05
2014-09-29,258.65
2014-09-30,259.5
2014-10-01,267.4
2014-10-07,271.1
2014-10-08,269.9
2014-10-09,272.7
2014-10-10,274.3
2014-10-13,285.0
2014-10-14,278.0
2014-10-16,270.85
2014-10-17,246.45
2014-10-20,249.8
2014-10-21,248.65
2014-10-22,245.5
2014-10-23,246.05
2014-10-27,240.4
2014-10-28,235.45
2014-10-29,234.9
2014-10-30,235.4
2014-10-31,238.4
2014-11-03,239.65
2014-11-05,239.5
2014-11-07,241.2
2014-11-10,239.3
2014-11-11,240.0
2014-11-12,245.95
2014-11-13,250.3
2014-11-14,248.65
2014-11-17,252.0
2014-11-18,260.35
2014-11-19,253.45
2014-11-20,258.1
2014-11-21,251.8
2014-11-24,251.55
2014-11-25,244.3
2014-11-26,246.4
2014-11-27,244.9
2014-11-28,243.2
2014-12-01,236.45
2014-12-02,236.2
2014-12-03,241.2
2014-12-04,243.5
2014-12-05,247.25
2014-12-08,244.6
2014-12-09,241.85
2014-12-10,241.75
2014-12-11,240.4
2014-12-12,238.2
2014-12-15,225.8
2014-12-16,217.0
2014-12-17,215.3
2014-12-18,230.35
2014-12-19,231.45
2014-12-22,227.35
2014-12-23,224.0
2014-12-24,221.75
2014-12-26,222.8
2014-12-29,224.05
2014-12-30,224.35
2014-12-31,225.45
