Date,TCS
2014-01-01,2153.3
2014-01-02,2167.0
2014-01-03,2222.2
2014-01-06,2239.6
2014-01-07,2206.15
2014-01-08,2232.65
2014-01-09,2241.95
2014-01-10,2280.9
2014-01-13,2368.75
2014-01-14,2326.75
2014-01-15,2353.6
2014-01-16,2350.3
2014-01-17,2213.05
2014-01-20,2338.2
2014-01-21,2280.3
2014-01-22,2274.05
2014-01-23,2252.45
2014-01-24,2248.7
2014-01-27,2229.6
2014-01-28,2212.35
2014-01-29,2209.8
2014-01-30,2217.6
2014-01-31,2241.05
2014-02-03,2194.45
2014-02-04,2151.35
2014-02-05,2194.4
2014-02-06,2175.25
2014-02-07,2144.4
2014-02-10,2093.55
2014-02-11,2101.7
2014-02-12,2105.45
2014-02-13,2133.75
2014-02-14,2167.9
2014-02-17,2165.4
2014-02-18,2166.0
2014-02-19,2197.95
2014-02-20,2189.35
2014-02-21,2205.7
2014-02-24,2177.9
2014-02-25,2188.9
2014-02-26,2182.15
2014-02-28,2275.75
2014-03-03,2240.05
2014-03-04,2240.65
2014-03-05,2251.9
2014-03-06,2240.75
2014-03-07,2228.5
2014-03-10,2142.65
2014-03-11,2151.65
2014-03-12,2179.45
2014-03-13,2149.55
2014-03-14,2139.55
2014-03-18,2122.0
2014-03-19,2039.4
2014-03-20,2108.2
2014-03-21,2127.0
2014-03-22,2128.25
2014-03-24,2152.6
2014-03-25,2146.65
2014-03-26,2093.5
2014-03-27,2094.25
2014-03-28,2102.1
2014-03-31,2133.15
2014-04-01,2176.7
2014-04-02,2172.25
2014-04-03,2166.5
2014-04-04,2138.85
2014-04-07,2153.8
2014-04-09,2140.4
2014-04-10,2126.15
2014-04-11,2164.1
2014-04-15,2252.75
2014-04-16,2196.3
2014-04-17,2222.9
2014-04-21,2221.75
2014-04-22,2221.05
2014-04-23,2213.75
2014-04-25,2205.25
2014-04-28,2191.35
2014-04-29,2194.25
2014-04-30,2189.2
2014-05-02,2208.45
2014-05-05,2213.7
2014-05-06,2198.9
2014-05-07,2165.55
2014-05-08,2162.05
2014-05-09,2159.9
2014-05-12,2159.35
2014-05-13,2210.95
2014-05-14,2216.1
2014-05-15,2193.15
2014-05-16,2160.75
2014-05-19,2036.7
2014-05-20,2068.2
2014-05-21,2082.85
2014-05-22,2111.95
2014-05-23,2127.9
2014-05-26,2154.0
2014-05-27,2131.45
2014-05-28,2150.55
2014-05-29,2159.95
2014-05-30,2141.35
2014-06-02,2129.85
2014-06-03,2128.6
2014-06-04,2089.25
2014-06-05,2104.15
2014-06-06,2084.25
2014-06-09,2113.8
2014-06-10,2158.15
2014-06-11,2206.95
2014-06-12,2237.35
2014-06-13,2213.55
2014-06-16,2269.75
2014-06-17,2279.85
2014-06-18,2227.05
2014-06-19,2276.05
2014-06-20,2292.4
2014-06-23,2268.85
2014-06-24,2309.05
2014-06-25,2310.55
2014-06-26,2307.65
2014-06-27,2399.55
2014-06-30,2425.4
2014-07-01,2390.75
2014-07-02,2401.6
2014-07-03,2417.9
2014-07-04,2410.5
2014-07-07,2488.55
2014-07-08,2449.45
2014-07-09,2398.15
2014-07-10,2351.8
2014-07-11,2394.45
2014-07-14,2426.25
2014-07-15,2399.3
2014-07-16,2401.85
2014-07-17,2381.95
2014-07-18,2441.2
2014-07-21,2463.75
2014-07-22,2532.4
2014-07-23,2586.15
2014-07-24,2595.2
2014-07-25,2605.75
2014-07-28,2589.3
2014-07-30,2595.05
2014-07-31,2580.05
2014-08-01,2516.4
2014-08-04,2526.05
2014-08-05,2523.7
2014-08-06,2506.65
2014-08-07,2469.8
2014-08-08,2478.7
2014-08-11,2468.4
2014-08-12,2471.75
2014-08-13,2500.05
2014-08-14,2499.75
2014-08-18,2487.6
2014-08-19,2438.5
2014-08-20,2436.2
2014-08-21,2432.45
2014-08-22,2464.2
2014-08-25,2522.05
2014-08-26,2533.8
2014-08-27,2549.95
2014-08-28,2522.35
2014-09-01,2537.15
2014-09-02,2537.9
2014-09-03,2606.4
2014-09-04,2584.75
2014-09-05,2598.6
2014-09-08,2642.7
2014-09-09,2631.25
2014-09-10,2600.15
2014-09-11,2598.35
2014-09-12,2607.6
2014-09-15,2558.3
2014-09-16,2550.85
2014-09-17,2591.2
2014-09-18,2642.3
2014-09-19,2714.2
2014-09-22,2721.8
2014-09-23,2688.2
2014-09-24,2643.0
2014-09-25,2708.6
2014-09-26,2684.0
2014-09-29,2767.95
2014-09-30,2736.6
2014-10-01,2775.6
2014-10-07,2731.35
2014-10-08,2683.2
2014-10-09,2706.05
2014-10-10,2678.5
2014-10-13,2716.55
2014-10-14,2699.2
2014-10-16,2678.1
2014-10-17,2441.15
2014-10-20,2423.3
2014-10-21,2433.4
2014-10-22,2451.85
2014-10-23,2465.35
2014-10-27,2457.15
2014-10-28,2478.6
2014-10-29,2506.05
2014-10-30,2558.2
2014-10-31,2607.85
2014-11-03,2590.35
2014-11-05,2599.5
2014-11-07,2572.85
2014-11-10,2569.65
2014-11-11,2580.7
2014-11-12,2591.75
2014-11-13,2588.45
2014-11-14,2606.45
2014-11-17,2618.3
2014-11-18,2585.85
2014-11-19,2573.75
2014-11-20,2605.45
2014-11-21,2622.15
2014-11-24,2657.7
2014-11-25,2636.0
2014-11-26,2627.3
2014-11-27,2653.3
2014-11-28,2643.0
2014-12-01,2692.95
2014-12-02,2657.3
2014-12-03,2635.35
2014-12-04,2637.95
2014-12-05,2578.95
2014-12-08,2512.8
2014-12-09,2514.85
2014-12-10,2507.9
2014-12-11,2492.15
2014-12-12,2450.7
2014-12-15,2358.65
2014-12-16,2443.05
2014-12-17,2444.1
2014-12-18,2460.7
2014-12-19,2510.55
2014-12-22,2513.4
2014-12-23,2516.7
2014-12-24,2479.9
2014-12-26,2505.0
2014-12-29,2522.9
2014-12-30,2530.05
2014-12-31,2558.25
