Date,USHERAGRO
2014-01-01,38.85
2014-01-02,37.65
2014-01-03,45.15
2014-01-06,45.5
2014-01-07,44.85
2014-01-08,47.65
2014-01-09,44.7
2014-01-10,43.75
2014-01-13,42.7
2014-01-14,43.35
2014-01-15,43.35
2014-01-16,44.1
2014-01-17,44.7
2014-01-20,42.8
2014-01-21,41.5
2014-01-22,40.75
2014-01-23,39.9
2014-01-24,38.35
2014-01-27,36.45
2014-01-28,37.05
2014-01-29,37.85
2014-01-30,36.25
2014-01-31,36.6
2014-02-03,34.65
2014-02-04,34.7
2014-02-05,35.0
2014-02-06,34.75
2014-02-07,34.55
2014-02-10,35.05
2014-02-11,34.1
2014-02-12,34.7
2014-02-13,34.85
2014-02-14,34.75
2014-02-17,34.5
2014-02-18,35.45
2014-02-19,34.5
2014-02-20,34.15
2014-02-21,34.25
2014-02-24,34.2
2014-02-25,33.2
2014-02-26,32.75
2014-02-28,33.65
2014-03-03,32.9
2014-03-04,33.0
2014-03-05,32.85
2014-03-06,32.7
2014-03-07,33.0
2014-03-10,32.75
2014-03-11,32.5
2014-03-12,32.4
2014-03-13,31.95
2014-03-14,31.7
2014-03-18,32.0
2014-03-19,30.95
2014-03-20,29.2
2014-03-21,30.3
2014-03-22,30.55
2014-03-24,29.9
2014-03-25,29.95
2014-03-26,29.7
2014-03-27,30.3
2014-03-28,33.05
2014-03-31,33.55
2014-04-01,33.7
2014-04-02,34.65
2014-04-03,34.1
2014-04-04,37.75
2014-04-07,40.1
2014-04-09,40.45
2014-04-10,38.85
2014-04-11,38.95
2014-04-15,38.6
2014-04-16,38.45
2014-04-17,39.25
2014-04-21,38.65
2014-04-22,38.5
2014-04-23,37.7
2014-04-25,37.6
2014-04-28,40.4
2014-04-29,40.5
2014-04-30,39.15
2014-05-02,38.75
2014-05-05,38.5
2014-05-06,38.55
2014-05-07,38.3
2014-05-08,37.9
2014-05-09,39.0
2014-05-12,38.25
2014-05-13,38.55
2014-05-14,38.45
2014-05-15,37.65
2014-05-16,38.15
2014-05-19,39.0
2014-05-20,39.45
2014-05-21,37.05
2014-05-22,37.1
2014-05-23,36.95
2014-05-26,35.2
2014-05-27,36.9
2014-05-28,37.2
2014-05-29,36.7
2014-05-30,36.5
2014-06-02,36.9
2014-06-03,36.9
2014-06-04,37.45
2014-06-05,39.65
2014-06-06,41.55
2014-06-09,43.3
2014-06-10,42.6
2014-06-11,42.9
2014-06-12,43.2
2014-06-13,40.7
2014-06-16,40.0
2014-06-17,41.3
2014-06-18,40.75
2014-06-19,40.5
2014-06-20,39.45
2014-06-23,39.7
2014-06-24,40.1
2014-06-25,43.4
2014-06-26,43.2
2014-06-27,42.15
2014-06-30,41.85
2014-07-01,42.4
2014-07-02,42.2
2014-07-03,42.75
2014-07-04,46.8
2014-07-07,44.55
2014-07-08,41.25
2014-07-09,40.35
2014-07-10,41.75
2014-07-11,38.45
2014-07-14,39.35
2014-07-15,40.3
2014-07-16,40.85
2014-07-17,41.05
2014-07-18,40.95
2014-07-21,41.95
2014-07-22,42.35
2014-07-23,41.5
2014-07-24,41.5
2014-07-25,40.0
2014-07-28,38.75
2014-07-30,38.8
2014-07-31,38.65
2014-08-01,37.8
2014-08-04,39.8
2014-08-05,39.9
2014-08-06,40.6
2014-08-07,40.35
2014-08-08,38.75
2014-08-11,39.4
2014-08-12,39.35
2014-08-13,38.45
2014-08-14,38.75
2014-08-18,38.95
2014-08-19,38.8
2014-08-20,38.95
2014-08-21,39.45
2014-08-22,40.0
2014-08-25,42.55
2014-08-26,43.35
2014-08-27,42.9
2014-08-28,41.9
2014-09-01,43.7
2014-09-02,43.7
2014-09-03,44.05
2014-09-04,42.55
2014-09-05,43.2
2014-09-08,45.6
2014-09-09,47.75
2014-09-10,48.65
2014-09-11,48.45
2014-09-12,47.8
2014-09-15,47.15
2014-09-16,44.5
2014-09-17,44.25
2014-09-18,46.3
2014-09-19,45.75
2014-09-22,47.15
2014-09-23,45.6
2014-09-24,44.2
2014-09-25,40.6
2014-09-26,43.7
2014-09-29,45.35
2014-09-30,44.65
2014-10-01,43.85
2014-10-07,43.9
2014-10-08,43.2
2014-10-09,44.5
2014-10-10,44.1
2014-10-13,44.25
2014-10-14,43.55
2014-10-16,42.85
2014-10-17,42.9
2014-10-20,43.0
2014-10-21,42.75
2014-10-22,44.3
2014-10-23,45.75
2014-10-27,54.25
2014-10-28,52.25
2014-10-29,50.8
2014-10-30,53.7
2014-10-31,55.4
2014-11-03,56.75
2014-11-05,58.6
2014-11-07,56.85
2014-11-10,56.65
2014-11-11,58.9
2014-11-12,61.0
2014-11-13,55.7
2014-11-14,58.75
2014-11-17,60.5
2014-11-18,59.25
2014-11-19,58.3
2014-11-20,58.05
2014-11-21,55.15
2014-11-24,54.4
2014-11-25,52.8
2014-11-26,53.05
2014-11-27,52.25
2014-11-28,53.0
2014-12-01,51.7
2014-12-02,50.9
2014-12-03,51.4
2014-12-04,50.75
2014-12-05,53.15
2014-12-08,54.7
2014-12-09,51.75
2014-12-10,52.5
2014-12-11,51.35
2014-12-12,50.7
2014-12-15,49.05
2014-12-16,46.1
2014-12-17,45.2
2014-12-18,48.3
2014-12-19,47.85
2014-12-22,48.15
2014-12-23,46.65
2014-12-24,45.4
2014-12-26,45.7
2014-12-29,45.9
2014-12-30,46.0
2014-12-31,46.95
