Date,SPECIALITY
2014-01-01,130.65
2014-01-02,128.9
2014-01-03,127.7
2014-01-06,128.65
2014-01-07,127.05
2014-01-08,128.5
2014-01-09,125.15
2014-01-10,123.75
2014-01-13,122.35
2014-01-14,121.95
2014-01-15,121.85
2014-01-16,128.5
2014-01-17,123.45
2014-01-20,123.1
2014-01-21,120.8
2014-01-22,119.8
2014-01-23,120.55
2014-01-24,116.9
2014-01-27,111.95
2014-01-28,113.8
2014-01-29,111.3
2014-01-30,110.6
2014-01-31,111.35
2014-02-03,110.45
2014-02-04,113.9
2014-02-05,112.1
2014-02-06,112.3
2014-02-07,112.6
2014-02-10,111.4
2014-02-11,113.95
2014-02-12,112.05
2014-02-13,113.2
2014-02-14,113.8
2014-02-17,113.65
2014-02-18,114.2
2014-02-19,113.5
2014-02-20,120.8
2014-02-21,118.05
2014-02-24,119.95
2014-02-25,119.4
2014-02-26,118.65
2014-02-28,119.15
2014-03-03,117.15
2014-03-04,118.9
2014-03-05,118.7
2014-03-06,121.15
2014-03-07,137.55
2014-03-10,138.05
2014-03-11,137.8
2014-03-12,142.7
2014-03-13,137.3
2014-03-14,136.85
2014-03-18,146.2
2014-03-19,138.65
2014-03-20,138.95
2014-03-21,140.05
2014-03-22,139.7
2014-03-24,141.65
2014-03-25,143.85
2014-03-26,142.3
2014-03-27,142.9
2014-03-28,141.25
2014-03-31,141.95
2014-04-01,142.2
2014-04-02,145.6
2014-04-03,147.65
2014-04-04,147.25
2014-04-07,145.65
2014-04-09,146.2
2014-04-10,146.05
2014-04-11,145.6
2014-04-15,145.3
2014-04-16,141.2
2014-04-17,140.45
2014-04-21,142.2
2014-04-22,148.15
2014-04-23,148.65
2014-04-25,143.45
2014-04-28,142.95
2014-04-29,139.9
2014-04-30,136.35
2014-05-02,135.15
2014-05-05,133.45
2014-05-06,134.2
2014-05-07,135.55
2014-05-08,141.55
2014-05-09,138.35
2014-05-12,139.85
2014-05-13,139.7
2014-05-14,140.55
2014-05-15,135.7
2014-05-16,140.45
2014-05-19,148.35
2014-05-20,160.75
2014-05-21,157.25
2014-05-22,153.3
2014-05-23,156.4
2014-05-26,148.15
2014-05-27,152.25
2014-05-28,150.65
2014-05-29,148.85
2014-05-30,148.7
2014-06-02,148.45
2014-06-03,151.7
2014-06-04,153.85
2014-06-05,153.3
2014-06-06,157.65
2014-06-09,155.5
2014-06-10,155.85
2014-06-11,151.85
2014-06-12,154.5
2014-06-13,153.1
2014-06-16,154.95
2014-06-17,151.6
2014-06-18,150.15
2014-06-19,150.55
2014-06-20,150.8
2014-06-23,147.75
2014-06-24,147.25
2014-06-25,146.5
2014-06-26,150.75
2014-06-27,147.2
2014-06-30,149.5
2014-07-01,149.3
2014-07-02,149.35
2014-07-03,149.7
2014-07-04,148.8
2014-07-07,146.6
2014-07-08,140.1
2014-07-09,136.1
2014-07-10,142.0
2014-07-11,138.15
2014-07-14,134.1
2014-07-15,140.25
2014-07-16,145.75
2014-07-17,147.3
2014-07-18,144.0
2014-07-21,150.0
2014-07-22,151.2
2014-07-23,149.6
2014-07-24,148.15
2014-07-25,144.5
2014-07-28,146.5
2014-07-30,147.55
2014-07-31,147.15
2014-08-01,145.65
2014-08-04,143.45
2014-08-05,143.6
2014-08-06,145.9
2014-08-07,147.4
2014-08-08,145.8
2014-08-11,140.55
2014-08-12,134.6
2014-08-13,135.95
2014-08-14,130.05
2014-08-18,130.1
2014-08-19,128.9
2014-08-20,128.5
2014-08-21,129.85
2014-08-22,132.55
2014-08-25,134.3
2014-08-26,132.9
2014-08-27,136.25
2014-08-28,136.0
2014-09-01,138.1
2014-09-02,137.75
2014-09-03,139.85
2014-09-04,137.05
2014-09-05,141.35
2014-09-08,140.3
2014-09-09,138.55
2014-09-10,138.1
2014-09-11,143.45
2014-09-12,141.9
2014-09-15,141.05
2014-09-16,141.5
2014-09-17,142.0
2014-09-18,142.85
2014-09-19,143.8
2014-09-22,143.85
2014-09-23,138.1
2014-09-24,146.85
2014-09-25,141.85
2014-09-26,142.6
2014-09-29,143.1
2014-09-30,145.35
2014-10-01,145.8
2014-10-07,146.1
2014-10-08,148.4
2014-10-09,155.25
2014-10-10,151.05
2014-10-13,149.65
2014-10-14,157.5
2014-10-16,150.35
2014-10-17,151.85
2014-10-20,152.4
2014-10-21,153.95
2014-10-22,153.6
2014-10-23,153.7
2014-10-27,154.4
2014-10-28,153.65
2014-10-29,157.0
2014-10-30,156.15
2014-10-31,160.65
2014-11-03,164.6
2014-11-05,172.1
2014-11-07,177.7
2014-11-10,173.55
2014-11-11,174.7
2014-11-12,177.95
2014-11-13,207.3
2014-11-14,188.35
2014-11-17,189.65
2014-11-18,189.4
2014-11-19,184.15
2014-11-20,185.85
2014-11-21,183.2
2014-11-24,180.45
2014-11-25,180.85
2014-11-26,182.2
2014-11-27,184.0
2014-11-28,181.55
2014-12-01,182.05
2014-12-02,183.3
2014-12-03,189.2
2014-12-04,192.55
2014-12-05,188.4
2014-12-08,182.0
2014-12-09,180.65
2014-12-10,182.15
2014-12-11,183.35
2014-12-12,180.15
2014-12-15,178.35
2014-12-16,176.95
2014-12-17,172.25
2014-12-18,177.25
2014-12-19,175.05
2014-12-22,178.0
2014-12-23,179.35
2014-12-24,175.9
2014-12-26,179.05
2014-12-29,182.75
2014-12-30,182.45
2014-12-31,186.55
