Date,PIIND
2014-01-01,251.25
2014-01-02,246.05
2014-01-03,246.35
2014-01-06,257.5
2014-01-07,262.55
2014-01-08,249.5
2014-01-09,252.2
2014-01-10,250.25
2014-01-13,249.0
2014-01-14,248.25
2014-01-15,247.5
2014-01-16,245.85
2014-01-17,232.1
2014-01-20,230.5
2014-01-21,232.7
2014-01-22,234.15
2014-01-23,232.65
2014-01-24,221.9
2014-01-27,224.4
2014-01-28,230.95
2014-01-29,242.85
2014-01-30,236.75
2014-01-31,236.9
2014-02-03,243.9
2014-02-04,237.2
2014-02-05,235.7
2014-02-06,240.9
2014-02-07,251.65
2014-02-10,250.0
2014-02-11,245.3
2014-02-12,245.05
2014-02-13,233.85
2014-02-14,236.1
2014-02-17,241.2
2014-02-18,240.1
2014-02-19,237.2
2014-02-20,243.15
2014-02-21,252.3
2014-02-24,252.55
2014-02-25,252.9
2014-02-26,251.5
2014-02-28,254.9
2014-03-03,263.7
2014-03-04,272.9
2014-03-05,277.3
2014-03-06,272.1
2014-03-07,260.15
2014-03-10,257.65
2014-03-11,256.0
2014-03-12,261.0
2014-03-13,260.2
2014-03-14,257.25
2014-03-18,259.75
2014-03-19,254.85
2014-03-20,256.75
2014-03-21,254.1
2014-03-22,260.7
2014-03-24,263.2
2014-03-25,260.7
2014-03-26,267.2
2014-03-27,269.0
2014-03-28,269.35
2014-03-31,278.35
2014-04-01,265.2
2014-04-02,263.1
2014-04-03,262.5
2014-04-04,262.35
2014-04-07,264.15
2014-04-09,252.45
2014-04-10,258.2
2014-04-11,259.25
2014-04-15,256.9
2014-04-16,249.95
2014-04-17,255.65
2014-04-21,254.3
2014-04-22,247.75
2014-04-23,249.05
2014-04-25,243.6
2014-04-28,249.95
2014-04-29,253.3
2014-04-30,249.95
2014-05-02,249.65
2014-05-05,246.15
2014-05-06,246.05
2014-05-07,255.2
2014-05-08,263.0
2014-05-09,259.2
2014-05-12,263.85
2014-05-13,273.6
2014-05-14,275.65
2014-05-15,272.0
2014-05-16,274.95
2014-05-19,270.5
2014-05-20,265.6
2014-05-21,280.0
2014-05-22,282.15
2014-05-23,299.15
2014-05-26,310.6
2014-05-27,323.2
2014-05-28,318.95
2014-05-29,295.85
2014-05-30,296.15
2014-06-02,318.65
2014-06-03,314.35
2014-06-04,308.9
2014-06-05,314.35
2014-06-06,321.3
2014-06-09,315.35
2014-06-10,311.05
2014-06-11,316.35
2014-06-12,311.6
2014-06-13,313.45
2014-06-16,315.8
2014-06-17,324.15
2014-06-18,328.6
2014-06-19,327.65
2014-06-20,331.25
2014-06-23,341.65
2014-06-24,339.95
2014-06-25,330.5
2014-06-26,326.95
2014-06-27,329.0
2014-06-30,334.65
2014-07-01,328.4
2014-07-02,331.4
2014-07-03,340.15
2014-07-04,337.9
2014-07-07,351.1
2014-07-08,328.9
2014-07-09,328.9
2014-07-10,331.5
2014-07-11,338.3
2014-07-14,322.45
2014-07-15,329.6
2014-07-16,335.5
2014-07-17,355.3
2014-07-18,351.25
2014-07-21,351.05
2014-07-22,374.75
2014-07-23,387.2
2014-07-24,380.2
2014-07-25,397.65
2014-07-28,404.8
2014-07-30,400.45
2014-07-31,397.65
2014-08-01,383.2
2014-08-04,404.55
2014-08-05,395.15
2014-08-06,413.4
2014-08-07,407.95
2014-08-08,405.55
2014-08-11,402.9
2014-08-12,405.45
2014-08-13,403.5
2014-08-14,405.15
2014-08-18,412.6
2014-08-19,433.6
2014-08-20,426.8
2014-08-21,429.65
2014-08-22,439.35
2014-08-25,478.1
2014-08-26,458.3
2014-08-27,454.85
2014-08-28,453.2
2014-09-01,460.5
2014-09-02,450.45
2014-09-03,445.7
2014-09-04,440.95
2014-09-05,449.85
2014-09-08,465.6
2014-09-09,471.35
2014-09-10,467.25
2014-09-11,468.6
2014-09-12,483.05
2014-09-15,478.3
2014-09-16,464.7
2014-09-17,445.3
2014-09-18,454.75
2014-09-19,489.5
2014-09-22,483.9
2014-09-23,469.75
2014-09-24,459.0
2014-09-25,458.15
2014-09-26,461.65
2014-09-29,455.75
2014-09-30,451.9
2014-10-01,442.55
2014-10-07,440.95
2014-10-08,431.4
2014-10-09,430.25
2014-10-10,424.9
2014-10-13,418.5
2014-10-14,412.85
2014-10-16,407.3
2014-10-17,381.55
2014-10-20,383.5
2014-10-21,407.35
2014-10-22,427.65
2014-10-23,429.25
2014-10-27,438.1
2014-10-28,442.75
2014-10-29,414.65
2014-10-30,429.9
2014-10-31,446.2
2014-11-03,463.85
2014-11-05,434.55
2014-11-07,454.5
2014-11-10,464.65
2014-11-11,455.45
2014-11-12,447.15
2014-11-13,432.0
2014-11-14,431.6
2014-11-17,432.9
2014-11-18,425.55
2014-11-19,427.15
2014-11-20,441.65
2014-11-21,453.7
2014-11-24,459.85
2014-11-25,455.45
2014-11-26,459.4
2014-11-27,441.9
2014-11-28,445.15
2014-12-01,445.75
2014-12-02,450.1
2014-12-03,447.35
2014-12-04,451.45
2014-12-05,500.7
2014-12-08,497.65
2014-12-09,489.05
2014-12-10,496.55
2014-12-11,486.85
2014-12-12,479.3
2014-12-15,465.55
2014-12-16,467.35
2014-12-17,457.45
2014-12-18,482.6
2014-12-19,493.65
2014-12-22,488.8
2014-12-23,493.05
2014-12-24,484.6
2014-12-26,489.9
2014-12-29,498.3
2014-12-30,496.5
2014-12-31,516.5
