Date,VAKRANGEE
2014-01-01,82.6
2014-01-02,82.25
2014-01-03,82.5
2014-01-06,83.85
2014-01-07,84.65
2014-01-08,86.6
2014-01-09,89.3
2014-01-10,89.3
2014-01-13,91.9
2014-01-14,93.15
2014-01-15,93.5
2014-01-16,92.85
2014-01-17,90.95
2014-01-20,91.55
2014-01-21,91.2
2014-01-22,91.95
2014-01-23,92.45
2014-01-24,92.95
2014-01-27,88.65
2014-01-28,90.4
2014-01-29,89.45
2014-01-30,89.1
2014-01-31,88.4
2014-02-03,88.35
2014-02-04,88.75
2014-02-05,87.35
2014-02-06,87.55
2014-02-07,88.7
2014-02-10,87.85
2014-02-11,86.8
2014-02-12,86.6
2014-02-13,87.85
2014-02-14,87.6
2014-02-17,88.6
2014-02-18,89.6
2014-02-19,89.05
2014-02-20,89.9
2014-02-21,90.05
2014-02-24,91.0
2014-02-25,91.8
2014-02-26,93.65
2014-02-28,93.3
2014-03-03,93.8
2014-03-04,94.95
2014-03-05,94.9
2014-03-06,94.45
2014-03-07,94.9
2014-03-10,93.15
2014-03-11,92.1
2014-03-12,92.5
2014-03-13,90.65
2014-03-14,91.85
2014-03-18,94.1
2014-03-19,92.5
2014-03-20,91.45
2014-03-21,92.95
2014-03-22,93.35
2014-03-24,92.75
2014-03-25,94.05
2014-03-26,94.5
2014-03-27,91.6
2014-03-28,93.6
2014-03-31,99.75
2014-04-01,96.1
2014-04-02,100.1
2014-04-03,97.95
2014-04-04,97.2
2014-04-07,98.0
2014-04-09,100.0
2014-04-10,99.15
2014-04-11,97.95
2014-04-15,98.25
2014-04-16,97.95
2014-04-17,97.9
2014-04-21,97.85
2014-04-22,98.45
2014-04-23,97.7
2014-04-25,98.45
2014-04-28,97.85
2014-04-29,98.05
2014-04-30,98.4
2014-05-02,99.3
2014-05-05,98.75
2014-05-06,99.0
2014-05-07,98.85
2014-05-08,98.8
2014-05-09,97.05
2014-05-12,98.9
2014-05-13,102.6
2014-05-14,106.0
2014-05-15,108.9
2014-05-16,108.5
2014-05-19,109.25
2014-05-20,110.9
2014-05-21,110.95
2014-05-22,114.4
2014-05-23,120.15
2014-05-26,121.75
2014-05-27,121.55
2014-05-28,118.85
2014-05-29,121.05
2014-05-30,125.75
2014-06-02,128.95
2014-06-03,129.9
2014-06-04,129.35
2014-06-05,128.7
2014-06-06,128.25
2014-06-09,132.85
2014-06-10,133.8
2014-06-11,135.9
2014-06-12,135.8
2014-06-13,135.55
2014-06-16,134.55
2014-06-17,133.2
2014-06-18,132.7
2014-06-19,130.15
2014-06-20,125.65
2014-06-23,125.35
2014-06-24,127.2
2014-06-25,128.85
2014-06-26,128.75
2014-06-27,128.7
2014-06-30,129.35
2014-07-01,129.45
2014-07-02,128.65
2014-07-03,126.95
2014-07-04,127.95
2014-07-07,129.0
2014-07-08,126.15
2014-07-09,129.45
2014-07-10,129.6
2014-07-11,134.15
2014-07-14,130.4
2014-07-15,130.2
2014-07-16,130.4
2014-07-17,140.95
2014-07-18,138.35
2014-07-21,139.9
2014-07-22,141.05
2014-07-23,142.85
2014-07-24,141.15
2014-07-25,138.0
2014-07-28,137.6
2014-07-30,137.55
2014-07-31,138.55
2014-08-01,138.35
2014-08-04,138.1
2014-08-05,138.8
2014-08-06,136.55
2014-08-07,136.95
2014-08-08,132.85
2014-08-11,133.85
2014-08-12,134.4
2014-08-13,130.05
2014-08-14,131.5
2014-08-18,130.85
2014-08-19,128.65
2014-08-20,130.3
2014-08-21,132.75
2014-08-22,128.35
2014-08-25,127.85
2014-08-26,126.05
2014-08-27,125.45
2014-08-28,129.05
2014-09-01,124.85
2014-09-02,124.15
2014-09-03,125.0
2014-09-04,127.3
2014-09-05,127.7
2014-09-08,126.7
2014-09-09,125.35
2014-09-10,125.1
2014-09-11,128.7
2014-09-12,125.45
2014-09-15,125.15
2014-09-16,123.5
2014-09-17,123.5
2014-09-18,123.35
2014-09-19,128.2
2014-09-22,129.6
2014-09-23,128.3
2014-09-24,125.05
2014-09-25,125.85
2014-09-26,125.6
2014-09-29,125.55
2014-09-30,125.8
2014-10-01,125.35
2014-10-07,124.8
2014-10-08,123.95
2014-10-09,124.95
2014-10-10,124.4
2014-10-13,125.2
2014-10-14,125.65
2014-10-16,124.1
2014-10-17,123.05
2014-10-20,127.35
2014-10-21,129.2
2014-10-22,129.3
2014-10-23,128.95
2014-10-27,129.1
2014-10-28,127.5
2014-10-29,128.05
2014-10-30,127.65
2014-10-31,127.4
2014-11-03,125.45
2014-11-05,124.05
2014-11-07,124.2
2014-11-10,125.0
2014-11-11,126.05
2014-11-12,133.25
2014-11-13,132.25
2014-11-14,135.3
2014-11-17,135.55
2014-11-18,135.2
2014-11-19,133.15
2014-11-20,132.5
2014-11-21,133.7
2014-11-24,133.3
2014-11-25,130.6
2014-11-26,129.4
2014-11-27,133.85
2014-11-28,139.5
2014-12-01,144.9
2014-12-02,142.4
2014-12-03,144.25
2014-12-04,143.5
2014-12-05,141.0
2014-12-08,142.35
2014-12-09,142.85
2014-12-10,138.35
2014-12-11,139.0
2014-12-12,138.1
2014-12-15,139.05
2014-12-16,139.45
2014-12-17,135.15
2014-12-18,134.3
2014-12-19,113.15
2014-12-22,120.95
2014-12-23,120.0
2014-12-24,120.35
2014-12-26,118.85
2014-12-29,123.0
2014-12-30,123.15
2014-12-31,124.7
