Date,AARTIIND
2014-01-01,99.0
2014-01-02,96.55
2014-01-03,95.55
2014-01-06,96.4
2014-01-07,96.15
2014-01-08,104.5
2014-01-09,99.35
2014-01-10,97.35
2014-01-13,95.9
2014-01-14,96.85
2014-01-15,100.15
2014-01-16,99.1
2014-01-17,97.95
2014-01-20,96.7
2014-01-21,97.6
2014-01-22,99.85
2014-01-23,99.15
2014-01-24,98.5
2014-01-27,96.25
2014-01-28,94.9
2014-01-29,98.1
2014-01-30,96.0
2014-01-31,98.2
2014-02-03,96.0
2014-02-04,95.45
2014-02-05,93.85
2014-02-06,91.75
2014-02-07,92.0
2014-02-10,89.5
2014-02-11,90.05
2014-02-12,88.3
2014-02-13,88.9
2014-02-14,88.0
2014-02-17,87.35
2014-02-18,88.65
2014-02-19,87.3
2014-02-20,89.1
2014-02-21,90.9
2014-02-24,95.25
2014-02-25,102.6
2014-02-26,107.45
2014-02-28,107.75
2014-03-03,110.75
2014-03-04,110.45
2014-03-05,110.15
2014-03-06,109.7
2014-03-07,107.15
2014-03-10,109.05
2014-03-11,124.9
2014-03-12,125.95
2014-03-13,125.2
2014-03-14,123.8
2014-03-18,127.25
2014-03-19,133.2
2014-03-20,132.6
2014-03-21,127.55
2014-03-22,126.25
2014-03-24,122.8
2014-03-25,124.45
2014-03-26,120.5
2014-03-27,122.55
2014-03-28,123.15
2014-03-31,122.85
2014-04-01,123.45
2014-04-02,123.1
2014-04-03,125.4
2014-04-04,124.1
2014-04-07,121.0
2014-04-09,121.55
2014-04-10,124.05
2014-04-11,126.7
2014-04-15,124.3
2014-04-16,120.55
2014-04-17,124.35
2014-04-21,130.0
2014-04-22,132.8
2014-04-23,135.05
2014-04-25,137.4
2014-04-28,132.85
2014-04-29,131.05
2014-04-30,131.25
2014-05-02,138.5
2014-05-05,146.15
2014-05-06,150.85
2014-05-07,146.4
2014-05-08,145.9
2014-05-09,150.05
2014-05-12,152.0
2014-05-13,149.3
2014-05-14,147.15
2014-05-15,147.9
2014-05-16,142.5
2014-05-19,146.05
2014-05-20,148.35
2014-05-21,153.5
2014-05-22,163.85
2014-05-23,161.6
2014-05-26,156.05
2014-05-27,152.3
2014-05-28,158.7
2014-05-29,160.0
2014-05-30,161.9
2014-06-02,161.1
2014-06-03,161.85
2014-06-04,168.3
2014-06-05,175.7
2014-06-06,183.25
2014-06-09,179.5
2014-06-10,177.8
2014-06-11,178.85
2014-06-12,186.9
2014-06-13,186.35
2014-06-16,182.35
2014-06-17,189.8
2014-06-18,195.0
2014-06-19,198.05
2014-06-20,199.95
2014-06-23,194.65
2014-06-24,204.7
2014-06-25,205.2
2014-06-26,201.8
2014-06-27,199.5
2014-06-30,202.75
2014-07-01,210.95
2014-07-02,219.9
2014-07-03,223.45
2014-07-04,225.95
2014-07-07,233.8
2014-07-08,220.75
2014-07-09,214.85
2014-07-10,206.35
2014-07-11,193.25
2014-07-14,195.6
2014-07-15,200.55
2014-07-16,209.75
2014-07-17,214.25
2014-07-18,215.25
2014-07-21,216.5
2014-07-22,221.15
2014-07-23,227.95
2014-07-24,227.4
2014-07-25,218.3
2014-07-28,214.95
2014-07-30,215.05
2014-07-31,215.05
2014-08-01,216.65
2014-08-04,225.45
2014-08-05,241.55
2014-08-06,246.6
2014-08-07,248.35
2014-08-08,247.85
2014-08-11,254.7
2014-08-12,259.75
2014-08-13,262.6
2014-08-14,256.25
2014-08-18,266.6
2014-08-19,272.2
2014-08-20,284.7
2014-08-21,297.8
2014-08-22,289.55
2014-08-25,294.2
2014-08-26,294.15
2014-08-27,289.85
2014-08-28,280.7
2014-09-01,279.05
2014-09-02,282.2
2014-09-03,292.8
2014-09-04,300.45
2014-09-05,296.0
2014-09-08,295.8
2014-09-09,295.15
2014-09-10,293.05
2014-09-11,287.45
2014-09-12,299.2
2014-09-15,301.15
2014-09-16,289.7
2014-09-17,289.5
2014-09-18,297.55
2014-09-19,293.65
2014-09-22,294.4
2014-09-23,298.8
2014-09-24,288.25
2014-09-25,285.55
2014-09-26,281.0
2014-09-29,276.35
2014-09-30,278.7
2014-10-01,280.5
2014-10-07,288.7
2014-10-08,283.35
2014-10-09,282.0
2014-10-10,274.45
2014-10-13,286.5
2014-10-14,279.7
2014-10-16,257.15
2014-10-17,259.4
2014-10-20,269.6
2014-10-21,271.15
2014-10-22,277.85
2014-10-23,274.3
2014-10-27,274.85
2014-10-28,270.95
2014-10-29,276.55
2014-10-30,291.45
2014-10-31,305.05
2014-11-03,311.55
2014-11-05,302.0
2014-11-07,297.65
2014-11-10,298.85
2014-11-11,299.0
2014-11-12,300.65
2014-11-13,295.8
2014-11-14,291.8
2014-11-17,298.05
2014-11-18,296.9
2014-11-19,294.9
2014-11-20,294.6
2014-11-21,295.5
2014-11-24,284.85
2014-11-25,275.15
2014-11-26,280.5
2014-11-27,284.1
2014-11-28,287.85
2014-12-01,278.5
2014-12-02,287.0
2014-12-03,286.55
2014-12-04,294.95
2014-12-05,295.0
2014-12-08,297.85
2014-12-09,292.2
2014-12-10,293.7
2014-12-11,292.9
2014-12-12,287.55
2014-12-15,283.55
2014-12-16,278.3
2014-12-17,276.05
2014-12-18,284.9
2014-12-19,282.8
2014-12-22,281.95
2014-12-23,285.35
2014-12-24,276.05
2014-12-26,269.6
2014-12-29,264.7
2014-12-30,259.7
2014-12-31,252.15
