Date,GDL
2014-01-01,139.65
2014-01-02,138.2
2014-01-03,145.9
2014-01-06,147.85
2014-01-07,148.85
2014-01-08,142.6
2014-01-09,142.85
2014-01-10,140.85
2014-01-13,142.85
2014-01-14,138.0
2014-01-15,138.5
2014-01-16,138.4
2014-01-17,135.5
2014-01-20,136.05
2014-01-21,133.5
2014-01-22,132.35
2014-01-23,130.3
2014-01-24,129.4
2014-01-27,127.0
2014-01-28,127.05
2014-01-29,126.05
2014-01-30,125.15
2014-01-31,125.55
2014-02-03,127.35
2014-02-04,129.9
2014-02-05,129.45
2014-02-06,129.7
2014-02-07,129.95
2014-02-10,129.45
2014-02-11,127.55
2014-02-12,129.7
2014-02-13,129.3
2014-02-14,132.4
2014-02-17,128.0
2014-02-18,132.6
2014-02-19,133.0
2014-02-20,132.75
2014-02-21,133.2
2014-02-24,133.55
2014-02-25,133.3
2014-02-26,138.55
2014-02-28,138.75
2014-03-03,141.65
2014-03-04,141.55
2014-03-05,143.15
2014-03-06,145.05
2014-03-07,142.95
2014-03-10,144.95
2014-03-11,146.6
2014-03-12,150.4
2014-03-13,147.95
2014-03-14,147.3
2014-03-18,149.5
2014-03-19,149.95
2014-03-20,144.75
2014-03-21,150.0
2014-03-22,151.05
2014-03-24,157.8
2014-03-25,156.45
2014-03-26,162.05
2014-03-27,164.85
2014-03-28,163.5
2014-03-31,165.75
2014-04-01,161.95
2014-04-02,163.55
2014-04-03,161.55
2014-04-04,159.6
2014-04-07,166.4
2014-04-09,174.7
2014-04-10,174.1
2014-04-11,170.8
2014-04-15,168.4
2014-04-16,168.75
2014-04-17,172.0
2014-04-21,172.4
2014-04-22,175.8
2014-04-23,179.3
2014-04-25,182.6
2014-04-28,179.35
2014-04-29,180.05
2014-04-30,177.3
2014-05-02,175.35
2014-05-05,175.0
2014-05-06,173.7
2014-05-07,178.45
2014-05-08,183.6
2014-05-09,182.45
2014-05-12,185.7
2014-05-13,189.8
2014-05-14,185.75
2014-05-15,180.65
2014-05-16,189.05
2014-05-19,224.7
2014-05-20,216.0
2014-05-21,226.5
2014-05-22,229.1
2014-05-23,233.1
2014-05-26,233.35
2014-05-27,234.95
2014-05-28,221.55
2014-05-29,218.7
2014-05-30,221.85
2014-06-02,227.1
2014-06-03,221.6
2014-06-04,229.05
2014-06-05,226.25
2014-06-06,227.5
2014-06-09,232.95
2014-06-10,236.1
2014-06-11,232.15
2014-06-12,232.8
2014-06-13,225.75
2014-06-16,224.45
2014-06-17,227.4
2014-06-18,244.25
2014-06-19,233.95
2014-06-20,232.25
2014-06-23,233.8
2014-06-24,234.65
2014-06-25,231.65
2014-06-26,230.8
2014-06-27,231.05
2014-06-30,230.1
2014-07-01,234.6
2014-07-02,242.9
2014-07-03,238.55
2014-07-04,245.3
2014-07-07,245.3
2014-07-08,240.6
2014-07-09,239.95
2014-07-10,240.1
2014-07-11,232.95
2014-07-14,232.9
2014-07-15,231.5
2014-07-16,236.95
2014-07-17,243.85
2014-07-18,241.3
2014-07-21,239.55
2014-07-22,238.6
2014-07-23,242.0
2014-07-24,237.0
2014-07-25,236.1
2014-07-28,230.6
2014-07-30,239.3
2014-07-31,234.15
2014-08-01,233.8
2014-08-04,232.55
2014-08-05,234.9
2014-08-06,238.7
2014-08-07,238.35
2014-08-08,235.0
2014-08-11,235.2
2014-08-12,235.75
2014-08-13,229.9
2014-08-14,231.1
2014-08-18,243.2
2014-08-19,256.8
2014-08-20,260.0
2014-08-21,259.95
2014-08-22,256.55
2014-08-25,260.7
2014-08-26,258.55
2014-08-27,258.45
2014-08-28,263.8
2014-09-01,259.45
2014-09-02,256.6
2014-09-03,257.85
2014-09-04,245.45
2014-09-05,262.35
2014-09-08,262.7
2014-09-09,261.1
2014-09-10,259.45
2014-09-11,269.4
2014-09-12,264.9
2014-09-15,265.3
2014-09-16,257.9
2014-09-17,249.0
2014-09-18,250.85
2014-09-19,245.85
2014-09-22,249.4
2014-09-23,254.3
2014-09-24,254.05
2014-09-25,244.65
2014-09-26,247.2
2014-09-29,260.5
2014-09-30,256.45
2014-10-01,265.85
2014-10-07,259.1
2014-10-08,252.35
2014-10-09,257.1
2014-10-10,253.3
2014-10-13,254.4
2014-10-14,260.0
2014-10-16,258.3
2014-10-17,258.5
2014-10-20,252.8
2014-10-21,255.4
2014-10-22,255.35
2014-10-23,261.6
2014-10-27,256.85
2014-10-28,265.3
2014-10-29,273.2
2014-10-30,270.65
2014-10-31,286.5
2014-11-03,289.95
2014-11-05,290.35
2014-11-07,290.05
2014-11-10,303.75
2014-11-11,310.25
2014-11-12,312.75
2014-11-13,306.05
2014-11-14,319.05
2014-11-17,343.5
2014-11-18,343.9
2014-11-19,326.85
2014-11-20,329.8
2014-11-21,330.45
2014-11-24,328.8
2014-11-25,315.05
2014-11-26,313.15
2014-11-27,314.95
2014-11-28,307.55
2014-12-01,310.45
2014-12-02,317.9
2014-12-03,319.75
2014-12-04,318.8
2014-12-05,330.35
2014-12-08,336.25
2014-12-09,322.75
2014-12-10,332.45
2014-12-11,325.2
2014-12-12,314.05
2014-12-15,315.7
2014-12-16,319.75
2014-12-17,328.75
2014-12-18,336.05
2014-12-19,349.45
2014-12-22,351.15
2014-12-23,343.8
2014-12-24,340.75
2014-12-26,340.0
2014-12-29,349.8
2014-12-30,351.95
2014-12-31,351.9
