Date,BOMDYEING
2014-01-01,74.05
2014-01-02,70.05
2014-01-03,68.1
2014-01-06,67.6
2014-01-07,67.7
2014-01-08,69.25
2014-01-09,69.35
2014-01-10,68.45
2014-01-13,67.9
2014-01-14,67.25
2014-01-15,67.75
2014-01-16,65.5
2014-01-17,62.2
2014-01-20,62.5
2014-01-21,63.3
2014-01-22,63.85
2014-01-23,63.65
2014-01-24,61.05
2014-01-27,56.35
2014-01-28,56.35
2014-01-29,56.25
2014-01-30,54.65
2014-01-31,56.05
2014-02-03,55.95
2014-02-04,55.45
2014-02-05,57.9
2014-02-06,56.95
2014-02-07,55.45
2014-02-10,55.8
2014-02-11,58.05
2014-02-12,55.9
2014-02-13,53.0
2014-02-14,51.3
2014-02-17,51.4
2014-02-18,51.95
2014-02-19,51.95
2014-02-20,51.35
2014-02-21,51.7
2014-02-24,51.45
2014-02-25,51.25
2014-02-26,50.9
2014-02-28,51.05
2014-03-03,48.65
2014-03-04,49.75
2014-03-05,49.4
2014-03-06,52.7
2014-03-07,53.35
2014-03-10,53.05
2014-03-11,53.9
2014-03-12,55.05
2014-03-13,53.4
2014-03-14,52.25
2014-03-18,54.2
2014-03-19,56.4
2014-03-20,54.25
2014-03-21,54.85
2014-03-22,54.7
2014-03-24,54.1
2014-03-25,52.6
2014-03-26,53.65
2014-03-27,53.6
2014-03-28,54.95
2014-03-31,55.35
2014-04-01,55.8
2014-04-02,60.55
2014-04-03,60.5
2014-04-04,63.65
2014-04-07,63.8
2014-04-09,64.9
2014-04-10,63.3
2014-04-11,64.7
2014-04-15,62.6
2014-04-16,64.0
2014-04-17,66.2
2014-04-21,67.6
2014-04-22,67.4
2014-04-23,66.0
2014-04-25,63.5
2014-04-28,61.75
2014-04-29,62.7
2014-04-30,58.3
2014-05-02,56.85
2014-05-05,57.7
2014-05-06,57.25
2014-05-07,56.1
2014-05-08,54.55
2014-05-09,56.25
2014-05-12,58.25
2014-05-13,60.7
2014-05-14,61.65
2014-05-15,59.55
2014-05-16,60.5
2014-05-19,65.8
2014-05-20,68.9
2014-05-21,68.5
2014-05-22,76.1
2014-05-23,81.35
2014-05-26,74.05
2014-05-27,71.0
2014-05-28,74.8
2014-05-29,72.45
2014-05-30,72.3
2014-06-02,75.4
2014-06-03,79.75
2014-06-04,81.75
2014-06-05,81.6
2014-06-06,81.3
2014-06-09,86.05
2014-06-10,84.35
2014-06-11,81.85
2014-06-12,82.35
2014-06-13,78.35
2014-06-16,79.9
2014-06-17,81.05
2014-06-18,77.65
2014-06-19,76.75
2014-06-20,74.9
2014-06-23,76.35
2014-06-24,77.7
2014-06-25,79.35
2014-06-26,77.7
2014-06-27,78.7
2014-06-30,78.6
2014-07-01,80.75
2014-07-02,80.95
2014-07-03,82.65
2014-07-04,81.35
2014-07-07,79.95
2014-07-08,73.85
2014-07-09,70.4
2014-07-10,72.05
2014-07-11,67.35
2014-07-14,67.0
2014-07-15,70.0
2014-07-16,71.3
2014-07-17,73.6
2014-07-18,75.2
2014-07-21,75.25
2014-07-22,78.2
2014-07-23,76.45
2014-07-24,75.6
2014-07-25,72.8
2014-07-28,70.65
2014-07-30,72.95
2014-07-31,71.15
2014-08-01,70.3
2014-08-04,72.05
2014-08-05,74.95
2014-08-06,73.5
2014-08-07,72.35
2014-08-08,66.7
2014-08-11,67.15
2014-08-12,66.6
2014-08-13,65.05
2014-08-14,66.1
2014-08-18,67.35
2014-08-19,67.8
2014-08-20,69.6
2014-08-21,69.75
2014-08-22,68.1
2014-08-25,69.15
2014-08-26,68.6
2014-08-27,69.15
2014-08-28,68.65
2014-09-01,70.15
2014-09-02,71.0
2014-09-03,70.1
2014-09-04,69.15
2014-09-05,69.1
2014-09-08,70.45
2014-09-09,74.35
2014-09-10,73.25
2014-09-11,74.9
2014-09-12,72.7
2014-09-15,73.55
2014-09-16,68.6
2014-09-17,68.7
2014-09-18,70.5
2014-09-19,70.25
2014-09-22,73.6
2014-09-23,70.35
2014-09-24,69.1
2014-09-25,65.9
2014-09-26,68.25
2014-09-29,68.95
2014-09-30,69.1
2014-10-01,67.35
2014-10-07,66.65
2014-10-08,66.05
2014-10-09,67.7
2014-10-10,65.9
2014-10-13,66.6
2014-10-14,66.3
2014-10-16,64.15
2014-10-17,64.2
2014-10-20,63.55
2014-10-21,63.95
2014-10-22,65.4
2014-10-23,66.2
2014-10-27,64.95
2014-10-28,65.15
2014-10-29,66.15
2014-10-30,66.15
2014-10-31,66.8
2014-11-03,68.3
2014-11-05,72.35
2014-11-07,71.05
2014-11-10,72.55
2014-11-11,71.4
2014-11-12,70.85
2014-11-13,69.0
2014-11-14,69.25
2014-11-17,68.2
2014-11-18,69.4
2014-11-19,68.4
2014-11-20,68.55
2014-11-21,71.8
2014-11-24,70.55
2014-11-25,69.0
2014-11-26,69.9
2014-11-27,68.9
2014-11-28,69.2
2014-12-01,67.95
2014-12-02,69.95
2014-12-03,71.0
2014-12-04,74.85
2014-12-05,73.05
2014-12-08,70.1
2014-12-09,69.65
2014-12-10,70.4
2014-12-11,69.05
2014-12-12,70.4
2014-12-15,69.1
2014-12-16,64.35
2014-12-17,63.8
2014-12-18,65.9
2014-12-19,64.8
2014-12-22,65.75
2014-12-23,65.45
2014-12-24,65.15
2014-12-26,65.3
2014-12-29,65.8
2014-12-30,65.95
2014-12-31,67.0
