Date,IDFC
2014-01-01,109.75
2014-01-02,104.55
2014-01-03,105.45
2014-01-06,104.3
2014-01-07,103.75
2014-01-08,102.35
2014-01-09,101.5
2014-01-10,98.5
2014-01-13,100.35
2014-01-14,100.05
2014-01-15,102.35
2014-01-16,101.05
2014-01-17,100.05
2014-01-20,100.75
2014-01-21,100.8
2014-01-22,100.8
2014-01-23,101.05
2014-01-24,98.15
2014-01-27,92.7
2014-01-28,93.7
2014-01-29,94.05
2014-01-30,91.7
2014-01-31,93.2
2014-02-03,90.55
2014-02-04,91.5
2014-02-05,92.6
2014-02-06,93.05
2014-02-07,96.15
2014-02-10,97.45
2014-02-11,98.0
2014-02-12,99.3
2014-02-13,95.3
2014-02-14,95.35
2014-02-17,97.05
2014-02-18,97.85
2014-02-19,97.05
2014-02-20,95.2
2014-02-21,95.15
2014-02-24,94.2
2014-02-25,95.65
2014-02-26,94.45
2014-02-28,94.05
2014-03-03,95.15
2014-03-04,99.5
2014-03-05,102.7
2014-03-06,103.8
2014-03-07,105.1
2014-03-10,112.15
2014-03-11,115.5
2014-03-12,113.55
2014-03-13,112.7
2014-03-14,114.2
2014-03-18,113.6
2014-03-19,113.8
2014-03-20,111.55
2014-03-21,109.2
2014-03-22,110.7
2014-03-24,111.95
2014-03-25,111.75
2014-03-26,115.1
2014-03-27,121.1
2014-03-28,125.6
2014-03-31,122.25
2014-04-01,123.1
2014-04-02,127.8
2014-04-03,124.9
2014-04-04,124.95
2014-04-07,122.2
2014-04-09,123.95
2014-04-10,124.65
2014-04-11,123.55
2014-04-15,119.5
2014-04-16,116.5
2014-04-17,118.35
2014-04-21,119.45
2014-04-22,118.85
2014-04-23,116.6
2014-04-25,114.1
2014-04-28,114.5
2014-04-29,113.95
2014-04-30,111.65
2014-05-02,110.55
2014-05-05,109.65
2014-05-06,109.15
2014-05-07,108.7
2014-05-08,108.5
2014-05-09,117.25
2014-05-12,119.2
2014-05-13,121.45
2014-05-14,121.35
2014-05-15,121.05
2014-05-16,124.1
2014-05-19,130.95
2014-05-20,134.7
2014-05-21,132.15
2014-05-22,136.0
2014-05-23,143.25
2014-05-26,136.55
2014-05-27,133.05
2014-05-28,131.4
2014-05-29,127.5
2014-05-30,126.3
2014-06-02,129.6
2014-06-03,130.9
2014-06-04,135.9
2014-06-05,135.1
2014-06-06,136.3
2014-06-09,138.45
2014-06-10,135.6
2014-06-11,132.55
2014-06-12,131.3
2014-06-13,128.15
2014-06-16,129.95
2014-06-17,131.7
2014-06-18,128.05
2014-06-19,129.35
2014-06-20,128.65
2014-06-23,128.15
2014-06-24,129.95
2014-06-25,128.3
2014-06-26,126.3
2014-06-27,128.35
2014-06-30,135.1
2014-07-01,135.1
2014-07-02,135.25
2014-07-03,133.25
2014-07-04,134.0
2014-07-07,142.5
2014-07-08,137.05
2014-07-09,139.45
2014-07-10,151.55
2014-07-11,148.6
2014-07-14,147.4
2014-07-15,150.0
2014-07-16,163.25
2014-07-17,159.4
2014-07-18,163.95
2014-07-21,160.7
2014-07-22,161.15
2014-07-23,157.8
2014-07-24,158.3
2014-07-25,154.95
2014-07-28,153.65
2014-07-30,156.3
2014-07-31,152.25
2014-08-01,149.1
2014-08-04,151.65
2014-08-05,151.35
2014-08-06,149.5
2014-08-07,149.45
2014-08-08,144.45
2014-08-11,147.05
2014-08-12,148.25
2014-08-13,144.0
2014-08-14,145.4
2014-08-18,150.85
2014-08-19,152.15
2014-08-20,149.8
2014-08-21,149.9
2014-08-22,149.45
2014-08-25,147.0
2014-08-26,143.2
2014-08-27,141.1
2014-08-28,144.25
2014-09-01,145.3
2014-09-02,146.9
2014-09-03,144.85
2014-09-04,142.45
2014-09-05,143.4
2014-09-08,143.1
2014-09-09,141.95
2014-09-10,144.9
2014-09-11,150.1
2014-09-12,148.95
2014-09-15,147.65
2014-09-16,143.9
2014-09-17,145.05
2014-09-18,147.4
2014-09-19,148.0
2014-09-22,144.65
2014-09-23,142.5
2014-09-24,142.35
2014-09-25,137.9
2014-09-26,142.05
2014-09-29,140.65
2014-09-30,137.25
2014-10-01,136.25
2014-10-07,136.05
2014-10-08,138.85
2014-10-09,140.75
2014-10-10,139.95
2014-10-13,140.15
2014-10-14,139.6
2014-10-16,136.8
2014-10-17,139.6
2014-10-20,139.6
2014-10-21,144.9
2014-10-22,145.7
2014-10-23,146.25
2014-10-27,144.2
2014-10-28,146.0
2014-10-29,145.1
2014-10-30,148.25
2014-10-31,156.3
2014-11-03,154.85
2014-11-05,153.45
2014-11-07,152.1
2014-11-10,150.95
2014-11-11,155.0
2014-11-12,157.0
2014-11-13,153.95
2014-11-14,154.65
2014-11-17,157.4
2014-11-18,162.25
2014-11-19,158.7
2014-11-20,157.2
2014-11-21,157.35
2014-11-24,159.3
2014-11-25,154.55
2014-11-26,153.6
2014-11-27,154.5
2014-11-28,159.4
2014-12-01,157.65
2014-12-02,160.55
2014-12-03,163.05
2014-12-04,161.3
2014-12-05,160.25
2014-12-08,158.0
2014-12-09,153.7
2014-12-10,155.95
2014-12-11,159.15
2014-12-12,155.8
2014-12-15,156.95
2014-12-16,151.65
2014-12-17,152.05
2014-12-18,154.6
2014-12-19,155.5
2014-12-22,157.15
2014-12-23,155.7
2014-12-24,153.55
2014-12-26,154.65
2014-12-29,157.35
2014-12-30,158.05
2014-12-31,157.35
