Date,GUFICBIO
2014-01-01,5.85
2014-01-02,5.75
2014-01-03,5.55
2014-01-06,5.65
2014-01-07,5.75
2014-01-08,5.75
2014-01-09,6.0
2014-01-10,6.1
2014-01-13,5.8
2014-01-14,5.55
2014-01-15,5.3
2014-01-16,5.15
2014-01-17,5.1
2014-01-20,5.0
2014-01-21,5.0
2014-01-22,4.9
2014-01-23,4.95
2014-01-24,5.0
2014-01-27,5.15
2014-01-28,4.9
2014-01-29,4.9
2014-01-30,5.1
2014-01-31,4.9
2014-02-03,4.9
2014-02-04,5.1
2014-02-05,5.05
2014-02-07,5.3
2014-02-10,5.3
2014-02-11,5.55
2014-02-12,5.65
2014-02-13,5.4
2014-02-14,5.15
2014-02-17,5.35
2014-02-18,5.45
2014-02-19,5.2
2014-02-20,5.3
2014-02-21,5.2
2014-02-24,4.95
2014-02-25,4.8
2014-02-26,5.0
2014-02-28,4.9
2014-03-03,4.85
2014-03-04,5.0
2014-03-05,5.15
2014-03-06,4.9
2014-03-07,5.35
2014-03-10,5.6
2014-03-11,5.95
2014-03-12,6.1
2014-03-13,5.75
2014-03-14,5.6
2014-03-18,5.3
2014-03-19,5.3
2014-03-20,5.35
2014-03-21,5.25
2014-03-22,5.7
2014-03-24,5.25
2014-03-25,5.3
2014-03-26,5.2
2014-03-27,5.2
2014-03-28,5.1
2014-03-31,5.2
2014-04-01,5.5
2014-04-02,6.0
2014-04-03,6.0
2014-04-04,6.3
2014-04-07,6.0
2014-04-09,6.6
2014-04-10,6.65
2014-04-11,6.25
2014-04-15,6.3
2014-04-16,6.35
2014-04-17,6.3
2014-04-21,6.45
2014-04-22,6.45
2014-04-23,6.7
2014-04-25,6.6
2014-04-28,6.5
2014-04-29,6.3
2014-04-30,6.2
2014-05-02,6.2
2014-05-05,6.2
2014-05-06,5.95
2014-05-07,6.05
2014-05-08,6.15
2014-05-09,6.0
2014-05-12,6.1
2014-05-13,6.0
2014-05-14,6.25
2014-05-15,5.95
2014-05-16,5.95
2014-05-19,6.05
2014-05-20,6.3
2014-05-21,7.2
2014-05-22,7.05
2014-05-23,7.7
2014-05-26,7.4
2014-05-27,7.25
2014-05-28,7.25
2014-05-29,7.35
2014-05-30,7.3
2014-06-02,8.65
2014-06-03,8.35
2014-06-04,8.2
2014-06-05,8.2
2014-06-06,8.25
2014-06-09,8.2
2014-06-10,8.05
2014-06-11,8.0
2014-06-12,7.95
2014-06-13,7.5
2014-06-16,7.45
2014-06-17,7.75
2014-06-18,7.9
2014-06-19,7.95
2014-06-20,7.9
2014-06-23,7.95
2014-06-24,7.9
2014-06-25,7.95
2014-06-26,8.15
2014-06-27,7.7
2014-06-30,7.75
2014-07-01,8.3
2014-07-02,8.55
2014-07-03,10.25
2014-07-04,12.3
2014-07-07,13.5
2014-07-08,12.15
2014-07-09,11.75
2014-07-10,12.35
2014-07-11,11.5
2014-07-14,11.2
2014-07-15,11.1
2014-07-16,11.5
2014-07-17,11.45
2014-07-18,11.35
2014-07-21,10.95
2014-07-22,11.0
2014-07-23,11.15
2014-07-24,11.05
2014-07-25,10.85
2014-07-28,10.5
2014-07-30,11.0
2014-07-31,10.5
2014-08-01,10.25
2014-08-04,10.55
2014-08-05,12.65
2014-08-06,13.6
2014-08-07,13.15
2014-08-08,12.3
2014-08-11,12.8
2014-08-12,12.85
2014-08-13,12.15
2014-08-14,12.9
2014-08-18,13.95
2014-08-19,13.65
2014-08-20,16.0
2014-08-21,19.2
2014-08-22,18.95
2014-08-25,17.3
2014-08-26,18.2
2014-08-27,19.2
2014-08-28,20.2
2014-09-01,19.35
2014-09-02,18.2
2014-09-03,18.75
2014-09-04,18.55
2014-09-05,18.1
2014-09-08,18.75
2014-09-09,18.2
2014-09-10,17.8
2014-09-11,18.0
2014-09-12,19.55
2014-09-15,21.5
2014-09-16,19.55
2014-09-17,20.9
2014-09-18,21.5
2014-09-19,21.4
2014-09-22,21.8
2014-09-23,20.85
2014-09-24,19.65
2014-09-25,18.8
2014-09-26,18.4
2014-09-29,19.75
2014-09-30,19.65
2014-10-01,18.7
2014-10-07,19.1
2014-10-08,18.75
2014-10-09,18.9
2014-10-10,17.9
2014-10-13,18.1
2014-10-14,17.6
2014-10-16,16.6
2014-10-17,15.8
2014-10-20,17.55
2014-10-21,16.5
2014-10-22,16.75
2014-10-23,16.7
2014-10-27,16.95
2014-10-28,17.4
2014-10-29,17.8
2014-10-30,17.55
2014-10-31,17.3
2014-11-03,18.1
2014-11-05,18.75
2014-11-07,17.9
2014-11-10,18.6
2014-11-11,18.15
2014-11-12,18.15
2014-11-13,17.65
2014-11-14,16.85
2014-11-17,16.4
2014-11-18,16.6
2014-11-19,18.25
2014-11-20,18.35
2014-11-21,17.7
2014-11-24,17.5
2014-11-25,16.75
2014-11-26,16.5
2014-11-27,17.15
2014-11-28,16.95
2014-12-01,17.0
2014-12-02,16.65
2014-12-03,16.9
2014-12-04,16.45
2014-12-05,16.4
2014-12-08,16.3
2014-12-09,16.15
2014-12-10,16.2
2014-12-11,15.75
2014-12-12,15.2
2014-12-15,15.05
2014-12-16,14.25
2014-12-17,13.7
2014-12-18,15.4
2014-12-19,15.5
2014-12-22,15.25
2014-12-23,14.55
2014-12-24,14.55
2014-12-26,14.45
2014-12-29,14.6
2014-12-30,14.6
2014-12-31,15.3
