Date,BASF
2014-01-01,646.8
2014-01-02,641.9
2014-01-03,638.85
2014-01-06,633.6
2014-01-07,635.0
2014-01-08,649.05
2014-01-09,654.4
2014-01-10,649.9
2014-01-13,646.95
2014-01-14,641.85
2014-01-15,636.5
2014-01-16,618.7
2014-01-17,592.9
2014-01-20,613.05
2014-01-21,617.3
2014-01-22,611.75
2014-01-23,616.35
2014-01-24,610.9
2014-01-27,602.4
2014-01-28,596.35
2014-01-29,595.45
2014-01-30,587.15
2014-01-31,587.95
2014-02-03,595.15
2014-02-04,610.1
2014-02-05,615.65
2014-02-06,614.75
2014-02-07,612.8
2014-02-10,616.45
2014-02-11,610.0
2014-02-12,610.0
2014-02-13,615.1
2014-02-14,610.75
2014-02-17,610.9
2014-02-18,617.2
2014-02-19,612.65
2014-02-20,611.15
2014-02-21,615.45
2014-02-24,628.6
2014-02-25,634.45
2014-02-26,652.6
2014-02-28,689.1
2014-03-03,707.15
2014-03-04,783.5
2014-03-05,766.9
2014-03-06,761.35
2014-03-07,753.4
2014-03-10,745.4
2014-03-11,725.35
2014-03-12,745.45
2014-03-13,748.5
2014-03-14,741.1
2014-03-18,735.9
2014-03-19,761.5
2014-03-20,764.55
2014-03-21,796.9
2014-03-22,801.6
2014-03-24,829.8
2014-03-25,838.25
2014-03-26,839.05
2014-03-27,837.15
2014-03-28,856.6
2014-03-31,858.9
2014-04-01,835.9
2014-04-02,841.75
2014-04-03,841.7
2014-04-04,825.55
2014-04-07,818.6
2014-04-09,816.65
2014-04-10,809.7
2014-04-11,797.3
2014-04-15,790.7
2014-04-16,795.65
2014-04-17,794.65
2014-04-21,791.25
2014-04-22,797.9
2014-04-23,790.9
2014-04-25,793.4
2014-04-28,781.0
2014-04-29,784.85
2014-04-30,748.45
2014-05-02,726.4
2014-05-05,739.6
2014-05-06,735.8
2014-05-07,725.5
2014-05-08,738.6
2014-05-09,728.0
2014-05-12,711.25
2014-05-13,720.7
2014-05-14,716.95
2014-05-15,707.7
2014-05-16,707.85
2014-05-19,709.7
2014-05-20,709.0
2014-05-21,708.95
2014-05-22,734.65
2014-05-23,790.2
2014-05-26,809.25
2014-05-27,783.9
2014-05-28,783.1
2014-05-29,789.8
2014-05-30,791.0
2014-06-02,835.2
2014-06-03,830.05
2014-06-04,832.7
2014-06-05,842.5
2014-06-06,843.65
2014-06-09,872.8
2014-06-10,851.35
2014-06-11,834.95
2014-06-12,882.85
2014-06-13,861.45
2014-06-16,848.9
2014-06-17,858.15
2014-06-18,852.25
2014-06-19,866.75
2014-06-20,885.2
2014-06-23,874.85
2014-06-24,866.95
2014-06-25,875.15
2014-06-26,867.25
2014-06-27,879.2
2014-06-30,871.5
2014-07-01,875.55
2014-07-02,889.9
2014-07-03,881.3
2014-07-04,892.1
2014-07-07,890.2
2014-07-08,863.05
2014-07-09,851.55
2014-07-10,858.0
2014-07-11,833.55
2014-07-14,827.9
2014-07-15,831.95
2014-07-16,842.7
2014-07-17,859.85
2014-07-18,853.8
2014-07-21,858.85
2014-07-22,868.9
2014-07-23,865.0
2014-07-24,861.1
2014-07-25,854.3
2014-07-28,861.85
2014-07-30,865.35
2014-07-31,835.3
2014-08-01,830.6
2014-08-04,836.15
2014-08-05,840.15
2014-08-06,842.9
2014-08-07,839.1
2014-08-08,824.1
2014-08-11,840.5
2014-08-12,863.65
2014-08-13,874.8
2014-08-14,925.25
2014-08-18,983.0
2014-08-19,976.6
2014-08-20,1045.4
2014-08-21,1109.8
2014-08-22,1262.1
2014-08-25,1202.95
2014-08-26,1177.75
2014-08-27,1133.0
2014-08-28,1190.75
2014-09-01,1221.55
2014-09-02,1227.1
2014-09-03,1255.4
2014-09-04,1247.1
2014-09-05,1263.2
2014-09-08,1250.35
2014-09-09,1218.3
2014-09-10,1203.2
2014-09-11,1209.6
2014-09-12,1214.45
2014-09-15,1209.4
2014-09-16,1170.85
2014-09-17,1163.9
2014-09-18,1208.1
2014-09-19,1234.3
2014-09-22,1233.7
2014-09-23,1227.85
2014-09-24,1232.8
2014-09-25,1220.2
2014-09-26,1216.3
2014-09-29,1329.0
2014-09-30,1321.7
2014-10-01,1311.25
2014-10-07,1318.9
2014-10-08,1297.45
2014-10-09,1289.3
2014-10-10,1284.1
2014-10-13,1278.3
2014-10-14,1300.75
2014-10-16,1244.5
2014-10-17,1236.15
2014-10-20,1243.2
2014-10-21,1244.05
2014-10-22,1205.2
2014-10-23,1235.7
2014-10-27,1203.4
2014-10-28,1193.6
2014-10-29,1177.7
2014-10-30,1199.8
2014-10-31,1217.1
2014-11-03,1223.45
2014-11-05,1207.7
2014-11-07,1198.15
2014-11-10,1188.1
2014-11-11,1198.9
2014-11-12,1266.7
2014-11-13,1305.35
2014-11-14,1324.35
2014-11-17,1293.9
2014-11-18,1309.65
2014-11-19,1267.6
2014-11-20,1252.65
2014-11-21,1291.45
2014-11-24,1271.4
2014-11-25,1265.6
2014-11-26,1265.25
2014-11-27,1261.55
2014-11-28,1267.95
2014-12-01,1272.1
2014-12-02,1280.05
2014-12-03,1289.6
2014-12-04,1334.2
2014-12-05,1309.35
2014-12-08,1281.1
2014-12-09,1272.6
2014-12-10,1300.1
2014-12-11,1277.6
2014-12-12,1253.8
2014-12-15,1253.7
2014-12-16,1182.0
2014-12-17,1149.3
2014-12-18,1155.05
2014-12-19,1159.55
2014-12-22,1168.95
2014-12-23,1189.1
2014-12-24,1204.85
2014-12-26,1200.65
2014-12-29,1213.35
2014-12-30,1250.8
2014-12-31,1287.5
