Date,INGERRAND
2014-01-01,418.6
2014-01-02,413.75
2014-01-03,402.2
2014-01-06,401.2
2014-01-07,403.95
2014-01-08,411.1
2014-01-09,396.8
2014-01-10,388.1
2014-01-13,390.75
2014-01-14,391.75
2014-01-15,393.65
2014-01-16,387.35
2014-01-17,381.55
2014-01-20,390.9
2014-01-21,386.55
2014-01-22,383.55
2014-01-23,383.8
2014-01-24,374.55
2014-01-27,372.2
2014-01-28,370.45
2014-01-29,375.05
2014-01-30,367.95
2014-01-31,369.6
2014-02-03,365.05
2014-02-04,366.95
2014-02-05,375.0
2014-02-06,373.6
2014-02-07,371.6
2014-02-10,376.35
2014-02-11,375.55
2014-02-12,369.45
2014-02-13,365.2
2014-02-14,359.3
2014-02-17,349.75
2014-02-18,350.65
2014-02-19,366.15
2014-02-20,363.65
2014-02-21,368.2
2014-02-24,360.55
2014-02-25,357.9
2014-02-26,360.35
2014-02-28,364.5
2014-03-03,366.15
2014-03-04,390.5
2014-03-05,394.0
2014-03-06,400.45
2014-03-07,398.8
2014-03-10,408.85
2014-03-11,405.35
2014-03-12,399.6
2014-03-13,395.4
2014-03-14,395.65
2014-03-18,404.25
2014-03-19,422.65
2014-03-20,429.7
2014-03-21,445.6
2014-03-22,437.55
2014-03-24,452.0
2014-03-25,454.55
2014-03-26,456.95
2014-03-27,450.05
2014-03-28,465.55
2014-03-31,464.35
2014-04-01,450.95
2014-04-02,436.3
2014-04-03,432.0
2014-04-04,439.8
2014-04-07,445.45
2014-04-09,444.3
2014-04-10,445.65
2014-04-11,443.8
2014-04-15,436.25
2014-04-16,430.05
2014-04-17,434.05
2014-04-21,445.5
2014-04-22,450.1
2014-04-23,450.15
2014-04-25,450.65
2014-04-28,452.05
2014-04-29,451.15
2014-04-30,448.5
2014-05-02,452.3
2014-05-05,449.6
2014-05-06,449.0
2014-05-07,451.05
2014-05-08,450.1
2014-05-09,454.6
2014-05-12,458.75
2014-05-13,465.05
2014-05-14,465.9
2014-05-15,457.45
2014-05-16,460.6
2014-05-19,483.85
2014-05-20,477.9
2014-05-21,510.35
2014-05-22,516.3
2014-05-23,509.7
2014-05-26,534.75
2014-05-27,539.1
2014-05-28,586.4
2014-05-29,598.1
2014-05-30,583.25
2014-06-02,604.55
2014-06-03,601.45
2014-06-04,678.35
2014-06-05,666.85
2014-06-06,682.25
2014-06-09,661.7
2014-06-10,658.3
2014-06-11,646.75
2014-06-12,688.45
2014-06-13,660.9
2014-06-16,653.0
2014-06-17,652.2
2014-06-18,661.9
2014-06-19,652.85
2014-06-20,652.35
2014-06-23,651.15
2014-06-24,662.05
2014-06-25,659.1
2014-06-26,676.25
2014-06-27,672.15
2014-06-30,674.5
2014-07-01,688.2
2014-07-02,686.35
2014-07-03,685.9
2014-07-04,680.0
2014-07-07,667.35
2014-07-08,640.85
2014-07-09,611.55
2014-07-10,633.6
2014-07-11,610.8
2014-07-14,598.9
2014-07-15,603.65
2014-07-16,605.5
2014-07-17,611.7
2014-07-18,623.5
2014-07-21,622.5
2014-07-22,621.1
2014-07-23,600.55
2014-07-24,592.55
2014-07-25,561.85
2014-07-28,563.05
2014-07-30,581.95
2014-07-31,574.7
2014-08-01,567.35
2014-08-04,564.7
2014-08-05,590.95
2014-08-06,581.65
2014-08-07,582.5
2014-08-08,563.4
2014-08-11,563.15
2014-08-12,586.5
2014-08-13,565.15
2014-08-14,586.2
2014-08-18,600.75
2014-08-19,604.2
2014-08-20,603.95
2014-08-21,617.1
2014-08-22,667.15
2014-08-25,652.15
2014-08-26,651.15
2014-08-27,662.4
2014-08-28,652.35
2014-09-01,660.55
2014-09-02,667.0
2014-09-03,665.15
2014-09-04,658.6
2014-09-05,664.55
2014-09-08,686.0
2014-09-09,688.35
2014-09-10,681.55
2014-09-11,692.15
2014-09-12,768.9
2014-09-15,784.85
2014-09-16,745.75
2014-09-17,734.0
2014-09-18,754.4
2014-09-19,754.45
2014-09-22,744.15
2014-09-23,718.6
2014-09-24,699.75
2014-09-25,674.5
2014-09-26,695.6
2014-09-29,698.55
2014-09-30,703.3
2014-10-01,705.8
2014-10-07,691.15
2014-10-08,683.7
2014-10-09,705.0
2014-10-10,697.2
2014-10-13,675.45
2014-10-14,704.4
2014-10-16,681.25
2014-10-17,682.7
2014-10-20,687.8
2014-10-21,713.55
2014-10-22,803.45
2014-10-23,841.5
2014-10-27,924.75
2014-10-28,917.2
2014-10-29,884.85
2014-10-30,908.8
2014-10-31,899.25
2014-11-03,884.1
2014-11-05,885.05
2014-11-07,864.2
2014-11-10,886.25
2014-11-11,883.5
2014-11-12,868.15
2014-11-13,901.0
2014-11-14,907.85
2014-11-17,914.35
2014-11-18,894.85
2014-11-19,877.35
2014-11-20,872.2
2014-11-21,861.6
2014-11-24,869.0
2014-11-25,853.55
2014-11-26,845.85
2014-11-27,902.25
2014-11-28,887.05
2014-12-01,891.8
2014-12-02,910.65
2014-12-03,930.0
2014-12-04,912.9
2014-12-05,909.8
2014-12-08,885.95
2014-12-09,860.35
2014-12-10,858.35
2014-12-11,852.55
2014-12-12,856.15
2014-12-15,847.5
2014-12-16,823.15
2014-12-17,802.4
2014-12-18,833.0
2014-12-19,830.1
2014-12-22,831.0
2014-12-23,858.95
2014-12-24,847.15
2014-12-26,837.15
2014-12-29,857.35
2014-12-30,867.65
2014-12-31,870.05
