Date,ASHOKLEY
2014-01-01,17.2
2014-01-02,17.75
2014-01-03,18.9
2014-01-06,18.7
2014-01-07,18.35
2014-01-08,18.25
2014-01-09,17.9
2014-01-10,17.2
2014-01-13,17.1
2014-01-14,17.4
2014-01-15,17.25
2014-01-16,17.0
2014-01-17,16.85
2014-01-20,16.8
2014-01-21,16.8
2014-01-22,17.25
2014-01-23,17.7
2014-01-24,17.05
2014-01-27,16.5
2014-01-28,16.35
2014-01-29,16.3
2014-01-30,16.15
2014-01-31,16.45
2014-02-03,15.9
2014-02-04,16.45
2014-02-05,16.0
2014-02-06,15.95
2014-02-07,16.1
2014-02-10,15.65
2014-02-11,15.7
2014-02-12,15.6
2014-02-13,15.5
2014-02-14,15.6
2014-02-17,15.35
2014-02-18,15.35
2014-02-19,15.65
2014-02-20,15.65
2014-02-21,15.7
2014-02-24,15.5
2014-02-25,15.5
2014-02-26,15.7
2014-02-28,15.65
2014-03-03,15.55
2014-03-04,15.6
2014-03-05,16.15
2014-03-06,16.0
2014-03-07,17.15
2014-03-10,18.1
2014-03-11,17.55
2014-03-12,17.75
2014-03-13,17.45
2014-03-14,17.45
2014-03-18,17.5
2014-03-19,17.65
2014-03-20,17.7
2014-03-21,18.5
2014-03-22,18.5
2014-03-24,19.35
2014-03-25,20.3
2014-03-26,22.6
2014-03-27,22.1
2014-03-28,22.85
2014-03-31,23.65
2014-04-01,22.6
2014-04-02,23.55
2014-04-03,23.2
2014-04-04,23.45
2014-04-07,23.05
2014-04-09,24.55
2014-04-10,24.25
2014-04-11,24.1
2014-04-15,23.6
2014-04-16,22.8
2014-04-17,23.05
2014-04-21,24.3
2014-04-22,23.75
2014-04-23,23.85
2014-04-25,23.3
2014-04-28,23.25
2014-04-29,22.7
2014-04-30,22.25
2014-05-02,22.5
2014-05-05,22.45
2014-05-06,22.5
2014-05-07,22.6
2014-05-08,22.9
2014-05-09,23.9
2014-05-12,25.1
2014-05-13,25.55
2014-05-14,25.6
2014-05-15,25.5
2014-05-16,26.9
2014-05-19,29.15
2014-05-20,28.35
2014-05-21,28.95
2014-05-22,28.9
2014-05-23,32.85
2014-05-26,31.85
2014-05-27,31.8
2014-05-28,32.65
2014-05-29,31.55
2014-05-30,32.35
2014-06-02,32.9
2014-06-03,33.4
2014-06-04,33.95
2014-06-05,34.1
2014-06-06,33.9
2014-06-09,34.2
2014-06-10,33.55
2014-06-11,32.25
2014-06-12,33.75
2014-06-13,32.9
2014-06-16,32.8
2014-06-17,33.15
2014-06-18,33.35
2014-06-19,33.3
2014-06-20,32.55
2014-06-23,33.95
2014-06-24,35.95
2014-06-25,38.1
2014-06-26,37.95
2014-06-27,36.1
2014-06-30,36.5
2014-07-01,36.75
2014-07-02,36.3
2014-07-03,35.55
2014-07-04,36.1
2014-07-07,37.15
2014-07-08,35.15
2014-07-09,33.05
2014-07-10,32.6
2014-07-11,30.65
2014-07-14,31.5
2014-07-15,32.5
2014-07-16,32.8
2014-07-17,34.5
2014-07-18,34.05
2014-07-21,33.2
2014-07-22,33.2
2014-07-23,33.55
2014-07-24,34.1
2014-07-25,33.25
2014-07-28,32.85
2014-07-30,34.6
2014-07-31,34.15
2014-08-01,33.95
2014-08-04,35.1
2014-08-05,35.3
2014-08-06,34.65
2014-08-07,34.5
2014-08-08,33.9
2014-08-11,34.5
2014-08-12,35.05
2014-08-13,33.75
2014-08-14,34.7
2014-08-18,35.2
2014-08-19,37.8
2014-08-20,37.15
2014-08-21,36.65
2014-08-22,36.6
2014-08-25,35.55
2014-08-26,36.05
2014-08-27,36.7
2014-08-28,36.45
2014-09-01,38.8
2014-09-02,38.2
2014-09-03,38.0
2014-09-04,37.35
2014-09-05,38.5
2014-09-08,38.6
2014-09-09,40.8
2014-09-10,41.65
2014-09-11,41.9
2014-09-12,41.35
2014-09-15,42.0
2014-09-16,39.25
2014-09-17,38.8
2014-09-18,41.05
2014-09-19,39.65
2014-09-22,40.8
2014-09-23,38.9
2014-09-24,38.7
2014-09-25,38.4
2014-09-26,39.75
2014-09-29,41.3
2014-09-30,41.15
2014-10-01,42.15
2014-10-07,42.6
2014-10-08,43.85
2014-10-09,45.35
2014-10-10,44.1
2014-10-13,44.7
2014-10-14,44.6
2014-10-16,42.6
2014-10-17,43.45
2014-10-20,44.35
2014-10-21,44.2
2014-10-22,44.5
2014-10-23,45.75
2014-10-27,45.75
2014-10-28,45.55
2014-10-29,45.55
2014-10-30,46.3
2014-10-31,46.45
2014-11-03,46.55
2014-11-05,46.75
2014-11-07,47.45
2014-11-10,49.35
2014-11-11,49.7
2014-11-12,53.45
2014-11-13,53.85
2014-11-14,54.4
2014-11-17,55.3
2014-11-18,53.8
2014-11-19,52.75
2014-11-20,52.7
2014-11-21,52.8
2014-11-24,51.75
2014-11-25,49.15
2014-11-26,51.1
2014-11-27,51.7
2014-11-28,52.4
2014-12-01,53.85
2014-12-02,54.75
2014-12-03,55.05
2014-12-04,54.4
2014-12-05,53.5
2014-12-08,51.35
2014-12-09,50.05
2014-12-10,50.55
2014-12-11,50.35
2014-12-12,49.05
2014-12-15,48.4
2014-12-16,45.9
2014-12-17,46.7
2014-12-18,50.2
2014-12-19,50.6
2014-12-22,50.7
2014-12-23,49.6
2014-12-24,49.65
2014-12-26,49.75
2014-12-29,51.3
2014-12-30,51.45
2014-12-31,51.4
