Date,APARINDS
2014-01-01,156.65
2014-01-02,147.05
2014-01-03,151.7
2014-01-06,148.35
2014-01-07,146.55
2014-01-08,150.65
2014-01-09,147.5
2014-01-10,144.75
2014-01-13,150.3
2014-01-14,148.55
2014-01-15,147.65
2014-01-16,148.2
2014-01-17,145.25
2014-01-20,142.3
2014-01-21,142.55
2014-01-22,142.25
2014-01-23,143.5
2014-01-24,142.25
2014-01-27,135.75
2014-01-28,135.25
2014-01-29,136.6
2014-01-30,133.6
2014-01-31,130.35
2014-02-03,129.65
2014-02-04,129.05
2014-02-05,133.9
2014-02-06,128.45
2014-02-07,117.35
2014-02-10,117.9
2014-02-11,117.3
2014-02-12,118.35
2014-02-13,114.55
2014-02-14,111.7
2014-02-17,111.75
2014-02-18,111.7
2014-02-19,124.45
2014-02-20,120.25
2014-02-21,119.9
2014-02-24,119.25
2014-02-25,124.25
2014-02-26,123.3
2014-02-28,123.45
2014-03-03,121.7
2014-03-04,123.75
2014-03-05,126.75
2014-03-06,125.25
2014-03-07,124.85
2014-03-10,126.95
2014-03-11,127.0
2014-03-12,125.55
2014-03-13,129.6
2014-03-14,124.9
2014-03-18,128.15
2014-03-19,128.8
2014-03-20,129.2
2014-03-21,128.3
2014-03-22,131.05
2014-03-24,129.4
2014-03-25,128.35
2014-03-26,130.75
2014-03-27,131.45
2014-03-28,142.8
2014-03-31,144.9
2014-04-01,144.15
2014-04-02,146.65
2014-04-03,146.9
2014-04-04,148.05
2014-04-07,149.7
2014-04-09,153.2
2014-04-10,147.35
2014-04-11,149.05
2014-04-15,143.9
2014-04-16,142.9
2014-04-17,142.8
2014-04-21,145.7
2014-04-22,146.8
2014-04-23,145.05
2014-04-25,140.85
2014-04-28,139.2
2014-04-29,146.15
2014-04-30,140.1
2014-05-02,140.85
2014-05-05,142.95
2014-05-06,142.05
2014-05-07,141.05
2014-05-08,138.5
2014-05-09,140.15
2014-05-12,140.6
2014-05-13,142.85
2014-05-14,146.95
2014-05-15,147.3
2014-05-16,152.25
2014-05-19,182.7
2014-05-20,216.0
2014-05-21,218.5
2014-05-22,207.8
2014-05-23,204.55
2014-05-26,207.0
2014-05-27,202.85
2014-05-28,201.85
2014-05-29,210.7
2014-05-30,216.3
2014-06-02,207.2
2014-06-03,212.0
2014-06-04,218.8
2014-06-05,221.2
2014-06-06,223.25
2014-06-09,225.75
2014-06-10,230.35
2014-06-11,226.65
2014-06-12,241.8
2014-06-13,226.35
2014-06-16,226.85
2014-06-17,239.1
2014-06-18,235.1
2014-06-19,230.15
2014-06-20,232.25
2014-06-23,227.55
2014-06-24,231.3
2014-06-25,230.55
2014-06-26,245.55
2014-06-27,254.4
2014-06-30,258.85
2014-07-01,252.6
2014-07-02,259.5
2014-07-03,285.45
2014-07-04,313.25
2014-07-07,303.1
2014-07-08,277.95
2014-07-09,273.55
2014-07-10,278.4
2014-07-11,258.35
2014-07-14,277.15
2014-07-15,288.8
2014-07-16,287.4
2014-07-17,283.9
2014-07-18,277.3
2014-07-21,286.4
2014-07-22,335.3
2014-07-23,372.8
2014-07-24,368.3
2014-07-25,343.0
2014-07-28,338.1
2014-07-30,331.0
2014-07-31,340.0
2014-08-01,330.95
2014-08-04,338.55
2014-08-05,335.65
2014-08-06,336.4
2014-08-07,331.8
2014-08-08,312.9
2014-08-11,313.95
2014-08-12,318.4
2014-08-13,308.3
2014-08-14,311.85
2014-08-18,318.85
2014-08-19,325.8
2014-08-20,331.5
2014-08-21,330.35
2014-08-22,329.4
2014-08-25,335.1
2014-08-26,339.0
2014-08-27,335.5
2014-08-28,331.0
2014-09-01,331.45
2014-09-02,334.95
2014-09-03,351.4
2014-09-04,359.1
2014-09-05,356.4
2014-09-08,367.4
2014-09-09,377.25
2014-09-10,381.7
2014-09-11,389.85
2014-09-12,398.9
2014-09-15,424.0
2014-09-16,393.9
2014-09-17,402.05
2014-09-18,413.7
2014-09-19,402.5
2014-09-22,411.8
2014-09-23,394.25
2014-09-24,385.9
2014-09-25,387.1
2014-09-26,375.65
2014-09-29,377.9
2014-09-30,386.7
2014-10-01,396.1
2014-10-07,399.4
2014-10-08,393.05
2014-10-09,405.55
2014-10-10,398.3
2014-10-13,392.55
2014-10-14,383.65
2014-10-16,375.8
2014-10-17,377.85
2014-10-20,374.85
2014-10-21,375.8
2014-10-22,376.65
2014-10-23,388.95
2014-10-27,377.7
2014-10-28,379.2
2014-10-29,381.15
2014-10-30,378.0
2014-10-31,375.95
2014-11-03,414.35
2014-11-05,420.85
2014-11-07,421.5
2014-11-10,425.05
2014-11-11,419.85
2014-11-12,410.5
2014-11-13,408.65
2014-11-14,411.95
2014-11-17,434.6
2014-11-18,451.45
2014-11-19,437.75
2014-11-20,432.0
2014-11-21,421.65
2014-11-24,415.95
2014-11-25,396.95
2014-11-26,410.25
2014-11-27,420.7
2014-11-28,414.85
2014-12-01,410.5
2014-12-02,420.5
2014-12-03,421.65
2014-12-04,436.3
2014-12-05,422.15
2014-12-08,421.2
2014-12-09,419.9
2014-12-10,419.6
2014-12-11,410.75
2014-12-12,404.1
2014-12-15,399.8
2014-12-16,383.25
2014-12-17,371.9
2014-12-18,380.2
2014-12-19,382.7
2014-12-22,379.4
2014-12-23,381.7
2014-12-24,391.2
2014-12-26,387.0
2014-12-29,404.7
2014-12-30,395.2
2014-12-31,408.85
