Date,INDOCO
2014-01-01,134.75
2014-01-02,139.9
2014-01-03,154.0
2014-01-06,152.45
2014-01-07,147.0
2014-01-08,143.25
2014-01-09,136.7
2014-01-10,130.45
2014-01-13,128.45
2014-01-14,131.85
2014-01-15,139.25
2014-01-16,138.8
2014-01-17,111.05
2014-01-20,116.6
2014-01-21,115.05
2014-01-22,116.75
2014-01-23,122.4
2014-01-24,120.85
2014-01-27,122.05
2014-01-28,122.9
2014-01-29,119.45
2014-01-30,118.05
2014-01-31,121.1
2014-02-03,117.45
2014-02-04,121.3
2014-02-05,123.4
2014-02-06,126.5
2014-02-07,125.9
2014-02-10,128.3
2014-02-11,128.05
2014-02-12,127.2
2014-02-13,125.85
2014-02-14,128.0
2014-02-17,125.65
2014-02-18,124.55
2014-02-19,124.8
2014-02-20,125.0
2014-02-21,123.25
2014-02-24,123.55
2014-02-25,123.15
2014-02-26,129.2
2014-02-28,147.35
2014-03-03,144.95
2014-03-04,146.6
2014-03-05,144.3
2014-03-06,143.05
2014-03-07,136.25
2014-03-10,137.8
2014-03-11,136.25
2014-03-12,133.3
2014-03-13,131.75
2014-03-14,128.4
2014-03-18,130.25
2014-03-19,133.2
2014-03-20,139.25
2014-03-21,137.75
2014-03-22,140.05
2014-03-24,136.65
2014-03-25,136.2
2014-03-26,133.05
2014-03-27,133.2
2014-03-28,134.2
2014-03-31,140.6
2014-04-01,137.9
2014-04-02,140.25
2014-04-03,139.95
2014-04-04,139.7
2014-04-07,137.0
2014-04-09,136.8
2014-04-10,136.0
2014-04-11,136.35
2014-04-15,139.9
2014-04-16,137.05
2014-04-17,135.9
2014-04-21,137.15
2014-04-22,136.55
2014-04-23,136.25
2014-04-25,135.05
2014-04-28,135.1
2014-04-29,135.5
2014-04-30,132.5
2014-05-02,136.4
2014-05-05,138.15
2014-05-06,146.95
2014-05-07,149.5
2014-05-08,154.35
2014-05-09,152.65
2014-05-12,147.25
2014-05-13,144.95
2014-05-14,143.85
2014-05-15,143.3
2014-05-16,143.05
2014-05-19,138.05
2014-05-20,146.7
2014-05-21,145.45
2014-05-22,142.7
2014-05-23,148.95
2014-05-26,151.0
2014-05-27,146.9
2014-05-28,148.75
2014-05-29,160.6
2014-05-30,162.85
2014-06-02,160.7
2014-06-03,156.9
2014-06-04,158.55
2014-06-05,155.8
2014-06-06,156.95
2014-06-09,156.6
2014-06-10,167.5
2014-06-11,165.85
2014-06-12,159.6
2014-06-13,153.35
2014-06-16,154.7
2014-06-17,160.3
2014-06-18,157.15
2014-06-19,154.0
2014-06-20,152.6
2014-06-23,166.0
2014-06-24,167.1
2014-06-25,174.05
2014-06-26,167.7
2014-06-27,169.2
2014-06-30,164.65
2014-07-01,162.1
2014-07-02,164.3
2014-07-03,164.35
2014-07-04,162.4
2014-07-07,163.05
2014-07-08,164.7
2014-07-09,162.0
2014-07-10,159.3
2014-07-11,153.8
2014-07-14,154.25
2014-07-15,157.4
2014-07-16,160.75
2014-07-17,162.3
2014-07-18,162.6
2014-07-21,164.35
2014-07-22,195.05
2014-07-23,189.55
2014-07-24,184.0
2014-07-25,187.15
2014-07-28,191.05
2014-07-30,218.05
2014-07-31,243.9
2014-08-01,244.55
2014-08-04,245.5
2014-08-05,235.25
2014-08-06,233.35
2014-08-07,224.65
2014-08-08,223.7
2014-08-11,226.15
2014-08-12,222.55
2014-08-13,220.55
2014-08-14,221.5
2014-08-18,226.7
2014-08-19,223.5
2014-08-20,249.45
2014-08-21,251.65
2014-08-22,251.15
2014-08-25,250.9
2014-08-26,254.25
2014-08-27,261.8
2014-08-28,256.5
2014-09-01,257.85
2014-09-02,255.0
2014-09-03,254.9
2014-09-04,258.1
2014-09-05,274.95
2014-09-08,291.1
2014-09-09,311.0
2014-09-10,304.7
2014-09-11,298.15
2014-09-12,301.85
2014-09-15,297.0
2014-09-16,278.35
2014-09-17,271.1
2014-09-18,274.25
2014-09-19,280.5
2014-09-22,281.75
2014-09-23,281.65
2014-09-24,284.95
2014-09-25,280.35
2014-09-26,282.55
2014-09-29,294.05
2014-09-30,289.55
2014-10-01,281.1
2014-10-07,278.25
2014-10-08,276.3
2014-10-09,279.05
2014-10-10,275.85
2014-10-13,275.7
2014-10-14,289.45
2014-10-16,278.15
2014-10-17,278.9
2014-10-20,286.15
2014-10-21,282.0
2014-10-22,280.5
2014-10-23,285.95
2014-10-27,285.9
2014-10-28,287.85
2014-10-29,285.25
2014-10-30,288.85
2014-10-31,294.9
2014-11-03,310.5
2014-11-05,310.3
2014-11-07,311.05
2014-11-10,311.8
2014-11-11,313.2
2014-11-12,309.7
2014-11-13,302.6
2014-11-14,296.25
2014-11-17,308.15
2014-11-18,307.65
2014-11-19,302.35
2014-11-20,302.25
2014-11-21,299.4
2014-11-24,294.0
2014-11-25,302.5
2014-11-26,301.0
2014-11-27,295.6
2014-11-28,295.65
2014-12-01,295.65
2014-12-02,314.45
2014-12-03,315.1
2014-12-04,305.3
2014-12-05,299.1
2014-12-08,304.3
2014-12-09,297.85
2014-12-10,295.9
2014-12-11,295.9
2014-12-12,293.15
2014-12-15,290.1
2014-12-16,281.95
2014-12-17,290.2
2014-12-18,292.95
2014-12-19,292.65
2014-12-22,293.5
2014-12-23,295.8
2014-12-24,294.25
2014-12-26,294.2
2014-12-29,296.5
2014-12-30,297.2
2014-12-31,311.75
