Date,ELECON
2014-01-01,33.4
2014-01-02,32.1
2014-01-03,32.25
2014-01-06,32.4
2014-01-07,32.2
2014-01-08,34.0
2014-01-09,33.3
2014-01-10,33.95
2014-01-13,33.85
2014-01-14,33.7
2014-01-15,33.65
2014-01-16,32.4
2014-01-17,32.25
2014-01-20,31.9
2014-01-21,31.05
2014-01-22,31.45
2014-01-23,31.55
2014-01-24,30.95
2014-01-27,29.7
2014-01-28,30.15
2014-01-29,29.75
2014-01-30,29.05
2014-01-31,30.0
2014-02-03,29.25
2014-02-04,29.5
2014-02-05,29.45
2014-02-06,29.45
2014-02-07,29.25
2014-02-10,28.95
2014-02-11,28.3
2014-02-12,28.4
2014-02-13,28.0
2014-02-14,26.6
2014-02-17,25.9
2014-02-18,25.75
2014-02-19,25.7
2014-02-20,24.55
2014-02-21,24.3
2014-02-24,23.55
2014-02-25,25.25
2014-02-26,27.25
2014-02-28,28.3
2014-03-03,26.95
2014-03-04,26.6
2014-03-05,26.05
2014-03-06,27.15
2014-03-07,27.7
2014-03-10,28.85
2014-03-11,28.3
2014-03-12,28.6
2014-03-13,26.95
2014-03-14,25.45
2014-03-18,26.55
2014-03-19,26.95
2014-03-20,27.4
2014-03-21,28.15
2014-03-22,28.6
2014-03-24,28.45
2014-03-25,28.3
2014-03-26,30.3
2014-03-27,31.2
2014-03-28,30.95
2014-03-31,33.75
2014-04-01,36.8
2014-04-02,37.2
2014-04-03,35.35
2014-04-04,37.8
2014-04-07,38.55
2014-04-09,39.9
2014-04-10,40.3
2014-04-11,39.55
2014-04-15,37.95
2014-04-16,36.45
2014-04-17,37.9
2014-04-21,38.4
2014-04-22,40.95
2014-04-23,40.25
2014-04-25,39.15
2014-04-28,39.5
2014-04-29,38.9
2014-04-30,37.35
2014-05-02,37.05
2014-05-05,36.4
2014-05-06,36.25
2014-05-07,37.45
2014-05-08,36.75
2014-05-09,37.7
2014-05-12,37.65
2014-05-13,40.05
2014-05-14,43.5
2014-05-15,43.65
2014-05-16,48.25
2014-05-19,52.5
2014-05-20,56.5
2014-05-21,59.65
2014-05-22,63.15
2014-05-23,60.9
2014-05-26,57.05
2014-05-27,61.9
2014-05-28,64.65
2014-05-29,67.9
2014-05-30,66.45
2014-06-02,63.9
2014-06-03,64.1
2014-06-04,64.1
2014-06-05,67.2
2014-06-06,65.25
2014-06-09,64.65
2014-06-10,64.0
2014-06-11,63.5
2014-06-12,63.15
2014-06-13,62.9
2014-06-16,62.3
2014-06-17,65.25
2014-06-18,63.15
2014-06-19,65.05
2014-06-20,67.15
2014-06-23,66.3
2014-06-24,67.05
2014-06-25,68.0
2014-06-26,66.9
2014-06-27,65.85
2014-06-30,64.7
2014-07-01,66.55
2014-07-02,66.65
2014-07-03,63.95
2014-07-04,64.95
2014-07-07,63.8
2014-07-08,60.0
2014-07-09,58.05
2014-07-10,59.5
2014-07-11,54.9
2014-07-14,53.1
2014-07-15,55.95
2014-07-16,58.4
2014-07-17,62.15
2014-07-18,60.55
2014-07-21,62.75
2014-07-22,62.45
2014-07-23,59.5
2014-07-24,58.9
2014-07-25,56.35
2014-07-28,55.6
2014-07-30,54.95
2014-07-31,56.65
2014-08-01,56.05
2014-08-04,54.2
2014-08-05,54.4
2014-08-06,54.4
2014-08-07,54.0
2014-08-08,49.55
2014-08-11,47.4
2014-08-12,48.1
2014-08-13,47.25
2014-08-14,47.75
2014-08-18,47.15
2014-08-19,48.6
2014-08-20,47.85
2014-08-21,47.85
2014-08-22,46.95
2014-08-25,46.1
2014-08-26,44.5
2014-08-27,44.45
2014-08-28,43.95
2014-09-01,45.85
2014-09-02,50.8
2014-09-03,49.15
2014-09-04,50.3
2014-09-05,49.85
2014-09-08,53.5
2014-09-09,53.05
2014-09-10,52.2
2014-09-11,52.95
2014-09-12,54.65
2014-09-15,53.25
2014-09-16,51.7
2014-09-17,51.75
2014-09-18,55.2
2014-09-19,53.75
2014-09-22,53.8
2014-09-23,51.45
2014-09-24,49.55
2014-09-25,47.15
2014-09-26,47.95
2014-09-29,48.25
2014-09-30,46.75
2014-10-01,46.45
2014-10-07,46.4
2014-10-08,46.4
2014-10-09,48.7
2014-10-10,47.7
2014-10-13,48.95
2014-10-14,48.1
2014-10-16,45.6
2014-10-17,45.95
2014-10-20,45.8
2014-10-21,46.3
2014-10-22,47.55
2014-10-23,48.65
2014-10-27,50.3
2014-10-28,49.9
2014-10-29,52.05
2014-10-30,52.0
2014-10-31,53.4
2014-11-03,53.35
2014-11-05,51.4
2014-11-07,50.75
2014-11-10,49.1
2014-11-11,48.6
2014-11-12,52.7
2014-11-13,51.9
2014-11-14,50.85
2014-11-17,52.55
2014-11-18,52.3
2014-11-19,55.6
2014-11-20,54.15
2014-11-21,52.75
2014-11-24,53.85
2014-11-25,50.25
2014-11-26,52.3
2014-11-27,52.6
2014-11-28,51.8
2014-12-01,49.05
2014-12-02,51.3
2014-12-03,51.75
2014-12-04,53.1
2014-12-05,51.25
2014-12-08,50.3
2014-12-09,49.7
2014-12-10,49.55
2014-12-11,49.15
2014-12-12,47.6
2014-12-15,48.05
2014-12-16,45.85
2014-12-17,44.9
2014-12-18,47.15
2014-12-19,47.1
2014-12-22,48.3
2014-12-23,48.7
2014-12-24,51.0
2014-12-26,49.65
2014-12-29,48.75
2014-12-30,50.5
2014-12-31,52.7
