Date,RCOM
2014-01-01,138.35
2014-01-02,130.05
2014-01-03,131.8
2014-01-06,131.05
2014-01-07,129.65
2014-01-08,128.15
2014-01-09,124.3
2014-01-10,121.9
2014-01-13,123.15
2014-01-14,123.75
2014-01-15,126.8
2014-01-16,121.5
2014-01-17,125.25
2014-01-20,133.3
2014-01-21,134.95
2014-01-22,133.4
2014-01-23,133.9
2014-01-24,129.25
2014-01-27,122.55
2014-01-28,121.3
2014-01-29,121.95
2014-01-30,116.3
2014-01-31,123.55
2014-02-03,121.0
2014-02-04,124.35
2014-02-05,125.4
2014-02-06,126.8
2014-02-07,125.45
2014-02-10,120.25
2014-02-11,119.85
2014-02-12,119.85
2014-02-13,119.0
2014-02-14,121.3
2014-02-17,118.35
2014-02-18,119.2
2014-02-19,118.9
2014-02-20,117.2
2014-02-21,111.5
2014-02-24,111.4
2014-02-25,112.3
2014-02-26,110.35
2014-02-28,112.3
2014-03-03,110.2
2014-03-04,111.55
2014-03-05,111.0
2014-03-06,113.85
2014-03-07,118.3
2014-03-10,121.15
2014-03-11,120.1
2014-03-12,119.1
2014-03-13,114.85
2014-03-14,116.55
2014-03-18,117.65
2014-03-19,122.2
2014-03-20,121.35
2014-03-21,121.85
2014-03-22,122.0
2014-03-24,122.75
2014-03-25,121.75
2014-03-26,121.95
2014-03-27,124.0
2014-03-28,129.55
2014-03-31,128.9
2014-04-01,127.55
2014-04-02,130.45
2014-04-03,129.25
2014-04-04,129.1
2014-04-07,133.55
2014-04-09,134.8
2014-04-10,133.05
2014-04-11,133.15
2014-04-15,133.25
2014-04-16,129.7
2014-04-17,131.4
2014-04-21,133.65
2014-04-22,133.05
2014-04-23,131.9
2014-04-25,131.95
2014-04-28,131.85
2014-04-29,130.8
2014-04-30,122.45
2014-05-02,122.05
2014-05-05,117.2
2014-05-06,117.25
2014-05-07,116.7
2014-05-08,115.8
2014-05-09,117.6
2014-05-12,122.3
2014-05-13,122.8
2014-05-14,127.8
2014-05-15,123.6
2014-05-16,129.1
2014-05-19,135.55
2014-05-20,139.05
2014-05-21,138.0
2014-05-22,138.65
2014-05-23,144.5
2014-05-26,138.85
2014-05-27,141.2
2014-05-28,145.15
2014-05-29,139.9
2014-05-30,136.55
2014-06-02,139.95
2014-06-03,144.0
2014-06-04,143.4
2014-06-05,146.7
2014-06-06,151.8
2014-06-09,153.85
2014-06-10,154.8
2014-06-11,148.55
2014-06-12,146.3
2014-06-13,143.5
2014-06-16,145.25
2014-06-17,148.7
2014-06-18,151.45
2014-06-19,149.3
2014-06-20,149.2
2014-06-23,150.1
2014-06-24,151.35
2014-06-25,151.45
2014-06-26,145.95
2014-06-27,145.55
2014-06-30,146.3
2014-07-01,145.9
2014-07-02,145.15
2014-07-03,142.95
2014-07-04,143.25
2014-07-07,147.15
2014-07-08,137.5
2014-07-09,130.45
2014-07-10,126.35
2014-07-11,123.05
2014-07-14,127.45
2014-07-15,128.1
2014-07-16,130.15
2014-07-17,133.35
2014-07-18,129.45
2014-07-21,130.35
2014-07-22,135.45
2014-07-23,135.2
2014-07-24,134.55
2014-07-25,132.15
2014-07-28,132.7
2014-07-30,135.0
2014-07-31,135.05
2014-08-01,132.7
2014-08-04,131.8
2014-08-05,133.55
2014-08-06,129.95
2014-08-07,129.25
2014-08-08,126.85
2014-08-11,124.65
2014-08-12,126.0
2014-08-13,119.8
2014-08-14,120.9
2014-08-18,123.3
2014-08-19,124.75
2014-08-20,123.95
2014-08-21,122.9
2014-08-22,122.55
2014-08-25,119.9
2014-08-26,118.1
2014-08-27,116.15
2014-08-28,116.0
2014-09-01,118.05
2014-09-02,119.45
2014-09-03,118.65
2014-09-04,112.05
2014-09-05,111.35
2014-09-08,111.8
2014-09-09,113.85
2014-09-10,111.3
2014-09-11,111.95
2014-09-12,109.45
2014-09-15,110.55
2014-09-16,106.8
2014-09-17,102.5
2014-09-18,105.2
2014-09-19,104.5
2014-09-22,104.4
2014-09-23,101.6
2014-09-24,101.75
2014-09-25,95.7
2014-09-26,97.55
2014-09-29,99.7
2014-09-30,99.0
2014-10-01,96.9
2014-10-07,96.0
2014-10-08,99.8
2014-10-09,104.85
2014-10-10,101.8
2014-10-13,102.05
2014-10-14,101.2
2014-10-16,98.6
2014-10-17,99.45
2014-10-20,99.95
2014-10-21,101.65
2014-10-22,102.9
2014-10-23,103.2
2014-10-27,99.5
2014-10-28,98.0
2014-10-29,98.3
2014-10-30,102.35
2014-10-31,106.15
2014-11-03,108.9
2014-11-05,106.35
2014-11-07,108.7
2014-11-10,106.55
2014-11-11,107.95
2014-11-12,106.9
2014-11-13,102.75
2014-11-14,102.8
2014-11-17,105.3
2014-11-18,115.15
2014-11-19,109.7
2014-11-20,109.5
2014-11-21,108.9
2014-11-24,107.3
2014-11-25,102.45
2014-11-26,102.95
2014-11-27,106.6
2014-11-28,102.95
2014-12-01,99.95
2014-12-02,101.15
2014-12-03,102.6
2014-12-04,101.3
2014-12-05,102.5
2014-12-08,99.05
2014-12-09,95.85
2014-12-10,95.6
2014-12-11,92.55
2014-12-12,89.5
2014-12-15,86.85
2014-12-16,83.75
2014-12-17,83.2
2014-12-18,85.8
2014-12-19,82.95
2014-12-22,82.15
2014-12-23,79.1
2014-12-24,79.25
2014-12-26,80.5
2014-12-29,80.75
2014-12-30,79.9
2014-12-31,80.05
