Date,GHCL
2014-01-01,34.25
2014-01-02,34.8
2014-01-03,34.75
2014-01-06,35.05
2014-01-07,35.35
2014-01-08,34.95
2014-01-09,35.6
2014-01-10,35.35
2014-01-13,35.85
2014-01-14,35.3
2014-01-15,35.5
2014-01-16,35.75
2014-01-17,35.7
2014-01-20,35.95
2014-01-21,36.0
2014-01-22,35.65
2014-01-23,35.2
2014-01-24,34.7
2014-01-27,33.8
2014-01-28,33.2
2014-01-29,34.5
2014-01-30,33.3
2014-01-31,33.45
2014-02-03,34.6
2014-02-04,33.2
2014-02-05,33.35
2014-02-06,34.25
2014-02-07,33.65
2014-02-10,33.4
2014-02-11,33.45
2014-02-12,33.3
2014-02-13,33.35
2014-02-14,33.05
2014-02-17,32.7
2014-02-18,32.65
2014-02-19,32.55
2014-02-20,32.55
2014-02-21,32.3
2014-02-24,32.7
2014-02-25,32.9
2014-02-26,32.55
2014-02-28,32.25
2014-03-03,32.65
2014-03-04,33.0
2014-03-05,32.9
2014-03-06,33.45
2014-03-07,33.1
2014-03-10,33.1
2014-03-11,32.95
2014-03-12,33.1
2014-03-13,32.95
2014-03-14,32.8
2014-03-18,33.05
2014-03-19,32.95
2014-03-20,32.9
2014-03-21,33.1
2014-03-22,32.95
2014-03-24,31.5
2014-03-25,32.45
2014-03-26,33.0
2014-03-27,33.55
2014-03-28,33.9
2014-03-31,34.05
2014-04-01,33.95
2014-04-02,34.3
2014-04-03,35.45
2014-04-04,36.75
2014-04-07,36.85
2014-04-09,36.8
2014-04-10,37.05
2014-04-11,38.45
2014-04-15,40.65
2014-04-16,38.3
2014-04-17,38.85
2014-04-21,39.55
2014-04-22,39.15
2014-04-23,38.5
2014-04-25,37.1
2014-04-28,37.3
2014-04-29,37.1
2014-04-30,36.6
2014-05-02,37.1
2014-05-05,36.2
2014-05-06,36.55
2014-05-07,36.55
2014-05-08,36.0
2014-05-09,37.15
2014-05-12,36.85
2014-05-13,37.45
2014-05-14,38.65
2014-05-15,38.6
2014-05-16,38.9
2014-05-19,41.4
2014-05-20,43.65
2014-05-21,45.85
2014-05-22,47.35
2014-05-23,46.7
2014-05-26,43.65
2014-05-27,43.2
2014-05-28,45.55
2014-05-29,45.3
2014-05-30,44.2
2014-06-02,45.05
2014-06-03,46.3
2014-06-04,47.15
2014-06-05,46.5
2014-06-06,51.55
2014-06-09,60.7
2014-06-10,58.25
2014-06-11,56.55
2014-06-12,55.75
2014-06-13,57.2
2014-06-16,55.6
2014-06-17,57.55
2014-06-18,56.55
2014-06-19,55.1
2014-06-20,54.1
2014-06-23,53.4
2014-06-24,55.05
2014-06-25,54.3
2014-06-26,53.6
2014-06-27,53.7
2014-06-30,54.4
2014-07-01,57.55
2014-07-02,57.7
2014-07-03,58.65
2014-07-04,59.2
2014-07-07,59.2
2014-07-08,55.65
2014-07-09,54.0
2014-07-10,52.8
2014-07-11,50.45
2014-07-14,50.1
2014-07-15,52.7
2014-07-16,52.05
2014-07-17,53.35
2014-07-18,53.75
2014-07-21,56.6
2014-07-22,58.75
2014-07-23,60.1
2014-07-24,59.75
2014-07-25,56.8
2014-07-28,55.55
2014-07-30,55.25
2014-07-31,58.95
2014-08-01,60.0
2014-08-04,64.25
2014-08-05,65.45
2014-08-06,65.35
2014-08-07,64.45
2014-08-08,62.3
2014-08-11,65.95
2014-08-12,66.05
2014-08-13,64.0
2014-08-14,67.75
2014-08-18,78.75
2014-08-19,77.85
2014-08-20,81.5
2014-08-21,82.65
2014-08-22,85.7
2014-08-25,86.05
2014-08-26,90.05
2014-08-27,90.55
2014-08-28,91.5
2014-09-01,91.55
2014-09-02,93.9
2014-09-03,99.65
2014-09-04,100.1
2014-09-05,104.35
2014-09-08,103.05
2014-09-09,101.35
2014-09-10,104.15
2014-09-11,105.2
2014-09-12,103.0
2014-09-15,106.2
2014-09-16,97.1
2014-09-17,91.8
2014-09-18,97.4
2014-09-19,101.45
2014-09-22,104.1
2014-09-23,93.7
2014-09-24,87.15
2014-09-25,86.4
2014-09-26,93.65
2014-09-29,94.1
2014-09-30,95.95
2014-10-01,99.85
2014-10-07,98.55
2014-10-08,95.25
2014-10-09,96.6
2014-10-10,93.15
2014-10-13,93.6
2014-10-14,91.5
2014-10-16,87.4
2014-10-17,87.95
2014-10-20,81.3
2014-10-21,82.75
2014-10-22,85.55
2014-10-23,85.55
2014-10-27,84.15
2014-10-28,86.75
2014-10-29,84.85
2014-10-30,83.85
2014-10-31,85.5
2014-11-03,86.7
2014-11-05,86.3
2014-11-07,84.25
2014-11-10,81.4
2014-11-11,84.55
2014-11-12,87.2
2014-11-13,85.6
2014-11-14,85.7
2014-11-17,83.85
2014-11-18,83.45
2014-11-19,83.75
2014-11-20,82.7
2014-11-21,83.95
2014-11-24,84.15
2014-11-25,82.85
2014-11-26,83.0
2014-11-27,82.75
2014-11-28,83.25
2014-12-01,83.5
2014-12-02,83.1
2014-12-03,84.05
2014-12-04,83.2
2014-12-05,88.7
2014-12-08,86.1
2014-12-09,84.1
2014-12-10,87.55
2014-12-11,84.45
2014-12-12,82.6
2014-12-15,80.35
2014-12-16,74.9
2014-12-17,72.1
2014-12-18,73.2
2014-12-19,75.25
2014-12-22,73.0
2014-12-23,70.9
2014-12-24,71.2
2014-12-26,71.05
2014-12-29,70.95
2014-12-30,67.95
2014-12-31,72.15
