Date,SCHAEFFLER
2014-01-01,1603.3
2014-01-02,1564.4
2014-01-03,1565.3
2014-01-06,1571.1
2014-01-07,1526.15
2014-01-08,1578.65
2014-01-09,1564.05
2014-01-10,1525.0
2014-01-13,1565.55
2014-01-14,1566.45
2014-01-15,1567.15
2014-01-16,1598.75
2014-01-17,1614.4
2014-01-20,1549.6
2014-01-21,1536.65
2014-01-22,1540.3
2014-01-23,1546.95
2014-01-24,1542.1
2014-01-27,1526.3
2014-01-28,1556.0
2014-01-29,1560.05
2014-01-30,1550.3
2014-01-31,1555.6
2014-02-03,1596.3
2014-02-04,1598.85
2014-02-05,1599.5
2014-02-06,1570.3
2014-02-07,1572.1
2014-02-10,1587.05
2014-02-11,1600.6
2014-02-12,1600.0
2014-02-13,1608.3
2014-02-14,1604.85
2014-02-17,1559.2
2014-02-18,1553.9
2014-02-19,1570.4
2014-02-20,1553.45
2014-02-21,1562.8
2014-02-24,1644.05
2014-02-25,1661.6
2014-02-26,1702.35
2014-02-28,1733.0
2014-03-03,1709.0
2014-03-04,1711.8
2014-03-05,1777.2
2014-03-06,1776.55
2014-03-07,1832.15
2014-03-10,1829.6
2014-03-11,1805.65
2014-03-12,1777.15
2014-03-13,1764.15
2014-03-14,1778.7
2014-03-18,1804.3
2014-03-19,1836.8
2014-03-20,1856.75
2014-03-21,1871.05
2014-03-22,1826.7
2014-03-24,1840.25
2014-03-25,1813.45
2014-03-26,1832.6
2014-03-27,1834.9
2014-03-28,1886.9
2014-03-31,1879.6
2014-04-01,1851.85
2014-04-02,1849.1
2014-04-03,1878.9
2014-04-04,1907.65
2014-04-07,1906.3
2014-04-09,2004.1
2014-04-10,2027.05
2014-04-11,2061.6
2014-04-15,2037.0
2014-04-16,2039.95
2014-04-17,2041.15
2014-04-21,2040.55
2014-04-22,2038.25
2014-04-23,2039.55
2014-04-25,2115.05
2014-04-28,2109.8
2014-04-29,2121.0
2014-04-30,2121.05
2014-05-02,2102.0
2014-05-05,2101.3
2014-05-06,2102.1
2014-05-07,2110.0
2014-05-08,2161.55
2014-05-09,2205.6
2014-05-12,2200.15
2014-05-13,2195.7
2014-05-14,2169.75
2014-05-15,2175.95
2014-05-16,2224.95
2014-05-19,2240.4
2014-05-20,2276.6
2014-05-21,2300.75
2014-05-22,2365.85
2014-05-23,2350.15
2014-05-26,2349.95
2014-05-27,2383.6
2014-05-28,2373.0
2014-05-29,2344.9
2014-05-30,2342.25
2014-06-02,2348.1
2014-06-03,2325.6
2014-06-04,2307.15
2014-06-05,2402.4
2014-06-06,2442.75
2014-06-09,2520.45
2014-06-10,2483.55
2014-06-11,2461.05
2014-06-12,2429.7
2014-06-13,2431.4
2014-06-16,2450.35
2014-06-17,2467.2
2014-06-18,2468.35
2014-06-19,2425.4
2014-06-20,2465.3
2014-06-23,2471.65
2014-06-24,2441.4
2014-06-25,2460.65
2014-06-26,2465.2
2014-06-27,2450.45
2014-06-30,2499.65
2014-07-01,2528.6
2014-07-02,2583.3
2014-07-03,2610.35
2014-07-04,2595.6
2014-07-07,2595.45
2014-07-08,2502.85
2014-07-09,2549.05
2014-07-10,2557.6
2014-07-11,2586.15
2014-07-14,2581.15
2014-07-15,2645.35
2014-07-16,2740.2
2014-07-17,2618.35
2014-07-18,2719.25
2014-07-21,2675.9
2014-07-22,2735.75
2014-07-23,2711.85
2014-07-24,2712.9
2014-07-25,2707.75
2014-07-28,2721.6
2014-07-30,2697.3
2014-07-31,2672.5
2014-08-01,2683.6
2014-08-04,2729.45
2014-08-05,2745.7
2014-08-06,2797.05
2014-08-07,2825.95
2014-08-08,2716.15
2014-08-11,2713.9
2014-08-12,2754.6
2014-08-13,2761.6
2014-08-14,2845.05
2014-08-18,2861.3
2014-08-19,2855.2
2014-08-20,2881.2
2014-08-21,2930.7
2014-08-22,2911.0
2014-08-25,2916.55
2014-08-26,2890.3
2014-08-27,2926.85
2014-08-28,2847.5
2014-09-01,2844.25
2014-09-02,2876.3
2014-09-03,2898.8
2014-09-04,2873.1
2014-09-05,2875.65
2014-09-08,2849.0
2014-09-09,2806.0
2014-09-10,2771.75
2014-09-11,2795.6
2014-09-12,2867.8
2014-09-15,2827.95
2014-09-16,2810.3
2014-09-17,2803.15
2014-09-18,2842.35
2014-09-19,2922.1
2014-09-22,2987.3
2014-09-23,2861.0
2014-09-24,2801.35
