Date,SSWL
2014-01-01,150.2
2014-01-02,144.6
2014-01-03,142.35
2014-01-06,141.95
2014-01-07,140.95
2014-01-08,138.6
2014-01-09,138.3
2014-01-10,136.15
2014-01-13,134.65
2014-01-14,133.95
2014-01-15,134.2
2014-01-16,133.6
2014-01-17,129.2
2014-01-20,129.9
2014-01-21,129.95
2014-01-22,130.45
2014-01-23,131.5
2014-01-24,127.7
2014-01-27,125.3
2014-01-28,125.3
2014-01-29,122.4
2014-01-30,120.8
2014-01-31,122.7
2014-02-03,124.2
2014-02-04,123.6
2014-02-05,123.0
2014-02-06,129.5
2014-02-07,129.85
2014-02-10,129.65
2014-02-11,128.35
2014-02-12,132.05
2014-02-13,129.45
2014-02-14,120.05
2014-02-17,112.3
2014-02-18,121.75
2014-02-19,126.85
2014-02-20,129.1
2014-02-21,130.8
2014-02-24,126.85
2014-02-25,125.6
2014-02-26,124.95
2014-02-28,123.8
2014-03-03,125.4
2014-03-04,127.55
2014-03-05,126.75
2014-03-06,128.05
2014-03-07,128.25
2014-03-10,128.4
2014-03-11,129.0
2014-03-12,127.75
2014-03-13,128.0
2014-03-14,127.55
2014-03-18,129.85
2014-03-19,129.0
2014-03-20,129.75
2014-03-21,128.9
2014-03-22,129.75
2014-03-24,129.0
2014-03-25,133.65
2014-03-26,139.0
2014-03-27,139.65
2014-03-28,140.1
2014-03-31,144.45
2014-04-01,148.4
2014-04-02,148.6
2014-04-03,148.85
2014-04-04,152.7
2014-04-07,152.5
2014-04-09,150.45
2014-04-10,149.1
2014-04-11,150.35
2014-04-15,147.4
2014-04-16,144.9
2014-04-17,146.05
2014-04-21,147.8
2014-04-22,147.95
2014-04-23,152.2
2014-04-25,154.05
2014-04-28,160.9
2014-04-29,157.25
2014-04-30,154.5
2014-05-02,153.1
2014-05-05,153.3
2014-05-06,153.1
2014-05-07,154.05
2014-05-08,151.9
2014-05-09,151.05
2014-05-12,151.7
2014-05-13,151.7
2014-05-14,151.7
2014-05-15,150.4
2014-05-16,152.65
2014-05-19,167.75
2014-05-20,178.4
2014-05-21,181.0
2014-05-22,177.05
2014-05-23,184.4
2014-05-26,177.25
2014-05-27,173.65
2014-05-28,177.95
2014-05-29,178.3
2014-05-30,165.85
2014-06-02,164.4
2014-06-03,171.65
2014-06-04,176.65
2014-06-05,186.8
2014-06-06,191.5
2014-06-09,188.85
2014-06-10,187.5
2014-06-11,186.4
2014-06-12,184.25
2014-06-13,178.9
2014-06-16,174.35
2014-06-17,176.55
2014-06-18,176.4
2014-06-19,175.55
2014-06-20,173.95
2014-06-23,177.45
2014-06-24,181.2
2014-06-25,183.7
2014-06-26,220.4
2014-06-27,264.45
2014-06-30,278.1
2014-07-01,270.35
2014-07-02,274.1
2014-07-03,263.15
2014-07-04,275.5
2014-07-07,276.85
2014-07-08,274.7
2014-07-09,274.45
2014-07-10,268.2
2014-07-11,275.1
2014-07-14,267.85
2014-07-15,287.1
2014-07-16,296.25
2014-07-17,294.95
2014-07-18,290.5
2014-07-21,286.45
2014-07-22,305.2
2014-07-23,292.65
2014-07-24,293.55
2014-07-25,286.7
2014-07-28,295.2
2014-07-30,291.55
2014-07-31,292.8
2014-08-01,296.9
2014-08-04,299.4
2014-08-05,297.25
2014-08-06,309.05
2014-08-07,303.75
2014-08-08,294.6
2014-08-11,299.15
2014-08-12,300.95
2014-08-13,296.1
2014-08-14,277.85
2014-08-18,283.85
2014-08-19,277.4
2014-08-20,279.7
2014-08-21,282.95
2014-08-22,276.6
2014-08-25,272.25
2014-08-26,267.8
2014-08-27,267.2
2014-08-28,278.45
2014-09-01,282.95
2014-09-02,284.55
2014-09-03,290.15
2014-09-04,289.25
2014-09-05,299.2
2014-09-08,296.35
2014-09-09,294.45
2014-09-10,293.55
2014-09-11,296.9
2014-09-12,326.2
2014-09-15,319.0
2014-09-16,305.05
2014-09-17,298.85
2014-09-18,309.6
2014-09-19,303.55
2014-09-22,305.3
2014-09-23,294.7
2014-09-24,284.85
2014-09-25,276.8
2014-09-26,279.0
2014-09-29,282.0
2014-09-30,281.8
2014-10-01,289.1
2014-10-07,278.75
2014-10-08,289.65
2014-10-09,302.3
2014-10-10,292.65
2014-10-13,289.8
2014-10-14,287.75
2014-10-16,277.65
2014-10-17,273.95
2014-10-20,281.05
2014-10-21,282.55
2014-10-22,283.4
2014-10-23,288.6
2014-10-27,285.7
2014-10-28,288.45
2014-10-29,296.6
2014-10-30,301.65
2014-10-31,298.95
2014-11-03,304.2
2014-11-05,311.05
2014-11-07,299.75
2014-11-10,293.7
2014-11-11,294.15
2014-11-12,293.35
2014-11-13,290.2
2014-11-14,286.9
2014-11-17,285.85
2014-11-18,285.6
2014-11-19,285.45
2014-11-20,281.25
2014-11-21,292.75
2014-11-24,345.95
2014-11-25,319.65
2014-11-26,360.25
2014-11-27,365.35
2014-11-28,359.5
2014-12-01,365.15
2014-12-02,356.85
2014-12-03,356.7
2014-12-04,357.35
2014-12-05,352.8
2014-12-08,339.9
2014-12-09,332.7
2014-12-10,330.85
2014-12-11,324.2
2014-12-12,348.85
2014-12-15,341.1
2014-12-16,326.0
2014-12-17,320.15
2014-12-18,332.65
2014-12-19,329.75
2014-12-22,332.0
2014-12-23,324.7
2014-12-24,328.9
2014-12-26,328.0
2014-12-29,329.3
2014-12-30,329.35
2014-12-31,345.0
