Date,SIMPLEXINF
2014-01-01,87.8
2014-01-02,92.05
2014-01-03,90.0
2014-01-06,93.9
2014-01-07,103.25
2014-01-08,107.2
2014-01-09,100.3
2014-01-10,99.9
2014-01-13,97.65
2014-01-14,95.35
2014-01-15,95.0
2014-01-16,93.85
2014-01-17,91.2
2014-01-20,90.45
2014-01-21,89.7
2014-01-22,93.05
2014-01-23,91.7
2014-01-24,89.15
2014-01-27,84.9
2014-01-28,85.95
2014-01-29,84.6
2014-01-30,81.55
2014-01-31,81.15
2014-02-03,81.9
2014-02-04,81.4
2014-02-05,81.05
2014-02-06,80.65
2014-02-07,83.25
2014-02-10,83.85
2014-02-11,83.3
2014-02-12,83.3
2014-02-13,83.0
2014-02-14,83.0
2014-02-17,81.15
2014-02-18,84.05
2014-02-19,86.95
2014-02-20,85.7
2014-02-21,85.85
2014-02-24,87.4
2014-02-25,90.6
2014-02-26,94.45
2014-02-28,95.1
2014-03-03,93.3
2014-03-04,93.05
2014-03-05,94.0
2014-03-06,96.0
2014-03-07,98.3
2014-03-10,99.95
2014-03-11,99.65
2014-03-12,104.25
2014-03-13,108.6
2014-03-14,106.0
2014-03-18,105.45
2014-03-19,103.2
2014-03-20,101.75
2014-03-21,104.9
2014-03-22,104.85
2014-03-24,105.7
2014-03-25,105.45
2014-03-26,107.7
2014-03-27,114.25
2014-03-28,121.5
2014-03-31,115.8
2014-04-01,115.1
2014-04-02,121.45
2014-04-03,136.3
2014-04-04,147.35
2014-04-07,147.75
2014-04-09,155.9
2014-04-10,157.65
2014-04-11,155.3
2014-04-15,150.95
2014-04-16,145.6
2014-04-17,148.2
2014-04-21,157.7
2014-04-22,182.2
2014-04-23,188.5
2014-04-25,183.8
2014-04-28,169.3
2014-04-29,171.4
2014-04-30,165.45
2014-05-02,164.5
2014-05-05,165.0
2014-05-06,180.1
2014-05-07,182.2
2014-05-08,178.65
2014-05-09,182.55
2014-05-12,179.15
2014-05-13,208.8
2014-05-14,214.9
2014-05-15,209.05
2014-05-16,218.3
2014-05-19,230.6
2014-05-20,228.0
2014-05-21,225.0
2014-05-22,235.0
2014-05-23,237.55
2014-05-26,232.95
2014-05-27,237.95
2014-05-28,227.65
2014-05-29,226.8
2014-05-30,233.0
2014-06-02,248.85
2014-06-03,255.65
2014-06-04,265.05
2014-06-05,293.4
2014-06-06,288.15
2014-06-09,296.85
2014-06-10,313.95
2014-06-11,312.25
2014-06-12,338.05
2014-06-13,341.15
2014-06-16,351.3
2014-06-17,344.75
2014-06-18,334.3
2014-06-19,319.75
2014-06-20,309.45
2014-06-23,306.45
2014-06-24,311.4
2014-06-25,320.55
2014-06-26,316.75
2014-06-27,316.6
2014-06-30,318.15
2014-07-01,327.8
2014-07-02,352.8
2014-07-03,375.05
2014-07-04,376.3
2014-07-07,366.85
2014-07-08,337.25
2014-07-09,334.5
2014-07-10,342.6
2014-07-11,320.65
2014-07-14,308.0
2014-07-15,313.7
2014-07-16,316.4
2014-07-17,324.45
2014-07-18,309.85
2014-07-21,313.15
2014-07-22,309.2
2014-07-23,306.8
2014-07-24,307.25
2014-07-25,303.1
2014-07-28,291.45
2014-07-30,298.45
2014-07-31,291.4
2014-08-01,291.05
2014-08-04,298.05
2014-08-05,301.15
2014-08-06,292.7
2014-08-07,293.45
2014-08-08,284.25
2014-08-11,282.85
2014-08-12,272.0
2014-08-13,252.05
2014-08-14,258.85
2014-08-18,282.25
2014-08-19,309.95
2014-08-20,304.7
2014-08-21,302.3
2014-08-22,300.65
2014-08-25,300.35
2014-08-26,289.8
2014-08-27,289.55
2014-08-28,282.95
2014-09-01,286.8
2014-09-02,292.1
2014-09-03,288.15
2014-09-04,285.2
2014-09-05,283.45
2014-09-08,286.3
2014-09-09,279.45
2014-09-10,282.2
2014-09-11,277.1
2014-09-12,269.25
2014-09-15,262.45
2014-09-16,253.6
2014-09-17,259.55
2014-09-18,264.85
2014-09-19,259.95
2014-09-22,259.1
2014-09-23,247.35
2014-09-24,243.7
2014-09-25,230.05
2014-09-26,220.9
2014-09-29,217.9
2014-09-30,216.15
2014-10-01,214.75
2014-10-07,215.6
2014-10-08,218.35
2014-10-09,249.95
2014-10-10,268.1
2014-10-13,274.85
2014-10-14,272.9
2014-10-16,248.6
2014-10-17,230.35
2014-10-20,231.25
2014-10-21,243.15
2014-10-22,246.0
2014-10-23,254.5
2014-10-27,260.15
2014-10-28,262.1
2014-10-29,265.7
2014-10-30,279.3
2014-10-31,305.15
2014-11-03,298.8
2014-11-05,289.25
2014-11-07,282.85
2014-11-10,280.3
2014-11-11,277.6
2014-11-12,276.3
2014-11-13,275.0
2014-11-14,296.8
2014-11-17,310.45
2014-11-18,331.45
2014-11-19,331.2
2014-11-20,335.35
2014-11-21,355.75
2014-11-24,383.8
2014-11-25,375.05
2014-11-26,360.6
2014-11-27,339.8
2014-11-28,347.45
2014-12-01,330.1
2014-12-02,358.6
2014-12-03,369.35
2014-12-04,373.1
2014-12-05,382.9
2014-12-08,368.85
2014-12-09,350.25
2014-12-10,356.6
2014-12-11,370.7
2014-12-12,367.35
2014-12-15,350.95
2014-12-16,329.1
2014-12-17,337.8
2014-12-18,355.4
2014-12-19,353.0
2014-12-22,338.2
2014-12-23,345.6
2014-12-24,347.8
2014-12-26,349.9
2014-12-29,356.35
2014-12-30,363.2
2014-12-31,359.0
