Date,GOLDSHARE
2014-01-01,2504.8
2014-01-02,2511.2
2014-01-03,2520.7
2014-01-06,2509.3
2014-01-07,2485.4
2014-01-08,2471.0
2014-01-09,2467.2
2014-01-10,2456.65
2014-01-13,2440.85
2014-01-14,2445.4
2014-01-15,2487.7
2014-01-16,2492.45
2014-01-17,2495.9
2014-01-20,2525.45
2014-01-21,2555.6
2014-01-22,2542.95
2014-01-23,2537.35
2014-01-24,2537.95
2014-01-27,2571.5
2014-01-28,2609.6
2014-01-29,2602.3
2014-01-30,2580.9
2014-01-31,2585.4
2014-02-03,2576.75
2014-02-04,2582.0
2014-02-05,2569.85
2014-02-06,2583.35
2014-02-07,2585.5
2014-02-10,2593.1
2014-02-11,2611.85
2014-02-12,2596.4
2014-02-13,2613.45
2014-02-14,2621.3
2014-02-17,2637.2
2014-02-18,2679.0
2014-02-19,2662.7
2014-02-20,2649.75
2014-02-21,2663.25
2014-02-24,2663.3
2014-02-25,2650.35
2014-02-26,2660.65
2014-02-28,2647.15
2014-03-03,2681.3
2014-03-04,2655.35
2014-03-05,2638.4
2014-03-06,2605.95
2014-03-07,2597.55
2014-03-10,2577.5
2014-03-11,2660.5
2014-03-12,2697.9
2014-03-13,2727.85
2014-03-14,2784.85
2014-03-18,2791.9
2014-03-19,2766.45
2014-03-20,2739.55
2014-03-21,2741.5
2014-03-22,2725.05
2014-03-24,2718.1
2014-03-25,2685.05
2014-03-26,2668.95
2014-03-27,2659.35
2014-03-28,2646.1
2014-03-31,2661.45
2014-04-01,2636.95
2014-04-02,2609.45
2014-04-03,2602.45
2014-04-04,2591.85
2014-04-07,2596.3
2014-04-09,2598.35
2014-04-10,2600.4
2014-04-11,2681.5
2014-04-15,2715.75
2014-04-16,2723.6
2014-04-17,2726.45
2014-04-21,2738.95
2014-04-22,2753.9
2014-04-23,2769.8
2014-04-25,2775.95
2014-04-28,2792.0
2014-04-29,2773.9
2014-04-30,2774.85
2014-05-02,2792.5
2014-05-05,2786.65
2014-05-06,2783.4
2014-05-07,2791.7
2014-05-08,2767.05
2014-05-09,2745.95
2014-05-12,2730.8
2014-05-13,2709.65
2014-05-14,2701.25
2014-05-15,2704.0
2014-05-16,2686.3
2014-05-19,2665.45
2014-05-20,2636.1
2014-05-21,2650.35
2014-05-22,2542.45
2014-05-23,2547.1
2014-05-26,2508.9
2014-05-27,2528.8
2014-05-28,2503.4
2014-05-29,2472.0
2014-05-30,2481.6
2014-06-02,2471.7
2014-06-03,2448.55
2014-06-04,2455.55
2014-06-05,2464.15
2014-06-06,2469.85
2014-06-09,2463.55
2014-06-10,2462.3
2014-06-11,2474.55
2014-06-12,2467.85
2014-06-13,2500.6
2014-06-16,2548.9
2014-06-17,2529.2
2014-06-18,2531.2
2014-06-19,2545.8
2014-06-20,2604.95
2014-06-23,2606.55
2014-06-24,2617.1
2014-06-25,2605.8
2014-06-26,2605.7
2014-06-27,2605.45
2014-06-30,2605.5
2014-07-01,2615.55
2014-07-02,2598.5
2014-07-03,2586.7
2014-07-04,2589.25
2014-07-07,2565.95
2014-07-08,2570.35
2014-07-09,2574.0
2014-07-10,2622.95
2014-07-11,2611.2
2014-07-14,2610.0
2014-07-15,2595.4
2014-07-16,2578.5
2014-07-17,2578.9
2014-07-18,2595.45
2014-07-21,2599.8
2014-07-22,2590.95
2014-07-23,2578.5
2014-07-24,2561.1
2014-07-25,2548.95
2014-07-28,2568.45
2014-07-30,2566.5
2014-07-31,2572.75
2014-08-01,2577.85
2014-08-04,2594.8
2014-08-05,2577.25
2014-08-06,2597.35
2014-08-07,2618.15
2014-08-08,2641.9
2014-08-11,2621.05
2014-08-12,2623.9
2014-08-13,2622.95
2014-08-14,2623.0
2014-08-18,2600.55
2014-08-19,2589.85
2014-08-20,2591.55
2014-08-21,2571.3
2014-08-22,2555.6
2014-08-25,2549.9
2014-08-26,2562.85
2014-08-27,2553.2
2014-08-28,2569.3
2014-09-01,2567.3
2014-09-02,2550.5
2014-09-03,2537.15
2014-09-04,2534.15
2014-09-05,2523.2
2014-09-08,2523.6
2014-09-09,2505.15
2014-09-10,2512.7
2014-09-11,2503.55
2014-09-12,2496.45
2014-09-15,2499.75
2014-09-16,2492.7
2014-09-17,2483.0
2014-09-18,2485.7
2014-09-19,2477.0
2014-09-22,2468.5
2014-09-23,2475.05
2014-09-24,2478.3
2014-09-25,2462.95
2014-09-26,2469.45
2014-09-29,2477.4
2014-09-30,2465.3
2014-10-01,2462.0
2014-10-07,2454.35
2014-10-08,2470.4
2014-10-09,2481.0
