Date,INDUSINDBK
2014-01-01,423.35
2014-01-02,413.05
2014-01-03,413.9
2014-01-06,413.3
2014-01-07,418.85
2014-01-08,421.9
2014-01-09,416.8
2014-01-10,405.9
2014-01-13,413.1
2014-01-14,418.85
2014-01-15,424.95
2014-01-16,428.7
2014-01-17,423.35
2014-01-20,433.6
2014-01-21,433.8
2014-01-22,434.25
2014-01-23,429.7
2014-01-24,414.75
2014-01-27,395.3
2014-01-28,389.85
2014-01-29,380.3
2014-01-30,378.45
2014-01-31,383.8
2014-02-03,382.3
2014-02-04,387.9
2014-02-05,394.5
2014-02-06,390.65
2014-02-07,388.65
2014-02-10,384.8
2014-02-11,386.45
2014-02-12,385.45
2014-02-13,373.95
2014-02-14,376.9
2014-02-17,381.75
2014-02-18,389.2
2014-02-19,392.9
2014-02-20,384.5
2014-02-21,392.05
2014-02-24,399.1
2014-02-25,402.65
2014-02-26,395.8
2014-02-28,397.5
2014-03-03,392.25
2014-03-04,411.2
2014-03-05,415.95
2014-03-06,420.85
2014-03-07,444.1
2014-03-10,468.65
2014-03-11,473.6
2014-03-12,469.7
2014-03-13,469.2
2014-03-14,468.15
2014-03-18,482.85
2014-03-19,479.3
2014-03-20,468.95
2014-03-21,471.45
2014-03-22,471.5
2014-03-24,490.3
2014-03-25,486.1
2014-03-26,490.3
2014-03-27,491.65
2014-03-28,501.45
2014-03-31,501.85
2014-04-01,499.25
2014-04-02,508.2
2014-04-03,495.65
2014-04-04,500.85
2014-04-07,497.85
2014-04-09,516.85
2014-04-10,512.2
2014-04-11,490.15
2014-04-15,483.25
2014-04-16,487.15
2014-04-17,498.95
2014-04-21,506.4
2014-04-22,497.9
2014-04-23,497.4
2014-04-25,495.35
2014-04-28,493.85
2014-04-29,485.3
2014-04-30,478.35
2014-05-02,476.55
2014-05-05,480.35
2014-05-06,490.5
2014-05-07,492.6
2014-05-08,490.7
2014-05-09,513.5
2014-05-12,521.3
2014-05-13,534.25
2014-05-14,537.05
2014-05-15,534.35
2014-05-16,561.95
2014-05-19,560.25
2014-05-20,556.0
2014-05-21,560.05
2014-05-22,567.5
2014-05-23,560.85
2014-05-26,550.05
2014-05-27,555.4
2014-05-28,554.3
2014-05-29,542.75
2014-05-30,533.95
2014-06-02,552.4
2014-06-03,541.5
2014-06-04,540.05
2014-06-05,533.0
2014-06-06,545.3
2014-06-09,557.15
2014-06-10,558.3
2014-06-11,557.8
2014-06-12,552.05
2014-06-13,536.65
2014-06-16,534.45
2014-06-17,552.35
2014-06-18,542.05
2014-06-19,557.3
2014-06-20,555.5
2014-06-23,567.45
2014-06-24,571.75
2014-06-25,578.6
2014-06-26,565.55
2014-06-27,571.8
2014-06-30,571.7
2014-07-01,575.45
2014-07-02,584.1
2014-07-03,573.25
2014-07-04,569.45
2014-07-07,555.95
2014-07-08,551.1
2014-07-09,543.9
2014-07-10,536.15
2014-07-11,536.25
2014-07-14,536.1
2014-07-15,539.95
2014-07-16,540.35
2014-07-17,536.9
2014-07-18,542.35
2014-07-21,559.75
2014-07-22,558.1
2014-07-23,555.8
2014-07-24,551.75
2014-07-25,550.0
2014-07-28,551.45
2014-07-30,563.6
2014-07-31,559.5
2014-08-01,548.6
2014-08-04,554.8
2014-08-05,555.05
2014-08-06,552.6
2014-08-07,550.45
2014-08-08,537.2
2014-08-11,539.7
2014-08-12,545.0
2014-08-13,539.55
2014-08-14,548.25
2014-08-18,550.25
2014-08-19,568.65
2014-08-20,568.4
2014-08-21,568.1
2014-08-22,569.95
2014-08-25,567.25
2014-08-26,562.4
2014-08-27,577.4
2014-08-28,585.45
2014-09-01,606.9
2014-09-02,613.65
2014-09-03,616.3
2014-09-04,609.7
2014-09-05,613.2
2014-09-08,620.4
2014-09-09,633.65
2014-09-10,632.55
2014-09-11,628.4
2014-09-12,631.3
2014-09-15,623.3
2014-09-16,618.5
2014-09-17,619.9
2014-09-18,629.55
2014-09-19,630.1
2014-09-22,642.55
2014-09-23,630.9
2014-09-24,622.7
2014-09-25,611.55
2014-09-26,624.5
2014-09-29,625.15
2014-09-30,621.55
2014-10-01,601.85
2014-10-07,599.5
2014-10-08,623.1
2014-10-09,626.15
2014-10-10,623.25
2014-10-13,634.95
2014-10-14,649.75
2014-10-16,645.35
2014-10-17,660.85
2014-10-20,667.25
2014-10-21,678.15
2014-10-22,683.95
2014-10-23,683.65
2014-10-27,696.8
2014-10-28,697.95
2014-10-29,692.35
2014-10-30,710.25
2014-10-31,720.1
2014-11-03,708.1
2014-11-05,722.35
2014-11-07,728.4
2014-11-10,724.5
2014-11-11,720.4
2014-11-12,727.65
2014-11-13,722.35
2014-11-14,730.55
2014-11-17,725.65
2014-11-18,722.3
2014-11-19,715.5
2014-11-20,707.2
2014-11-21,714.3
2014-11-24,720.45
2014-11-25,706.8
2014-11-26,717.3
2014-11-27,720.6
2014-11-28,750.45
2014-12-01,772.95
2014-12-02,762.35
2014-12-03,775.6
2014-12-04,784.45
2014-12-05,787.3
2014-12-08,783.35
2014-12-09,774.5
2014-12-10,782.45
2014-12-11,777.55
2014-12-12,778.65
2014-12-15,782.5
2014-12-16,763.75
2014-12-17,759.9
2014-12-18,773.5
2014-12-19,770.6
2014-12-22,777.95
2014-12-23,786.4
2014-12-24,784.55
2014-12-26,784.45
2014-12-29,783.7
2014-12-30,792.1
2014-12-31,802.45
