Date,MTNL
2014-01-01,15.1
2014-01-02,15.15
2014-01-03,15.3
2014-01-06,15.95
2014-01-07,17.6
2014-01-08,17.0
2014-01-09,17.4
2014-01-10,16.75
2014-01-13,16.45
2014-01-14,15.85
2014-01-15,15.7
2014-01-16,15.35
2014-01-17,14.9
2014-01-20,14.95
2014-01-21,15.0
2014-01-22,14.85
2014-01-23,14.7
2014-01-24,15.4
2014-01-27,16.0
2014-01-28,15.45
2014-01-29,14.95
2014-01-30,14.65
2014-01-31,15.7
2014-02-03,15.2
2014-02-04,15.0
2014-02-05,14.95
2014-02-06,14.95
2014-02-07,14.75
2014-02-10,14.7
2014-02-11,14.55
2014-02-12,14.45
2014-02-13,14.1
2014-02-14,14.0
2014-02-17,14.55
2014-02-18,14.35
2014-02-19,14.3
2014-02-20,14.2
2014-02-21,14.2
2014-02-24,14.4
2014-02-25,14.15
2014-02-26,14.1
2014-02-28,14.1
2014-03-03,13.9
2014-03-04,14.2
2014-03-05,14.05
2014-03-06,14.2
2014-03-07,14.3
2014-03-10,14.35
2014-03-11,14.25
2014-03-12,14.2
2014-03-13,14.6
2014-03-14,14.25
2014-03-18,14.15
2014-03-19,14.2
2014-03-20,14.1
2014-03-21,14.1
2014-03-22,14.15
2014-03-24,14.05
2014-03-25,14.35
2014-03-26,14.2
2014-03-27,14.55
2014-03-28,14.85
2014-03-31,15.2
2014-04-01,15.75
2014-04-02,16.15
2014-04-03,15.75
2014-04-04,15.85
2014-04-07,15.85
2014-04-09,16.3
2014-04-10,16.1
2014-04-11,17.4
2014-04-15,16.95
2014-04-16,16.15
2014-04-17,16.45
2014-04-21,16.7
2014-04-22,17.05
2014-04-23,17.95
2014-04-25,18.85
2014-04-28,18.85
2014-04-29,18.55
2014-04-30,17.65
2014-05-02,17.4
2014-05-05,17.1
2014-05-06,17.05
2014-05-07,17.0
2014-05-08,16.75
2014-05-09,17.15
2014-05-12,17.75
2014-05-13,19.8
2014-05-14,20.55
2014-05-15,19.4
2014-05-16,20.3
2014-05-19,22.15
2014-05-20,26.15
2014-05-21,27.05
2014-05-22,26.7
2014-05-23,31.85
2014-05-26,30.7
2014-05-27,31.15
2014-05-28,30.35
2014-05-29,30.2
2014-05-30,31.0
2014-06-02,33.25
2014-06-03,32.8
2014-06-04,34.0
2014-06-05,33.15
2014-06-06,32.95
2014-06-09,32.75
2014-06-10,32.45
2014-06-11,32.95
2014-06-12,32.35
2014-06-13,29.15
2014-06-16,29.4
2014-06-17,31.85
2014-06-18,34.75
2014-06-19,34.05
2014-06-20,37.0
2014-06-23,37.0
2014-06-24,37.3
2014-06-25,38.15
2014-06-26,37.35
2014-06-27,36.4
2014-06-30,35.7
2014-07-01,37.45
2014-07-02,36.35
2014-07-03,34.7
2014-07-04,36.4
2014-07-07,38.0
2014-07-08,34.5
2014-07-09,34.1
2014-07-10,33.35
2014-07-11,31.05
2014-07-14,31.45
2014-07-15,32.15
2014-07-16,33.1
2014-07-17,32.75
2014-07-18,32.95
2014-07-21,35.1
2014-07-22,34.2
2014-07-23,33.7
2014-07-24,33.45
2014-07-25,31.7
2014-07-28,30.7
2014-07-30,31.25
2014-07-31,30.25
2014-08-01,29.45
2014-08-04,29.8
2014-08-05,32.05
2014-08-06,30.95
2014-08-07,30.25
2014-08-08,28.6
2014-08-11,29.05
2014-08-12,30.7
2014-08-13,28.55
2014-08-14,29.3
2014-08-18,30.4
2014-08-19,30.55
2014-08-20,30.35
2014-08-21,30.35
2014-08-22,31.3
2014-08-25,30.05
2014-08-26,29.55
2014-08-27,29.6
2014-08-28,28.95
2014-09-01,29.4
2014-09-02,30.0
2014-09-03,32.05
2014-09-04,33.8
2014-09-05,34.65
2014-09-08,33.3
2014-09-09,32.5
2014-09-10,31.5
2014-09-11,31.6
2014-09-12,31.55
2014-09-15,32.65
2014-09-16,30.25
2014-09-17,30.1
2014-09-18,31.3
2014-09-19,30.35
2014-09-22,29.95
2014-09-23,28.9
2014-09-24,28.25
2014-09-25,26.45
2014-09-26,26.5
2014-09-29,27.4
2014-09-30,27.05
2014-10-01,26.6
2014-10-07,25.95
2014-10-08,26.2
2014-10-09,26.9
2014-10-10,26.1
2014-10-13,27.4
2014-10-14,27.15
2014-10-16,26.25
2014-10-17,26.15
2014-10-20,26.65
2014-10-21,26.65
2014-10-22,26.75
2014-10-23,26.9
2014-10-27,27.15
2014-10-28,27.25
2014-10-29,30.35
2014-10-30,29.8
2014-10-31,29.8
2014-11-03,30.15
2014-11-05,31.05
2014-11-07,30.65
2014-11-10,30.25
2014-11-11,30.25
2014-11-12,30.1
2014-11-13,29.55
2014-11-14,28.45
2014-11-17,28.1
2014-11-18,29.3
2014-11-19,28.5
2014-11-20,27.95
2014-11-21,27.85
2014-11-24,28.55
2014-11-25,27.45
2014-11-26,27.7
2014-11-27,27.6
2014-11-28,27.75
2014-12-01,27.1
2014-12-02,26.65
2014-12-03,28.95
2014-12-04,28.6
2014-12-05,28.55
2014-12-08,28.55
2014-12-09,27.75
2014-12-10,28.25
2014-12-11,27.6
2014-12-12,26.8
2014-12-15,26.65
2014-12-16,25.15
2014-12-17,25.3
2014-12-18,26.15
2014-12-19,25.4
2014-12-22,25.85
2014-12-23,25.45
2014-12-24,28.55
2014-12-26,27.45
2014-12-29,27.2
2014-12-30,27.15
2014-12-31,27.3
