Date,EMAMILTD
2014-01-01,476.95
2014-01-02,481.9
2014-01-03,480.65
2014-01-06,476.15
2014-01-07,477.75
2014-01-08,473.2
2014-01-09,477.4
2014-01-10,474.55
2014-01-13,469.0
2014-01-14,461.9
2014-01-15,458.2
2014-01-16,448.35
2014-01-17,436.6
2014-01-20,443.55
2014-01-21,448.75
2014-01-22,453.1
2014-01-23,456.85
2014-01-24,451.25
2014-01-27,441.8
2014-01-28,434.0
2014-01-29,448.4
2014-01-30,451.4
2014-01-31,456.35
2014-02-03,447.35
2014-02-04,451.65
2014-02-05,457.75
2014-02-06,451.55
2014-02-07,461.15
2014-02-10,450.55
2014-02-11,446.5
2014-02-12,444.8
2014-02-13,431.1
2014-02-14,434.5
2014-02-17,435.35
2014-02-18,436.95
2014-02-19,438.0
2014-02-20,450.0
2014-02-21,453.85
2014-02-24,461.95
2014-02-25,463.7
2014-02-26,469.85
2014-02-28,463.25
2014-03-03,460.0
2014-03-04,455.65
2014-03-05,457.0
2014-03-06,464.3
2014-03-07,451.3
2014-03-10,444.85
2014-03-11,440.65
2014-03-12,447.05
2014-03-13,445.55
2014-03-14,440.55
2014-03-18,455.85
2014-03-19,446.45
2014-03-20,439.8
2014-03-21,438.75
2014-03-22,442.8
2014-03-24,433.1
2014-03-25,429.8
2014-03-26,433.55
2014-03-27,446.2
2014-03-28,439.8
2014-03-31,435.3
2014-04-01,432.05
2014-04-02,440.1
2014-04-03,451.0
2014-04-04,455.1
2014-04-07,455.2
2014-04-09,455.1
2014-04-10,462.35
2014-04-11,465.5
2014-04-15,468.05
2014-04-16,466.6
2014-04-17,471.3
2014-04-21,467.9
2014-04-22,471.85
2014-04-23,466.05
2014-04-25,464.1
2014-04-28,472.35
2014-04-29,478.45
2014-04-30,475.6
2014-05-02,469.7
2014-05-05,467.4
2014-05-06,458.15
2014-05-07,447.2
2014-05-08,439.95
2014-05-09,442.3
2014-05-12,440.0
2014-05-13,440.0
2014-05-14,443.2
2014-05-15,438.85
2014-05-16,446.6
2014-05-19,429.5
2014-05-20,432.9
2014-05-21,442.7
2014-05-22,451.1
2014-05-23,461.7
2014-05-26,463.05
2014-05-27,459.55
2014-05-28,463.35
2014-05-29,468.05
2014-05-30,466.5
2014-06-02,466.8
2014-06-03,454.45
2014-06-04,456.5
2014-06-05,450.35
2014-06-06,450.8
2014-06-09,458.4
2014-06-10,484.55
2014-06-11,494.65
2014-06-12,508.75
2014-06-13,505.2
2014-06-16,520.1
2014-06-17,513.05
2014-06-18,510.5
2014-06-19,503.45
2014-06-20,509.6
2014-06-23,504.0
2014-06-24,505.35
2014-06-25,501.75
2014-06-26,519.95
2014-06-27,504.9
2014-06-30,507.8
2014-07-01,513.3
2014-07-02,537.9
2014-07-03,541.4
2014-07-04,545.15
2014-07-07,532.65
2014-07-08,518.8
2014-07-09,518.8
2014-07-10,514.7
2014-07-11,521.1
2014-07-14,515.95
2014-07-15,519.35
2014-07-16,516.15
2014-07-17,538.9
2014-07-18,549.2
2014-07-21,530.65
2014-07-22,539.8
2014-07-23,538.3
2014-07-24,533.1
2014-07-25,551.65
2014-07-28,543.8
2014-07-30,537.45
2014-07-31,542.8
2014-08-01,536.8
2014-08-04,531.95
2014-08-05,536.9
2014-08-06,537.4
2014-08-07,535.35
2014-08-08,537.1
2014-08-11,561.05
2014-08-12,582.1
2014-08-13,590.0
2014-08-14,599.7
2014-08-18,609.95
2014-08-19,620.2
2014-08-20,615.5
2014-08-21,619.55
2014-08-22,608.5
2014-08-25,646.2
2014-08-26,669.4
2014-08-27,655.75
2014-08-28,654.2
2014-09-01,661.35
2014-09-02,675.65
2014-09-03,690.0
2014-09-04,700.05
2014-09-05,688.65
2014-09-08,692.7
2014-09-09,700.5
2014-09-10,691.25
2014-09-11,711.3
2014-09-12,717.65
2014-09-15,715.8
2014-09-16,718.1
2014-09-17,705.9
2014-09-18,709.2
2014-09-19,687.05
2014-09-22,676.55
2014-09-23,667.5
2014-09-24,696.85
2014-09-25,695.45
2014-09-26,689.5
2014-09-29,691.1
2014-09-30,697.2
2014-10-01,692.65
2014-10-07,695.35
2014-10-08,688.5
2014-10-09,700.15
2014-10-10,699.8
2014-10-13,704.45
2014-10-14,670.6
2014-10-16,696.75
2014-10-17,734.5
2014-10-20,742.3
2014-10-21,764.4
2014-10-22,780.5
2014-10-23,783.15
2014-10-27,771.85
2014-10-28,758.65
2014-10-29,760.8
2014-10-30,799.65
2014-10-31,810.2
2014-11-03,801.55
2014-11-05,798.0
2014-11-07,796.45
2014-11-10,784.85
2014-11-11,778.6
2014-11-12,779.65
2014-11-13,791.65
2014-11-14,797.95
2014-11-17,800.7
2014-11-18,796.0
2014-11-19,799.1
2014-11-20,779.65
2014-11-21,778.1
2014-11-24,780.85
2014-11-25,783.05
2014-11-26,782.75
2014-11-27,775.4
2014-11-28,773.4
2014-12-01,771.55
2014-12-02,759.2
2014-12-03,770.05
2014-12-04,780.35
2014-12-05,778.3
2014-12-08,767.3
2014-12-09,729.25
2014-12-10,728.0
2014-12-11,710.65
2014-12-12,743.95
2014-12-15,735.35
2014-12-16,717.65
2014-12-17,733.5
2014-12-18,741.45
2014-12-19,744.5
2014-12-22,770.8
2014-12-23,782.8
2014-12-24,778.9
2014-12-26,769.1
2014-12-29,789.5
2014-12-30,788.55
2014-12-31,786.9
