Date,WIPRO
2014-01-01,552.7
2014-01-02,552.95
2014-01-03,556.6
2014-01-06,558.0
2014-01-07,550.2
2014-01-08,547.15
2014-01-09,540.9
2014-01-10,553.35
2014-01-13,561.45
2014-01-14,553.6
2014-01-15,560.7
2014-01-16,571.55
2014-01-17,552.7
2014-01-20,573.05
2014-01-21,571.55
2014-01-22,577.95
2014-01-23,578.5
2014-01-24,572.85
2014-01-27,570.55
2014-01-28,567.6
2014-01-29,571.5
2014-01-30,571.2
2014-01-31,575.05
2014-02-03,565.95
2014-02-04,555.65
2014-02-05,560.4
2014-02-06,568.55
2014-02-07,561.65
2014-02-10,563.2
2014-02-11,563.15
2014-02-12,562.45
2014-02-13,555.2
2014-02-14,563.8
2014-02-17,561.0
2014-02-18,557.05
2014-02-19,565.55
2014-02-20,565.2
2014-02-21,571.55
2014-02-24,577.65
2014-02-25,596.25
2014-02-26,603.05
2014-02-28,597.25
2014-03-03,585.9
2014-03-04,588.2
2014-03-05,590.5
2014-03-06,584.85
2014-03-07,565.35
2014-03-10,557.25
2014-03-11,559.85
2014-03-12,566.75
2014-03-13,563.6
2014-03-14,547.6
2014-03-18,540.45
2014-03-19,545.1
2014-03-20,552.35
2014-03-21,568.2
2014-03-22,569.65
2014-03-24,562.8
2014-03-25,548.5
2014-03-26,545.55
2014-03-27,553.4
2014-03-28,552.05
2014-03-31,543.2
2014-04-01,561.05
2014-04-02,565.9
2014-04-03,560.95
2014-04-04,553.4
2014-04-07,556.9
2014-04-09,554.45
2014-04-10,561.2
2014-04-11,568.1
2014-04-15,588.55
2014-04-16,572.1
2014-04-17,585.85
2014-04-21,546.2
2014-04-22,530.55
2014-04-23,524.7
2014-04-25,519.25
2014-04-28,529.6
2014-04-29,524.8
2014-04-30,522.35
2014-05-02,528.5
2014-05-05,520.75
2014-05-06,514.85
2014-05-07,506.1
2014-05-08,510.95
2014-05-09,513.95
2014-05-12,511.95
2014-05-13,529.2
2014-05-14,524.55
2014-05-15,516.5
2014-05-16,502.8
2014-05-19,482.05
2014-05-20,494.65
2014-05-21,493.1
2014-05-22,483.5
2014-05-23,490.0
2014-05-26,506.0
2014-05-27,508.2
2014-05-28,514.25
2014-05-29,499.8
2014-05-30,506.2
2014-06-02,499.1
2014-06-03,494.2
2014-06-04,492.05
2014-06-05,500.95
2014-06-06,509.15
2014-06-09,511.75
2014-06-10,525.0
2014-06-11,527.7
2014-06-12,532.15
2014-06-13,530.4
2014-06-16,536.1
2014-06-17,536.1
2014-06-18,530.5
2014-06-19,537.2
2014-06-20,536.8
2014-06-23,531.4
2014-06-24,531.3
2014-06-25,529.15
2014-06-26,535.45
2014-06-27,545.95
2014-06-30,546.4
2014-07-01,538.2
2014-07-02,540.85
2014-07-03,555.5
2014-07-04,546.75
2014-07-07,557.6
2014-07-08,549.75
2014-07-09,545.3
2014-07-10,544.75
2014-07-11,552.85
2014-07-14,538.8
2014-07-15,535.85
2014-07-16,535.3
2014-07-17,537.35
2014-07-18,547.05
2014-07-21,544.95
2014-07-22,558.75
2014-07-23,570.9
2014-07-24,576.85
2014-07-25,551.05
2014-07-28,557.05
2014-07-30,550.75
2014-07-31,544.4
2014-08-01,536.0
2014-08-04,548.65
2014-08-05,549.55
2014-08-06,551.4
2014-08-07,552.65
2014-08-08,548.05
2014-08-11,542.95
2014-08-12,543.75
2014-08-13,550.25
2014-08-14,545.95
2014-08-18,547.65
2014-08-19,547.4
2014-08-20,552.15
2014-08-21,551.15
2014-08-22,556.95
2014-08-25,555.35
2014-08-26,550.9
2014-08-27,558.55
2014-08-28,565.25
2014-09-01,565.85
2014-09-02,561.0
2014-09-03,577.2
2014-09-04,577.15
2014-09-05,581.9
2014-09-08,592.7
2014-09-09,588.0
2014-09-10,581.65
2014-09-11,574.0
2014-09-12,575.0
2014-09-15,568.25
2014-09-16,559.45
2014-09-17,567.35
2014-09-18,581.8
2014-09-19,588.4
2014-09-22,581.5
2014-09-23,582.7
2014-09-24,592.75
2014-09-25,582.55
2014-09-26,588.6
2014-09-29,592.85
2014-09-30,596.8
2014-10-01,615.75
2014-10-07,618.5
2014-10-08,593.55
2014-10-09,587.25
2014-10-10,584.7
2014-10-13,584.55
2014-10-14,580.05
2014-10-16,573.3
2014-10-17,565.9
2014-10-20,556.4
2014-10-21,573.3
2014-10-22,583.65
2014-10-23,560.25
2014-10-27,554.8
2014-10-28,553.7
2014-10-29,556.8
2014-10-30,560.25
2014-10-31,563.7
2014-11-03,564.9
2014-11-05,559.0
2014-11-07,553.45
2014-11-10,558.85
2014-11-11,557.3
2014-11-12,556.05
2014-11-13,558.8
2014-11-14,563.9
2014-11-17,564.15
2014-11-18,566.25
2014-11-19,564.9
2014-11-20,571.9
2014-11-21,572.1
2014-11-24,579.35
2014-11-25,581.55
2014-11-26,579.8
2014-11-27,582.0
2014-11-28,585.8
2014-12-01,592.6
2014-12-02,590.95
2014-12-03,593.85
2014-12-04,592.7
2014-12-05,578.85
2014-12-08,568.35
2014-12-09,556.9
2014-12-10,552.15
2014-12-11,546.3
2014-12-12,543.15
2014-12-15,541.55
2014-12-16,536.75
2014-12-17,535.15
2014-12-18,537.95
2014-12-19,550.55
2014-12-22,555.15
2014-12-23,552.4
2014-12-24,545.5
2014-12-26,547.4
2014-12-29,550.15
2014-12-30,552.55
2014-12-31,555.2
