Date,KIRLOSENG
2014-01-01,153.4
2014-01-02,151.45
2014-01-03,152.1
2014-01-06,153.75
2014-01-07,153.8
2014-01-08,159.9
2014-01-09,159.9
2014-01-10,159.7
2014-01-13,161.55
2014-01-14,171.7
2014-01-15,186.35
2014-01-16,170.5
2014-01-17,163.0
2014-01-20,164.35
2014-01-21,170.7
2014-01-22,169.6
2014-01-23,174.2
2014-01-24,166.1
2014-01-27,161.05
2014-01-28,161.8
2014-01-29,160.4
2014-01-30,157.65
2014-01-31,160.0
2014-02-03,163.65
2014-02-04,169.85
2014-02-05,170.15
2014-02-06,170.0
2014-02-07,170.0
2014-02-10,170.0
2014-02-11,170.0
2014-02-12,170.2
2014-02-13,177.1
2014-02-14,174.4
2014-02-17,171.4
2014-02-18,171.1
2014-02-19,172.95
2014-02-20,171.75
2014-02-21,172.0
2014-02-24,171.65
2014-02-25,169.65
2014-02-26,175.75
2014-02-28,176.7
2014-03-03,179.65
2014-03-04,177.45
2014-03-05,174.2
2014-03-06,173.4
2014-03-07,172.1
2014-03-10,168.3
2014-03-11,178.5
2014-03-12,178.75
2014-03-13,178.05
2014-03-14,173.6
2014-03-18,174.75
2014-03-19,177.85
2014-03-20,180.0
2014-03-21,183.5
2014-03-22,203.1
2014-03-24,198.7
2014-03-25,195.25
2014-03-26,198.3
2014-03-27,199.1
2014-03-28,204.55
2014-03-31,203.0
2014-04-01,195.4
2014-04-02,196.55
2014-04-03,199.55
2014-04-04,199.3
2014-04-07,198.0
2014-04-09,199.35
2014-04-10,198.35
2014-04-11,196.65
2014-04-15,199.35
2014-04-16,198.6
2014-04-17,200.25
2014-04-21,204.85
2014-04-22,201.35
2014-04-23,200.35
2014-04-25,198.45
2014-04-28,194.95
2014-04-29,192.0
2014-04-30,198.45
2014-05-02,200.15
2014-05-05,200.0
2014-05-06,200.0
2014-05-07,200.4
2014-05-08,200.4
2014-05-09,211.05
2014-05-12,220.85
2014-05-13,220.45
2014-05-14,223.2
2014-05-15,219.95
2014-05-16,217.0
2014-05-19,232.15
2014-05-20,231.0
2014-05-21,230.95
2014-05-22,232.8
2014-05-23,235.35
2014-05-26,221.75
2014-05-27,221.65
2014-05-28,223.4
2014-05-29,224.45
2014-05-30,230.35
2014-06-02,239.8
2014-06-03,244.65
2014-06-04,245.1
2014-06-05,240.3
2014-06-06,242.65
2014-06-09,244.7
2014-06-10,237.25
2014-06-11,238.05
2014-06-12,237.3
2014-06-13,238.7
2014-06-16,235.35
2014-06-17,236.0
2014-06-18,234.45
2014-06-19,229.5
2014-06-20,227.95
2014-06-23,226.95
2014-06-24,238.1
2014-06-25,239.85
2014-06-26,236.4
2014-06-27,240.5
2014-06-30,251.75
2014-07-01,251.55
2014-07-02,261.8
2014-07-03,258.25
2014-07-04,275.95
2014-07-07,278.55
2014-07-08,266.6
2014-07-09,265.2
2014-07-10,276.6
2014-07-11,267.4
2014-07-14,267.05
2014-07-15,274.5
2014-07-16,279.0
2014-07-17,276.75
2014-07-18,269.25
2014-07-21,267.5
2014-07-22,275.75
2014-07-23,275.65
2014-07-24,269.1
2014-07-25,267.85
2014-07-28,267.8
2014-07-30,264.4
2014-07-31,263.05
2014-08-01,258.95
2014-08-04,259.45
2014-08-05,264.15
2014-08-06,263.6
2014-08-07,262.45
2014-08-08,252.65
2014-08-11,247.45
2014-08-12,245.9
2014-08-13,239.1
2014-08-14,236.0
2014-08-18,237.2
2014-08-19,236.0
2014-08-20,238.1
2014-08-21,235.85
2014-08-22,234.0
2014-08-25,238.1
2014-08-26,239.5
2014-08-27,247.2
2014-08-28,251.75
2014-09-01,248.5
2014-09-02,248.25
2014-09-03,243.45
2014-09-04,251.7
2014-09-05,247.45
2014-09-08,250.25
2014-09-09,246.75
2014-09-10,248.0
2014-09-11,266.4
2014-09-12,258.55
2014-09-15,262.05
2014-09-16,252.95
2014-09-17,255.55
2014-09-18,261.9
2014-09-19,260.5
2014-09-22,260.05
2014-09-23,256.3
2014-09-24,251.4
2014-09-25,242.95
2014-09-26,248.85
2014-09-29,251.1
2014-09-30,261.05
2014-10-01,254.65
2014-10-07,250.55
2014-10-08,247.0
2014-10-09,253.3
2014-10-10,251.15
2014-10-13,253.45
2014-10-14,252.3
2014-10-16,246.75
2014-10-17,256.35
2014-10-20,251.05
2014-10-21,245.7
2014-10-22,249.05
2014-10-23,249.95
2014-10-27,250.2
2014-10-28,255.2
2014-10-29,256.2
2014-10-30,258.2
2014-10-31,258.15
2014-11-03,260.05
2014-11-05,258.0
2014-11-07,259.45
2014-11-10,257.2
2014-11-11,258.2
2014-11-12,258.05
2014-11-13,258.0
2014-11-14,258.5
2014-11-17,267.7
2014-11-18,272.95
2014-11-19,270.95
2014-11-20,261.55
2014-11-21,262.85
2014-11-24,280.85
2014-11-25,272.35
2014-11-26,279.3
2014-11-27,285.35
2014-11-28,284.15
2014-12-01,294.4
2014-12-02,285.35
2014-12-03,291.35
2014-12-04,287.35
2014-12-05,287.8
2014-12-08,276.7
2014-12-09,283.65
2014-12-10,284.65
2014-12-11,279.6
2014-12-12,277.95
2014-12-15,270.5
2014-12-16,260.1
2014-12-17,271.55
2014-12-18,279.7
2014-12-19,273.4
2014-12-22,258.65
2014-12-23,265.55
2014-12-24,265.3
2014-12-26,267.4
2014-12-29,268.2
2014-12-30,263.95
2014-12-31,269.85
