Date,PHILIPCARB
2014-01-01,61.1
2014-01-02,59.15
2014-01-03,59.95
2014-01-06,60.0
2014-01-07,61.35
2014-01-08,60.4
2014-01-09,59.75
2014-01-10,58.85
2014-01-13,58.8
2014-01-14,60.0
2014-01-15,58.0
2014-01-16,57.8
2014-01-17,56.75
2014-01-20,57.25
2014-01-21,56.5
2014-01-22,57.3
2014-01-23,56.0
2014-01-24,53.7
2014-01-27,52.65
2014-01-28,53.25
2014-01-29,54.25
2014-01-30,52.3
2014-01-31,52.55
2014-02-03,53.75
2014-02-04,53.35
2014-02-05,52.85
2014-02-06,51.8
2014-02-07,51.75
2014-02-10,51.55
2014-02-11,51.95
2014-02-12,48.65
2014-02-13,47.25
2014-02-14,48.05
2014-02-17,46.3
2014-02-18,47.65
2014-02-19,47.95
2014-02-20,48.85
2014-02-21,48.5
2014-02-24,47.7
2014-02-25,46.65
2014-02-26,47.25
2014-02-28,46.35
2014-03-03,46.1
2014-03-04,46.45
2014-03-05,46.7
2014-03-06,54.15
2014-03-07,52.9
2014-03-10,52.4
2014-03-11,51.75
2014-03-12,51.8
2014-03-13,51.3
2014-03-14,49.95
2014-03-18,49.8
2014-03-19,51.1
2014-03-20,51.2
2014-03-21,50.3
2014-03-22,50.85
2014-03-24,50.9
2014-03-25,50.7
2014-03-26,49.55
2014-03-27,49.3
2014-03-28,51.55
2014-03-31,56.6
2014-04-01,56.5
2014-04-02,57.25
2014-04-03,56.1
2014-04-04,56.35
2014-04-07,61.9
2014-04-09,62.2
2014-04-10,64.05
2014-04-11,62.3
2014-04-15,60.6
2014-04-16,58.1
2014-04-17,58.9
2014-04-21,59.3
2014-04-22,62.45
2014-04-23,63.15
2014-04-25,66.0
2014-04-28,65.2
2014-04-29,62.7
2014-04-30,60.7
2014-05-02,60.35
2014-05-05,60.5
2014-05-06,60.0
2014-05-07,59.5
2014-05-08,58.6
2014-05-09,60.15
2014-05-12,60.45
2014-05-13,60.3
2014-05-14,60.65
2014-05-15,60.15
2014-05-16,63.2
2014-05-19,70.95
2014-05-20,71.05
2014-05-21,73.95
2014-05-22,74.15
2014-05-23,73.75
2014-05-26,69.95
2014-05-27,69.4
2014-05-28,68.55
2014-05-29,68.25
2014-05-30,70.7
2014-06-02,76.55
2014-06-03,77.3
2014-06-04,80.05
2014-06-05,83.6
2014-06-06,83.15
2014-06-09,84.5
2014-06-10,84.1
2014-06-11,81.25
2014-06-12,80.05
2014-06-13,77.6
2014-06-16,77.25
2014-06-17,80.3
2014-06-18,76.0
2014-06-19,78.2
2014-06-20,75.2
2014-06-23,73.8
2014-06-24,75.9
2014-06-25,79.15
2014-06-26,78.2
2014-06-27,80.2
2014-06-30,84.8
2014-07-01,86.5
2014-07-02,88.05
2014-07-03,86.2
2014-07-04,90.5
2014-07-07,100.0
2014-07-08,90.1
2014-07-09,89.9
2014-07-10,90.45
2014-07-11,84.85
2014-07-14,85.1
2014-07-15,86.3
2014-07-16,89.8
2014-07-17,91.0
2014-07-18,89.3
2014-07-21,90.2
2014-07-22,90.95
2014-07-23,88.7
2014-07-24,102.05
2014-07-25,95.05
2014-07-28,97.8
2014-07-30,90.55
2014-07-31,88.4
2014-08-01,87.35
2014-08-04,89.4
2014-08-05,92.0
2014-08-06,90.05
2014-08-07,88.4
2014-08-08,85.55
2014-08-11,86.4
2014-08-12,87.6
2014-08-13,82.4
2014-08-14,85.3
2014-08-18,87.0
2014-08-19,87.0
2014-08-20,87.25
2014-08-21,90.9
2014-08-22,96.1
2014-08-25,92.25
2014-08-26,89.95
2014-08-27,89.4
2014-08-28,87.85
2014-09-01,90.1
2014-09-02,90.25
2014-09-03,90.8
2014-09-04,91.1
2014-09-05,95.45
2014-09-08,102.75
2014-09-09,106.45
2014-09-10,113.0
2014-09-11,135.6
2014-09-12,135.6
2014-09-15,134.95
2014-09-16,121.95
2014-09-17,129.0
2014-09-18,133.45
2014-09-19,127.9
2014-09-22,127.85
2014-09-23,115.55
2014-09-24,112.55
2014-09-25,106.6
2014-09-26,109.9
2014-09-29,112.45
2014-09-30,111.15
2014-10-01,111.7
2014-10-07,112.1
2014-10-08,113.3
2014-10-09,117.15
2014-10-10,114.8
2014-10-13,118.2
2014-10-14,115.45
2014-10-16,114.05
2014-10-17,112.25
2014-10-20,113.15
2014-10-21,116.25
2014-10-22,116.9
2014-10-23,117.45
2014-10-27,116.6
2014-10-28,115.85
2014-10-29,116.9
2014-10-30,116.95
2014-10-31,116.75
2014-11-03,116.9
2014-11-05,116.05
2014-11-07,114.5
2014-11-10,117.25
2014-11-11,118.45
2014-11-12,117.05
2014-11-13,116.2
2014-11-14,116.8
2014-11-17,140.15
2014-11-18,138.95
2014-11-19,148.5
2014-11-20,144.65
2014-11-21,143.25
2014-11-24,141.45
2014-11-25,133.8
2014-11-26,134.5
2014-11-27,143.65
2014-11-28,144.65
2014-12-01,150.8
2014-12-02,148.55
2014-12-03,152.5
2014-12-04,149.6
2014-12-05,150.05
2014-12-08,145.35
2014-12-09,141.6
2014-12-10,143.65
2014-12-11,141.85
2014-12-12,139.3
2014-12-15,138.35
2014-12-16,132.1
2014-12-17,129.55
2014-12-18,137.5
2014-12-19,137.35
2014-12-22,136.1
2014-12-23,131.75
2014-12-24,130.55
2014-12-26,153.8
2014-12-29,151.9
2014-12-30,151.05
2014-12-31,150.2
