Date,KOTARISUG
2014-01-01,7.25
2014-01-03,7.25
2014-01-06,7.0
2014-01-07,7.1
2014-01-08,7.15
2014-01-09,7.4
2014-01-10,7.1
2014-01-13,7.15
2014-01-14,7.0
2014-01-15,6.8
2014-01-16,6.9
2014-01-17,7.2
2014-01-20,7.2
2014-01-21,7.1
2014-01-22,7.05
2014-01-23,7.1
2014-01-24,7.2
2014-01-27,7.15
2014-01-28,6.9
2014-01-29,6.8
2014-01-30,6.6
2014-01-31,6.6
2014-02-03,6.9
2014-02-04,6.9
2014-02-05,6.6
2014-02-06,6.9
2014-02-07,6.6
2014-02-10,6.5
2014-02-11,6.6
2014-02-12,6.5
2014-02-13,6.7
2014-02-14,6.5
2014-02-17,6.5
2014-02-18,6.5
2014-02-19,6.65
2014-02-20,6.7
2014-02-21,6.55
2014-02-24,6.4
2014-02-25,6.5
2014-02-26,6.8
2014-02-28,6.55
2014-03-03,6.7
2014-03-04,6.45
2014-03-05,6.75
2014-03-06,6.8
2014-03-07,6.5
2014-03-10,7.05
2014-03-11,6.8
2014-03-12,6.95
2014-03-13,6.75
2014-03-14,6.9
2014-03-18,6.65
2014-03-19,6.95
2014-03-20,6.95
2014-03-21,6.95
2014-03-22,6.7
2014-03-24,6.75
2014-03-25,6.55
2014-03-26,6.7
2014-03-27,6.6
2014-03-28,6.55
2014-03-31,6.65
2014-04-01,7.3
2014-04-02,7.85
2014-04-03,7.55
2014-04-04,8.2
2014-04-07,8.15
2014-04-09,8.45
2014-04-10,8.35
2014-04-11,8.3
2014-04-15,8.05
2014-04-16,8.25
2014-04-17,8.65
2014-04-21,9.05
2014-04-22,9.5
2014-04-23,9.95
2014-04-25,9.5
2014-04-28,9.4
2014-04-29,9.0
2014-04-30,8.6
2014-05-02,8.3
2014-05-05,7.9
2014-05-06,7.8
2014-05-07,7.95
2014-05-08,7.85
2014-05-09,8.0
2014-05-12,7.65
2014-05-13,7.7
2014-05-14,7.6
2014-05-15,7.6
2014-05-16,7.5
2014-05-19,7.85
2014-05-20,7.95
2014-05-21,8.3
2014-05-22,8.7
2014-05-23,9.1
2014-05-26,8.8
2014-05-27,8.75
2014-05-28,8.4
2014-05-29,8.3
2014-05-30,8.35
2014-06-02,8.4
2014-06-03,8.8
2014-06-04,9.2
2014-06-05,9.65
2014-06-06,10.1
2014-06-09,10.45
2014-06-10,10.3
2014-06-11,10.05
2014-06-12,9.85
2014-06-13,9.4
2014-06-16,9.4
2014-06-17,9.45
2014-06-18,9.15
2014-06-19,9.25
2014-06-20,9.05
2014-06-23,9.5
2014-06-24,9.75
2014-06-25,9.3
2014-06-26,9.15
2014-06-27,9.1
2014-06-30,9.15
2014-07-01,9.5
2014-07-02,9.05
2014-07-03,9.25
2014-07-04,9.05
2014-07-07,9.1
2014-07-08,8.95
2014-07-09,8.65
2014-07-10,8.9
2014-07-11,8.3
2014-07-14,7.9
2014-07-15,8.65
2014-07-16,8.3
2014-07-17,8.25
2014-07-18,8.3
2014-07-21,8.15
2014-07-22,8.2
2014-07-23,8.0
2014-07-24,8.1
2014-07-25,7.95
2014-07-28,8.4
2014-07-30,8.4
2014-07-31,8.1
2014-08-01,8.55
2014-08-04,8.85
2014-08-05,8.7
2014-08-06,8.75
2014-08-07,8.3
2014-08-08,8.1
2014-08-11,8.45
2014-08-12,8.5
2014-08-13,8.45
2014-08-14,8.6
2014-08-18,8.65
2014-08-19,8.65
2014-08-20,8.9
2014-08-21,8.6
2014-08-22,9.6
2014-08-25,9.8
2014-08-26,9.4
2014-08-27,8.9
2014-08-28,8.7
2014-09-01,8.55
2014-09-02,8.95
2014-09-03,8.7
2014-09-04,8.4
2014-09-05,8.4
2014-09-08,8.4
2014-09-09,8.5
2014-09-10,9.05
2014-09-11,9.3
2014-09-12,9.25
2014-09-15,10.2
2014-09-16,9.4
2014-09-17,9.35
2014-09-18,9.65
2014-09-19,9.8
2014-09-22,9.7
2014-09-23,9.15
2014-09-24,8.85
2014-09-25,8.55
2014-09-26,8.6
2014-09-29,8.65
2014-09-30,9.0
2014-10-01,8.65
2014-10-07,8.85
2014-10-08,9.25
2014-10-09,9.05
2014-10-10,9.2
2014-10-13,8.9
2014-10-14,8.75
2014-10-16,9.0
2014-10-17,8.2
2014-10-20,8.45
2014-10-21,8.7
2014-10-22,8.75
2014-10-23,8.7
2014-10-27,8.75
2014-10-28,8.75
2014-10-29,8.7
2014-10-30,8.7
2014-10-31,8.8
2014-11-03,8.45
2014-11-05,8.9
2014-11-07,8.85
2014-11-10,8.7
2014-11-11,8.8
2014-11-12,8.95
2014-11-13,9.05
2014-11-14,8.85
2014-11-17,8.6
2014-11-18,8.9
2014-11-19,8.85
2014-11-20,8.55
2014-11-21,8.5
2014-11-24,8.55
2014-11-25,8.45
2014-11-26,8.5
2014-11-27,8.75
2014-11-28,8.35
2014-12-01,8.4
2014-12-02,8.3
2014-12-03,8.25
2014-12-04,8.4
2014-12-05,8.45
2014-12-08,8.3
2014-12-09,8.0
2014-12-10,8.5
2014-12-11,9.05
2014-12-12,8.2
2014-12-15,8.1
2014-12-16,8.05
2014-12-17,8.0
2014-12-18,8.2
2014-12-19,8.05
2014-12-22,7.95
2014-12-23,7.95
2014-12-24,8.05
2014-12-26,7.9
2014-12-29,8.4
2014-12-30,8.2
2014-12-31,8.05
