Date,BHARTIARTL
2014-01-01,337.75
2014-01-02,328.7
2014-01-03,329.35
2014-01-06,329.35
2014-01-07,331.7
2014-01-08,332.4
2014-01-09,329.6
2014-01-10,330.55
2014-01-13,331.0
2014-01-14,327.95
2014-01-15,331.5
2014-01-16,315.55
2014-01-17,310.9
2014-01-20,308.55
2014-01-21,304.9
2014-01-22,309.75
2014-01-23,314.65
2014-01-24,313.15
2014-01-27,306.9
2014-01-28,306.0
2014-01-29,301.9
2014-01-30,308.65
2014-01-31,315.0
2014-02-03,305.85
2014-02-04,316.25
2014-02-05,314.3
2014-02-06,315.1
2014-02-07,315.55
2014-02-10,307.0
2014-02-11,304.6
2014-02-12,307.95
2014-02-13,302.9
2014-02-14,305.4
2014-02-17,304.65
2014-02-18,302.25
2014-02-19,302.55
2014-02-20,296.9
2014-02-21,288.15
2014-02-24,282.8
2014-02-25,287.1
2014-02-26,288.2
2014-02-28,287.6
2014-03-03,286.65
2014-03-04,287.35
2014-03-05,282.75
2014-03-06,285.85
2014-03-07,301.9
2014-03-10,305.15
2014-03-11,303.05
2014-03-12,300.15
2014-03-13,300.9
2014-03-14,295.0
2014-03-18,295.1
2014-03-19,299.7
2014-03-20,295.5
2014-03-21,292.45
2014-03-22,293.9
2014-03-24,293.95
2014-03-25,294.85
2014-03-26,298.55
2014-03-27,310.7
2014-03-28,317.4
2014-03-31,317.75
2014-04-01,315.35
2014-04-02,325.85
2014-04-03,320.7
2014-04-04,316.2
2014-04-07,317.45
2014-04-09,320.1
2014-04-10,319.75
2014-04-11,322.25
2014-04-15,325.25
2014-04-16,323.7
2014-04-17,325.55
2014-04-21,334.8
2014-04-22,335.25
2014-04-23,338.8
2014-04-25,341.7
2014-04-28,337.65
2014-04-29,335.0
2014-04-30,328.05
2014-05-02,325.6
2014-05-05,320.3
2014-05-06,314.9
2014-05-07,311.0
2014-05-08,308.0
2014-05-09,309.45
2014-05-12,317.55
2014-05-13,319.2
2014-05-14,323.2
2014-05-15,321.4
2014-05-16,330.75
2014-05-19,338.2
2014-05-20,347.55
2014-05-21,339.3
2014-05-22,332.6
2014-05-23,343.65
2014-05-26,339.5
2014-05-27,335.9
2014-05-28,341.6
2014-05-29,337.55
2014-05-30,344.1
2014-06-02,361.6
2014-06-03,360.2
2014-06-04,353.9
2014-06-05,355.2
2014-06-06,355.9
2014-06-09,356.4
2014-06-10,361.55
2014-06-11,355.35
2014-06-12,342.0
2014-06-13,333.3
2014-06-16,332.65
2014-06-17,338.25
2014-06-18,340.25
2014-06-19,338.15
2014-06-20,338.75
2014-06-23,341.55
2014-06-24,340.95
2014-06-25,337.0
2014-06-26,338.45
2014-06-27,331.7
2014-06-30,336.9
2014-07-01,335.5
2014-07-02,338.15
2014-07-03,336.95
2014-07-04,339.25
2014-07-07,344.45
2014-07-08,340.55
2014-07-09,341.5
2014-07-10,334.05
2014-07-11,335.5
2014-07-14,332.1
2014-07-15,334.55
2014-07-16,336.2
2014-07-17,336.6
2014-07-18,336.25
2014-07-21,337.2
2014-07-22,354.15
2014-07-23,354.35
2014-07-24,354.6
2014-07-25,354.8
2014-07-28,353.95
2014-07-30,373.15
2014-07-31,372.9
2014-08-01,380.05
2014-08-04,376.9
2014-08-05,374.75
2014-08-06,367.65
2014-08-07,365.8
2014-08-08,374.0
2014-08-11,376.45
2014-08-12,369.95
2014-08-13,368.6
2014-08-14,365.2
2014-08-18,376.3
2014-08-19,377.15
2014-08-20,374.55
2014-08-21,371.1
2014-08-22,365.1
2014-08-25,369.1
2014-08-26,369.6
2014-08-27,369.0
2014-08-28,369.8
2014-09-01,375.8
2014-09-02,391.6
2014-09-03,404.5
2014-09-04,404.5
2014-09-05,401.1
2014-09-08,403.75
2014-09-09,406.1
2014-09-10,407.75
2014-09-11,406.05
2014-09-12,414.0
2014-09-15,411.55
2014-09-16,412.3
2014-09-17,414.35
2014-09-18,415.9
2014-09-19,414.95
2014-09-22,415.15
2014-09-23,406.5
2014-09-24,403.15
2014-09-25,406.25
2014-09-26,405.05
2014-09-29,403.25
2014-09-30,405.2
2014-10-01,403.2
2014-10-07,403.4
2014-10-08,399.7
2014-10-09,404.95
2014-10-10,392.3
2014-10-13,391.55
2014-10-14,398.4
2014-10-16,388.15
2014-10-17,395.95
2014-10-20,401.7
2014-10-21,410.65
2014-10-22,409.45
2014-10-23,410.25
2014-10-27,414.55
2014-10-28,407.7
2014-10-29,405.1
2014-10-30,407.5
2014-10-31,398.9
2014-11-03,395.75
2014-11-05,384.55
2014-11-07,390.85
2014-11-10,391.25
2014-11-11,385.0
2014-11-12,387.3
2014-11-13,390.9
2014-11-14,388.35
2014-11-17,393.2
2014-11-18,399.5
2014-11-19,401.75
2014-11-20,397.75
2014-11-21,401.55
2014-11-24,399.45
2014-11-25,403.6
2014-11-26,393.35
2014-11-27,385.4
2014-11-28,382.3
2014-12-01,377.8
2014-12-02,384.35
2014-12-03,378.4
2014-12-04,369.9
2014-12-05,367.8
2014-12-08,369.75
2014-12-09,354.15
2014-12-10,353.3
2014-12-11,343.3
2014-12-12,347.95
2014-12-15,349.95
2014-12-16,350.05
2014-12-17,342.05
2014-12-18,348.2
2014-12-19,343.1
2014-12-22,348.8
2014-12-23,355.2
2014-12-24,353.1
2014-12-26,354.3
2014-12-29,351.2
2014-12-30,349.75
2014-12-31,352.7
