Date,BEL
2014-01-01,1025.25
2014-01-02,1021.25
2014-01-03,1014.9
2014-01-06,1026.45
2014-01-07,1021.4
2014-01-08,1018.85
2014-01-09,1012.05
2014-01-10,990.45
2014-01-13,1005.65
2014-01-14,1006.0
2014-01-15,1000.95
2014-01-16,995.85
2014-01-17,996.55
2014-01-20,1005.8
2014-01-21,997.0
2014-01-22,1000.6
2014-01-23,1004.3
2014-01-24,972.0
2014-01-27,947.8
2014-01-28,955.0
2014-01-29,941.9
2014-01-30,934.85
2014-01-31,928.5
2014-02-03,913.55
2014-02-04,922.1
2014-02-05,918.5
2014-02-06,908.0
2014-02-07,915.1
2014-02-10,928.35
2014-02-11,930.55
2014-02-12,951.95
2014-02-13,957.0
2014-02-14,968.8
2014-02-17,949.65
2014-02-18,938.9
2014-02-19,938.0
2014-02-20,932.9
2014-02-21,928.7
2014-02-24,927.45
2014-02-25,944.15
2014-02-26,933.55
2014-02-28,930.2
2014-03-03,926.2
2014-03-04,923.35
2014-03-05,968.25
2014-03-06,981.8
2014-03-07,977.3
2014-03-10,986.35
2014-03-11,991.25
2014-03-12,976.8
2014-03-13,997.55
2014-03-14,1006.5
2014-03-18,1023.3
2014-03-19,1027.45
2014-03-20,1017.9
2014-03-21,990.3
2014-03-22,1009.95
2014-03-24,1057.85
2014-03-25,1059.85
2014-03-26,1080.35
2014-03-27,1113.25
2014-03-28,1147.25
2014-03-31,1147.95
2014-04-01,1128.65
2014-04-02,1110.05
2014-04-03,1089.35
2014-04-04,1136.45
2014-04-07,1114.25
2014-04-09,1135.9
2014-04-10,1217.2
2014-04-11,1203.75
2014-04-15,1226.25
2014-04-16,1204.85
2014-04-17,1212.7
2014-04-21,1224.95
2014-04-22,1225.65
2014-04-23,1235.4
2014-04-25,1242.75
2014-04-28,1241.35
2014-04-29,1250.05
2014-04-30,1210.6
2014-05-02,1212.25
2014-05-05,1230.4
2014-05-06,1232.2
2014-05-07,1226.85
2014-05-08,1210.25
2014-05-09,1220.5
2014-05-12,1246.4
2014-05-13,1340.1
2014-05-14,1325.95
2014-05-15,1331.25
2014-05-16,1415.9
2014-05-19,1459.55
2014-05-20,1503.3
2014-05-21,1508.7
2014-05-22,1578.35
2014-05-23,1630.25
2014-05-26,1629.65
2014-05-27,1580.3
2014-05-28,1588.7
2014-05-29,1578.0
2014-05-30,1607.6
2014-06-02,1672.5
2014-06-03,1712.4
2014-06-04,1734.1
2014-06-05,1784.75
2014-06-06,1837.1
2014-06-09,1885.3
2014-06-10,1846.1
2014-06-11,1814.35
2014-06-12,1808.3
2014-06-13,1821.2
2014-06-16,1825.6
2014-06-17,1819.15
2014-06-18,1821.45
2014-06-19,1957.0
2014-06-20,1949.25
2014-06-23,1948.4
2014-06-24,2008.35
2014-06-25,2110.5
2014-06-26,2113.9
2014-06-27,2044.05
2014-06-30,2151.2
2014-07-01,2193.55
2014-07-02,2183.1
2014-07-03,2171.5
2014-07-04,2186.25
2014-07-07,2272.1
2014-07-08,2143.4
2014-07-09,1960.6
2014-07-10,1834.1
2014-07-11,1774.05
2014-07-14,1799.05
2014-07-15,1857.5
2014-07-16,1857.25
2014-07-17,1838.95
2014-07-18,1850.05
2014-07-21,1824.4
2014-07-22,1843.4
2014-07-23,1846.55
2014-07-24,1827.1
2014-07-25,1798.3
2014-07-28,1742.25
2014-07-30,1746.9
2014-07-31,1762.25
2014-08-01,1753.45
2014-08-04,1765.8
2014-08-05,1770.95
2014-08-06,1789.2
2014-08-07,1773.2
2014-08-08,1789.7
2014-08-11,1805.2
2014-08-12,1789.55
2014-08-13,1739.7
2014-08-14,1761.0
2014-08-18,1821.7
2014-08-19,1821.05
2014-08-20,1792.1
2014-08-21,1778.2
2014-08-22,1807.45
2014-08-25,1805.9
2014-08-26,1766.5
2014-08-27,2082.3
2014-08-28,2056.8
2014-09-01,2110.6
2014-09-02,2074.6
2014-09-03,2025.75
2014-09-04,1984.2
2014-09-05,2079.75
2014-09-08,2090.3
2014-09-09,2062.4
2014-09-10,2045.3
2014-09-11,2117.85
2014-09-12,2097.6
2014-09-15,2144.0
2014-09-16,2085.6
2014-09-17,2117.25
2014-09-18,2114.75
2014-09-19,2114.45
2014-09-22,2102.2
2014-09-23,2084.25
2014-09-24,2100.45
2014-09-25,2050.45
2014-09-26,2011.7
2014-09-29,2019.65
2014-09-30,1990.1
2014-10-01,2054.5
2014-10-07,2001.8
2014-10-08,1980.7
2014-10-09,2045.25
2014-10-10,2006.65
2014-10-13,2002.0
2014-10-14,2008.55
2014-10-16,1984.0
2014-10-17,2000.0
2014-10-20,2020.1
2014-10-21,2007.45
2014-10-22,2068.5
2014-10-23,2057.05
2014-10-27,2055.6
2014-10-28,2046.05
2014-10-29,2040.05
2014-10-30,2041.85
2014-10-31,2083.65
2014-11-03,2087.5
2014-11-05,2064.65
2014-11-07,2231.65
2014-11-10,2280.0
2014-11-11,2296.9
2014-11-12,2308.05
2014-11-13,2267.6
2014-11-14,2245.4
2014-11-17,2280.45
2014-11-18,2264.15
2014-11-19,2239.4
2014-11-20,2197.75
2014-11-21,2191.55
2014-11-24,2303.7
2014-11-25,2280.05
2014-11-26,2302.2
2014-11-27,2304.55
2014-11-28,2321.65
2014-12-01,2305.9
2014-12-02,2514.95
2014-12-03,2633.25
2014-12-04,2929.9
2014-12-05,2894.35
2014-12-08,2814.05
2014-12-09,2844.8
2014-12-10,2812.15
2014-12-11,2891.9
2014-12-12,2798.45
2014-12-15,2716.4
2014-12-16,2652.5
2014-12-17,2651.65
2014-12-18,2785.1
2014-12-19,2798.1
2014-12-22,2768.5
2014-12-23,2736.5
2014-12-24,2726.9
2014-12-26,2726.75
2014-12-29,2730.7
2014-12-30,2808.75
2014-12-31,2947.55
