Date,UNIONBANK
2014-01-01,131.1
2014-01-02,126.6
2014-01-03,128.55
2014-01-06,126.0
2014-01-07,123.9
2014-01-08,129.3
2014-01-09,125.75
2014-01-10,123.85
2014-01-13,124.25
2014-01-14,122.25
2014-01-15,125.05
2014-01-16,123.8
2014-01-17,122.05
2014-01-20,121.5
2014-01-21,122.75
2014-01-22,122.0
2014-01-23,120.0
2014-01-24,116.0
2014-01-27,110.6
2014-01-28,110.75
2014-01-29,108.05
2014-01-30,103.4
2014-01-31,108.2
2014-02-03,104.95
2014-02-04,106.05
2014-02-05,105.6
2014-02-06,105.05
2014-02-07,105.7
2014-02-10,105.35
2014-02-11,105.25
2014-02-12,104.3
2014-02-13,102.0
2014-02-14,102.5
2014-02-17,102.8
2014-02-18,104.9
2014-02-19,104.65
2014-02-20,102.8
2014-02-21,103.05
2014-02-24,103.25
2014-02-25,102.05
2014-02-26,101.75
2014-02-28,102.9
2014-03-03,101.55
2014-03-04,105.6
2014-03-05,109.2
2014-03-06,111.55
2014-03-07,115.3
2014-03-10,116.95
2014-03-11,116.15
2014-03-12,113.45
2014-03-13,113.2
2014-03-14,112.85
2014-03-18,118.45
2014-03-19,119.0
2014-03-20,115.1
2014-03-21,116.45
2014-03-22,116.2
2014-03-24,117.8
2014-03-25,118.65
2014-03-26,119.65
2014-03-27,122.0
2014-03-28,133.75
2014-03-31,137.4
2014-04-01,134.85
2014-04-02,144.0
2014-04-03,142.6
2014-04-04,141.75
2014-04-07,138.55
2014-04-09,147.6
2014-04-10,151.85
2014-04-11,155.25
2014-04-15,151.7
2014-04-16,145.5
2014-04-17,152.35
2014-04-21,154.6
2014-04-22,150.0
2014-04-23,149.05
2014-04-25,153.0
2014-04-28,158.1
2014-04-29,154.45
2014-04-30,151.15
2014-05-02,153.15
2014-05-05,156.15
2014-05-06,153.55
2014-05-07,147.9
2014-05-08,135.25
2014-05-09,145.25
2014-05-12,149.45
2014-05-13,154.2
2014-05-14,168.3
2014-05-15,171.2
2014-05-16,182.75
2014-05-19,202.9
2014-05-20,207.75
2014-05-21,206.8
2014-05-22,214.85
2014-05-23,228.45
2014-05-26,212.4
2014-05-27,215.95
2014-05-28,209.9
2014-05-29,212.1
2014-05-30,206.05
2014-06-02,218.9
2014-06-03,216.6
2014-06-04,231.65
2014-06-05,234.85
2014-06-06,252.75
2014-06-09,254.5
2014-06-10,244.75
2014-06-11,242.55
2014-06-12,238.7
2014-06-13,229.0
2014-06-16,226.95
2014-06-17,236.6
2014-06-18,231.4
2014-06-19,230.3
2014-06-20,220.0
2014-06-23,226.3
2014-06-24,231.7
2014-06-25,229.2
2014-06-26,227.4
2014-06-27,226.8
2014-06-30,240.85
2014-07-01,234.55
2014-07-02,233.1
2014-07-03,230.7
2014-07-04,228.0
2014-07-07,223.25
2014-07-08,204.75
2014-07-09,201.7
2014-07-10,198.45
2014-07-11,186.65
2014-07-14,190.5
2014-07-15,197.8
2014-07-16,202.85
2014-07-17,202.75
2014-07-18,199.9
2014-07-21,197.9
2014-07-22,197.15
2014-07-23,196.2
2014-07-24,198.55
2014-07-25,192.7
2014-07-28,192.1
2014-07-30,193.5
2014-07-31,191.25
2014-08-01,196.7
2014-08-04,201.3
2014-08-05,205.05
2014-08-06,202.35
2014-08-07,201.7
2014-08-08,193.2
2014-08-11,196.6
2014-08-12,200.45
2014-08-13,189.9
2014-08-14,192.1
2014-08-18,199.55
2014-08-19,201.75
2014-08-20,197.9
2014-08-21,212.9
2014-08-22,220.65
2014-08-25,211.0
2014-08-26,203.85
2014-08-27,208.85
2014-08-28,208.9
2014-09-01,217.45
2014-09-02,216.85
2014-09-03,216.2
2014-09-04,211.45
2014-09-05,208.5
2014-09-08,209.6
2014-09-09,205.85
2014-09-10,202.7
2014-09-11,210.1
2014-09-12,214.6
2014-09-15,220.45
2014-09-16,210.1
2014-09-17,212.8
2014-09-18,221.95
2014-09-19,216.15
2014-09-22,218.25
2014-09-23,209.2
2014-09-24,205.25
2014-09-25,190.2
2014-09-26,201.1
2014-09-29,194.35
2014-09-30,188.8
2014-10-01,190.7
2014-10-07,189.3
2014-10-08,195.35
2014-10-09,203.6
2014-10-10,200.95
2014-10-13,206.95
2014-10-14,212.4
2014-10-16,208.7
2014-10-17,217.55
2014-10-20,222.65
2014-10-21,219.75
2014-10-22,221.45
2014-10-23,221.15
2014-10-27,228.0
2014-10-28,231.95
2014-10-29,225.4
2014-10-30,224.25
2014-10-31,225.6
2014-11-03,225.6
2014-11-05,221.05
2014-11-07,214.55
2014-11-10,211.95
2014-11-11,219.0
2014-11-12,220.8
2014-11-13,215.2
2014-11-14,216.9
2014-11-17,220.95
2014-11-18,223.45
2014-11-19,217.3
2014-11-20,211.7
2014-11-21,211.55
2014-11-24,212.6
2014-11-25,204.25
2014-11-26,203.6
2014-11-27,204.55
2014-11-28,215.25
2014-12-01,217.45
2014-12-02,219.25
2014-12-03,222.3
2014-12-04,226.35
2014-12-05,227.9
2014-12-08,228.3
2014-12-09,217.3
2014-12-10,223.95
2014-12-11,220.9
2014-12-12,215.3
2014-12-15,211.5
2014-12-16,210.25
2014-12-17,214.7
2014-12-18,222.15
2014-12-19,221.0
2014-12-22,228.35
2014-12-23,223.45
2014-12-24,228.25
2014-12-26,240.9
2014-12-29,236.2
2014-12-30,241.5
2014-12-31,239.4
