Date,IMPAL
2014-01-01,394.0
2014-01-02,394.0
2014-01-03,390.0
2014-01-06,390.0
2014-01-07,390.0
2014-01-08,404.5
2014-01-09,397.0
2014-01-10,397.0
2014-01-13,402.8
2014-01-14,401.3
2014-01-15,407.5
2014-01-16,405.0
2014-01-17,409.5
2014-01-20,407.75
2014-01-21,406.2
2014-01-22,416.25
2014-01-23,407.55
2014-01-24,402.1
2014-01-27,400.05
2014-01-28,411.35
2014-01-29,415.0
2014-01-30,408.65
2014-01-31,417.95
2014-02-03,419.9
2014-02-04,416.5
2014-02-05,424.0
2014-02-06,422.4
2014-02-07,411.7
2014-02-10,422.55
2014-02-11,425.0
2014-02-12,424.95
2014-02-13,427.5
2014-02-14,414.1
2014-02-17,415.4
2014-02-18,412.9
2014-02-19,412.05
2014-02-20,413.95
2014-02-21,413.25
2014-02-24,405.25
2014-02-25,414.9
2014-02-26,406.95
2014-02-28,405.35
2014-03-03,413.0
2014-03-04,415.0
2014-03-05,407.0
2014-03-06,415.0
2014-03-07,406.55
2014-03-10,412.0
2014-03-11,405.55
2014-03-12,405.8
2014-03-13,418.4
2014-03-14,410.45
2014-03-18,408.3
2014-03-19,410.0
2014-03-20,417.0
2014-03-21,410.95
2014-03-22,407.05
2014-03-24,406.9
2014-03-25,405.5
2014-03-26,405.7
2014-03-27,406.15
2014-03-28,407.55
2014-03-31,422.6
2014-04-01,414.7
2014-04-02,414.65
2014-04-03,420.0
2014-04-04,411.9
2014-04-07,415.0
2014-04-09,417.15
2014-04-10,429.0
2014-04-11,434.15
2014-04-15,442.25
2014-04-16,452.05
2014-04-17,448.95
2014-04-21,444.55
2014-04-22,444.95
2014-04-23,453.1
2014-04-25,451.55
2014-04-28,453.3
2014-04-29,455.05
2014-04-30,453.0
2014-05-02,457.7
2014-05-05,452.4
2014-05-06,445.0
2014-05-07,448.2
2014-05-08,444.8
2014-05-09,433.0
2014-05-12,446.9
2014-05-13,442.15
2014-05-14,451.35
2014-05-15,438.3
2014-05-16,427.5
2014-05-19,436.5
2014-05-20,463.75
2014-05-21,469.9
2014-05-22,468.25
2014-05-23,476.3
2014-05-26,470.0
2014-05-27,476.5
2014-05-28,470.0
2014-05-29,469.95
2014-05-30,456.55
2014-06-02,472.65
2014-06-03,481.85
2014-06-04,488.45
2014-06-05,497.15
2014-06-06,499.2
2014-06-09,510.0
2014-06-10,503.05
2014-06-11,505.0
2014-06-12,500.65
2014-06-13,479.85
2014-06-16,477.0
2014-06-17,486.35
2014-06-18,485.3
2014-06-19,488.8
2014-06-20,495.3
2014-06-23,495.0
2014-06-24,500.0
2014-06-25,498.85
2014-06-26,500.5
2014-06-27,500.8
2014-06-30,514.9
2014-07-01,525.0
2014-07-02,529.5
2014-07-03,537.9
2014-07-04,525.0
2014-07-07,534.95
2014-07-08,515.0
2014-07-09,494.75
2014-07-10,501.85
2014-07-11,484.2
2014-07-14,484.05
2014-07-15,494.75
2014-07-16,492.0
2014-07-17,487.0
2014-07-18,499.9
2014-07-21,517.15
2014-07-22,500.55
2014-07-23,503.2
2014-07-24,511.0
2014-07-25,510.0
2014-07-28,508.5
2014-07-30,510.0
2014-07-31,552.1
2014-08-01,598.5
2014-08-04,603.0
2014-08-05,591.65
2014-08-06,591.65
2014-08-07,571.6
2014-08-08,564.1
2014-08-11,598.75
2014-08-12,582.45
2014-08-13,567.65
2014-08-14,569.65
2014-08-18,570.05
2014-08-19,575.35
2014-08-20,575.65
2014-08-21,572.35
2014-08-22,646.85
2014-08-25,671.2
2014-08-26,638.55
2014-08-27,629.35
2014-08-28,621.65
2014-09-01,624.15
2014-09-02,634.8
2014-09-03,625.2
2014-09-04,624.0
2014-09-05,635.4
2014-09-08,650.95
2014-09-09,648.35
2014-09-10,636.7
2014-09-11,679.65
2014-09-12,672.65
2014-09-15,716.05
2014-09-16,680.1
2014-09-17,676.45
2014-09-18,678.7
2014-09-19,685.1
2014-09-22,683.5
2014-09-23,658.75
2014-09-24,643.4
2014-09-25,638.15
2014-09-26,630.0
2014-09-29,635.65
2014-09-30,649.2
2014-10-01,668.9
2014-10-07,652.15
2014-10-08,651.95
2014-10-09,651.7
2014-10-10,641.3
2014-10-13,641.2
2014-10-14,645.0
2014-10-16,625.0
2014-10-17,604.05
2014-10-20,646.9
2014-10-21,665.7
2014-10-22,678.5
2014-10-23,729.05
2014-10-27,728.9
2014-10-28,705.35
2014-10-29,699.4
2014-10-30,695.4
2014-10-31,689.15
2014-11-03,691.8
2014-11-05,683.85
2014-11-07,684.35
2014-11-10,679.2
2014-11-11,690.55
2014-11-12,716.5
2014-11-13,697.45
2014-11-14,739.8
2014-11-17,751.85
2014-11-18,726.05
2014-11-19,724.25
2014-11-20,735.85
2014-11-21,728.5
2014-11-24,739.3
2014-11-25,750.2
2014-11-26,726.05
2014-11-27,721.8
2014-11-28,735.0
2014-12-01,725.05
2014-12-02,714.4
2014-12-03,718.9
2014-12-04,714.05
2014-12-05,720.0
2014-12-08,750.1
2014-12-09,734.3
2014-12-10,740.4
2014-12-11,735.0
2014-12-12,789.6
2014-12-15,758.9
2014-12-16,739.25
2014-12-17,715.85
2014-12-18,761.35
2014-12-19,751.85
2014-12-22,740.8
2014-12-23,739.15
2014-12-24,729.7
2014-12-26,734.25
2014-12-29,724.3
2014-12-30,730.0
2014-12-31,738.7
