Date,RUCHISOYA
2014-01-01,38.15
2014-01-02,35.7
2014-01-03,35.85
2014-01-06,35.0
2014-01-07,38.25
2014-01-08,37.6
2014-01-09,36.65
2014-01-10,35.4
2014-01-13,34.9
2014-01-14,34.55
2014-01-15,34.65
2014-01-16,34.45
2014-01-17,33.45
2014-01-20,33.3
2014-01-21,33.75
2014-01-22,33.65
2014-01-23,33.7
2014-01-24,32.65
2014-01-27,31.7
2014-01-28,31.85
2014-01-29,33.35
2014-01-30,31.5
2014-01-31,31.25
2014-02-03,31.35
2014-02-04,31.3
2014-02-05,31.45
2014-02-06,31.4
2014-02-07,31.25
2014-02-10,31.3
2014-02-11,31.35
2014-02-12,31.1
2014-02-13,30.3
2014-02-14,29.5
2014-02-17,29.0
2014-02-18,29.8
2014-02-19,30.65
2014-02-20,30.9
2014-02-21,30.65
2014-02-24,31.25
2014-02-25,30.55
2014-02-26,30.4
2014-02-28,30.4
2014-03-03,30.0
2014-03-04,30.3
2014-03-05,30.1
2014-03-06,30.8
2014-03-07,32.5
2014-03-10,32.2
2014-03-11,32.05
2014-03-12,30.8
2014-03-13,29.95
2014-03-14,29.95
2014-03-18,29.35
2014-03-19,28.85
2014-03-20,28.7
2014-03-21,27.65
2014-03-22,27.9
2014-03-24,28.0
2014-03-25,27.85
2014-03-26,27.1
2014-03-27,27.3
2014-03-28,28.55
2014-03-31,29.25
2014-04-01,29.15
2014-04-02,30.8
2014-04-03,31.95
2014-04-04,32.95
2014-04-07,33.25
2014-04-09,33.95
2014-04-10,33.55
2014-04-11,33.75
2014-04-15,33.3
2014-04-16,32.8
2014-04-17,34.15
2014-04-21,34.7
2014-04-22,36.8
2014-04-23,37.4
2014-04-25,38.55
2014-04-28,39.3
2014-04-29,38.2
2014-04-30,36.05
2014-05-02,35.95
2014-05-05,36.05
2014-05-06,35.5
2014-05-07,36.0
2014-05-08,36.6
2014-05-09,36.95
2014-05-12,36.2
2014-05-13,36.9
2014-05-14,38.1
2014-05-15,36.8
2014-05-16,37.15
2014-05-19,39.65
2014-05-20,40.45
2014-05-21,40.2
2014-05-22,40.9
2014-05-23,43.3
2014-05-26,44.05
2014-05-27,42.9
2014-05-28,45.5
2014-05-29,45.2
2014-05-30,44.15
2014-06-02,42.5
2014-06-03,44.4
2014-06-04,45.25
2014-06-05,45.65
2014-06-06,47.6
2014-06-09,47.0
2014-06-10,46.55
2014-06-11,47.35
2014-06-12,48.95
2014-06-13,45.25
2014-06-16,44.95
2014-06-17,47.9
2014-06-18,48.35
2014-06-19,47.85
2014-06-20,46.3
2014-06-23,46.65
2014-06-24,47.85
2014-06-25,47.6
2014-06-26,47.3
2014-06-27,46.7
2014-06-30,49.15
2014-07-01,48.95
2014-07-02,48.3
2014-07-03,47.75
2014-07-04,47.35
2014-07-07,46.35
2014-07-08,43.95
2014-07-09,42.6
2014-07-10,42.8
2014-07-11,41.25
2014-07-14,41.3
2014-07-15,42.15
2014-07-16,43.8
2014-07-17,43.15
2014-07-18,42.55
2014-07-21,42.95
2014-07-22,43.3
2014-07-23,42.6
2014-07-24,42.5
2014-07-25,41.35
2014-07-28,40.6
2014-07-30,39.95
2014-07-31,39.4
2014-08-01,41.05
2014-08-04,42.2
2014-08-05,41.55
2014-08-06,40.85
2014-08-07,40.15
2014-08-08,40.25
2014-08-11,39.45
2014-08-12,41.75
2014-08-13,40.55
2014-08-14,40.95
2014-08-18,40.45
2014-08-19,40.65
2014-08-20,41.45
2014-08-21,43.55
2014-08-22,42.15
2014-08-25,41.35
2014-08-26,40.3
2014-08-27,40.05
2014-08-28,39.7
2014-09-01,40.0
2014-09-02,40.5
2014-09-03,40.4
2014-09-04,39.75
2014-09-05,38.95
2014-09-08,39.25
2014-09-09,40.35
2014-09-10,39.7
2014-09-11,40.75
2014-09-12,40.8
2014-09-15,43.7
2014-09-16,40.75
2014-09-17,40.5
2014-09-18,44.4
2014-09-19,43.15
2014-09-22,40.6
2014-09-23,39.5
2014-09-24,37.45
2014-09-25,37.7
2014-09-26,39.5
2014-09-29,39.6
2014-09-30,38.1
2014-10-01,37.45
2014-10-07,37.2
2014-10-08,36.8
2014-10-09,36.9
2014-10-10,36.05
2014-10-13,36.05
2014-10-14,35.8
2014-10-16,34.25
2014-10-17,34.7
2014-10-20,35.85
2014-10-21,35.8
2014-10-22,36.45
2014-10-23,36.6
2014-10-27,39.05
2014-10-28,39.8
2014-10-29,38.8
2014-10-30,37.95
2014-10-31,37.8
2014-11-03,39.2
2014-11-05,39.6
2014-11-07,41.45
2014-11-10,40.25
2014-11-11,39.4
2014-11-12,40.75
2014-11-13,39.55
2014-11-14,41.55
2014-11-17,39.75
2014-11-18,39.9
2014-11-19,39.3
2014-11-20,39.1
2014-11-21,38.55
2014-11-24,38.1
2014-11-25,37.2
2014-11-26,37.3
2014-11-27,37.35
2014-11-28,37.15
2014-12-01,37.05
2014-12-02,37.1
2014-12-03,37.3
2014-12-04,37.55
2014-12-05,37.2
2014-12-08,37.2
2014-12-09,36.15
2014-12-10,36.9
2014-12-11,36.4
2014-12-12,35.9
2014-12-15,35.55
2014-12-16,34.7
2014-12-17,33.55
2014-12-18,35.7
2014-12-19,35.6
2014-12-22,35.15
2014-12-23,34.1
2014-12-24,35.5
2014-12-26,37.2
2014-12-29,36.9
2014-12-30,36.0
2014-12-31,36.1
