Date,METALFORGE
2014-01-01,110.8
2014-01-02,109.8
2014-01-03,108.9
2014-01-06,113.1
2014-01-07,112.05
2014-01-08,113.05
2014-01-09,110.8
2014-01-10,108.65
2014-01-13,109.25
2014-01-14,107.9
2014-01-15,108.25
2014-01-16,106.75
2014-01-17,105.45
2014-01-20,103.95
2014-01-21,100.05
2014-01-22,101.5
2014-01-23,101.15
2014-01-24,100.7
2014-01-27,99.2
2014-01-28,98.3
2014-01-29,98.8
2014-01-30,97.25
2014-01-31,98.2
2014-02-03,100.65
2014-02-04,98.55
2014-02-05,98.05
2014-02-06,99.1
2014-02-07,100.3
2014-02-10,99.75
2014-02-11,99.55
2014-02-12,99.8
2014-02-13,99.2
2014-02-14,101.8
2014-02-17,105.4
2014-02-18,106.0
2014-02-19,109.35
2014-02-20,105.8
2014-02-21,105.85
2014-02-24,104.2
2014-02-25,103.9
2014-02-26,105.1
2014-02-28,107.85
2014-03-03,106.1
2014-03-04,105.8
2014-03-05,106.3
2014-03-06,110.95
2014-03-07,111.2
2014-03-10,111.45
2014-03-11,110.85
2014-03-12,109.85
2014-03-13,108.55
2014-03-14,109.1
2014-03-18,130.9
2014-03-19,127.15
2014-03-20,125.0
2014-03-21,123.7
2014-03-22,122.85
2014-03-24,131.1
2014-03-25,131.35
2014-03-26,122.2
2014-03-27,123.75
2014-03-28,124.5
2014-03-31,124.8
2014-04-01,124.0
2014-04-02,124.45
2014-04-03,127.35
2014-04-04,126.15
2014-04-07,130.8
2014-04-09,134.4
2014-04-10,141.8
2014-04-11,139.4
2014-04-15,142.65
2014-04-16,140.85
2014-04-17,144.8
2014-04-21,153.85
2014-04-22,155.5
2014-04-23,153.05
2014-04-25,149.35
2014-04-28,148.55
2014-04-29,147.5
2014-04-30,144.0
2014-05-02,150.85
2014-05-05,148.4
2014-05-06,147.65
2014-05-07,152.35
2014-05-08,152.25
2014-05-09,174.7
2014-05-12,184.25
2014-05-13,200.4
2014-05-14,217.3
2014-05-15,225.85
2014-05-16,217.95
2014-05-19,237.7
2014-05-20,236.4
2014-05-21,258.1
2014-05-22,276.05
2014-05-23,261.85
2014-05-26,255.3
2014-05-27,261.45
2014-05-28,287.55
2014-05-29,316.3
2014-05-30,345.1
2014-06-02,328.25
2014-06-03,344.4
2014-06-04,359.1
2014-06-05,358.15
2014-06-06,359.15
2014-06-09,360.95
2014-06-10,360.55
2014-06-11,357.25
2014-06-12,346.75
2014-06-13,334.35
2014-06-16,342.2
2014-06-17,359.3
2014-06-18,345.35
2014-06-19,348.9
2014-06-20,346.6
2014-06-23,333.45
2014-06-24,327.9
2014-06-25,328.55
2014-06-26,328.35
2014-06-27,318.65
2014-06-30,321.25
2014-07-01,325.95
2014-07-02,327.8
2014-07-03,329.2
2014-07-04,330.45
2014-07-07,325.7
2014-07-08,291.65
2014-07-09,281.5
2014-07-10,278.5
2014-07-11,273.7
2014-07-14,274.15
2014-07-15,276.0
2014-07-16,283.2
2014-07-17,279.75
2014-07-18,276.65
2014-07-21,277.5
2014-07-22,277.3
2014-07-23,273.7
2014-07-24,277.35
2014-07-25,271.15
2014-07-28,281.9
2014-07-30,282.15
2014-07-31,280.4
2014-08-01,284.05
2014-08-04,289.45
2014-08-05,285.4
2014-08-06,276.7
2014-08-07,275.0
2014-08-08,274.7
2014-08-11,273.25
2014-08-12,270.7
2014-08-13,250.8
2014-08-14,257.05
2014-08-18,275.55
2014-08-19,275.45
2014-08-20,290.5
2014-08-21,322.35
2014-08-22,322.7
2014-08-25,325.8
2014-08-26,322.7
2014-08-27,338.15
2014-08-28,363.8
2014-09-01,373.5
2014-09-02,380.8
2014-09-03,376.85
2014-09-04,368.5
2014-09-05,388.3
2014-09-08,403.4
2014-09-09,397.1
2014-09-10,412.55
2014-09-11,432.7
2014-09-12,430.45
2014-09-15,428.25
2014-09-16,387.45
2014-09-17,389.35
2014-09-18,415.7
2014-09-19,419.0
2014-09-22,430.75
2014-09-23,409.15
2014-09-24,388.95
2014-09-25,375.35
2014-09-26,377.3
2014-09-29,395.2
2014-09-30,395.85
2014-10-01,393.25
2014-10-07,385.3
2014-10-08,398.6
2014-10-09,415.45
2014-10-10,400.45
2014-10-13,404.5
2014-10-14,402.85
2014-10-16,377.7
2014-10-17,375.2
2014-10-20,376.3
2014-10-21,367.6
2014-10-22,379.05
2014-10-23,386.7
2014-10-27,393.55
2014-10-28,387.95
2014-10-29,387.85
2014-10-30,398.7
2014-10-31,407.65
2014-11-03,413.55
2014-11-05,419.15
2014-11-07,415.95
2014-11-10,407.05
2014-11-11,422.05
2014-11-12,412.05
2014-11-13,449.4
2014-11-14,450.0
2014-11-17,458.55
2014-11-18,474.7
2014-11-19,475.4
2014-11-20,476.0
2014-11-21,495.75
2014-11-24,452.45
2014-11-25,411.45
2014-11-26,420.55
2014-11-27,410.95
2014-11-28,397.05
2014-12-01,383.75
2014-12-02,404.15
2014-12-03,409.5
2014-12-04,404.75
2014-12-05,392.3
2014-12-08,397.25
2014-12-09,386.9
2014-12-10,387.05
2014-12-11,381.6
2014-12-12,378.8
2014-12-15,365.95
2014-12-16,347.8
2014-12-17,329.15
2014-12-18,352.65
2014-12-19,353.55
2014-12-22,339.65
2014-12-23,334.55
2014-12-24,340.25
2014-12-26,338.3
2014-12-29,333.5
2014-12-30,326.6
2014-12-31,343.4
