Date,BLUESTARCO
2014-01-01,164.4
2014-01-02,159.6
2014-01-03,157.55
2014-01-06,160.05
2014-01-07,169.8
2014-01-08,167.85
2014-01-09,165.55
2014-01-10,160.8
2014-01-13,158.6
2014-01-14,158.15
2014-01-15,157.75
2014-01-16,155.25
2014-01-17,149.95
2014-01-20,149.6
2014-01-21,153.35
2014-01-22,162.75
2014-01-23,159.25
2014-01-24,152.15
2014-01-27,147.1
2014-01-28,145.8
2014-01-29,141.95
2014-01-30,139.9
2014-01-31,139.5
2014-02-03,137.1
2014-02-04,138.1
2014-02-05,139.75
2014-02-06,140.15
2014-02-07,139.3
2014-02-10,137.65
2014-02-11,137.55
2014-02-12,140.3
2014-02-13,140.2
2014-02-14,140.8
2014-02-17,140.55
2014-02-18,140.2
2014-02-19,142.05
2014-02-20,141.95
2014-02-21,143.35
2014-02-24,143.65
2014-02-25,147.05
2014-02-26,148.3
2014-02-28,150.15
2014-03-03,149.05
2014-03-04,152.05
2014-03-05,154.9
2014-03-06,158.85
2014-03-07,163.1
2014-03-10,169.25
2014-03-11,165.0
2014-03-12,168.55
2014-03-13,167.85
2014-03-14,167.65
2014-03-18,170.55
2014-03-19,172.75
2014-03-20,182.15
2014-03-21,186.7
2014-03-22,184.75
2014-03-24,187.8
2014-03-25,191.15
2014-03-26,197.8
2014-03-27,202.95
2014-03-28,203.2
2014-03-31,201.25
2014-04-01,200.5
2014-04-02,210.55
2014-04-03,210.85
2014-04-04,206.35
2014-04-07,209.45
2014-04-09,212.25
2014-04-10,212.1
2014-04-11,209.85
2014-04-15,205.1
2014-04-16,205.7
2014-04-17,210.1
2014-04-21,213.45
2014-04-22,215.15
2014-04-23,218.2
2014-04-25,219.8
2014-04-28,218.5
2014-04-29,213.95
2014-04-30,209.45
2014-05-02,210.05
2014-05-05,212.85
2014-05-06,206.05
2014-05-07,209.9
2014-05-08,212.35
2014-05-09,214.65
2014-05-12,217.65
2014-05-13,217.1
2014-05-14,232.5
2014-05-15,227.8
2014-05-16,236.2
2014-05-19,257.75
2014-05-20,254.1
2014-05-21,265.75
2014-05-22,263.5
2014-05-23,272.25
2014-05-26,273.35
2014-05-27,274.4
2014-05-28,279.25
2014-05-29,276.7
2014-05-30,269.3
2014-06-02,289.7
2014-06-03,290.15
2014-06-04,286.6
2014-06-05,290.05
2014-06-06,299.3
2014-06-09,312.35
2014-06-10,313.3
2014-06-11,305.8
2014-06-12,310.05
2014-06-13,304.2
2014-06-16,295.8
2014-06-17,299.0
2014-06-18,296.6
2014-06-19,293.0
2014-06-20,284.8
2014-06-23,281.15
2014-06-24,279.6
2014-06-25,286.35
2014-06-26,288.45
2014-06-27,288.95
2014-06-30,292.0
2014-07-01,298.25
2014-07-02,295.75
2014-07-03,309.3
2014-07-04,304.75
2014-07-07,300.45
2014-07-08,289.0
2014-07-09,292.2
2014-07-10,296.35
2014-07-11,287.1
2014-07-14,284.4
2014-07-15,286.6
2014-07-16,294.25
2014-07-17,308.15
2014-07-18,305.55
2014-07-21,304.35
2014-07-22,305.85
2014-07-23,301.6
2014-07-24,299.5
2014-07-25,293.0
2014-07-28,294.7
2014-07-30,287.5
2014-07-31,288.55
2014-08-01,288.4
2014-08-04,297.45
2014-08-05,295.45
2014-08-06,292.5
2014-08-07,303.5
2014-08-08,296.2
2014-08-11,306.9
2014-08-12,299.85
2014-08-13,299.95
2014-08-14,309.95
2014-08-18,317.9
2014-08-19,320.5
2014-08-20,325.05
2014-08-21,329.9
2014-08-22,336.3
2014-08-25,340.9
2014-08-26,338.65
2014-08-27,358.3
2014-08-28,346.05
2014-09-01,352.65
2014-09-02,350.0
2014-09-03,358.7
2014-09-04,358.55
2014-09-05,357.0
2014-09-08,364.3
2014-09-09,367.85
2014-09-10,363.3
2014-09-11,360.55
2014-09-12,359.1
2014-09-15,353.1
2014-09-16,345.65
2014-09-17,343.5
2014-09-18,341.35
2014-09-19,342.25
2014-09-22,346.0
2014-09-23,348.55
2014-09-24,342.2
2014-09-25,340.15
2014-09-26,340.45
2014-09-29,346.95
2014-09-30,362.4
2014-10-01,363.85
2014-10-07,343.15
2014-10-08,341.85
2014-10-09,345.9
2014-10-10,341.75
2014-10-13,342.95
2014-10-14,351.6
2014-10-16,339.05
2014-10-17,332.9
2014-10-20,341.3
2014-10-21,340.5
2014-10-22,339.0
2014-10-23,337.8
2014-10-27,343.5
2014-10-28,340.7
2014-10-29,339.1
2014-10-30,339.7
2014-10-31,338.05
2014-11-03,342.9
2014-11-05,345.15
2014-11-07,354.3
2014-11-10,351.75
2014-11-11,356.4
2014-11-12,351.05
2014-11-13,355.4
2014-11-14,354.35
2014-11-17,366.7
2014-11-18,371.25
2014-11-19,372.2
2014-11-20,364.5
2014-11-21,353.2
2014-11-24,345.85
2014-11-25,348.9
2014-11-26,344.45
2014-11-27,347.4
2014-11-28,343.7
2014-12-01,345.5
2014-12-02,349.2
2014-12-03,344.5
2014-12-04,342.35
2014-12-05,343.3
2014-12-08,339.45
2014-12-09,333.9
2014-12-10,332.1
2014-12-11,327.6
2014-12-12,323.75
2014-12-15,317.85
2014-12-16,305.6
2014-12-17,300.75
2014-12-18,319.45
2014-12-19,316.9
2014-12-22,317.75
2014-12-23,312.6
2014-12-24,314.05
2014-12-26,311.25
2014-12-29,310.0
2014-12-30,316.25
2014-12-31,330.85
