Date,ADANIPOWER
2014-01-01,39.45
2014-01-02,37.15
2014-01-03,36.5
2014-01-06,36.9
2014-01-07,36.0
2014-01-08,35.8
2014-01-09,35.75
2014-01-10,34.95
2014-01-13,34.75
2014-01-14,34.95
2014-01-15,35.0
2014-01-16,34.9
2014-01-17,34.35
2014-01-20,34.75
2014-01-21,34.6
2014-01-22,34.65
2014-01-23,35.05
2014-01-24,34.25
2014-01-27,32.95
2014-01-28,32.9
2014-01-29,33.1
2014-01-30,32.05
2014-01-31,32.6
2014-02-03,32.5
2014-02-04,32.9
2014-02-05,33.55
2014-02-06,34.75
2014-02-07,35.55
2014-02-10,34.65
2014-02-11,34.6
2014-02-12,34.35
2014-02-13,32.9
2014-02-14,32.9
2014-02-17,34.2
2014-02-18,36.05
2014-02-19,35.65
2014-02-20,36.6
2014-02-21,36.55
2014-02-24,36.4
2014-02-25,35.35
2014-02-26,36.25
2014-02-28,35.9
2014-03-03,35.85
2014-03-04,35.75
2014-03-05,36.8
2014-03-06,37.35
2014-03-07,39.7
2014-03-10,40.95
2014-03-11,41.25
2014-03-12,40.1
2014-03-13,40.25
2014-03-14,40.45
2014-03-18,41.65
2014-03-19,42.25
2014-03-20,41.5
2014-03-21,41.2
2014-03-22,41.25
2014-03-24,41.8
2014-03-25,42.15
2014-03-26,41.45
2014-03-27,41.45
2014-03-28,48.4
2014-03-31,48.6
2014-04-01,47.95
2014-04-02,50.2
2014-04-03,51.7
2014-04-04,54.05
2014-04-07,54.55
2014-04-09,55.75
2014-04-10,56.3
2014-04-11,55.05
2014-04-15,52.9
2014-04-16,51.55
2014-04-17,52.05
2014-04-21,52.0
2014-04-22,51.3
2014-04-23,50.75
2014-04-25,50.75
2014-04-28,51.25
2014-04-29,51.1
2014-04-30,48.15
2014-05-02,48.05
2014-05-05,48.35
2014-05-06,48.9
2014-05-07,48.4
2014-05-08,47.0
2014-05-09,49.45
2014-05-12,49.7
2014-05-13,53.55
2014-05-14,54.55
2014-05-15,54.95
2014-05-16,55.6
2014-05-19,59.9
2014-05-20,60.15
2014-05-21,62.25
2014-05-22,64.3
2014-05-23,65.4
2014-05-26,60.7
2014-05-27,59.35
2014-05-28,60.05
2014-05-29,58.8
2014-05-30,60.2
2014-06-02,61.75
2014-06-03,61.65
2014-06-04,62.95
2014-06-05,63.8
2014-06-06,63.7
2014-06-09,64.35
2014-06-10,63.45
2014-06-11,61.85
2014-06-12,62.0
2014-06-13,58.9
2014-06-16,58.75
2014-06-17,60.35
2014-06-18,59.05
2014-06-19,58.5
2014-06-20,58.8
2014-06-23,58.95
2014-06-24,60.0
2014-06-25,60.7
2014-06-26,60.35
2014-06-27,60.35
2014-06-30,62.55
2014-07-01,63.55
2014-07-02,65.35
2014-07-03,65.5
2014-07-04,65.55
2014-07-07,65.5
2014-07-08,59.85
2014-07-09,57.7
2014-07-10,59.5
2014-07-11,56.45
2014-07-14,57.15
2014-07-15,58.15
2014-07-16,59.5
2014-07-17,61.45
2014-07-18,60.55
2014-07-21,60.4
2014-07-22,60.0
2014-07-23,59.2
2014-07-24,57.9
2014-07-25,56.15
2014-07-28,56.05
2014-07-30,57.25
2014-07-31,56.6
2014-08-01,55.5
2014-08-04,56.2
2014-08-05,56.35
2014-08-06,56.75
2014-08-07,55.6
2014-08-08,53.3
2014-08-11,54.1
2014-08-12,54.1
2014-08-13,52.0
2014-08-14,53.55
2014-08-18,54.0
2014-08-19,55.1
2014-08-20,55.8
2014-08-21,55.35
2014-08-22,55.0
2014-08-25,52.8
2014-08-26,49.4
2014-08-27,48.7
2014-08-28,47.2
2014-09-01,50.2
2014-09-02,50.7
2014-09-03,49.3
2014-09-04,49.35
2014-09-05,49.0
2014-09-08,50.2
2014-09-09,50.75
2014-09-10,50.0
2014-09-11,51.15
2014-09-12,50.4
2014-09-15,50.5
2014-09-16,48.6
2014-09-17,49.2
2014-09-18,53.0
2014-09-19,51.3
2014-09-22,50.45
2014-09-23,47.7
2014-09-24,46.7
2014-09-25,42.45
2014-09-26,45.1
2014-09-29,44.4
2014-09-30,43.4
2014-10-01,43.15
2014-10-07,41.95
2014-10-08,42.65
2014-10-09,44.2
2014-10-10,42.9
2014-10-13,43.35
2014-10-14,43.25
2014-10-16,42.2
2014-10-17,42.6
2014-10-20,43.6
2014-10-21,44.9
2014-10-22,45.45
2014-10-23,45.9
2014-10-27,45.4
2014-10-28,45.8
2014-10-29,46.05
2014-10-30,45.65
2014-10-31,48.0
2014-11-03,49.15
2014-11-05,47.7
2014-11-07,47.75
2014-11-10,46.45
2014-11-11,46.6
2014-11-12,46.4
2014-11-13,45.15
2014-11-14,45.85
2014-11-17,47.25
2014-11-18,48.2
2014-11-19,46.35
2014-11-20,46.0
2014-11-21,45.45
2014-11-24,46.55
2014-11-25,45.25
2014-11-26,46.1
2014-11-27,45.75
2014-11-28,45.6
2014-12-01,44.35
2014-12-02,44.45
2014-12-03,45.6
2014-12-04,44.65
2014-12-05,44.5
2014-12-08,44.85
2014-12-09,43.6
2014-12-10,44.9
2014-12-11,44.45
2014-12-12,43.65
2014-12-15,43.35
2014-12-16,40.2
2014-12-17,40.0
2014-12-18,41.55
2014-12-19,42.15
2014-12-22,42.6
2014-12-23,41.4
2014-12-24,42.45
2014-12-26,42.8
2014-12-29,43.05
2014-12-30,44.35
2014-12-31,44.3
