Date,HGS
2014-01-01,502.75
2014-01-02,510.45
2014-01-03,522.85
2014-01-06,548.45
2014-01-07,577.95
2014-01-08,576.65
2014-01-09,579.1
2014-01-10,587.2
2014-01-13,591.55
2014-01-14,595.85
2014-01-15,594.45
2014-01-16,594.8
2014-01-17,572.75
2014-01-20,566.7
2014-01-21,549.55
2014-01-22,541.1
2014-01-23,543.15
2014-01-24,529.65
2014-01-27,521.7
2014-01-28,538.75
2014-01-29,537.8
2014-01-30,529.1
2014-01-31,546.1
2014-02-03,574.65
2014-02-04,573.15
2014-02-05,587.35
2014-02-06,576.15
2014-02-07,585.6
2014-02-10,581.25
2014-02-11,610.95
2014-02-12,612.0
2014-02-13,598.0
2014-02-14,604.4
2014-02-17,600.2
2014-02-18,602.55
2014-02-19,597.3
2014-02-20,599.35
2014-02-21,594.4
2014-02-24,580.1
2014-02-25,592.65
2014-02-26,590.75
2014-02-28,585.8
2014-03-03,577.4
2014-03-04,596.95
2014-03-05,597.85
2014-03-06,591.4
2014-03-07,570.05
2014-03-10,565.1
2014-03-11,567.85
2014-03-12,557.95
2014-03-13,549.7
2014-03-14,539.6
2014-03-18,546.95
2014-03-19,538.65
2014-03-20,532.5
2014-03-21,530.25
2014-03-22,539.8
2014-03-24,537.7
2014-03-25,537.6
2014-03-26,526.75
2014-03-27,525.7
2014-03-28,536.5
2014-03-31,552.5
2014-04-01,557.95
2014-04-02,556.45
2014-04-03,537.85
2014-04-04,530.15
2014-04-07,521.85
2014-04-09,519.0
2014-04-10,512.5
2014-04-11,519.6
2014-04-15,522.05
2014-04-16,508.45
2014-04-17,510.4
2014-04-21,507.1
2014-04-22,512.25
2014-04-23,536.1
2014-04-25,527.05
2014-04-28,516.95
2014-04-29,525.8
2014-04-30,526.15
2014-05-02,535.6
2014-05-05,530.95
2014-05-06,529.2
2014-05-07,521.3
2014-05-08,543.75
2014-05-09,532.15
2014-05-12,530.1
2014-05-13,543.55
2014-05-14,538.1
2014-05-15,518.45
2014-05-16,509.95
2014-05-19,508.15
2014-05-20,505.8
2014-05-21,523.45
2014-05-22,491.3
2014-05-23,490.15
2014-05-26,477.45
2014-05-27,489.15
2014-05-28,492.0
2014-05-29,493.9
2014-05-30,496.65
2014-06-02,496.85
2014-06-03,494.1
2014-06-04,491.85
2014-06-05,493.4
2014-06-06,494.85
2014-06-09,508.3
2014-06-10,529.0
2014-06-11,529.05
2014-06-12,527.4
2014-06-13,514.45
2014-06-16,509.9
2014-06-17,521.7
2014-06-18,522.4
2014-06-19,542.85
2014-06-20,537.9
2014-06-23,526.5
2014-06-24,520.4
2014-06-25,516.05
2014-06-26,514.05
2014-06-27,513.5
2014-06-30,529.0
2014-07-01,527.25
2014-07-02,541.7
2014-07-03,573.85
2014-07-04,688.6
2014-07-07,682.8
2014-07-08,653.6
2014-07-09,647.35
2014-07-10,638.05
2014-07-11,625.9
2014-07-14,611.15
2014-07-15,615.45
2014-07-16,631.95
2014-07-17,632.6
2014-07-18,636.95
2014-07-21,639.95
2014-07-22,636.75
2014-07-23,638.05
2014-07-24,654.2
2014-07-25,639.4
2014-07-28,633.5
2014-07-30,635.0
2014-07-31,627.9
2014-08-01,627.95
2014-08-04,638.05
2014-08-05,639.2
2014-08-06,653.85
2014-08-07,651.55
2014-08-08,635.65
2014-08-11,643.6
2014-08-12,647.7
2014-08-13,614.55
2014-08-14,612.6
2014-08-18,623.3
2014-08-19,627.05
2014-08-20,635.9
2014-08-21,633.55
2014-08-22,640.6
2014-08-25,625.75
2014-08-26,618.5
2014-08-27,613.8
2014-08-28,607.35
2014-09-01,599.75
2014-09-02,598.65
2014-09-03,609.75
2014-09-04,624.2
2014-09-05,633.95
2014-09-08,657.95
2014-09-09,657.25
2014-09-10,651.55
2014-09-11,647.1
2014-09-12,639.35
2014-09-15,650.25
2014-09-16,645.55
2014-09-17,652.55
2014-09-18,679.25
2014-09-19,669.65
2014-09-22,688.8
2014-09-23,676.05
2014-09-24,664.65
2014-09-25,642.55
2014-09-26,649.25
2014-09-29,640.8
2014-09-30,663.8
2014-10-01,680.4
2014-10-07,651.9
2014-10-08,652.2
2014-10-09,659.95
2014-10-10,679.7
2014-10-13,671.35
2014-10-14,654.4
2014-10-16,641.6
2014-10-17,636.8
2014-10-20,640.1
2014-10-21,641.85
2014-10-22,646.8
2014-10-23,648.0
2014-10-27,654.85
2014-10-28,654.85
2014-10-29,655.2
2014-10-30,669.45
2014-10-31,676.35
2014-11-03,673.05
2014-11-05,674.15
2014-11-07,665.65
2014-11-10,662.4
2014-11-11,677.65
2014-11-12,680.1
2014-11-13,650.75
2014-11-14,657.0
2014-11-17,649.1
2014-11-18,648.85
2014-11-19,646.7
2014-11-20,648.85
2014-11-21,643.8
2014-11-24,639.55
2014-11-25,633.65
2014-11-26,645.0
2014-11-27,637.85
2014-11-28,636.0
2014-12-01,650.75
2014-12-02,683.35
2014-12-03,685.45
2014-12-04,668.45
2014-12-05,669.8
2014-12-08,657.8
2014-12-09,644.85
2014-12-10,653.4
2014-12-11,642.7
2014-12-12,634.55
2014-12-15,642.05
2014-12-16,619.45
2014-12-17,623.8
2014-12-18,632.15
2014-12-19,646.25
2014-12-22,648.05
2014-12-23,643.2
2014-12-24,639.75
2014-12-26,626.7
2014-12-29,630.75
2014-12-30,626.6
2014-12-31,641.7
