Date,STAR
2014-01-01,361.7
2014-01-02,367.8
2014-01-03,365.5
2014-01-06,364.5
2014-01-07,365.3
2014-01-08,361.1
2014-01-09,363.25
2014-01-10,358.5
2014-01-13,354.35
2014-01-14,356.3
2014-01-15,365.1
2014-01-16,371.5
2014-01-17,370.15
2014-01-20,379.3
2014-01-21,376.45
2014-01-22,377.45
2014-01-23,389.7
2014-01-24,384.8
2014-01-27,375.55
2014-01-28,375.9
2014-01-29,380.05
2014-01-30,376.0
2014-01-31,375.55
2014-02-03,374.7
2014-02-04,376.35
2014-02-05,376.1
2014-02-06,379.15
2014-02-07,369.7
2014-02-10,364.45
2014-02-11,366.45
2014-02-12,368.75
2014-02-13,362.9
2014-02-14,358.65
2014-02-17,358.05
2014-02-18,358.25
2014-02-19,357.0
2014-02-20,355.55
2014-02-21,355.25
2014-02-24,352.15
2014-02-25,352.25
2014-02-26,348.8
2014-02-28,350.75
2014-03-03,347.75
2014-03-04,348.25
2014-03-05,370.75
2014-03-06,377.95
2014-03-07,369.95
2014-03-10,372.5
2014-03-11,372.55
2014-03-12,366.05
2014-03-13,364.05
2014-03-14,359.65
2014-03-18,360.8
2014-03-19,360.0
2014-03-20,359.95
2014-03-21,359.3
2014-03-22,358.7
2014-03-24,364.9
2014-03-25,377.1
2014-03-26,392.05
2014-03-27,390.85
2014-03-28,391.1
2014-03-31,387.05
2014-04-01,385.2
2014-04-02,423.15
2014-04-03,421.85
2014-04-04,424.95
2014-04-07,461.0
2014-04-09,468.75
2014-04-10,452.75
2014-04-11,459.35
2014-04-15,453.7
2014-04-16,454.95
2014-04-17,453.35
2014-04-21,461.05
2014-04-22,460.15
2014-04-23,466.2
2014-04-25,526.45
2014-04-28,545.15
2014-04-29,540.3
2014-04-30,520.95
2014-05-02,527.95
2014-05-05,515.0
2014-05-06,515.25
2014-05-07,515.9
2014-05-08,503.9
2014-05-09,494.75
2014-05-12,484.85
2014-05-13,495.75
2014-05-14,510.05
2014-05-15,500.8
2014-05-16,495.55
2014-05-19,496.6
2014-05-20,508.65
2014-05-21,525.8
2014-05-22,532.65
2014-05-23,537.3
2014-05-26,501.8
2014-05-27,504.45
2014-05-28,514.45
2014-05-29,506.7
2014-05-30,503.95
2014-06-02,510.9
2014-06-03,529.75
2014-06-04,525.9
2014-06-05,549.65
2014-06-06,601.4
2014-06-09,615.6
2014-06-10,614.05
2014-06-11,620.1
2014-06-12,634.1
2014-06-13,610.5
2014-06-16,640.45
2014-06-17,629.75
2014-06-18,620.2
2014-06-19,600.05
2014-06-20,591.75
2014-06-23,599.65
2014-06-24,605.05
2014-06-25,623.55
2014-06-26,623.25
2014-06-27,630.5
2014-06-30,625.05
2014-07-01,634.7
2014-07-02,648.25
2014-07-03,671.15
2014-07-04,664.85
2014-07-07,663.1
2014-07-08,636.6
2014-07-09,629.15
2014-07-10,637.5
2014-07-11,635.75
2014-07-14,626.95
2014-07-15,640.95
2014-07-16,653.1
2014-07-17,665.6
2014-07-18,653.65
2014-07-21,668.2
2014-07-22,674.0
2014-07-23,674.45
2014-07-24,669.45
2014-07-25,667.4
2014-07-28,648.2
2014-07-30,658.85
2014-07-31,661.9
2014-08-01,655.05
2014-08-04,661.75
2014-08-05,655.05
2014-08-06,658.4
2014-08-07,666.15
2014-08-08,667.4
2014-08-11,654.15
2014-08-12,659.35
2014-08-13,653.2
2014-08-14,656.25
2014-08-18,649.5
2014-08-19,647.05
2014-08-20,658.7
2014-08-21,677.05
2014-08-22,661.25
2014-08-25,669.8
2014-08-26,659.35
2014-08-27,659.9
2014-08-28,657.05
2014-09-01,664.0
2014-09-02,663.2
2014-09-03,663.0
2014-09-04,683.35
2014-09-05,686.65
2014-09-08,711.35
2014-09-09,711.3
2014-09-10,708.4
2014-09-11,718.55
2014-09-12,729.85
2014-09-15,738.95
2014-09-16,707.7
2014-09-17,715.75
2014-09-18,729.5
2014-09-19,721.25
2014-09-22,722.55
2014-09-23,700.8
2014-09-24,703.85
2014-09-25,633.85
2014-09-26,641.7
2014-09-29,699.65
2014-09-30,714.25
2014-10-01,713.9
2014-10-07,740.95
2014-10-08,745.15
2014-10-09,753.2
2014-10-10,760.95
2014-10-13,784.3
2014-10-14,796.9
2014-10-16,647.1
2014-10-17,663.3
2014-10-20,648.1
2014-10-21,650.95
2014-10-22,649.4
2014-10-23,654.15
2014-10-27,647.25
2014-10-28,647.55
2014-10-29,668.2
2014-10-30,670.75
2014-10-31,666.4
2014-11-03,672.55
2014-11-05,668.45
2014-11-07,675.1
2014-11-10,681.75
2014-11-11,682.45
2014-11-12,691.15
2014-11-13,703.2
2014-11-14,699.7
2014-11-17,714.0
2014-11-18,726.45
2014-11-19,727.5
2014-11-20,739.25
2014-11-21,749.25
2014-11-24,756.8
2014-11-25,735.7
2014-11-26,736.35
2014-11-27,786.65
2014-11-28,842.2
2014-12-01,896.7
2014-12-02,911.05
2014-12-03,926.45
2014-12-04,976.75
2014-12-05,941.1
2014-12-08,935.65
2014-12-09,893.55
2014-12-10,910.85
2014-12-11,942.35
2014-12-12,924.15
2014-12-15,922.95
2014-12-16,889.2
2014-12-17,873.65
2014-12-18,883.05
2014-12-19,896.9
2014-12-22,913.45
2014-12-23,915.85
2014-12-24,898.15
2014-12-26,909.0
2014-12-29,916.0
2014-12-30,916.1
2014-12-31,960.0
