Date,HIKAL
2014-01-01,459.2
2014-01-02,457.0
2014-01-03,458.35
2014-01-06,460.05
2014-01-07,460.05
2014-01-08,460.0
2014-01-09,460.05
2014-01-10,460.0
2014-01-13,459.45
2014-01-14,460.0
2014-01-15,465.0
2014-01-16,465.0
2014-01-17,463.6
2014-01-20,460.1
2014-01-21,462.65
2014-01-22,469.25
2014-01-23,474.05
2014-01-24,534.85
2014-01-27,523.9
2014-01-28,525.45
2014-01-29,523.5
2014-01-30,528.35
2014-01-31,544.55
2014-02-03,532.6
2014-02-04,522.8
2014-02-05,514.15
2014-02-06,518.95
2014-02-07,498.1
2014-02-10,483.3
2014-02-11,478.65
2014-02-12,477.3
2014-02-13,471.9
2014-02-14,467.85
2014-02-17,462.5
2014-02-18,468.25
2014-02-19,475.35
2014-02-20,478.1
2014-02-21,470.05
2014-02-24,470.15
2014-02-25,466.05
2014-02-26,459.5
2014-02-28,467.75
2014-03-03,497.4
2014-03-04,489.0
2014-03-05,481.55
2014-03-06,487.6
2014-03-07,478.85
2014-03-10,476.4
2014-03-11,477.4
2014-03-12,492.75
2014-03-13,484.0
2014-03-14,479.7
2014-03-18,471.0
2014-03-19,468.15
2014-03-20,469.25
2014-03-21,467.2
2014-03-22,473.15
2014-03-24,474.85
2014-03-25,474.3
2014-03-26,469.15
2014-03-27,474.35
2014-03-28,472.85
2014-03-31,470.2
2014-04-01,468.95
2014-04-02,474.55
2014-04-03,471.95
2014-04-04,475.05
2014-04-07,495.25
2014-04-09,492.0
2014-04-10,485.6
2014-04-11,490.3
2014-04-15,482.5
2014-04-16,491.95
2014-04-17,493.1
2014-04-21,487.45
2014-04-22,483.2
2014-04-23,502.5
2014-04-25,495.85
2014-04-28,498.5
2014-04-29,493.45
2014-04-30,489.35
2014-05-02,520.0
2014-05-05,516.25
2014-05-06,512.55
2014-05-07,504.1
2014-05-08,494.5
2014-05-09,488.8
2014-05-12,473.5
2014-05-13,463.6
2014-05-14,462.0
2014-05-15,446.3
2014-05-16,451.3
2014-05-19,447.85
2014-05-20,447.9
2014-05-21,455.3
2014-05-22,446.55
2014-05-23,444.15
2014-05-26,441.45
2014-05-27,451.8
2014-05-28,459.2
2014-05-29,450.55
2014-05-30,449.05
2014-06-02,445.1
2014-06-03,442.85
2014-06-04,454.65
2014-06-05,448.25
2014-06-06,445.3
2014-06-09,445.5
2014-06-10,444.25
2014-06-11,445.6
2014-06-12,492.4
2014-06-13,483.4
2014-06-16,481.35
2014-06-17,499.35
2014-06-18,518.9
2014-06-19,514.0
2014-06-20,507.75
2014-06-23,527.8
2014-06-24,522.9
2014-06-25,532.3
2014-06-26,584.5
2014-06-27,587.35
2014-06-30,624.6
2014-07-01,612.4
2014-07-02,610.95
2014-07-03,614.0
2014-07-04,629.55
2014-07-07,626.45
2014-07-08,601.25
2014-07-09,606.1
2014-07-10,610.25
2014-07-11,609.05
2014-07-14,591.6
2014-07-15,592.75
2014-07-16,592.9
2014-07-17,604.35
2014-07-18,631.85
2014-07-21,628.95
2014-07-22,630.9
2014-07-23,626.4
2014-07-24,623.45
2014-07-25,620.9
2014-07-28,617.75
2014-07-30,610.9
2014-07-31,609.25
2014-08-01,590.9
2014-08-04,602.15
2014-08-05,619.0
2014-08-06,619.55
2014-08-07,610.75
2014-08-08,574.7
2014-08-11,579.4
2014-08-12,579.0
2014-08-13,571.5
2014-08-14,571.05
2014-08-18,555.0
2014-08-19,549.25
2014-08-20,559.85
2014-08-21,554.35
2014-08-22,565.35
2014-08-25,563.2
2014-08-26,564.25
2014-08-27,566.15
2014-08-28,563.25
2014-09-01,566.3
2014-09-02,606.95
2014-09-03,630.15
2014-09-04,623.25
2014-09-05,620.6
2014-09-08,616.8
2014-09-09,615.35
2014-09-10,641.15
2014-09-11,670.3
2014-09-12,724.55
2014-09-15,724.85
2014-09-16,689.5
2014-09-17,688.75
2014-09-18,715.9
2014-09-19,703.9
2014-09-22,751.15
2014-09-23,741.55
2014-09-24,709.65
2014-09-25,709.1
2014-09-26,718.75
2014-09-29,723.95
2014-09-30,713.55
2014-10-01,705.05
2014-10-07,703.7
2014-10-08,719.0
2014-10-09,720.85
2014-10-10,710.75
2014-10-13,702.45
2014-10-14,701.55
2014-10-16,690.35
2014-10-17,686.85
2014-10-20,688.45
2014-10-21,683.05
2014-10-22,689.05
2014-10-23,694.75
2014-10-27,698.0
2014-10-28,697.1
2014-10-29,697.4
2014-10-30,701.5
2014-10-31,700.3
2014-11-03,718.85
2014-11-05,693.65
2014-11-07,692.55
2014-11-10,705.3
2014-11-11,727.65
2014-11-12,713.4
2014-11-13,704.55
2014-11-14,699.85
2014-11-17,706.1
2014-11-18,706.4
2014-11-19,704.4
2014-11-20,751.3
2014-11-21,754.05
2014-11-24,744.1
2014-11-25,736.8
2014-11-26,729.3
2014-11-27,733.15
2014-11-28,723.2
2014-12-01,712.7
2014-12-02,722.1
2014-12-03,732.25
2014-12-04,734.55
2014-12-05,735.4
2014-12-08,733.15
2014-12-09,716.0
2014-12-10,711.2
2014-12-11,701.65
2014-12-12,753.75
2014-12-15,761.8
2014-12-16,732.6
2014-12-17,717.55
2014-12-18,728.3
2014-12-19,733.95
2014-12-22,740.85
2014-12-23,744.55
2014-12-24,747.35
2014-12-26,743.95
2014-12-29,751.35
2014-12-30,755.95
2014-12-31,756.6
