Date,RELCAPITAL
2014-01-01,366.15
2014-01-02,351.6
2014-01-03,354.8
2014-01-06,359.4
2014-01-07,354.7
2014-01-08,355.3
2014-01-09,351.55
2014-01-10,341.75
2014-01-13,344.2
2014-01-14,345.8
2014-01-15,350.05
2014-01-16,345.65
2014-01-17,341.35
2014-01-20,346.4
2014-01-21,347.75
2014-01-22,351.65
2014-01-23,347.8
2014-01-24,340.1
2014-01-27,324.1
2014-01-28,325.25
2014-01-29,325.85
2014-01-30,318.2
2014-01-31,324.15
2014-02-03,316.05
2014-02-04,314.95
2014-02-05,315.0
2014-02-06,318.5
2014-02-07,321.65
2014-02-10,323.8
2014-02-11,318.05
2014-02-12,316.1
2014-02-13,313.0
2014-02-14,315.0
2014-02-17,313.1
2014-02-18,320.05
2014-02-19,316.85
2014-02-20,316.25
2014-02-21,317.6
2014-02-24,319.45
2014-02-25,319.5
2014-02-26,308.0
2014-02-28,308.15
2014-03-03,307.45
2014-03-04,310.25
2014-03-05,310.4
2014-03-06,323.0
2014-03-07,329.25
2014-03-10,334.6
2014-03-11,337.4
2014-03-12,333.85
2014-03-13,323.45
2014-03-14,327.3
2014-03-18,329.7
2014-03-19,333.75
2014-03-20,326.4
2014-03-21,328.2
2014-03-22,328.25
2014-03-24,332.7
2014-03-25,331.45
2014-03-26,334.65
2014-03-27,337.65
2014-03-28,345.65
2014-03-31,345.9
2014-04-01,340.95
2014-04-02,356.35
2014-04-03,339.9
2014-04-04,343.6
2014-04-07,339.6
2014-04-09,353.05
2014-04-10,362.3
2014-04-11,371.7
2014-04-15,363.6
2014-04-16,367.75
2014-04-17,374.05
2014-04-21,383.25
2014-04-22,374.95
2014-04-23,371.0
2014-04-25,367.95
2014-04-28,372.0
2014-04-29,372.0
2014-04-30,355.15
2014-05-02,349.2
2014-05-05,340.95
2014-05-06,340.3
2014-05-07,342.8
2014-05-08,346.9
2014-05-09,366.5
2014-05-12,362.95
2014-05-13,388.55
2014-05-14,414.6
2014-05-15,410.55
2014-05-16,454.1
2014-05-19,505.1
2014-05-20,521.55
2014-05-21,505.8
2014-05-22,532.2
2014-05-23,557.3
2014-05-26,531.25
2014-05-27,515.9
2014-05-28,527.1
2014-05-29,524.25
2014-05-30,529.35
2014-06-02,581.95
2014-06-03,590.65
2014-06-04,622.25
2014-06-05,647.8
2014-06-06,655.2
2014-06-09,664.45
2014-06-10,644.6
2014-06-11,623.3
2014-06-12,618.45
2014-06-13,591.0
2014-06-16,616.85
2014-06-17,620.6
2014-06-18,615.5
2014-06-19,616.35
2014-06-20,617.55
2014-06-23,618.8
2014-06-24,641.7
2014-06-25,641.8
2014-06-26,623.55
2014-06-27,635.0
2014-06-30,656.5
2014-07-01,653.85
2014-07-02,655.9
2014-07-03,658.8
2014-07-04,655.95
2014-07-07,651.75
2014-07-08,608.15
2014-07-09,591.1
2014-07-10,605.55
2014-07-11,559.95
2014-07-14,561.25
2014-07-15,584.55
2014-07-16,592.9
2014-07-17,601.4
2014-07-18,591.5
2014-07-21,600.9
2014-07-22,597.05
2014-07-23,590.1
2014-07-24,614.05
2014-07-25,589.2
2014-07-28,578.65
2014-07-30,588.5
2014-07-31,583.8
2014-08-01,578.6
2014-08-04,582.2
2014-08-05,592.95
2014-08-06,581.9
2014-08-07,578.25
2014-08-08,559.6
2014-08-11,566.85
2014-08-12,569.4
2014-08-13,548.85
2014-08-14,561.95
2014-08-18,565.05
2014-08-19,563.3
2014-08-20,556.6
2014-08-21,555.8
2014-08-22,572.7
2014-08-25,556.05
2014-08-26,548.3
2014-08-27,540.2
2014-08-28,528.8
2014-09-01,548.65
2014-09-02,553.6
2014-09-03,550.15
2014-09-04,537.75
2014-09-05,537.55
2014-09-08,544.05
2014-09-09,555.2
2014-09-10,551.6
2014-09-11,553.85
2014-09-12,545.35
2014-09-15,544.75
2014-09-16,520.25
2014-09-17,526.45
2014-09-18,530.75
2014-09-19,520.35
2014-09-22,515.6
2014-09-23,495.85
2014-09-24,482.9
2014-09-25,458.5
2014-09-26,471.7
2014-09-29,470.05
2014-09-30,455.35
2014-10-01,458.3
2014-10-07,439.8
2014-10-08,442.45
2014-10-09,455.25
2014-10-10,443.25
2014-10-13,453.1
2014-10-14,447.5
2014-10-16,436.05
2014-10-17,451.7
2014-10-20,448.75
2014-10-21,456.05
2014-10-22,465.3
2014-10-23,466.55
2014-10-27,458.45
2014-10-28,452.2
2014-10-29,448.0
2014-10-30,457.15
2014-10-31,475.05
2014-11-03,490.7
2014-11-05,482.1
2014-11-07,467.45
2014-11-10,467.8
2014-11-11,474.6
2014-11-12,477.6
2014-11-13,475.35
2014-11-14,480.05
2014-11-17,502.05
2014-11-18,523.9
2014-11-19,510.15
2014-11-20,501.7
2014-11-21,502.6
2014-11-24,503.6
2014-11-25,480.7
2014-11-26,501.75
2014-11-27,528.15
2014-11-28,525.5
2014-12-01,513.95
2014-12-02,520.45
2014-12-03,540.2
2014-12-04,535.9
2014-12-05,518.9
2014-12-08,526.15
2014-12-09,515.5
2014-12-10,538.3
2014-12-11,527.6
2014-12-12,525.6
2014-12-15,520.6
2014-12-16,480.0
2014-12-17,468.85
2014-12-18,482.0
2014-12-19,493.2
2014-12-22,495.45
2014-12-23,479.3
2014-12-24,497.5
2014-12-26,499.35
2014-12-29,496.0
2014-12-30,494.4
2014-12-31,494.8
