Date,ASTRAZEN
2014-01-01,835.8
2014-01-02,827.55
2014-01-03,826.3
2014-01-06,821.85
2014-01-07,818.3
2014-01-08,820.75
2014-01-09,815.95
2014-01-10,812.9
2014-01-13,797.6
2014-01-14,792.2
2014-01-15,784.95
2014-01-16,789.95
2014-01-17,775.15
2014-01-20,774.15
2014-01-21,783.9
2014-01-22,797.4
2014-01-23,790.85
2014-01-24,770.95
2014-01-27,758.85
2014-01-28,754.1
2014-01-29,751.1
2014-01-30,728.5
2014-01-31,747.25
2014-02-03,733.6
2014-02-04,732.25
2014-02-05,743.35
2014-02-06,745.85
2014-02-07,758.7
2014-02-10,736.2
2014-02-11,854.5
2014-02-12,837.85
2014-02-13,810.15
2014-02-14,816.9
2014-02-17,839.7
2014-02-18,836.4
2014-02-19,842.0
2014-02-20,827.2
2014-02-21,823.4
2014-02-24,823.55
2014-02-25,824.7
2014-02-26,844.6
2014-02-28,927.45
2014-03-03,1112.9
2014-03-04,1241.4
2014-03-05,1175.6
2014-03-06,1067.75
2014-03-07,1085.8
2014-03-10,1074.5
2014-03-11,1072.45
2014-03-12,1088.95
2014-03-13,1066.4
2014-03-14,1160.4
2014-03-18,1190.15
2014-03-19,1134.2
2014-03-20,1113.1
2014-03-21,1126.1
2014-03-22,1133.5
2014-03-24,1119.5
2014-03-25,1118.15
2014-03-26,1116.25
2014-03-27,1123.0
2014-03-28,1112.85
2014-03-31,1104.85
2014-04-01,1115.2
2014-04-02,1126.8
2014-04-03,1121.9
2014-04-04,1098.15
2014-04-07,1085.05
2014-04-09,1094.2
2014-04-10,1094.05
2014-04-11,1092.35
2014-04-15,1062.15
2014-04-16,1052.75
2014-04-17,1052.25
2014-04-21,1097.55
2014-04-22,1112.8
2014-04-23,1089.2
2014-04-25,1081.8
2014-04-28,1121.8
2014-04-29,1127.95
2014-04-30,1098.25
2014-05-02,1119.05
2014-05-05,1103.95
2014-05-06,1120.8
2014-05-07,1119.0
2014-05-08,1126.75
2014-05-09,1111.3
2014-05-12,1090.85
2014-05-13,1099.05
2014-05-14,1096.0
2014-05-15,1069.4
2014-05-16,1064.95
2014-05-19,1084.8
2014-05-20,1120.45
2014-05-21,1129.95
2014-05-22,1117.65
2014-05-23,1106.35
2014-05-26,1099.35
2014-05-27,1095.65
2014-05-28,1091.9
2014-05-29,1090.6
2014-05-30,1130.9
2014-06-02,1112.3
2014-06-03,1101.5
2014-06-04,1105.05
2014-06-05,1108.6
2014-06-06,1121.45
2014-06-09,1112.55
2014-06-10,1120.55
2014-06-11,1152.0
2014-06-12,1168.8
2014-06-13,1137.2
2014-06-16,1140.6
2014-06-17,1127.8
2014-06-18,1112.8
2014-06-19,1102.65
2014-06-20,1113.2
2014-06-23,1133.9
2014-06-24,1154.35
2014-06-25,1134.25
2014-06-26,1135.35
2014-06-27,1130.25
2014-06-30,1135.5
2014-07-01,1144.8
2014-07-02,1187.65
2014-07-03,1172.75
2014-07-04,1183.2
2014-07-07,1181.2
2014-07-08,1171.15
2014-07-09,1151.05
2014-07-10,1154.45
2014-07-11,1156.7
2014-07-14,1161.7
2014-07-15,1144.1
2014-07-16,1140.7
2014-07-17,1150.8
2014-07-18,1143.0
2014-07-21,1147.55
2014-07-22,1145.4
2014-07-23,1134.1
2014-07-24,1131.5
2014-07-25,1114.6
2014-07-28,1115.4
2014-07-30,1108.55
2014-07-31,1106.3
2014-08-01,1110.9
2014-08-04,1092.85
2014-08-05,1104.45
2014-08-06,1093.6
2014-08-07,1087.25
2014-08-08,1078.9
2014-08-11,1066.2
2014-08-12,1067.65
2014-08-13,1037.15
2014-08-14,1023.25
2014-08-18,1015.5
2014-08-19,1025.5
2014-08-20,1023.5
2014-08-21,1025.35
2014-08-22,1023.05
2014-08-25,986.0
2014-08-26,980.55
2014-08-27,978.5
2014-08-28,983.1
2014-09-01,984.2
2014-09-02,974.95
2014-09-03,974.95
2014-09-04,972.2
2014-09-05,968.7
2014-09-08,975.65
2014-09-09,951.6
2014-09-10,939.15
2014-09-11,950.4
2014-09-12,951.8
2014-09-15,948.5
2014-09-16,940.65
2014-09-17,935.9
2014-09-18,938.45
2014-09-19,946.3
2014-09-22,956.1
2014-09-23,934.5
2014-09-24,926.4
2014-09-25,908.4
2014-09-26,886.75
2014-09-29,907.8
2014-09-30,902.25
2014-10-01,909.2
2014-10-07,901.9
2014-10-08,905.7
2014-10-09,904.45
2014-10-10,891.15
2014-10-13,881.0
2014-10-14,888.2
2014-10-16,861.8
2014-10-17,851.65
2014-10-20,820.2
2014-10-21,814.8
2014-10-22,834.55
2014-10-23,839.0
2014-10-27,843.45
2014-10-28,850.6
2014-10-29,850.1
2014-10-30,875.3
2014-10-31,872.2
2014-11-03,913.3
2014-11-05,871.4
2014-11-07,857.6
2014-11-10,842.15
2014-11-11,858.5
2014-11-12,860.65
2014-11-13,858.3
2014-11-14,862.05
2014-11-17,857.65
2014-11-18,856.7
2014-11-19,854.8
2014-11-20,847.25
2014-11-21,844.15
2014-11-24,842.15
2014-11-25,833.55
2014-11-26,837.6
2014-11-27,871.6
2014-11-28,838.8
2014-12-01,837.15
2014-12-02,826.05
2014-12-03,824.5
2014-12-04,822.7
2014-12-05,848.95
2014-12-08,837.25
2014-12-09,827.8
2014-12-10,832.1
2014-12-11,831.65
2014-12-12,828.35
2014-12-15,825.2
2014-12-16,809.8
2014-12-17,806.4
2014-12-18,812.2
2014-12-19,806.15
2014-12-22,807.3
2014-12-23,803.4
2014-12-24,802.6
2014-12-26,804.8
2014-12-29,802.45
2014-12-30,826.35
2014-12-31,860.4
