Date,HINDZINC
2014-01-01,131.9
2014-01-02,130.25
2014-01-03,131.8
2014-01-06,127.7
2014-01-07,126.1
2014-01-08,130.0
2014-01-09,129.6
2014-01-10,128.15
2014-01-13,128.0
2014-01-14,130.0
2014-01-15,130.85
2014-01-16,130.2
2014-01-17,129.45
2014-01-20,133.1
2014-01-21,135.0
2014-01-22,135.6
2014-01-23,133.05
2014-01-24,131.05
2014-01-27,127.7
2014-01-28,127.25
2014-01-29,128.0
2014-01-30,129.15
2014-01-31,129.45
2014-02-03,125.1
2014-02-04,125.2
2014-02-05,124.2
2014-02-06,125.75
2014-02-07,125.0
2014-02-10,125.15
2014-02-11,124.6
2014-02-12,125.1
2014-02-13,125.4
2014-02-14,123.25
2014-02-17,123.25
2014-02-18,120.3
2014-02-19,119.35
2014-02-20,121.8
2014-02-21,122.2
2014-02-24,118.95
2014-02-25,118.25
2014-02-26,116.05
2014-02-28,116.65
2014-03-03,115.95
2014-03-04,120.55
2014-03-05,123.15
2014-03-06,123.3
2014-03-07,123.85
2014-03-10,120.95
2014-03-11,117.45
2014-03-12,118.65
2014-03-13,118.35
2014-03-14,116.45
2014-03-18,118.1
2014-03-19,121.15
2014-03-20,121.05
2014-03-21,121.4
2014-03-22,121.25
2014-03-24,121.2
2014-03-25,118.65
2014-03-26,120.9
2014-03-27,120.55
2014-03-28,124.3
2014-03-31,128.9
2014-04-01,130.8
2014-04-02,129.75
2014-04-03,130.25
2014-04-04,130.1
2014-04-07,131.65
2014-04-09,133.8
2014-04-10,131.95
2014-04-11,132.6
2014-04-15,130.4
2014-04-16,129.2
2014-04-17,131.7
2014-04-21,131.9
2014-04-22,131.15
2014-04-23,129.35
2014-04-25,129.95
2014-04-28,130.6
2014-04-29,131.75
2014-04-30,128.9
2014-05-02,126.1
2014-05-05,125.3
2014-05-06,123.95
2014-05-07,122.75
2014-05-08,121.95
2014-05-09,123.65
2014-05-12,126.9
2014-05-13,127.8
2014-05-14,130.85
2014-05-15,129.95
2014-05-16,135.85
2014-05-19,143.4
2014-05-20,151.2
2014-05-21,144.95
2014-05-22,149.65
2014-05-23,161.5
2014-05-26,156.1
2014-05-27,157.6
2014-05-28,154.85
2014-05-29,154.85
2014-05-30,156.95
2014-06-02,159.3
2014-06-03,168.4
2014-06-04,168.6
2014-06-05,167.75
2014-06-06,173.35
2014-06-09,181.05
2014-06-10,176.6
2014-06-11,170.45
2014-06-12,169.15
2014-06-13,162.9
2014-06-16,165.65
2014-06-17,167.8
2014-06-18,165.85
2014-06-19,160.3
2014-06-20,163.05
2014-06-23,164.65
2014-06-24,165.9
2014-06-25,166.6
2014-06-26,165.15
2014-06-27,163.9
2014-06-30,167.3
2014-07-01,168.25
2014-07-02,171.85
2014-07-03,167.7
2014-07-04,166.8
2014-07-07,165.6
2014-07-08,155.2
2014-07-09,159.35
2014-07-10,162.55
2014-07-11,153.95
2014-07-14,161.45
2014-07-15,163.75
2014-07-16,165.7
2014-07-17,166.45
2014-07-18,165.35
2014-07-21,164.2
2014-07-22,168.2
2014-07-23,166.75
2014-07-24,168.65
2014-07-25,162.7
2014-07-28,158.6
2014-07-30,164.45
2014-07-31,161.2
2014-08-01,162.3
2014-08-04,163.7
2014-08-05,164.65
2014-08-06,162.65
2014-08-07,159.95
2014-08-08,159.05
2014-08-11,160.0
2014-08-12,160.1
2014-08-13,158.8
2014-08-14,161.25
2014-08-18,164.5
2014-08-19,169.3
2014-08-20,169.5
2014-08-21,167.9
2014-08-22,167.75
2014-08-25,163.9
2014-08-26,165.75
2014-08-27,163.9
2014-08-28,165.75
2014-09-01,166.75
2014-09-02,165.55
2014-09-03,165.15
2014-09-04,166.7
2014-09-05,171.65
2014-09-08,175.35
2014-09-09,175.3
2014-09-10,174.95
2014-09-11,171.75
2014-09-12,169.65
2014-09-15,170.3
2014-09-16,162.25
2014-09-17,163.95
2014-09-18,167.6
2014-09-19,167.05
2014-09-22,162.75
2014-09-23,157.75
2014-09-24,161.55
2014-09-25,160.9
2014-09-26,163.75
2014-09-29,162.15
2014-09-30,160.95
2014-10-01,159.85
2014-10-07,156.15
2014-10-08,162.7
2014-10-09,161.55
2014-10-10,154.75
2014-10-13,158.85
2014-10-14,159.05
2014-10-16,157.8
2014-10-17,159.15
2014-10-20,164.0
2014-10-21,164.9
2014-10-22,164.95
2014-10-23,164.7
2014-10-27,168.3
2014-10-28,170.8
2014-10-29,171.85
2014-10-30,168.95
2014-10-31,171.45
2014-11-03,169.6
2014-11-05,168.7
2014-11-07,165.85
2014-11-10,164.6
2014-11-11,163.3
2014-11-12,163.5
2014-11-13,161.7
2014-11-14,162.05
2014-11-17,162.3
2014-11-18,166.6
2014-11-19,162.55
2014-11-20,162.25
2014-11-21,163.9
2014-11-24,168.65
2014-11-25,163.85
2014-11-26,166.95
2014-11-27,163.3
2014-11-28,163.05
2014-12-01,162.0
2014-12-02,161.7
2014-12-03,162.7
2014-12-04,170.65
2014-12-05,174.4
2014-12-08,173.3
2014-12-09,168.2
2014-12-10,167.1
2014-12-11,164.7
2014-12-12,163.65
2014-12-15,161.3
2014-12-16,158.0
2014-12-17,161.55
2014-12-18,164.5
2014-12-19,165.2
2014-12-22,164.0
2014-12-23,160.6
2014-12-24,161.2
2014-12-26,161.85
2014-12-29,166.8
2014-12-30,167.4
2014-12-31,170.45
