Date,WINDMACHIN
2014-01-01,20.25
2014-01-02,20.25
2014-01-03,20.0
2014-01-06,19.5
2014-01-07,20.0
2014-01-08,20.0
2014-01-09,20.85
2014-01-10,20.0
2014-01-13,19.85
2014-01-14,19.75
2014-01-15,19.15
2014-01-16,19.05
2014-01-17,19.15
2014-01-20,19.3
2014-01-21,19.2
2014-01-23,19.15
2014-01-24,19.4
2014-01-27,19.05
2014-01-28,19.2
2014-01-29,19.05
2014-01-30,19.1
2014-01-31,19.0
2014-02-03,19.05
2014-02-04,19.15
2014-02-06,19.45
2014-02-07,18.75
2014-02-10,19.05
2014-02-11,19.15
2014-02-12,19.0
2014-02-13,19.0
2014-02-14,19.3
2014-02-17,19.5
2014-02-18,19.0
2014-02-19,19.2
2014-02-20,19.0
2014-02-21,19.05
2014-02-24,19.4
2014-02-25,19.1
2014-02-26,20.15
2014-02-28,23.25
2014-03-03,22.5
2014-03-04,23.0
2014-03-05,22.7
2014-03-06,22.5
2014-03-07,21.9
2014-03-10,23.0
2014-03-11,21.5
2014-03-12,21.05
2014-03-13,21.0
2014-03-14,21.05
2014-03-18,21.35
2014-03-19,21.15
2014-03-20,21.95
2014-03-21,21.9
2014-03-22,21.95
2014-03-24,21.55
2014-03-25,21.45
2014-03-26,22.0
2014-03-27,20.95
2014-03-28,22.65
2014-03-31,24.45
2014-04-01,24.75
2014-04-02,25.7
2014-04-03,27.45
2014-04-04,27.4
2014-04-07,27.25
2014-04-09,29.6
2014-04-10,28.3
2014-04-11,29.1
2014-04-15,29.9
2014-04-16,29.65
2014-04-17,28.0
2014-04-21,28.25
2014-04-22,28.25
2014-04-23,28.4
2014-04-25,28.55
2014-04-28,27.0
2014-04-29,26.95
2014-04-30,28.0
2014-05-02,26.6
2014-05-05,26.1
2014-05-06,27.0
2014-05-07,27.0
2014-05-08,28.1
2014-05-09,27.95
2014-05-12,27.4
2014-05-13,27.35
2014-05-14,27.9
2014-05-15,27.2
2014-05-16,26.8
2014-05-19,27.85
2014-05-20,29.35
2014-05-21,28.35
2014-05-22,30.2
2014-05-23,31.95
2014-05-26,31.95
2014-05-27,30.85
2014-05-28,32.2
2014-05-29,31.15
2014-05-30,32.2
2014-06-02,32.75
2014-06-03,31.7
2014-06-04,31.35
2014-06-05,31.75
2014-06-06,31.65
2014-06-09,31.2
2014-06-10,30.15
2014-06-11,30.2
2014-06-12,36.2
2014-06-13,38.8
2014-06-16,37.95
2014-06-17,37.45
2014-06-18,35.5
2014-06-19,33.9
2014-06-20,32.05
2014-06-23,35.65
2014-06-24,35.5
2014-06-25,37.65
2014-06-26,38.15
2014-06-27,37.25
2014-06-30,37.55
2014-07-01,37.4
2014-07-02,37.75
2014-07-03,37.5
2014-07-04,37.3
2014-07-07,37.1
2014-07-08,34.9
2014-07-09,34.9
2014-07-10,34.4
2014-07-11,31.5
2014-07-14,30.65
2014-07-15,31.9
2014-07-16,33.1
2014-07-17,33.0
2014-07-18,31.5
2014-07-21,32.85
2014-07-22,34.65
2014-07-23,36.8
2014-07-24,36.15
2014-07-25,34.4
2014-07-28,33.1
2014-07-30,33.2
2014-07-31,33.6
2014-08-01,29.95
2014-08-04,31.45
2014-08-05,29.45
2014-08-06,30.5
2014-08-07,30.15
2014-08-08,28.75
2014-08-11,28.55
2014-08-12,28.3
2014-08-13,27.4
2014-08-14,27.6
2014-08-18,28.5
2014-08-19,28.2
2014-08-20,27.8
2014-08-21,29.2
2014-08-22,35.0
2014-08-25,31.75
2014-08-26,32.1
2014-08-27,32.0
2014-08-28,31.0
2014-09-01,31.35
2014-09-02,30.35
2014-09-03,30.5
2014-09-04,29.0
2014-09-05,31.7
2014-09-08,33.5
2014-09-09,33.95
2014-09-10,34.4
2014-09-11,35.45
2014-09-12,36.4
2014-09-15,36.5
2014-09-16,34.05
2014-09-17,34.1
2014-09-18,35.0
2014-09-19,34.05
2014-09-22,34.9
2014-09-23,34.1
2014-09-24,34.1
2014-09-25,32.55
2014-09-26,33.05
2014-09-29,33.9
2014-09-30,33.45
2014-10-01,33.95
2014-10-07,31.95
2014-10-08,31.65
2014-10-09,33.45
2014-10-10,32.35
2014-10-13,32.15
2014-10-14,31.65
2014-10-16,31.05
2014-10-17,30.65
2014-10-20,30.5
2014-10-21,31.75
2014-10-22,30.8
2014-10-23,32.1
2014-10-27,31.25
2014-10-28,30.85
2014-10-29,31.0
2014-10-30,31.0
2014-10-31,30.7
2014-11-03,30.75
2014-11-05,30.5
2014-11-07,30.65
2014-11-10,30.0
2014-11-11,30.05
2014-11-12,30.15
2014-11-13,30.1
2014-11-14,30.15
2014-11-17,27.95
2014-11-18,29.9
2014-11-19,30.75
2014-11-20,29.5
2014-11-21,29.45
2014-11-24,30.35
2014-11-25,29.65
2014-11-26,29.35
2014-11-27,28.75
2014-11-28,29.05
2014-12-01,28.5
2014-12-02,28.3
2014-12-03,28.45
2014-12-04,27.8
2014-12-05,27.5
2014-12-08,27.2
2014-12-09,26.9
2014-12-10,27.2
2014-12-11,27.15
2014-12-12,26.8
2014-12-15,26.15
2014-12-16,24.5
2014-12-17,25.5
2014-12-18,26.5
2014-12-19,26.15
2014-12-22,26.25
2014-12-23,24.85
2014-12-24,24.95
2014-12-26,25.05
2014-12-29,24.7
2014-12-30,25.3
2014-12-31,25.0
