Date,SUNPHARMA
2014-01-01,572.35
2014-01-02,573.85
2014-01-03,579.7
2014-01-06,588.25
2014-01-07,594.2
2014-01-08,600.9
2014-01-09,607.0
2014-01-10,609.4
2014-01-13,602.35
2014-01-14,603.55
2014-01-15,603.5
2014-01-16,592.75
2014-01-17,594.0
2014-01-20,589.4
2014-01-21,580.35
2014-01-22,597.45
2014-01-23,609.35
2014-01-24,603.6
2014-01-27,597.8
2014-01-28,581.9
2014-01-29,591.45
2014-01-30,593.6
2014-01-31,588.7
2014-02-03,594.3
2014-02-04,587.75
2014-02-05,583.6
2014-02-06,584.9
2014-02-07,601.65
2014-02-10,611.65
2014-02-11,608.3
2014-02-12,611.05
2014-02-13,615.3
2014-02-14,609.05
2014-02-17,605.1
2014-02-18,609.75
2014-02-19,623.3
2014-02-20,619.65
2014-02-21,615.15
2014-02-24,620.6
2014-02-25,619.05
2014-02-26,628.1
2014-02-28,644.7
2014-03-03,625.1
2014-03-04,619.4
2014-03-05,623.7
2014-03-06,621.0
2014-03-07,612.3
2014-03-10,597.0
2014-03-11,580.25
2014-03-12,604.3
2014-03-13,572.95
2014-03-14,582.05
2014-03-18,579.35
2014-03-19,585.3
2014-03-20,590.2
2014-03-21,580.4
2014-03-22,584.45
2014-03-24,579.3
2014-03-25,579.3
2014-03-26,566.6
2014-03-27,560.55
2014-03-28,563.2
2014-03-31,574.75
2014-04-01,572.1
2014-04-02,575.25
2014-04-03,578.55
2014-04-04,571.8
2014-04-07,588.1
2014-04-09,630.0
2014-04-10,615.4
2014-04-11,628.15
2014-04-15,616.4
2014-04-16,613.85
2014-04-17,625.05
2014-04-21,621.25
2014-04-22,619.95
2014-04-23,625.6
2014-04-25,622.0
2014-04-28,636.65
2014-04-29,639.45
2014-04-30,632.8
2014-05-02,629.9
2014-05-05,626.6
2014-05-06,626.1
2014-05-07,630.75
2014-05-08,624.2
2014-05-09,624.1
2014-05-12,613.35
2014-05-13,609.1
2014-05-14,612.15
2014-05-15,621.4
2014-05-16,613.5
2014-05-19,584.25
2014-05-20,587.4
2014-05-21,576.9
2014-05-22,580.1
2014-05-23,584.3
2014-05-26,591.1
2014-05-27,592.5
2014-05-28,584.1
2014-05-29,586.6
2014-05-30,610.65
2014-06-02,599.2
2014-06-03,603.15
2014-06-04,596.05
2014-06-05,597.85
2014-06-06,599.65
2014-06-09,600.4
2014-06-10,609.0
2014-06-11,613.9
2014-06-12,631.2
2014-06-13,629.7
2014-06-16,645.35
2014-06-17,649.8
2014-06-18,633.35
2014-06-19,642.55
2014-06-20,631.3
2014-06-23,633.95
2014-06-24,627.8
2014-06-25,632.8
2014-06-26,635.15
2014-06-27,660.85
2014-06-30,687.95
2014-07-01,679.25
2014-07-02,693.4
2014-07-03,706.85
2014-07-04,709.8
2014-07-07,723.5
2014-07-08,726.05
2014-07-09,724.4
2014-07-10,726.25
2014-07-11,744.05
2014-07-14,738.0
2014-07-15,739.7
2014-07-16,744.9
2014-07-17,743.0
2014-07-18,742.25
2014-07-21,743.7
2014-07-22,750.6
2014-07-23,748.85
2014-07-24,748.2
2014-07-25,782.2
2014-07-28,789.15
2014-07-30,790.45
2014-07-31,790.95
2014-08-01,768.8
2014-08-04,761.7
2014-08-05,773.8
2014-08-06,759.8
2014-08-07,758.85
2014-08-08,760.4
2014-08-11,764.5
2014-08-12,785.25
2014-08-13,802.6
2014-08-14,814.85
2014-08-18,816.2
2014-08-19,809.75
2014-08-20,846.95
2014-08-21,860.0
2014-08-22,856.65
2014-08-25,853.55
2014-08-26,864.95
2014-08-27,862.4
2014-08-28,855.25
2014-09-01,842.35
2014-09-02,863.55
2014-09-03,863.3
2014-09-04,864.5
2014-09-05,857.85
2014-09-08,868.0
2014-09-09,860.4
2014-09-10,859.3
2014-09-11,822.3
2014-09-12,806.1
2014-09-15,795.3
2014-09-16,798.25
2014-09-17,792.4
2014-09-18,805.05
2014-09-19,807.15
2014-09-22,798.35
2014-09-23,780.6
2014-09-24,780.65
2014-09-25,774.25
2014-09-26,806.6
2014-09-29,835.8
2014-09-30,857.25
2014-10-01,860.8
2014-10-07,835.95
2014-10-08,800.8
2014-10-09,814.75
2014-10-10,821.35
2014-10-13,803.9
2014-10-14,802.9
2014-10-16,796.65
2014-10-17,798.35
2014-10-20,801.55
2014-10-21,797.35
2014-10-22,806.25
2014-10-23,810.05
2014-10-27,805.2
2014-10-28,838.65
2014-10-29,830.4
2014-10-30,828.65
2014-10-31,845.4
2014-11-03,853.25
2014-11-05,871.5
2014-11-07,894.3
2014-11-10,911.25
2014-11-11,917.3
2014-11-12,906.05
2014-11-13,908.3
2014-11-14,886.75
2014-11-17,883.85
2014-11-18,866.9
2014-11-19,850.1
2014-11-20,851.05
2014-11-21,841.0
2014-11-24,835.8
2014-11-25,839.95
2014-11-26,839.6
2014-11-27,841.95
2014-11-28,839.7
2014-12-01,835.65
2014-12-02,840.4
2014-12-03,842.6
2014-12-04,839.4
2014-12-05,821.55
2014-12-08,827.8
2014-12-09,839.45
2014-12-10,833.3
2014-12-11,834.8
2014-12-12,843.35
2014-12-15,844.2
2014-12-16,830.15
2014-12-17,811.35
2014-12-18,812.0
2014-12-19,807.85
2014-12-22,814.5
2014-12-23,813.3
2014-12-24,803.5
2014-12-26,811.15
2014-12-29,820.7
2014-12-30,820.4
2014-12-31,826.55
