Date,AXISGOLD
2014-01-01,2823.9
2014-01-02,2792.95
2014-01-03,2806.55
2014-01-06,2824.15
2014-01-07,2815.0
2014-01-08,2789.95
2014-01-09,2790.45
2014-01-10,2813.85
2014-01-13,2806.15
2014-01-14,2805.65
2014-01-15,2805.4
2014-01-16,2816.65
2014-01-17,2793.65
2014-01-20,2850.85
2014-01-21,2807.65
2014-01-22,2807.0
2014-01-23,2822.75
2014-01-24,2838.1
2014-01-27,2826.25
2014-01-28,2825.7
2014-01-29,2828.0
2014-01-30,2826.05
2014-01-31,2803.95
2014-02-03,2811.5
2014-02-04,2829.95
2014-02-05,2821.55
2014-02-06,2816.3
2014-02-07,2829.6
2014-02-10,2847.45
2014-02-11,2846.35
2014-02-12,2839.95
2014-02-13,2856.0
2014-02-14,2861.2
2014-02-17,2893.9
2014-02-18,2919.25
2014-02-19,2902.25
2014-02-20,2899.7
2014-02-21,2905.6
2014-02-24,2915.6
2014-02-25,2891.05
2014-02-26,2909.5
2014-02-28,2888.4
2014-03-03,2919.2
2014-03-04,2908.6
2014-03-05,2919.85
2014-03-06,2874.6
2014-03-07,2866.0
2014-03-10,2918.7
2014-03-11,2873.85
2014-03-12,2873.45
2014-03-13,2873.0
2014-03-14,2885.4
2014-03-18,2854.8
2014-03-19,2851.65
2014-03-20,2824.55
2014-03-21,2820.0
2014-03-22,2874.0
2014-03-24,2836.25
2014-03-25,2801.0
2014-03-26,2779.35
2014-03-27,2737.1
2014-03-28,2749.05
2014-03-31,2777.65
2014-04-01,2750.4
2014-04-02,2731.25
2014-04-03,2737.55
2014-04-04,2770.5
2014-04-07,2784.3
2014-04-09,2774.35
2014-04-10,2798.95
2014-04-11,2799.85
2014-04-15,2820.35
2014-04-16,2797.5
2014-04-17,2805.05
2014-04-21,2813.35
2014-04-22,2811.9
2014-04-23,2820.2
2014-04-25,2840.0
2014-04-28,2862.0
2014-04-29,2840.25
2014-04-30,2832.35
2014-05-02,2873.15
2014-05-05,2852.6
2014-05-06,2842.0
2014-05-07,2844.4
2014-05-08,2825.0
2014-05-09,2822.85
2014-05-12,2820.65
2014-05-13,2776.35
