Date,ALEMBICLTD
2014-01-01,14.95
2014-01-02,14.85
2014-01-03,14.85
2014-01-06,15.1
2014-01-07,14.85
2014-01-08,15.05
2014-01-09,14.9
2014-01-10,14.8
2014-01-13,14.65
2014-01-14,14.7
2014-01-15,14.65
2014-01-16,14.8
2014-01-17,14.45
2014-01-20,14.5
2014-01-21,14.45
2014-01-22,14.5
2014-01-23,14.25
2014-01-24,14.1
2014-01-27,13.75
2014-01-28,13.75
2014-01-29,12.95
2014-01-30,12.2
2014-01-31,11.9
2014-02-03,11.65
2014-02-04,11.95
2014-02-05,11.8
2014-02-06,12.0
2014-02-07,12.5
2014-02-10,12.4
2014-02-11,12.3
2014-02-12,12.25
2014-02-13,12.0
2014-02-14,12.95
2014-02-17,12.85
2014-02-18,12.6
2014-02-19,12.65
2014-02-20,12.8
2014-02-21,13.05
2014-02-24,13.0
2014-02-25,13.05
2014-02-26,12.9
2014-02-28,13.05
2014-03-03,12.55
2014-03-04,12.55
2014-03-05,13.35
2014-03-06,14.05
2014-03-07,14.4
2014-03-10,14.35
2014-03-11,15.0
2014-03-12,14.65
2014-03-13,14.7
2014-03-14,14.2
2014-03-18,13.95
2014-03-19,13.9
2014-03-20,15.85
2014-03-21,15.7
2014-03-22,15.6
2014-03-24,15.55
2014-03-25,15.75
2014-03-26,15.5
2014-03-27,15.55
2014-03-28,15.5
2014-03-31,17.85
2014-04-01,17.35
2014-04-02,18.5
2014-04-03,18.65
2014-04-04,18.15
2014-04-07,19.8
2014-04-09,20.85
2014-04-10,20.25
2014-04-11,19.8
2014-04-15,18.65
2014-04-16,17.9
2014-04-17,18.45
2014-04-21,19.3
2014-04-22,19.4
2014-04-23,19.8
2014-04-25,20.05
2014-04-28,19.4
2014-04-29,18.85
2014-04-30,18.45
2014-05-02,18.15
2014-05-05,18.1
2014-05-06,18.0
2014-05-07,17.3
2014-05-08,17.2
2014-05-09,17.25
2014-05-12,17.15
2014-05-13,16.8
2014-05-14,17.0
2014-05-15,17.05
2014-05-16,17.0
2014-05-19,18.5
2014-05-20,18.9
2014-05-21,20.15
2014-05-22,19.7
2014-05-23,20.7
2014-05-26,19.25
2014-05-27,19.05
2014-05-28,19.6
2014-05-29,19.1
2014-05-30,20.05
2014-06-02,20.2
2014-06-03,20.0
2014-06-04,20.8
2014-06-05,22.6
2014-06-06,24.15
2014-06-09,25.35
2014-06-10,27.4
2014-06-11,29.85
2014-06-12,28.3
2014-06-13,25.55
2014-06-16,26.75
2014-06-17,26.8
2014-06-18,26.0
2014-06-19,25.3
2014-06-20,24.85
2014-06-23,24.6
2014-06-24,25.4
2014-06-25,25.5
2014-06-26,25.05
2014-06-27,24.85
2014-06-30,25.8
2014-07-01,26.6
2014-07-02,25.75
2014-07-03,25.65
2014-07-04,26.0
2014-07-07,26.15
2014-07-08,24.15
2014-07-09,22.85
2014-07-10,23.75
2014-07-11,22.35
2014-07-14,22.75
2014-07-15,23.5
2014-07-16,24.1
2014-07-17,24.2
2014-07-18,24.2
2014-07-21,26.4
2014-07-22,26.7
2014-07-23,28.15
2014-07-24,27.05
2014-07-25,26.15
2014-07-28,26.05
2014-07-30,27.05
2014-07-31,26.4
2014-08-01,26.05
2014-08-04,27.95
2014-08-05,28.25
2014-08-06,27.8
2014-08-07,27.2
2014-08-08,26.1
2014-08-11,26.85
2014-08-12,27.65
2014-08-13,26.5
2014-08-14,26.0
2014-08-18,26.75
2014-08-19,27.15
2014-08-20,29.0
2014-08-21,29.85
2014-08-22,34.75
2014-08-25,41.4
2014-08-26,42.15
2014-08-27,42.2
2014-08-28,40.3
2014-09-01,40.45
2014-09-02,40.75
2014-09-03,43.75
2014-09-04,43.35
2014-09-05,42.95
2014-09-08,44.0
2014-09-09,46.75
2014-09-10,46.25
2014-09-11,45.3
2014-09-12,49.8
2014-09-15,54.75
2014-09-16,54.85
2014-09-17,60.3
2014-09-18,63.3
2014-09-19,63.65
2014-09-22,66.8
2014-09-23,63.65
2014-09-24,60.5
2014-09-25,57.5
2014-09-26,54.65
2014-09-29,57.35
2014-09-30,57.85
2014-10-01,56.65
2014-10-07,53.85
2014-10-08,52.95
2014-10-09,54.1
2014-10-10,51.5
2014-10-13,53.7
2014-10-14,51.75
2014-10-16,49.65
2014-10-17,47.75
2014-10-20,46.4
2014-10-21,42.25
2014-10-22,44.35
2014-10-23,46.55
2014-10-27,45.9
2014-10-28,46.9
2014-10-29,47.65
2014-10-30,47.2
2014-10-31,47.0
2014-11-03,49.35
2014-11-05,47.5
2014-11-07,46.05
2014-11-10,45.25
2014-11-11,49.55
2014-11-12,48.6
2014-11-13,48.15
2014-11-14,48.0
2014-11-17,48.95
2014-11-18,48.35
2014-11-19,46.75
2014-11-20,47.3
2014-11-21,46.25
2014-11-24,45.7
2014-11-25,43.75
2014-11-26,44.0
2014-11-27,42.95
2014-11-28,43.6
2014-12-01,42.2
2014-12-02,43.05
2014-12-03,44.05
2014-12-04,47.4
2014-12-05,46.35
2014-12-08,44.3
2014-12-09,42.9
2014-12-10,42.4
2014-12-11,43.45
2014-12-12,42.45
2014-12-15,42.5
2014-12-16,38.85
2014-12-17,37.4
2014-12-18,39.85
2014-12-19,38.65
2014-12-22,39.15
2014-12-23,39.05
2014-12-24,38.5
2014-12-26,37.95
2014-12-29,38.15
2014-12-30,38.2
2014-12-31,38.85
