Date,ABAN
2014-01-01,386.55
2014-01-02,371.75
2014-01-03,368.55
2014-01-06,402.05
2014-01-07,424.8
2014-01-08,432.3
2014-01-09,416.55
2014-01-10,411.4
2014-01-13,418.25
2014-01-14,419.7
2014-01-15,431.9
2014-01-16,431.3
2014-01-17,415.25
2014-01-20,423.2
2014-01-21,420.1
2014-01-22,422.1
2014-01-23,417.35
2014-01-24,397.25
2014-01-27,375.9
2014-01-28,384.85
2014-01-29,387.0
2014-01-30,375.45
2014-01-31,448.7
2014-02-03,478.4
2014-02-04,484.0
2014-02-05,524.3
2014-02-06,522.25
2014-02-07,519.3
2014-02-10,499.3
2014-02-11,482.9
2014-02-12,510.45
2014-02-13,508.9
2014-02-14,506.8
2014-02-17,503.75
2014-02-18,512.25
2014-02-19,516.0
2014-02-20,508.7
2014-02-21,511.2
2014-02-24,504.7
2014-02-25,505.1
2014-02-26,503.45
2014-02-28,509.15
2014-03-03,490.25
2014-03-04,502.8
2014-03-05,508.85
2014-03-06,513.0
2014-03-07,503.25
2014-03-10,493.45
2014-03-11,488.8
2014-03-12,485.0
2014-03-13,479.35
2014-03-14,473.0
2014-03-18,480.95
2014-03-19,477.7
2014-03-20,462.3
2014-03-21,484.8
2014-03-22,505.55
2014-03-24,506.8
2014-03-25,498.7
2014-03-26,499.75
2014-03-27,493.4
2014-03-28,493.95
2014-03-31,531.85
2014-04-01,533.0
2014-04-02,525.55
2014-04-03,547.9
2014-04-04,544.5
2014-04-07,551.4
2014-04-09,557.95
2014-04-10,549.25
2014-04-11,543.45
2014-04-15,521.15
2014-04-16,510.65
2014-04-17,522.1
2014-04-21,520.9
2014-04-22,516.3
2014-04-23,518.75
2014-04-25,516.7
2014-04-28,511.85
2014-04-29,507.0
2014-04-30,513.85
2014-05-02,510.3
2014-05-05,511.15
2014-05-06,512.6
2014-05-07,506.65
2014-05-08,497.55
2014-05-09,497.9
2014-05-12,499.85
2014-05-13,509.05
2014-05-14,540.5
2014-05-15,526.0
2014-05-16,543.8
2014-05-19,572.55
2014-05-20,679.6
2014-05-21,665.6
2014-05-22,668.85
2014-05-23,702.05
2014-05-26,657.6
2014-05-27,688.2
2014-05-28,714.55
2014-05-29,708.9
2014-05-30,707.7
2014-06-02,751.05
2014-06-03,737.55
2014-06-04,723.65
2014-06-05,732.55
2014-06-06,738.75
2014-06-09,763.7
2014-06-10,758.6
2014-06-11,747.75
2014-06-12,741.1
2014-06-13,703.8
2014-06-16,714.55
2014-06-17,732.9
2014-06-18,725.05
2014-06-19,715.1
2014-06-20,708.05
2014-06-23,730.7
2014-06-24,732.1
2014-06-25,726.0
2014-06-26,760.9
2014-06-27,749.9
2014-06-30,760.6
2014-07-01,760.3
2014-07-02,801.65
2014-07-03,810.05
2014-07-04,827.25
2014-07-07,855.9
2014-07-08,882.65
2014-07-09,809.25
2014-07-10,736.65
2014-07-11,749.3
2014-07-14,727.1
2014-07-15,745.8
2014-07-16,750.85
2014-07-17,765.5
2014-07-18,747.2
2014-07-21,776.9
2014-07-22,784.0
2014-07-23,770.75
2014-07-24,762.2
2014-07-25,739.6
2014-07-28,741.2
2014-07-30,753.25
2014-07-31,770.05
2014-08-01,765.65
2014-08-04,794.4
2014-08-05,806.65
2014-08-06,780.6
2014-08-07,778.75
2014-08-08,754.15
2014-08-11,755.2
2014-08-12,752.3
2014-08-13,708.35
2014-08-14,720.1
2014-08-18,751.1
2014-08-19,740.2
2014-08-20,734.0
2014-08-21,738.6
2014-08-22,733.95
2014-08-25,708.65
2014-08-26,710.5
2014-08-27,721.3
2014-08-28,708.8
2014-09-01,714.7
2014-09-02,750.6
2014-09-03,743.15
2014-09-04,744.25
2014-09-05,740.9
2014-09-08,762.1
2014-09-09,756.4
2014-09-10,747.95
2014-09-11,750.5
2014-09-12,746.5
2014-09-15,735.8
2014-09-16,687.0
2014-09-17,682.2
2014-09-18,710.3
2014-09-19,704.0
2014-09-22,688.8
2014-09-23,669.75
2014-09-24,643.95
2014-09-25,589.7
2014-09-26,604.85
2014-09-29,608.05
2014-09-30,593.2
2014-10-01,576.3
2014-10-07,560.55
2014-10-08,556.8
2014-10-09,569.1
2014-10-10,621.7
2014-10-13,613.9
2014-10-14,591.9
2014-10-16,572.65
2014-10-17,574.95
2014-10-20,592.65
2014-10-21,595.85
2014-10-22,599.1
2014-10-23,598.0
2014-10-27,578.3
2014-10-28,589.15
2014-10-29,594.3
2014-10-30,592.95
2014-10-31,624.0
2014-11-03,632.75
2014-11-05,644.45
2014-11-07,631.2
2014-11-10,645.95
2014-11-11,648.4
2014-11-12,628.45
2014-11-13,612.9
2014-11-14,599.1
2014-11-17,595.5
2014-11-18,578.5
2014-11-19,565.55
2014-11-20,582.25
2014-11-21,586.2
2014-11-24,601.45
2014-11-25,592.8
2014-11-26,597.7
2014-11-27,577.65
2014-11-28,546.65
2014-12-01,533.65
2014-12-02,542.9
2014-12-03,544.9
2014-12-04,550.1
2014-12-05,533.95
2014-12-08,529.75
2014-12-09,505.85
2014-12-10,484.1
2014-12-11,468.5
2014-12-12,446.9
2014-12-15,421.8
2014-12-16,402.55
2014-12-17,422.0
2014-12-18,436.35
2014-12-19,425.45
2014-12-22,427.0
2014-12-23,412.65
2014-12-24,419.7
2014-12-26,417.65
2014-12-29,491.05
2014-12-30,507.6
2014-12-31,501.6
