Date,VIJAYABANK
2014-01-01,39.75
2014-01-02,39.95
2014-01-03,40.15
2014-01-06,39.95
2014-01-07,39.35
2014-01-08,40.05
2014-01-09,39.75
2014-01-10,39.2
2014-01-13,38.85
2014-01-14,38.9
2014-01-15,39.2
2014-01-16,39.45
2014-01-17,39.0
2014-01-20,39.05
2014-01-21,38.95
2014-01-22,38.9
2014-01-23,38.9
2014-01-24,38.5
2014-01-27,37.9
2014-01-28,37.3
2014-01-29,36.9
2014-01-30,36.35
2014-01-31,37.0
2014-02-03,36.65
2014-02-04,35.9
2014-02-05,35.9
2014-02-06,35.75
2014-02-07,35.85
2014-02-10,35.6
2014-02-11,35.2
2014-02-12,35.2
2014-02-13,35.15
2014-02-14,35.0
2014-02-17,34.7
2014-02-18,35.3
2014-02-19,35.0
2014-02-20,35.1
2014-02-21,35.0
2014-02-24,34.9
2014-02-25,34.95
2014-02-26,35.0
2014-02-28,35.0
2014-03-03,34.95
2014-03-04,35.45
2014-03-05,36.1
2014-03-06,36.65
2014-03-07,36.9
2014-03-10,37.25
2014-03-11,37.1
2014-03-12,36.65
2014-03-13,36.6
2014-03-14,35.9
2014-03-18,36.55
2014-03-19,36.4
2014-03-20,35.95
2014-03-21,36.45
2014-03-22,36.65
2014-03-24,36.6
2014-03-25,36.35
2014-03-26,36.7
2014-03-27,37.5
2014-03-28,39.0
2014-03-31,39.9
2014-04-01,39.3
2014-04-02,40.5
2014-04-03,39.25
2014-04-04,39.45
2014-04-07,39.3
2014-04-09,40.3
2014-04-10,40.9
2014-04-11,40.95
2014-04-15,40.3
2014-04-16,39.55
2014-04-17,40.15
2014-04-21,40.7
2014-04-22,40.2
2014-04-23,40.25
2014-04-25,40.35
2014-04-28,40.6
2014-04-29,40.35
2014-04-30,41.15
2014-05-02,40.9
2014-05-05,41.35
2014-05-06,41.35
2014-05-07,40.2
2014-05-08,39.8
2014-05-09,40.7
2014-05-12,41.0
2014-05-13,41.8
2014-05-14,43.3
2014-05-15,42.75
2014-05-16,44.0
2014-05-19,46.85
2014-05-20,47.75
2014-05-21,47.9
2014-05-22,49.9
2014-05-23,52.55
2014-05-26,53.3
2014-05-27,51.35
2014-05-28,51.1
2014-05-29,51.4
2014-05-30,50.2
2014-06-02,52.55
2014-06-03,52.35
2014-06-04,54.7
2014-06-05,55.75
2014-06-06,56.9
2014-06-09,57.55
2014-06-10,55.9
2014-06-11,54.75
2014-06-12,55.45
2014-06-13,53.25
2014-06-16,52.45
2014-06-17,54.95
2014-06-18,53.4
2014-06-19,53.2
2014-06-20,55.15
2014-06-23,53.45
2014-06-24,53.85
2014-06-25,53.35
2014-06-26,52.9
2014-06-27,52.5
2014-06-30,55.45
2014-07-01,54.5
2014-07-02,55.75
2014-07-03,55.9
2014-07-04,56.65
2014-07-07,55.75
2014-07-08,52.5
2014-07-09,51.8
2014-07-10,52.3
2014-07-11,49.7
2014-07-14,49.2
2014-07-15,50.65
2014-07-16,51.4
2014-07-17,51.15
2014-07-18,50.55
2014-07-21,50.3
2014-07-22,49.9
2014-07-23,49.95
2014-07-24,49.85
2014-07-25,48.95
2014-07-28,49.35
2014-07-30,49.45
2014-07-31,48.7
2014-08-01,48.25
2014-08-04,48.5
2014-08-05,48.9
2014-08-06,48.0
2014-08-07,47.5
2014-08-08,45.85
2014-08-11,45.9
2014-08-12,46.0
2014-08-13,44.35
2014-08-14,44.6
2014-08-18,45.6
2014-08-19,45.6
2014-08-20,45.05
2014-08-21,46.0
2014-08-22,46.2
2014-08-25,45.85
2014-08-26,45.55
2014-08-27,45.55
2014-08-28,45.15
2014-09-01,46.0
2014-09-02,45.9
2014-09-03,46.05
2014-09-04,45.35
2014-09-05,44.9
2014-09-08,45.2
2014-09-09,45.15
2014-09-10,45.5
2014-09-11,46.8
2014-09-12,47.05
2014-09-15,47.1
2014-09-16,45.35
2014-09-17,47.05
2014-09-18,47.55
2014-09-19,48.0
2014-09-22,48.05
2014-09-23,47.75
2014-09-24,47.0
2014-09-25,47.85
2014-09-26,47.45
2014-09-29,48.05
2014-09-30,48.0
2014-10-01,47.85
2014-10-07,46.45
2014-10-08,46.2
2014-10-09,47.05
2014-10-10,46.5
2014-10-13,47.45
2014-10-14,47.5
2014-10-16,46.0
2014-10-17,46.35
2014-10-20,46.65
2014-10-21,46.6
2014-10-22,46.5
2014-10-23,46.85
2014-10-27,46.8
2014-10-28,46.95
2014-10-29,46.9
2014-10-30,47.1
2014-10-31,47.6
2014-11-03,48.3
2014-11-05,49.2
2014-11-07,48.8
2014-11-10,50.2
2014-11-11,50.95
2014-11-12,50.25
2014-11-13,50.05
2014-11-14,50.1
2014-11-17,50.0
2014-11-18,51.0
2014-11-19,50.95
2014-11-20,50.0
2014-11-21,51.0
2014-11-24,50.9
2014-11-25,50.0
2014-11-26,49.95
2014-11-27,50.15
2014-11-28,51.1
2014-12-01,50.1
2014-12-02,50.3
2014-12-03,51.55
2014-12-04,51.25
2014-12-05,51.05
2014-12-08,49.8
2014-12-09,48.9
2014-12-10,49.3
2014-12-11,48.85
2014-12-12,48.35
2014-12-15,48.1
2014-12-16,46.55
2014-12-17,45.45
2014-12-18,46.9
2014-12-19,46.5
2014-12-22,47.05
2014-12-23,45.5
2014-12-24,46.9
2014-12-26,47.1
2014-12-29,47.45
2014-12-30,48.6
2014-12-31,50.35
