Date,EIDPARRY
2014-01-01,140.95
2014-01-02,136.85
2014-01-03,141.7
2014-01-06,139.95
2014-01-07,138.05
2014-01-08,139.75
2014-01-09,139.05
2014-01-10,135.25
2014-01-13,134.75
2014-01-14,134.65
2014-01-15,135.8
2014-01-16,136.6
2014-01-17,136.25
2014-01-20,137.0
2014-01-21,138.05
2014-01-22,139.65
2014-01-23,137.7
2014-01-24,137.95
2014-01-27,134.2
2014-01-28,130.2
2014-01-29,129.55
2014-01-30,126.7
2014-01-31,127.4
2014-02-03,126.05
2014-02-04,125.75
2014-02-05,125.2
2014-02-06,125.95
2014-02-07,126.1
2014-02-10,124.05
2014-02-11,124.4
2014-02-12,123.75
2014-02-13,121.35
2014-02-14,119.75
2014-02-17,120.05
2014-02-18,121.0
2014-02-19,129.8
2014-02-20,128.1
2014-02-21,123.95
2014-02-24,123.4
2014-02-25,127.1
2014-02-26,126.65
2014-02-28,126.35
2014-03-03,125.55
2014-03-04,125.65
2014-03-05,126.15
2014-03-06,131.6
2014-03-07,130.75
2014-03-10,130.2
2014-03-11,130.2
2014-03-12,131.45
2014-03-13,134.4
2014-03-14,131.6
2014-03-18,132.0
2014-03-19,131.2
2014-03-20,131.3
2014-03-21,131.1
2014-03-22,131.65
2014-03-24,132.5
2014-03-25,130.1
2014-03-26,129.9
2014-03-27,129.8
2014-03-28,132.35
2014-03-31,134.05
2014-04-01,141.4
2014-04-02,147.95
2014-04-03,149.75
2014-04-04,157.5
2014-04-07,157.2
2014-04-09,155.65
2014-04-10,154.85
2014-04-11,155.6
2014-04-15,154.3
2014-04-16,157.05
2014-04-17,162.85
2014-04-21,161.45
2014-04-22,163.1
2014-04-23,164.2
2014-04-25,160.3
2014-04-28,161.75
2014-04-29,159.55
2014-04-30,151.75
2014-05-02,152.35
2014-05-05,152.8
2014-05-06,151.75
2014-05-07,153.65
2014-05-08,152.9
2014-05-09,155.0
2014-05-12,158.65
2014-05-13,157.4
2014-05-14,167.45
2014-05-15,170.25
2014-05-16,169.15
2014-05-19,176.85
2014-05-20,186.6
2014-05-21,187.5
2014-05-22,190.0
2014-05-23,203.75
2014-05-26,200.0
2014-05-27,198.45
2014-05-28,200.85
2014-05-29,197.35
2014-05-30,198.3
2014-06-02,204.05
2014-06-03,202.55
2014-06-04,212.0
2014-06-05,211.25
2014-06-06,217.65
2014-06-09,220.0
2014-06-10,223.0
2014-06-11,218.0
2014-06-12,214.05
2014-06-13,208.95
2014-06-16,203.85
2014-06-17,205.95
2014-06-18,203.35
2014-06-19,201.75
2014-06-20,206.0
2014-06-23,215.85
2014-06-24,215.65
2014-06-25,213.45
2014-06-26,209.85
2014-06-27,209.4
2014-06-30,210.0
2014-07-01,207.75
2014-07-02,209.8
2014-07-03,207.25
2014-07-04,204.75
2014-07-07,205.1
2014-07-08,195.95
2014-07-09,200.05
2014-07-10,200.2
2014-07-11,195.1
2014-07-14,196.8
2014-07-15,200.35
2014-07-16,200.25
2014-07-17,197.5
2014-07-18,197.65
2014-07-21,200.2
2014-07-22,198.5
2014-07-23,197.55
2014-07-24,197.7
2014-07-25,196.25
2014-07-28,191.6
2014-07-30,196.4
2014-07-31,194.1
2014-08-01,190.5
2014-08-04,194.45
2014-08-05,192.4
2014-08-06,189.8
2014-08-07,192.15
2014-08-08,187.35
2014-08-11,188.2
2014-08-12,189.8
2014-08-13,188.45
2014-08-14,189.7
2014-08-18,190.25
2014-08-19,197.05
2014-08-20,198.5
2014-08-21,194.65
2014-08-22,200.2
2014-08-25,201.1
2014-08-26,213.45
2014-08-27,212.6
2014-08-28,209.0
2014-09-01,215.25
2014-09-02,218.4
2014-09-03,213.8
2014-09-04,222.7
2014-09-05,223.75
2014-09-08,224.6
2014-09-09,229.25
2014-09-10,222.65
2014-09-11,238.85
2014-09-12,235.5
2014-09-15,240.65
2014-09-16,234.0
2014-09-17,228.0
2014-09-18,227.8
2014-09-19,229.85
2014-09-22,234.6
2014-09-23,227.75
2014-09-24,226.0
2014-09-25,226.2
2014-09-26,222.1
2014-09-29,234.0
2014-09-30,230.1
2014-10-01,224.95
2014-10-07,222.6
2014-10-08,215.55
2014-10-09,219.2
2014-10-10,217.8
2014-10-13,221.35
2014-10-14,218.3
2014-10-16,212.85
2014-10-17,211.35
2014-10-20,210.95
2014-10-21,213.8
2014-10-22,214.65
2014-10-23,218.5
2014-10-27,220.6
2014-10-28,217.9
2014-10-29,215.25
2014-10-30,218.85
2014-10-31,219.6
2014-11-03,218.75
2014-11-05,219.2
2014-11-07,220.65
2014-11-10,221.7
2014-11-11,237.7
2014-11-12,232.85
2014-11-13,234.05
2014-11-14,235.6
2014-11-17,238.1
2014-11-18,233.85
2014-11-19,224.7
2014-11-20,228.25
2014-11-21,227.7
2014-11-24,223.75
2014-11-25,219.75
2014-11-26,222.8
2014-11-27,217.8
2014-11-28,215.15
2014-12-01,212.6
2014-12-02,211.85
2014-12-03,211.8
2014-12-04,217.95
2014-12-05,214.1
2014-12-08,210.1
2014-12-09,206.8
2014-12-10,208.7
2014-12-11,206.45
2014-12-12,202.3
2014-12-15,200.5
2014-12-16,197.0
2014-12-17,193.6
2014-12-18,199.3
2014-12-19,200.45
2014-12-22,199.65
2014-12-23,198.55
2014-12-24,197.5
2014-12-26,196.85
2014-12-29,198.55
2014-12-30,198.1
2014-12-31,201.75
