Date,MCDHOLDING
2014-01-01,41.5
2014-01-02,43.55
2014-01-03,41.4
2014-01-06,39.35
2014-01-07,37.4
2014-01-08,35.55
2014-01-09,33.8
2014-01-10,32.5
2014-01-13,34.1
2014-01-14,35.8
2014-01-15,34.25
2014-01-16,33.3
2014-01-17,32.45
2014-01-20,33.95
2014-01-21,35.6
2014-01-22,36.7
2014-01-23,35.25
2014-01-24,34.35
2014-01-27,33.0
2014-01-28,32.95
2014-01-29,34.45
2014-01-30,32.85
2014-01-31,34.05
2014-02-03,33.25
2014-02-04,33.0
2014-02-05,32.85
2014-02-06,33.1
2014-02-07,33.55
2014-02-10,33.5
2014-02-11,33.75
2014-02-12,35.1
2014-02-13,34.1
2014-02-14,33.05
2014-02-17,32.8
2014-02-18,33.5
2014-02-19,33.05
2014-02-20,32.7
2014-02-21,32.0
2014-02-24,31.2
2014-02-25,30.9
2014-02-26,30.0
2014-02-28,30.6
2014-03-03,30.0
2014-03-04,29.3
2014-03-05,30.75
2014-03-06,32.25
2014-03-07,33.65
2014-03-10,34.75
2014-03-11,35.15
2014-03-12,34.8
2014-03-13,33.25
2014-03-14,33.7
2014-03-18,32.5
2014-03-19,33.9
2014-03-20,34.2
2014-03-21,32.5
2014-03-22,33.7
2014-03-24,33.05
2014-03-25,31.8
2014-03-26,31.3
2014-03-27,31.75
2014-03-28,32.85
2014-03-31,31.55
2014-04-01,32.5
2014-04-02,31.6
2014-04-03,32.55
2014-04-04,32.85
2014-04-07,32.9
2014-04-09,31.55
2014-04-10,32.7
2014-04-11,32.95
2014-04-15,36.15
2014-04-16,37.6
2014-04-17,35.65
2014-04-21,36.2
2014-04-22,35.6
2014-04-23,36.0
2014-04-25,35.6
2014-04-28,37.2
2014-04-29,36.2
2014-04-30,35.25
2014-05-02,35.45
2014-05-05,35.8
2014-05-06,36.75
2014-05-07,35.5
2014-05-08,35.3
2014-05-09,34.7
2014-05-12,35.2
2014-05-13,35.45
2014-05-14,35.55
2014-05-15,34.9
2014-05-16,35.25
2014-05-19,35.55
2014-05-20,36.0
2014-05-21,40.2
2014-05-22,41.1
2014-05-23,41.65
2014-05-26,42.0
2014-05-27,42.0
2014-05-28,41.9
2014-05-29,40.9
2014-05-30,40.75
2014-06-02,39.7
2014-06-03,39.5
2014-06-04,40.55
2014-06-05,40.95
2014-06-06,40.95
2014-06-09,46.15
2014-06-10,48.15
2014-06-11,57.75
2014-06-12,60.85
2014-06-13,54.8
2014-06-16,49.35
2014-06-17,50.85
2014-06-18,49.05
2014-06-19,47.35
2014-06-20,45.15
2014-06-23,43.85
2014-06-24,46.0
2014-06-25,48.1
2014-06-26,46.4
2014-06-27,46.5
2014-06-30,46.4
2014-07-01,48.6
2014-07-02,51.0
2014-07-03,49.5
2014-07-04,50.45
2014-07-07,50.5
2014-07-08,48.2
2014-07-09,44.95
2014-07-10,45.35
2014-07-11,43.5
2014-07-14,42.3
2014-07-15,45.1
2014-07-16,46.15
2014-07-17,45.15
2014-07-18,45.2
2014-07-21,45.9
2014-07-22,45.45
2014-07-23,44.95
2014-07-24,46.0
2014-07-25,44.75
2014-07-28,44.75
2014-07-30,44.55
2014-07-31,44.3
2014-08-01,43.15
2014-08-04,44.6
2014-08-05,43.35
2014-08-06,43.55
2014-08-07,42.75
2014-08-08,40.15
2014-08-11,38.3
2014-08-12,39.9
2014-08-13,39.2
2014-08-14,38.3
2014-08-18,37.65
2014-08-19,38.15
2014-08-20,37.4
2014-08-21,37.25
2014-08-22,34.95
2014-08-25,32.75
2014-08-26,32.7
2014-08-27,32.75
2014-08-28,34.75
2014-09-01,34.05
2014-09-02,33.2
2014-09-03,32.7
2014-09-04,34.4
2014-09-05,32.55
2014-09-08,32.95
2014-09-09,32.9
2014-09-10,34.0
2014-09-11,34.55
2014-09-12,35.1
2014-09-15,36.1
2014-09-16,34.5
2014-09-17,36.1
2014-09-18,36.1
2014-09-19,36.65
2014-09-22,37.1
2014-09-23,35.75
2014-09-24,34.15
2014-09-25,31.25
2014-09-26,31.9
2014-09-29,32.4
2014-09-30,32.35
2014-10-01,32.5
2014-10-07,31.55
2014-10-08,31.0
2014-10-09,31.7
2014-10-10,31.95
2014-10-13,31.6
2014-10-14,31.1
2014-10-16,30.1
2014-10-17,30.1
2014-10-20,31.0
2014-10-21,31.1
2014-10-22,30.5
2014-10-23,31.2
2014-10-27,31.95
2014-10-28,32.45
2014-10-29,32.1
2014-10-30,32.15
2014-10-31,32.65
2014-11-03,32.9
2014-11-05,32.75
2014-11-07,33.25
2014-11-10,32.1
2014-11-11,31.8
2014-11-12,32.1
2014-11-13,32.4
2014-11-14,31.5
2014-11-17,29.8
2014-11-18,30.35
2014-11-19,29.6
2014-11-20,31.0
2014-11-21,29.9
2014-11-24,29.9
2014-11-25,29.95
2014-11-26,30.1
2014-11-27,29.65
2014-11-28,29.1
2014-12-01,29.1
2014-12-02,34.9
2014-12-03,34.55
2014-12-04,33.15
2014-12-05,32.3
2014-12-08,31.55
2014-12-09,30.35
2014-12-10,29.95
2014-12-11,29.25
2014-12-12,28.8
2014-12-15,28.45
2014-12-16,28.2
2014-12-17,27.95
2014-12-18,28.55
2014-12-19,29.0
2014-12-22,29.05
2014-12-23,28.5
2014-12-24,28.35
2014-12-26,28.4
2014-12-29,30.4
2014-12-30,30.05
2014-12-31,30.25
