Date,INOXLEISUR
2014-01-01,114.7
2014-01-02,113.05
2014-01-03,110.15
2014-01-06,112.05
2014-01-07,117.5
2014-01-08,121.55
2014-01-09,116.35
2014-01-10,115.6
2014-01-13,112.1
2014-01-14,110.15
2014-01-15,112.4
2014-01-16,109.1
2014-01-17,106.75
2014-01-20,108.4
2014-01-21,109.1
2014-01-22,109.75
2014-01-23,110.8
2014-01-24,108.35
2014-01-27,101.45
2014-01-28,102.1
2014-01-29,98.15
2014-01-30,84.3
2014-01-31,90.0
2014-02-03,94.3
2014-02-04,102.4
2014-02-05,108.8
2014-02-06,103.9
2014-02-07,104.7
2014-02-10,103.1
2014-02-11,103.7
2014-02-12,101.7
2014-02-13,104.15
2014-02-14,104.85
2014-02-17,105.5
2014-02-18,105.35
2014-02-19,104.65
2014-02-20,103.1
2014-02-21,102.85
2014-02-24,102.2
2014-02-25,101.05
2014-02-26,101.95
2014-02-28,105.35
2014-03-03,102.95
2014-03-04,105.3
2014-03-05,106.25
2014-03-06,105.95
2014-03-07,106.8
2014-03-10,110.85
2014-03-11,114.15
2014-03-12,110.9
2014-03-13,109.15
2014-03-14,107.65
2014-03-18,108.95
2014-03-19,106.95
2014-03-20,106.15
2014-03-21,107.8
2014-03-22,105.95
2014-03-24,109.15
2014-03-25,110.4
2014-03-26,107.2
2014-03-27,108.7
2014-03-28,109.75
2014-03-31,115.35
2014-04-01,117.55
2014-04-02,123.35
2014-04-03,118.75
2014-04-04,118.8
2014-04-07,119.2
2014-04-09,124.65
2014-04-10,121.35
2014-04-11,120.7
2014-04-15,117.65
2014-04-16,116.7
2014-04-17,117.2
2014-04-21,118.4
2014-04-22,118.1
2014-04-23,116.8
2014-04-25,114.0
2014-04-28,113.8
2014-04-29,115.75
2014-04-30,112.45
2014-05-02,113.15
2014-05-05,110.95
2014-05-06,110.95
2014-05-07,112.2
2014-05-08,109.8
2014-05-09,110.15
2014-05-12,111.7
2014-05-13,114.5
2014-05-14,114.4
2014-05-15,114.15
2014-05-16,113.05
2014-05-19,117.55
2014-05-20,120.4
2014-05-21,134.35
2014-05-22,134.95
2014-05-23,132.8
2014-05-26,125.8
2014-05-27,126.95
2014-05-28,130.1
2014-05-29,139.6
2014-05-30,139.35
2014-06-02,133.85
2014-06-03,135.35
2014-06-04,135.95
2014-06-05,141.7
2014-06-06,142.7
2014-06-09,142.85
2014-06-10,152.3
2014-06-11,154.05
2014-06-12,151.3
2014-06-13,148.35
2014-06-16,146.3
2014-06-17,152.6
2014-06-18,155.1
2014-06-19,154.65
2014-06-20,152.75
2014-06-23,154.05
2014-06-24,154.6
2014-06-25,153.7
2014-06-26,154.05
2014-06-27,155.1
2014-06-30,157.45
2014-07-01,165.6
2014-07-02,160.15
2014-07-03,163.1
2014-07-04,161.95
2014-07-07,160.4
2014-07-08,150.75
2014-07-09,149.7
2014-07-10,153.0
2014-07-11,143.65
2014-07-14,146.85
2014-07-15,162.0
2014-07-16,159.6
2014-07-17,160.0
2014-07-18,157.95
2014-07-21,156.5
2014-07-22,156.5
2014-07-23,158.05
2014-07-24,155.5
2014-07-25,159.5
2014-07-28,154.95
2014-07-30,152.15
2014-07-31,149.35
2014-08-01,144.85
2014-08-04,143.75
2014-08-05,146.8
2014-08-06,157.55
2014-08-07,153.25
2014-08-08,156.25
2014-08-11,153.1
2014-08-12,153.25
2014-08-13,152.1
2014-08-14,153.8
2014-08-18,156.4
2014-08-19,157.1
2014-08-20,163.65
2014-08-21,161.1
2014-08-22,161.0
2014-08-25,164.85
2014-08-26,163.4
2014-08-27,161.5
2014-08-28,162.6
2014-09-01,171.55
2014-09-02,169.4
2014-09-03,173.65
2014-09-04,171.05
2014-09-05,172.9
2014-09-08,173.8
2014-09-09,176.0
2014-09-10,176.75
2014-09-11,174.75
2014-09-12,175.0
2014-09-15,172.55
2014-09-16,164.85
2014-09-17,163.65
2014-09-18,173.15
2014-09-19,175.3
2014-09-22,172.8
2014-09-23,172.15
2014-09-24,179.2
2014-09-25,170.35
2014-09-26,175.65
2014-09-29,175.65
2014-09-30,174.3
2014-10-01,171.0
2014-10-07,170.5
2014-10-08,171.65
2014-10-09,173.1
2014-10-10,170.25
2014-10-13,170.15
2014-10-14,169.15
2014-10-16,167.55
2014-10-17,168.3
2014-10-20,169.3
2014-10-21,168.15
2014-10-22,170.7
2014-10-23,171.35
2014-10-27,169.7
2014-10-28,172.65
2014-10-29,172.3
2014-10-30,179.6
2014-10-31,184.25
2014-11-03,186.45
2014-11-05,184.7
2014-11-07,189.8
2014-11-10,190.05
2014-11-11,190.1
2014-11-12,191.3
2014-11-13,189.95
2014-11-14,187.1
2014-11-17,188.45
2014-11-18,185.1
2014-11-19,183.1
2014-11-20,180.4
2014-11-21,179.95
2014-11-24,175.75
2014-11-25,170.5
2014-11-26,172.3
2014-11-27,172.35
2014-11-28,173.95
2014-12-01,176.2
2014-12-02,176.0
2014-12-03,177.95
2014-12-04,179.5
2014-12-05,180.65
2014-12-08,178.3
2014-12-09,175.1
2014-12-10,175.8
2014-12-11,171.85
2014-12-12,170.75
2014-12-15,171.5
2014-12-16,166.2
2014-12-17,164.65
2014-12-18,172.7
2014-12-19,174.45
2014-12-22,173.45
2014-12-23,174.6
2014-12-24,172.8
2014-12-26,172.7
2014-12-29,175.1
2014-12-30,178.3
2014-12-31,181.15
