Date,ADFFOODS
2014-01-01,52.45
2014-01-02,50.6
2014-01-03,50.3
2014-01-06,50.4
2014-01-07,49.8
2014-01-08,50.1
2014-01-09,49.45
2014-01-10,49.2
2014-01-13,49.2
2014-01-14,48.5
2014-01-15,48.5
2014-01-16,50.35
2014-01-17,48.55
2014-01-20,49.15
2014-01-21,48.75
2014-01-22,48.7
2014-01-23,47.8
2014-01-24,46.6
2014-01-27,45.1
2014-01-28,45.4
2014-01-29,45.1
2014-01-30,44.4
2014-01-31,45.65
2014-02-03,45.1
2014-02-04,45.45
2014-02-05,45.7
2014-02-06,45.9
2014-02-07,45.75
2014-02-10,45.95
2014-02-11,45.2
2014-02-12,45.0
2014-02-13,43.95
2014-02-14,43.1
2014-02-17,42.65
2014-02-18,42.45
2014-02-19,41.25
2014-02-20,41.95
2014-02-21,42.6
2014-02-24,43.0
2014-02-25,42.05
2014-02-26,42.0
2014-02-28,41.65
2014-03-03,41.5
2014-03-04,42.1
2014-03-05,41.9
2014-03-06,42.5
2014-03-07,41.85
2014-03-10,41.75
2014-03-11,42.15
2014-03-12,42.2
2014-03-13,41.8
2014-03-14,41.4
2014-03-18,41.55
2014-03-19,41.95
2014-03-20,41.6
2014-03-21,41.8
2014-03-22,41.35
2014-03-24,42.15
2014-03-25,42.15
2014-03-26,42.35
2014-03-27,42.85
2014-03-28,44.55
2014-03-31,44.85
2014-04-01,44.45
2014-04-02,44.95
2014-04-03,45.95
2014-04-04,47.65
2014-04-07,46.55
2014-04-09,48.3
2014-04-10,47.65
2014-04-11,46.95
2014-04-15,45.9
2014-04-16,45.05
2014-04-17,46.3
2014-04-21,46.95
2014-04-22,45.9
2014-04-23,45.7
2014-04-25,45.55
2014-04-28,45.25
2014-04-29,44.3
2014-04-30,44.0
2014-05-02,43.5
2014-05-05,44.8
2014-05-06,44.25
2014-05-07,44.4
2014-05-08,45.05
2014-05-09,45.4
2014-05-12,45.2
2014-05-13,46.0
2014-05-14,45.15
2014-05-15,45.2
2014-05-16,44.95
2014-05-19,46.4
2014-05-20,48.05
2014-05-21,50.45
2014-05-22,50.85
2014-05-23,55.8
2014-05-26,51.8
2014-05-27,48.25
2014-05-28,51.85
2014-05-29,48.6
2014-05-30,51.5
2014-06-02,58.6
2014-06-03,55.8
2014-06-04,60.4
2014-06-05,57.85
2014-06-06,54.85
2014-06-09,53.55
2014-06-10,54.95
2014-06-11,52.75
2014-06-12,59.3
2014-06-13,62.2
2014-06-16,63.05
2014-06-17,64.15
2014-06-18,62.35
2014-06-19,61.85
2014-06-20,59.9
2014-06-23,58.7
2014-06-24,60.1
2014-06-25,61.7
2014-06-26,60.1
2014-06-27,60.0
2014-06-30,60.4
2014-07-01,65.5
2014-07-02,68.65
2014-07-03,66.8
2014-07-04,67.2
2014-07-07,65.2
2014-07-08,62.8
2014-07-09,62.0
2014-07-10,62.9
2014-07-11,59.35
2014-07-14,58.8
2014-07-15,61.05
2014-07-16,61.3
2014-07-17,60.1
2014-07-18,59.6
2014-07-21,59.6
2014-07-22,58.55
2014-07-23,59.05
2014-07-24,58.95
2014-07-25,57.25
2014-07-28,56.2
2014-07-30,56.05
2014-07-31,55.55
2014-08-01,55.1
2014-08-04,55.55
2014-08-05,56.0
2014-08-06,60.3
2014-08-07,59.95
2014-08-08,57.0
2014-08-11,58.0
2014-08-12,59.55
2014-08-13,57.0
2014-08-14,57.15
2014-08-18,57.85
2014-08-19,57.9
2014-08-20,57.6
2014-08-21,56.05
2014-08-22,56.95
2014-08-25,56.65
2014-08-26,56.75
2014-08-27,57.4
2014-08-28,61.15
2014-09-01,65.05
2014-09-02,66.6
2014-09-03,67.8
2014-09-04,64.7
2014-09-05,70.35
2014-09-08,76.45
2014-09-09,73.0
2014-09-10,71.15
2014-09-11,70.0
2014-09-12,70.4
2014-09-15,72.6
2014-09-16,66.55
2014-09-17,67.25
2014-09-18,69.9
2014-09-19,72.9
2014-09-22,79.45
2014-09-23,79.9
2014-09-24,76.5
2014-09-25,71.0
2014-09-26,71.5
2014-09-29,71.85
2014-09-30,69.85
2014-10-01,69.7
2014-10-07,66.25
2014-10-08,66.0
2014-10-09,66.9
2014-10-10,69.55
2014-10-13,68.45
2014-10-14,66.25
2014-10-16,63.55
2014-10-17,63.45
2014-10-20,64.6
2014-10-21,65.15
2014-10-22,64.6
2014-10-23,66.3
2014-10-27,65.9
2014-10-28,65.15
2014-10-29,67.9
2014-10-30,68.75
2014-10-31,70.3
2014-11-03,71.6
2014-11-05,73.4
2014-11-07,71.05
2014-11-10,70.05
2014-11-11,73.35
2014-11-12,64.8
2014-11-13,61.45
2014-11-14,59.35
2014-11-17,61.3
2014-11-18,66.85
2014-11-19,68.1
2014-11-20,64.65
2014-11-21,63.75
2014-11-24,63.15
2014-11-25,61.25
2014-11-26,62.6
2014-11-27,61.9
2014-11-28,61.7
2014-12-01,60.8
2014-12-02,61.15
2014-12-03,61.85
2014-12-04,66.95
2014-12-05,69.05
2014-12-08,70.8
2014-12-09,67.35
2014-12-10,67.25
2014-12-11,67.9
2014-12-12,66.65
2014-12-15,64.5
2014-12-16,61.25
2014-12-17,63.0
2014-12-18,64.9
2014-12-19,64.75
2014-12-22,64.85
2014-12-23,63.4
2014-12-24,66.5
2014-12-26,66.65
2014-12-29,67.0
2014-12-30,70.6
2014-12-31,70.0
