Date,UPL
2014-01-01,198.45
2014-01-02,196.95
2014-01-03,200.1
2014-01-06,201.45
2014-01-07,201.75
2014-01-08,201.6
2014-01-09,203.7
2014-01-10,204.05
2014-01-13,206.1
2014-01-14,207.7
2014-01-15,210.2
2014-01-16,215.85
2014-01-17,216.75
2014-01-20,216.35
2014-01-21,212.75
2014-01-22,214.2
2014-01-23,206.7
2014-01-24,204.45
2014-01-27,193.95
2014-01-28,184.85
2014-01-29,194.25
2014-01-30,187.5
2014-01-31,189.1
2014-02-03,185.1
2014-02-04,189.05
2014-02-05,190.25
2014-02-06,186.8
2014-02-07,195.1
2014-02-10,196.9
2014-02-11,188.75
2014-02-12,188.65
2014-02-13,182.8
2014-02-14,185.1
2014-02-17,182.75
2014-02-18,186.3
2014-02-19,185.55
2014-02-20,182.85
2014-02-21,180.0
2014-02-24,178.5
2014-02-25,185.15
2014-02-26,183.25
2014-02-28,182.8
2014-03-03,181.3
2014-03-04,182.55
2014-03-05,187.2
2014-03-06,188.3
2014-03-07,189.2
2014-03-10,189.25
2014-03-11,189.75
2014-03-12,190.9
2014-03-13,190.95
2014-03-14,187.45
2014-03-18,189.95
2014-03-19,186.2
2014-03-20,186.85
2014-03-21,185.6
2014-03-22,186.35
2014-03-24,184.95
2014-03-25,181.1
2014-03-26,184.6
2014-03-27,184.5
2014-03-28,183.15
2014-03-31,184.45
2014-04-01,192.75
2014-04-02,192.75
2014-04-03,200.8
2014-04-04,202.6
2014-04-07,202.3
2014-04-09,204.1
2014-04-10,212.4
2014-04-11,216.8
2014-04-15,221.05
2014-04-16,214.3
2014-04-17,215.0
2014-04-21,219.1
2014-04-22,218.5
2014-04-23,214.7
2014-04-25,230.35
2014-04-28,276.6
2014-04-29,275.15
2014-04-30,268.1
2014-05-02,279.95
2014-05-05,278.85
2014-05-06,279.2
2014-05-07,282.75
2014-05-08,270.85
2014-05-09,276.3
2014-05-12,270.1
2014-05-13,274.9
2014-05-14,277.65
2014-05-15,271.75
2014-05-16,284.85
2014-05-19,305.95
2014-05-20,297.25
2014-05-21,301.9
2014-05-22,306.75
2014-05-23,307.6
2014-05-26,308.4
2014-05-27,304.85
2014-05-28,311.05
2014-05-29,308.75
2014-05-30,301.8
2014-06-02,305.5
2014-06-03,302.55
2014-06-04,307.9
2014-06-05,313.0
2014-06-06,315.25
2014-06-09,321.3
2014-06-10,315.1
2014-06-11,302.7
2014-06-12,305.7
2014-06-13,296.55
2014-06-16,301.85
2014-06-17,315.45
2014-06-18,313.15
2014-06-19,324.0
2014-06-20,312.4
2014-06-23,310.05
2014-06-24,317.9
2014-06-25,315.15
2014-06-26,325.35
2014-06-27,329.6
2014-06-30,341.45
2014-07-01,335.0
2014-07-02,337.15
2014-07-03,343.7
2014-07-04,352.65
2014-07-07,342.25
2014-07-08,322.65
2014-07-09,320.9
2014-07-10,321.05
2014-07-11,321.05
2014-07-14,318.45
2014-07-15,328.8
2014-07-16,329.6
2014-07-17,326.65
2014-07-18,324.65
2014-07-21,324.3
2014-07-22,324.15
2014-07-23,319.2
2014-07-24,314.6
2014-07-25,314.9
2014-07-28,310.85
2014-07-30,324.25
2014-07-31,328.85
2014-08-01,332.7
2014-08-04,334.2
2014-08-05,331.6
2014-08-06,333.15
2014-08-07,316.55
2014-08-08,303.6
2014-08-11,307.55
2014-08-12,308.3
2014-08-13,305.9
2014-08-14,314.15
2014-08-18,324.55
2014-08-19,327.2
2014-08-20,320.75
2014-08-21,325.5
2014-08-22,338.5
2014-08-25,324.55
2014-08-26,325.55
2014-08-27,324.85
2014-08-28,316.1
2014-09-01,327.7
2014-09-02,324.55
2014-09-03,342.85
2014-09-04,369.35
2014-09-05,378.3
2014-09-08,380.7
2014-09-09,386.1
2014-09-10,380.2
2014-09-11,373.8
2014-09-12,367.8
2014-09-15,362.25
2014-09-16,342.25
2014-09-17,343.35
2014-09-18,359.4
2014-09-19,353.0
2014-09-22,354.95
2014-09-23,348.45
2014-09-24,345.7
2014-09-25,335.9
2014-09-26,338.4
2014-09-29,347.0
2014-09-30,340.05
2014-10-01,338.7
2014-10-07,338.65
2014-10-08,338.75
2014-10-09,342.0
2014-10-10,331.85
2014-10-13,334.9
2014-10-14,344.2
2014-10-16,320.05
2014-10-17,322.75
2014-10-20,330.6
2014-10-21,326.85
2014-10-22,335.65
2014-10-23,336.2
2014-10-27,335.95
2014-10-28,335.2
2014-10-29,342.05
2014-10-30,340.05
2014-10-31,348.55
2014-11-03,342.75
2014-11-05,338.45
2014-11-07,333.35
2014-11-10,335.6
2014-11-11,329.5
2014-11-12,348.4
2014-11-13,358.25
2014-11-14,361.75
2014-11-17,358.7
2014-11-18,359.45
2014-11-19,347.9
2014-11-20,353.3
2014-11-21,350.2
2014-11-24,354.85
2014-11-25,343.25
2014-11-26,338.5
2014-11-27,338.5
2014-11-28,345.8
2014-12-01,343.35
2014-12-02,344.8
2014-12-03,346.7
2014-12-04,339.7
2014-12-05,335.75
2014-12-08,330.5
2014-12-09,318.05
2014-12-10,327.65
2014-12-11,322.75
2014-12-12,308.95
2014-12-15,307.3
2014-12-16,302.7
2014-12-17,311.85
2014-12-18,321.3
2014-12-19,322.9
2014-12-22,330.85
2014-12-23,330.65
2014-12-24,331.25
2014-12-26,334.2
2014-12-29,336.1
2014-12-30,338.1
2014-12-31,346.55
